,P_P1_WOM_U,P_P1_MARKETING_U,P_P1_EXPERIENCE_U,P_P1_SHARE,P_P2_WOM_U,P_P2_MARKETING_U,P_P2_EXPERIENCE_U,P_P2_SHARE,V_P1_WOM_U,V_P1_MARKETING_U,V_P1_EXPERIENCE_U,V_P1_SHARE,V_P2_WOM_U,V_P2_MARKETING_U,V_P2_EXPERIENCE_U,V_P2_SHARE
0,0.010000000000000163,0.011646476351982285,0.010000000000000163,0.0,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010000000000000007,0.011646476351981953,0.010000000000000007,0.0,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
1,0.010000277325646517,0.013547090682313466,0.010012805219866496,0.0085,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010000734097299157,0.01353498887382021,0.010000000000000007,0.005,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
2,0.010001148785778851,0.015651071830531216,0.010152148295650833,0.0235,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010001222848195712,0.015657657810544064,0.010000000000000007,0.04,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
3,0.010002582636106466,0.01808180180805473,0.010316973583899974,0.034,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.01000162873838073,0.01766718841731049,0.010177054207507535,0.03,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
4,0.010004320064794908,0.020964520753334492,0.010452981523013462,0.0405,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010003335225220613,0.021000038203315897,0.010492949738153933,0.03,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
5,0.01000721840720143,0.024032074234369927,0.010610351235971071,0.051,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010006903505355531,0.024785441309151054,0.01083413780433018,0.04,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
6,0.010010875495904221,0.02773755020716445,0.010917756983730388,0.0455,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010010236923049804,0.02911950985821534,0.010782992489779661,0.06,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
7,0.01001547855624025,0.031493038201637874,0.011077643105280909,0.0595,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010013753149851217,0.032678636304135644,0.01129391590104897,0.035,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
8,0.010021106660724937,0.035696759629471296,0.011413114510743963,0.0665,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010020637696132156,0.03663389108847401,0.01173765993547278,0.06,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
9,0.010027996277132223,0.040110123986781133,0.011742033450412925,0.0745,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010026182915254858,0.04175233655940369,0.012482905224289126,0.05,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
10,0.010035751098016247,0.044806743279822724,0.012457114909484222,0.0715,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010037030320945318,0.04720894176685292,0.012465760642012469,0.09,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
11,0.010044032240022259,0.0505486882208423,0.012971314690620532,0.065,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010045778040464266,0.05233372337226643,0.012619053337715984,0.08,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
12,0.010056389847376165,0.056410305785177535,0.013317326909854,0.0865,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010054229699391652,0.058180385526520044,0.013526617560458667,0.06,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
13,0.010069747130796142,0.06221391056115564,0.013790805733206327,0.068,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010065742235389254,0.06292605355680979,0.014168913921908713,0.07,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
14,0.010084244487969851,0.06859773994563402,0.01423140808381474,0.0875,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010085716842812105,0.06846397826393563,0.015831458227503082,0.06,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
15,0.010099895440261897,0.07491706717451295,0.014723055759014541,0.0735,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010098630233270098,0.07367854730152855,0.016166786184240865,0.07,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
16,0.010117676051955791,0.08187379184534853,0.015321593215985661,0.093,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010115682078717896,0.08133109242177465,0.017484086239997726,0.075,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
17,0.010138296248215096,0.08898373494460421,0.016110717946952742,0.0835,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010136778355790738,0.08933438089128704,0.018126136980762916,0.09,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
18,0.010158677510727285,0.09700742066044227,0.017169123728818476,0.0805,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010164761802827174,0.09861054977292484,0.01850903566111549,0.12,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
19,0.010181629668749135,0.10546642612794296,0.01830562716415823,0.0825,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010200710479719885,0.10507490442136001,0.018959972929779544,0.09,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
20,0.010208978289510095,0.11403930111435309,0.01965678230873626,0.0815,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.01022731783633579,0.11319730599186409,0.018580175636255292,0.125,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
21,0.01024174203533591,0.12346237984060468,0.020817588467393677,0.085,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010250633266723925,0.12078667430390137,0.018895918780605942,0.1,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
22,0.01027625144950784,0.1326989376401255,0.022563007097309448,0.0835,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010288165734089647,0.1292572235396507,0.020224259478830556,0.095,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
23,0.010315737772755752,0.14193534979916678,0.02335110411860026,0.0815,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010319418084499299,0.13986305974605645,0.02133015772345101,0.05,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
24,0.01036052715757043,0.15189121301205258,0.025049728232003788,0.091,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.0,0.010368825938843784,0.14951929764577299,0.022255486890558673,0.085,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0
25,0.010405343854643971,0.16136195926855296,0.02591782495193805,0.0885,0.010000000000000163,0.011646476351982292,0.010000000000000163,0.0,0.010410170751374705,0.16010811908888453,0.023536139630989862,0.05,0.010000000000000007,0.011646476351981946,0.010000000000000007,0.0
26,0.010464088562749758,0.17108181782973966,0.02785030196589793,0.0865,0.0100002610123732,0.013631803341763175,0.010000000000000163,0.008,0.01045385155543829,0.17263297659124013,0.02429488538963481,0.1,0.010000652530932585,0.01341397078889205,0.010000000000000007,0.0
27,0.010528414738897453,0.18125246717146953,0.028722060913668822,0.086,0.010000904129929671,0.01581970917393356,0.010082928107597052,0.0135,0.010504741414028199,0.1830564741269751,0.025533081219563835,0.065,0.010001221684257716,0.015544519480586622,0.010000000000000007,0.01
28,0.010591652282004427,0.19171743722664264,0.030973271798194858,0.075,0.010002145566686469,0.018198880015497455,0.010189391350894896,0.0135,0.010553487037249247,0.19508585814736026,0.025564506843110166,0.105,0.010002602745545517,0.018272278841951258,0.010013204433963191,0.01
29,0.010655546859217649,0.2026651272225623,0.033315229437365035,0.0895,0.010003906479043987,0.020875109077615712,0.010426164088707938,0.026,0.010596398811848843,0.2064582592430132,0.027524582953007224,0.085,0.010004435954592614,0.021468351033087085,0.010117352348557871,0.025
