,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],0,0.0,[[0 0]],1.2,0.15,0.0,True
1,[[0 0]],2,26.5398,[[23  4]],1.2,0.15,0.0,True
2,[[23  4]],2,36.34998,[[35  2]],1.2,0.15,0.0,True
3,[[35  2]],0,87.69504,[[60  3]],1.2,0.2,0.0,True
4,[[60  3]],0,131.2473,[[69  7]],1.2,0.25,0.0,True
5,[[69  7]],2,185.4298,[[104  14]],1.2,0.25,0.0,True
6,[[104  14]],2,189.0926,[[97 17]],1.2,0.25,0.0,True
7,[[97 17]],2,179.57739999999998,[[98 16]],1.2,0.25,0.0,True
8,[[98 16]],2,222.2181,[[117  11]],1.2,0.25,0.0,True
9,[[117  11]],1,185.65352000000001,[[122  11]],1.2,0.2,0.0,True
10,[[122  11]],0,274.2799,[[149  17]],1.2,0.25,0.0,True
11,[[149  17]],2,256.3544,[[142  13]],1.2,0.25,0.0,True
12,[[142  13]],0,373.77504,[[171  21]],1.2,0.3,0.0,True
13,[[171  21]],0,334.15452,[[138  17]],1.2,0.35,0.0,True
14,[[138  17]],2,321.6395,[[125  14]],1.2,0.35,0.0,True
15,[[125  14]],0,491.78000000000003,[[163  12]],1.2,0.4,0.0,True
16,[[163  12]],2,502.15600000000006,[[164  16]],1.2,0.4,0.0,True
17,[[164  16]],0,484.61706,[[150  10]],1.2,0.45,0.0,True
18,[[150  10]],2,424.41084,[[129  19]],1.2,0.45,0.0,True
19,[[129  19]],2,556.31358,[[170  14]],1.2,0.45,0.0,True
20,[[170  14]],2,500.24016,[[145  21]],1.2,0.45,0.0,True
21,[[145  21]],1,481.08543999999995,[[173  15]],1.2,0.4,0.0,True
22,[[173  15]],1,443.21101999999996,[[170  18]],1.2,0.35,0.0,True
23,[[170  18]],2,465.4101199999999,[[173  13]],1.2,0.35,0.0,True
24,[[173  13]],0,473.36032,[[167  15]],1.2,0.4,0.0,True
25,[[167  15]],2,530.75984,[[175  23]],1.2,0.4,0.0,True
26,[[175  23]],0,515.9021399999999,[[161  22]],1.2,0.45,0.0,True
27,[[161  22]],1,511.50656000000004,[[172  16]],1.2,0.4,0.0,True
28,[[172  16]],0,506.82455999999996,[[153  10]],1.2,0.45,0.0,True
29,[[153  10]],1,492.3944,[[160  10]],1.2,0.4,0.0,True
30,[[160  10]],2,486.32160000000005,[[168  21]],1.2,0.4,0.0,True
31,[[168  21]],0,512.7264,[[155  17]],1.2,0.45,0.0,True
32,[[155  17]],2,547.53948,[[159  16]],1.2,0.45,0.0,True
33,[[159  16]],1,445.31296000000003,[[155  14]],1.2,0.4,0.0,True
34,[[155  14]],2,506.65968000000004,[[171  12]],1.2,0.4,0.0,True
35,[[171  12]],2,485.48592,[[162  19]],1.2,0.4,0.0,True
36,[[162  19]],0,560.97864,[[164  22]],1.2,0.45,0.0,True
37,[[164  22]],0,488.82439999999997,[[140  18]],1.2,0.5,0.0,True
38,[[140  18]],0,593.2159200000001,[[153  20]],1.2,0.55,0.0,True
39,[[153  20]],0,655.55976,[[148  15]],1.2,0.6,0.0,True
40,[[148  15]],0,785.8253,[[167  15]],1.2,0.65,0.0,True
41,[[167  15]],0,829.8206,[[166  24]],1.2,0.7,0.0,True
