,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,-1,-1,0.0,-1,1.2,0.1,0.0,True
1,-1,-1,17.760920000000002,-1,1.2,0.1,0.0,True
2,-1,-1,29.816679999999998,-1,1.2,0.1,0.0,True
3,-1,-1,33.66704,-1,1.2,0.1,0.0,True
4,-1,-1,58.49544,-1,1.2,0.1,0.0,True
5,-1,-1,70.04607999999999,-1,1.2,0.1,0.0,True
6,-1,-1,70.85004,-1,1.2,0.1,0.0,True
7,-1,-1,90.85064,-1,1.2,0.1,0.0,True
8,-1,-1,77.24848,-1,1.2,0.1,0.0,True
9,-1,-1,104.59696,-1,1.2,0.1,0.0,True
10,-1,-1,91.37776,-1,1.2,0.1,0.0,True
11,-1,-1,117.17672,-1,1.2,0.1,0.0,True
12,-1,-1,102.78384,-1,1.2,0.1,0.0,True
13,-1,-1,114.87752,-1,1.2,0.1,0.0,True
14,-1,-1,123.85968,-1,1.2,0.1,0.0,True
15,-1,-1,120.28688,-1,1.2,0.1,0.0,True
16,-1,-1,109.26384,-1,1.2,0.1,0.0,True
17,-1,-1,109.23224,-1,1.2,0.1,0.0,True
18,-1,-1,95.48344,-1,1.2,0.1,0.0,True
19,-1,-1,112.0566,-1,1.2,0.1,0.0,True
20,-1,-1,121.25156000000001,-1,1.2,0.1,0.0,True
21,-1,-1,127.98336,-1,1.2,0.1,0.0,True
22,-1,-1,131.13084,-1,1.2,0.1,0.0,True
23,-1,-1,120.42732000000001,-1,1.2,0.1,0.0,True
24,-1,-1,108.58192,-1,1.2,0.1,0.0,True
25,-1,-1,113.92116,-1,1.2,0.1,0.0,True
26,-1,-1,115.62756,-1,1.2,0.1,0.0,True
27,-1,-1,126.26208,-1,1.2,0.1,0.0,True
28,-1,-1,121.29796000000002,-1,1.2,0.1,0.0,True
29,-1,-1,134.62016,-1,1.2,0.1,0.0,True
30,-1,-1,125.35376,-1,1.2,0.1,0.0,True
31,-1,-1,123.57744,-1,1.2,0.1,0.0,True
32,-1,-1,108.45555999999999,-1,1.2,0.1,0.0,True
33,-1,-1,122.63696000000002,-1,1.2,0.1,0.0,True
34,-1,-1,102.9262,-1,1.2,0.1,0.0,True
35,-1,-1,134.80268,-1,1.2,0.1,0.0,True
36,-1,-1,115.03111999999999,-1,1.2,0.1,0.0,True
37,-1,-1,114.72828000000001,-1,1.2,0.1,0.0,True
38,-1,-1,109.11528,-1,1.2,0.1,0.0,True
39,-1,-1,126.869,-1,1.2,0.1,0.0,True
40,-1,-1,118.12532,-1,1.2,0.1,0.0,True
41,-1,-1,115.26656,-1,1.2,0.1,0.0,True
42,-1,-1,107.95584,-1,1.2,0.1,0.0,True
43,-1,-1,119.84344,-1,1.2,0.1,0.0,True
44,-1,-1,123.07764,-1,1.2,0.1,0.0,True
45,-1,-1,108.35164,-1,1.2,0.1,0.0,True
46,-1,-1,115.79108,-1,1.2,0.1,0.0,True
47,-1,-1,128.34016,-1,1.2,0.1,0.0,True
48,-1,-1,118.44908000000001,-1,1.2,0.1,0.0,True
49,-1,-1,114.57876000000002,-1,1.2,0.1,0.0,True
50,-1,-1,119.01820000000001,-1,1.2,0.1,0.0,True
51,-1,-1,116.61012,-1,1.2,0.1,0.0,True
52,-1,-1,127.58328,-1,1.2,0.1,0.0,True
53,-1,-1,108.56416,-1,1.2,0.1,0.0,True
54,-1,-1,116.04292000000001,-1,1.2,0.1,0.0,True
55,-1,-1,138.32580000000002,-1,1.2,0.1,0.0,True
56,-1,-1,123.87552,-1,1.2,0.1,0.0,True
57,-1,-1,131.00336,-1,1.2,0.1,0.0,True
