,P1_EXPERIENCE_U,P2_EXPERIENCE_U,P1_WOM_U,P2_WOM_U,P1_MARKETING_U,P2_MARKETING_U,P1_OUT,P2_OUT,P1_ACTUAL_WT,P2_ACTUAL_WT,P1_MATCHING_T,P2_MATCHING_T,P1_PICKUP_T,P2_PICKUP_T,PICKUP_T,P1_fare,P2_fare,P1_revenue,P2_revenue,P1_min_wage_sub,P2_min_wage_sub,P1_profit,P2_profit,P1_remaining_capital,P2_remaining_capital,P_U,PT_U,ACTUAL_WT,U_dif,OUT,mu,wu,nDAYS_HAILED,nDAYS_TRY,P1_INFORMED,P2_INFORMED,platform_id,plat_revenue,MATCHING_T,P1_hate,P2_hate,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
0,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.010000000000000163,0.011646476351982285,0.011646476351982286,0.0,0.0,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,-500.0,-500.0,49500.0,49500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0100171493385422,0.010004255679203997,0.010000000000000163,0.010000000000000163,0.013522887065327834,0.01358339610779188,17.0,11.0,9.914705882352942,9.498484848484848,0.4117647058823529,1.6318181818181818,9.50294117647059,8.653333333333334,9.188271604938272,1.0,1.0,24.8044,13.2708,65.30999999999999,49.815,-540.5056,-536.5442,48959.4944,48963.4558,-13.75069047619048,-11.513633488434378,9.751190476190477,0.1102778848133144,0.0,0.9642857142857143,1.0,0.9642857142857143,1.0,0.7142857142857143,0.5357142857142857,1.3928571428571428,1.3598285714285716,0.8910714285714286,3.5714285714285716,2.142857142857143,0.0,6676.642857142857,31.5,0.0,12.321428571428571,0.0,19.285714285714285,531.6071428571429,28.928571428571427,544.4642857142857,9.642857142857142,0.0,0.0,21.964285714285715
2,0.01006610952263678,0.01001355131747157,0.010000053529992413,0.010000000000000163,0.015580824906065516,0.01588021821639764,38.0,28.0,7.8614035087719305,11.719642857142858,0.32149122807017544,7.569047619047619,7.743693693693693,10.565151515151515,8.390277777777778,1.0,1.0,49.28680000000001,14.718800000000002,86.60099999999997,11.535499999999992,-537.3141999999999,-496.8167,48422.1802,48466.6391,-24.66041414141415,-11.88058399086117,9.498232323232328,0.07864392912516292,0.0,0.7272727272727273,1.0,0.7424242424242424,1.0151515151515151,0.7424242424242424,0.5909090909090909,1.4242424242424243,0.9697818181818182,3.3962121212121215,2.272727272727273,1.0606060606060606,0.0,6947.439393939394,36.04545454545455,0.0,8.863636363636363,0.0,14.545454545454545,366.1212121212121,21.818181818181817,382.6818181818182,7.2727272727272725,0.0,0.0,167.72727272727272
3,0.010111915603696672,0.010023111204533667,0.010000142496286989,0.01000002436619577,0.01808258978355175,0.018154412659011594,48.0,52.0,9.416319444444445,11.592307692307688,0.65,5.208333333333334,8.766319444444445,8.972072072072072,8.855882352941176,1.0,1.0,69.838,50.8736,123.19499999999996,13.211499999999994,-553.357,-462.3379,47868.8232,48004.3012,-18.921839999999996,-11.526854410138268,10.547833333333331,0.29088127878877923,0.0,0.85,1.0,0.93,1.14,0.71,0.73,1.52,1.2071159999999996,3.020333333333333,2.59,2.9,0.0,6784.87,88.97,0.0,7.76,0.0,17.0,451.65,25.5,484.15,8.5,0.0,0.0,92.25
4,0.010151181076319286,0.010098842951637975,0.010000370986486326,0.010000048589120396,0.021025817771295644,0.020690907010982213,47.0,68.0,10.448581560283689,8.666911764705887,2.6535460992907804,0.3933823529411764,8.935772357723577,8.273529411764706,8.52262996941896,1.0,1.0,55.25460000000001,93.8702,42.35549999999997,109.80149999999996,-487.10089999999997,-515.9313,47381.7223,47488.369900000005,-14.345078260869569,-11.714285665925546,9.395072463768116,0.1515815004961959,0.0,0.9478260869565217,1.0,1.0521739130434782,1.1565217391304348,0.7217391304347827,0.8,1.5913043478260869,1.2967373913043472,1.317101449275362,2.3217391304347825,2.9391304347826086,0.0,7302.078260869565,46.93913043478261,0.0,11.443478260869565,0.0,18.956521739130434,484.67826086956524,28.434782608695652,515.2695652173913,9.478260869565217,0.0,0.0,32.08695652173913
5,0.010243799773131777,0.010128570814981731,0.010000686527798093,0.010000178615405558,0.024288702808871895,0.023602712932605192,70.0,62.0,8.00238095238095,11.132795698924731,0.6273809523809525,4.038440860215053,7.481884057971014,8.976530612244899,8.102542372881356,1.0,1.0,93.5728,68.13839999999999,141.73499999999996,16.679999999999993,-548.1622,-448.5416,46833.5601,47039.82830000001,-17.627232323232334,-12.14036350024006,9.47272727272727,0.06825881933658502,0.0,0.8939393939393939,1.0,1.0454545454545454,1.1742424242424243,0.8257575757575758,0.8484848484848485,1.4696969696969697,1.2250848484848484,2.2295454545454545,2.378787878787879,2.621212121212121,0.0,6945.378787878788,68.54545454545455,0.0,9.166666666666666,0.0,17.87878787878788,434.59090909090907,26.818181818181817,486.969696969697,8.93939393939394,0.0,0.0,65.22727272727273
6,0.010286498124394292,0.010229143182251021,0.010001038340174255,0.010000290783834659,0.027644491273618812,0.02708267138426855,79.0,74.0,11.326371308016878,8.793693693693692,3.2978902953586506,0.18490990990990994,8.809027777777779,8.611486486486486,8.70890410958904,1.0,1.0,97.80180000000001,100.0704,31.54699999999996,101.88199999999998,-433.74519999999995,-501.8116,46399.814900000005,46538.01670000001,-14.118063180827882,-11.470541180785972,10.10141612200436,0.11832055279736592,0.0,0.954248366013072,1.0,1.091503267973856,1.1568627450980393,0.8562091503267973,0.8562091503267973,1.4836601307189543,1.2932823529411763,1.7922657952069716,3.0392156862745097,2.718954248366013,0.0,6911.24183006536,79.39869281045752,0.0,8.993464052287582,0.0,19.084967320261438,498.54901960784315,28.627450980392158,512.6274509803922,9.542483660130719,0.0,0.0,28.137254901960784
7,0.010428691230879973,0.010252602256995279,0.01000116452193181,0.010000617344033657,0.03163009911687062,0.03081487040691504,82.0,77.0,5.699593495934959,11.45930735930736,0.06747967479674796,5.33961038961039,5.632113821138211,8.567575757575758,6.81058394160584,1.0,1.0,119.72260000000001,84.4176,133.94849999999997,14.356499999999986,-514.2258999999999,-429.9389,45885.58900000001,46108.07780000001,-18.652979035639415,-12.466028554560202,8.488888888888896,0.07892148619052307,0.0,0.8616352201257862,1.0,1.1320754716981132,1.320754716981132,0.8427672955974843,0.9182389937106918,1.4842767295597483,1.2839006289308181,2.6206498951781976,1.8616352201257862,2.6289308176100628,0.0,6809.075471698113,72.14465408805032,0.0,8.81132075471698,0.0,17.232704402515722,352.0943396226415,25.849056603773583,520.930817610063,8.616352201257861,0.0,0.0,85.09433962264151
8,0.010496579029348833,0.010356735344098953,0.010001958574786174,0.010000852882944038,0.036095391296316795,0.03465995556452255,112.0,86.0,10.720386904761906,8.316860465116276,5.353720238095236,0.5253875968992248,7.608438818565401,7.883137254901961,7.750813008130082,1.0,1.0,113.2276,114.69299999999998,4.439499999999988,101.166,-391.2119,-486.473,45494.377100000005,45621.60480000001,-19.644836700336704,-12.003728788669582,9.676430976430975,0.13723485309614203,0.0,0.8282828282828283,1.0,1.0757575757575757,1.3232323232323233,0.9292929292929293,0.9545454545454546,1.4343434343434343,1.1511141414141413,3.2565656565656558,2.287878787878788,2.1616161616161618,0.0,6855.717171717171,89.78787878787878,0.0,6.388888888888889,0.0,16.565656565656564,385.19191919191917,24.848484848484848,459.22222222222223,8.282828282828282,0.0,0.0,105.60606060606061
9,0.010627591395630232,0.01040892037443215,0.010002616955378916,0.010001200319713256,0.040824434955104905,0.03893301041598936,83.0,100.0,7.210240963855422,10.862166666666667,0.02389558232931727,4.846166666666667,7.186345381526105,8.12972972972973,7.630997876857751,1.0,1.0,126.03579999999998,108.05000000000001,174.82449999999992,6.978499999999997,-548.7887,-398.9285,44945.58840000001,45222.67630000001,-19.510417122040074,-12.403944230284216,9.205828779599273,0.07893185656121482,0.0,0.8579234972677595,1.0,1.2459016393442623,1.453551912568306,0.912568306010929,0.9398907103825137,1.546448087431694,1.2791573770491804,2.659016393442623,2.081967213114754,2.4972677595628414,0.0,6729.459016393443,72.1639344262295,0.0,8.415300546448087,0.0,17.15846994535519,392.8087431693989,25.737704918032787,519.0710382513661,8.579234972677595,0.0,0.0,87.37704918032787
