,P1_EXPERIENCE_U,P2_EXPERIENCE_U,P1_WOM_U,P2_WOM_U,P1_MARKETING_U,P2_MARKETING_U,P1_OUT,P2_OUT,P1_IDLE_TIME,P2_IDLE_TIME,P1_REVENUE,P2_REVENUE,P1_ACTUAL_INC,P2_ACTUAL_INC,P1_COST,P2_COST,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,OUT,mu,P1_INFORMED,P2_INFORMED,inc_dif,platform_id,P1_hate,P2_hate,MIN_WAGE_SUB,TOM_OUT,TOM_platform_id,P1_U,P2_U,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
0,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.011646476351981946,0.011646476351981955,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.013656006958748374,0.013534988873820208,2.0,3.0,177.35,261.4222222222222,48.69200000000001,28.232,22.50325,14.36866666666667,26.18875,13.863333333333335,6.6,0.0,1.0,7517.4,13667.6,38.894,75.174,36.416000000000004,18.7935,9.103999999999997,45.52,17.622500000000002,0.0,1.0,0.4,0.8,0.6328645833333332,1.6,4.0,6.0,0.0,,1.0,,,0.0,0.0,7252.8,84.0,0.0,132.0,0.0,3889.4,0.0,198.0,3628.0,0.0,0.0,0.0,0.0,6414.8
2,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.015786555650442943,0.01602071206532852,0.0,5.0,,255.44666666666666,,33.3632,,18.480200000000004,,14.883,5.0,0.0,1.0,5953.2,15326.8,24.828000000000003,59.532,33.3632,14.883,8.340799999999996,41.70399999999999,18.480200000000004,0.0,1.0,0.2,1.0,0.6149958333333332,2.0,0.0,10.0,0.0,,1.0,,,0.0,0.0,7618.4,69.0,0.0,100.0,0.0,2482.8,0.0,150.0,3470.4,0.0,0.0,0.0,0.0,7708.4
3,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.018280158596921985,0.01898262784157875,7.0,6.0,222.4047619047619,234.6138888888889,44.060571428571436,40.65066666666667,24.62557142857143,23.050250000000005,19.435000000000002,17.600416666666664,7.461538461538462,0.0,1.0,7435.307692307692,13682.384615384615,31.690769230769227,74.35307692307694,42.48676923076924,18.588269230769235,10.621692307692305,53.10846153846153,23.898500000000006,0.0,1.0,0.6923076923076923,0.6153846153846154,0.5021145833333333,1.4615384615384615,5.384615384615385,4.615384615384615,0.0,,1.0,,,0.0,0.0,6756.7692307692305,110.76923076923077,0.0,146.69230769230768,0.0,3169.076923076923,0.0,223.84615384615384,4266.2307692307695,0.0,0.0,0.0,0.0,6925.615384615385
4,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.020523845618574,0.02242861595754161,6.0,4.0,163.3638888888889,131.62083333333334,59.70666666666668,73.86600000000001,31.67,41.36475,28.036666666666665,32.50125,11.1,0.0,1.0,11929.0,9040.0,53.117,119.29,65.3704,29.8225,16.342599999999997,81.71300000000001,35.547900000000006,0.0,1.0,1.0,0.7,0.2594187499999999,1.4,6.0,4.0,0.0,,1.0,,,0.0,0.0,2313.0,75.0,0.0,222.0,0.0,5311.7,0.0,333.0,6617.3,0.0,0.0,0.0,0.0,6727.0
5,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.024446026319278766,0.02519732915751059,7.0,4.0,221.4452380952381,117.3875,40.76228571428572,73.53200000000001,21.178,38.73762500000001,19.584285714285716,34.794374999999995,9.090909090909092,0.0,1.0,10046.09090909091,11016.363636363636,47.34,100.46090909090907,52.67854545454547,25.115227272727267,13.169636363636362,65.84818181818183,27.56331818181819,0.0,1.0,0.8181818181818182,0.8181818181818182,0.42576420454545444,1.3636363636363635,6.363636363636363,3.6363636363636362,0.0,,1.0,,,0.0,0.0,3767.090909090909,82.0,0.0,181.8181818181818,0.0,4734.0,0.0,272.72727272727275,5312.090909090909,0.0,0.0,0.0,0.0,7249.272727272727
6,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.027642098510414582,0.028635437518502713,4.0,2.0,117.91666666666667,109.54166666666667,66.31000000000002,79.54,31.58125000000001,43.698750000000004,34.728750000000005,35.84125,12.333333333333334,0.0,1.0,14039.833333333334,6907.5,69.265,140.39833333333334,70.72000000000001,35.099583333333335,17.679999999999996,88.40000000000002,35.62041666666668,0.0,1.0,1.0,1.0,0.257907986111111,1.3333333333333333,6.666666666666667,3.3333333333333335,0.0,,1.0,,,0.0,0.0,969.6666666666666,35.0,0.0,246.66666666666666,0.0,6926.5,0.0,370.0,7113.333333333333,0.0,0.0,0.0,0.0,5937.833333333333
7,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.03172625113465183,0.03148421496479553,8.0,11.0,157.21666666666667,235.11363636363637,60.536,40.741090909090914,31.697249999999997,23.222000000000005,28.838750000000005,17.519090909090913,8.736842105263158,0.0,1.105263157894737,8914.105263157895,12138.894736842105,40.02789473684211,89.14105263157894,49.07578947368421,22.285263157894736,12.26894736842105,61.34473684210526,26.790526315789474,0.0,1.0,0.7894736842105263,0.8421052631578947,0.4418640350877194,1.5789473684210527,4.842105263157895,5.7894736842105265,0.0,,1.0,,,0.0,0.0,4569.263157894737,109.15789473684211,0.0,174.73684210526315,0.0,4002.7894736842104,0.0,262.10526315789474,4911.315789473684,0.0,0.0,0.0,0.0,7569.631578947368
8,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.03600360633517034,0.03597237568242158,7.0,6.0,117.4952380952381,131.01111111111112,72.61028571428572,68.66533333333335,37.91028571428571,36.041583333333335,34.7,32.623749999999994,12.384615384615385,0.0,1.6923076923076923,13496.692307692309,7424.0,63.81846153846155,134.96692307692308,70.78953846153846,33.74173076923077,17.69738461538461,88.48692307692308,37.04780769230769,0.0,1.0,1.0,0.9230769230769231,0.22817067307692296,1.4615384615384615,7.538461538461538,7.0,0.0,,1.0,,,0.0,0.0,1056.8461538461538,59.69230769230769,0.0,247.07692307692307,0.0,6381.846153846154,0.0,371.53846153846155,7114.846153846154,0.0,0.0,0.0,0.0,6367.153846153846
9,0.010001582497770839,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.040701028949417004,0.040628844458063924,4.0,7.0,112.07083333333334,137.43571428571428,78.92,64.85028571428572,43.5125,33.04028571428572,35.4075,31.810000000000002,11.818181818181818,0.0,1.1818181818181819,13247.272727272728,7692.727272727273,61.56000000000001,132.47272727272727,69.96654545454545,33.11818181818182,17.491636363636356,87.45818181818181,36.84836363636364,0.0,1.0,1.0,1.0,0.23232575757575746,1.6363636363636365,3.3636363636363638,6.636363636363637,0.0,,1.0,,,0.0,0.0,1569.090909090909,68.0909090909091,0.0,236.36363636363637,0.0,6156.0,0.0,354.54545454545456,7091.272727272727,0.0,0.0,0.0,0.0,6123.636363636364
