,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],0,0.0,3.333333333333333,[[10  1]],10,1,1.2,0.15,0.0,True
1,[[10  1]],2,12.171719999999999,13.036833333333334,[[39  3]],39,3,1.2,0.15,0.0,True
2,[[39  3]],2,46.38708,22.023621212121213,[[67  3]],67,3,1.2,0.15,0.0,True
3,[[67  3]],0,95.32264,34.20235353535354,[[73  6]],73,6,1.2,0.2,0.0,True
4,[[73  6]],1,81.11927999999999,37.57566666666666,[[84  8]],84,8,1.2,0.15,0.0,True
5,[[84  8]],2,88.7004,62.69954545454545,[[119  19]],119,19,1.2,0.15,0.0,True
6,[[119  19]],2,137.30532,54.16986363636363,[[121  10]],121,10,1.2,0.15,0.0,True
7,[[121  10]],1,91.35452,60.20132828282827,[[122  17]],122,17,1.2,0.1,0.0,True
8,[[122  17]],0,139.30223999999998,69.42199999999998,[[121  19]],121,19,1.2,0.15,0.0,True
9,[[121  19]],2,137.77229999999997,57.22882575757575,[[149   9]],149,9,1.2,0.15,0.0,True
10,[[149   9]],0,220.6604,74.19449494949495,[[158  12]],158,12,1.2,0.2,0.0,True
11,[[158  12]],1,177.80262,67.61649242424242,[[131  14]],131,14,1.2,0.15,0.0,True
12,[[131  14]],2,142.00205999999997,71.42955303030301,[[151  17]],151,17,1.2,0.15,0.0,True
13,[[151  17]],1,113.29136,67.63779797979797,[[160  16]],160,16,1.2,0.1,0.0,True
14,[[160  16]],1,60.362140000000004,50.288148989898986,[[136  12]],136,12,1.2,0.05,0.0,True
15,[[136  12]],0,104.56916000000001,64.86984343434344,[[160  15]],160,15,1.2,0.1,0.0,True
16,[[160  15]],0,187.83732,77.71683333333331,[[164  16]],164,16,1.2,0.15,0.0,True
17,[[164  16]],2,182.50943999999998,73.37745454545455,[[152  15]],152,15,1.2,0.15,0.0,True
18,[[152  15]],1,110.31892,67.42915656565657,[[151  17]],151,17,1.2,0.1,0.0,True
19,[[151  17]],1,55.63852,57.191732323232316,[[161  14]],161,14,1.2,0.05,0.0,True
20,[[161  14]],1,0.0,48.666666666666664,[[152  14]],152,14,1.2,0.0,0.0,True
21,[[152  14]],0,57.11234,63.04448737373737,[[175  16]],175,16,1.2,0.05,0.0,True
22,[[175  16]],0,124.619,66.7347222222222,[[156  15]],156,15,1.2,0.1,0.0,True
23,[[156  15]],1,57.87114,72.30696212121212,[[170  22]],170,22,1.2,0.05,0.0,True
24,[[170  22]],1,0.0,59.666666666666664,[[138  22]],138,22,1.2,0.0,0.0,True
25,[[138  22]],2,0.0,51.50000000000001,[[189  12]],189,12,1.2,0.0,0.0,True
26,[[189  12]],0,70.0998,64.85098484848486,[[166  17]],166,17,1.2,0.05,0.0,True
27,[[166  17]],0,115.14644000000001,67.53869191919193,[[158  16]],158,16,1.2,0.1,0.0,True
28,[[158  16]],2,112.66936,58.05926262626262,[[133  13]],133,13,1.2,0.1,0.0,True
29,[[133  13]],1,47.403760000000005,56.151989898989896,[[161  14]],161,14,1.2,0.05,0.0,True
30,[[161  14]],2,57.57584000000001,55.6030101010101,[[160  13]],160,13,1.2,0.05,0.0,True
