,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,rh_U,alt_U,ACTUAL_WT,U_dif,mu,nDAYS_HAILED,INFORMED,plat_revenue,MATCHING_T,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
461,0.7653022002357506,0.7246126621310469,0.42865318775568173,7560.0,-9.636321930849482,-11.166841180806948,1.249836860670199,-0.12604042376244934,1.0,283.94695767195765,1.0,1.1806164973545015,0.0,0.0,7246.625661375661,0.0,0.0,15.0,0.0,20.0,74.99021164021164,30.0,548.7646825396826,10.0,0.0,0.0,0.0
462,0.7653882932327003,0.7243227138675464,0.42865318775568173,7543.0,-9.661213217920958,-11.168327981042879,1.3217552697865629,-0.126976051191979,1.0,284.4659949622166,1.0,1.1873716346281367,0.0,0.0,7258.189844889302,0.0,0.0,15.0,0.0,20.0,79.30531618719343,30.0,548.1812276282647,10.0,0.0,0.0,0.0
463,0.7660079155214934,0.7240791421605525,0.42865318775568173,7574.0,-9.682402768608968,-11.192067683346599,1.3185238975442317,-0.12242976604294999,1.0,285.1866913123845,1.0,1.1785624927383174,0.0,0.0,7235.121996303143,0.0,0.0,15.0,0.0,20.0,79.11143385265382,30.0,550.6605492474254,10.0,0.0,0.0,0.0
464,0.766235364808306,0.724125128412883,0.42865318775568173,7646.0,-9.644780851280274,-11.152777936218339,1.2867839393146798,-0.12528817698447775,1.0,285.91459586712006,1.0,1.1896831232016785,0.0,0.0,7244.625555846194,0.0,0.0,15.0,0.0,20.0,77.20703635888046,30.0,547.6748626732932,10.0,0.0,0.0,0.0
465,0.7655004775786456,0.7246455189766298,0.42865318775568173,7554.0,-9.740235756994082,-11.197173480992083,1.4063763127702813,-0.11843123907885525,1.0,286.55639396346305,1.0,1.1917391527667514,0.0,0.0,7226.579560497749,0.0,0.0,15.0,0.0,20.0,84.38257876621657,30.0,551.738019592269,10.0,0.0,0.0,0.0
466,0.7653380078454625,0.7248562736989658,0.42865318775568173,7546.0,-9.691119620770376,-11.178949185170612,1.4095790264157626,-0.124962620084721,1.0,288.6494831698913,1.0,1.1894233554200944,0.0,0.0,7231.555393586006,0.0,0.0,15.0,0.0,20.0,84.57474158494567,30.0,547.9216803604559,10.0,0.0,0.0,0.0
467,0.7658641589502294,0.7247606818370461,0.42865318775568173,7600.0,-9.648393433479523,-11.164224459320168,1.2662565789473763,-0.12596454005947352,1.0,288.6351315789474,1.0,1.185287189473688,0.0,0.0,7258.51947368421,0.0,0.0,15.0,0.0,20.0,75.9753947368421,30.0,548.8931578947369,10.0,0.0,0.0,0.0
468,0.7662865764605938,0.7244595711078742,0.42865318775568173,7546.0,-9.658296840857563,-11.163922431379339,1.3266255852990554,-0.12347746522984246,1.0,290.0327325735489,1.0,1.1933446859263208,0.0,0.0,7253.728200371058,0.0,0.0,15.0,0.0,20.0,79.59753511794328,30.0,547.33527696793,10.0,0.0,0.0,0.0
469,0.7659813131180505,0.7245155635762623,0.42865318775568173,7555.0,-9.652153048385932,-11.160337270912375,1.2728193249503688,-0.12595984857317405,1.0,290.4063534083389,1.0,1.1971575592322987,0.0,0.0,7249.418795499669,0.0,0.0,15.0,0.0,20.0,76.36915949702184,30.0,548.0599602911979,10.0,0.0,0.0,0.0
470,0.7648972818144589,0.7245149218705236,0.42865318775568173,7584.0,-9.735603510680386,-11.172030864453392,1.4249208860759532,-0.11676640678748249,1.0,290.5845200421941,1.0,1.1964474472573878,0.0,0.0,7225.068037974684,0.0,0.0,15.0,0.0,20.0,85.49525316455696,30.0,550.470332278481,10.0,0.0,0.0,0.0
471,0.7652832465867236,0.7245090845003064,0.42865318775568173,7607.0,-9.650910985130649,-11.158744795382708,1.3175233337715297,-0.1252757704691798,1.0,291.4215853818851,1.0,1.1725342920993846,0.0,0.0,7246.291573550677,0.0,0.0,15.0,0.0,20.0,79.05140002629157,30.0,548.6611016169318,10.0,0.0,0.0,0.0
472,0.7652924850750292,0.724356450729394,0.42865318775568173,7532.0,-9.669724456024671,-11.180969277536015,1.2474818551956128,-0.1245790972760291,1.0,293.31346255974506,1.0,1.2164212426978271,0.0,0.0,7263.512878385555,0.0,0.0,15.0,0.0,20.0,74.84891131173659,30.0,548.638741370154,10.0,0.0,0.0,0.0
473,0.7658323660675169,0.7242884349930581,0.42865318775568173,7590.0,-9.689702726540734,-11.185922993346871,1.3455445761967535,-0.12236797276125226,1.0,293.2943346508564,1.0,1.1692568801054048,0.0,0.0,7257.695125164691,0.0,0.0,15.0,0.0,20.0,80.732674571805,30.0,551.2205533596838,10.0,0.0,0.0,0.0
474,0.7652130698897943,0.7241963930465527,0.42865318775568173,7515.0,-9.71317307754859,-11.18258063834242,1.3508183632734498,-0.12252899215553813,1.0,295.1575515635396,1.0,1.2106126573519667,0.0,0.0,7256.922687957419,0.0,0.0,15.0,0.0,20.0,81.04910179640719,30.0,549.6468396540253,10.0,0.0,0.0,0.0
475,0.7658713649577523,0.7239832237911331,0.42865318775568173,7527.0,-9.644717147159097,-11.19719152233307,1.1972742571188137,-0.12656463846776891,1.0,295.99787431911784,1.0,1.1917699800717456,0.0,0.0,7221.124485186661,0.0,0.0,15.0,0.0,20.0,71.836455427129,30.0,550.0297595323502,10.0,0.0,0.0,0.0
476,0.7664467716597354,0.724123044314349,0.42865318775568173,7597.0,-9.675282989996052,-11.193676929171685,1.3077837742968719,-0.12324923491512065,1.0,296.02764249045674,1.0,1.170909722258787,0.0,0.0,7249.918915361327,0.0,0.0,15.0,0.0,20.0,78.4670264578123,30.0,551.0071080689746,10.0,0.0,0.0,0.0
477,0.7657667583065582,0.7241873450999778,0.42865318775568173,7559.0,-9.72565365752377,-11.191797113407004,1.4146337698990206,-0.11903829448716581,1.0,297.4126207170261,1.0,1.196933784892186,0.0,0.0,7228.7219208890065,0.0,0.0,15.0,0.0,20.0,84.878026193941,30.0,549.9318692948802,10.0,0.0,0.0,0.0
