,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,rh_U,alt_U,ACTUAL_WT,U_dif,mu,nDAYS_HAILED,INFORMED,plat_revenue,MATCHING_T,VoT,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
180,0.5996292253160845,0.27756984992674477,0.42847318185402045,1083.0,-9.733146159331072,-11.341560173831471,2.409387503847341,-0.11937401901976981,1.0,40.878116343490305,1.0,0.349377802400739,0.0,10.629999999999836,0.0,7188.467220683287,0.0,0.0,15.0,0.0,20.0,144.56325023084025,30.0,528.2631578947369,10.0,0.0,0.0,0.0
181,0.603797225319703,0.2871171794300262,0.42847318185402045,1101.0,-9.679420907760623,-11.242577376223485,2.242188919164395,-0.11563375858588132,1.0,41.16076294277929,1.0,0.27866877384196204,0.0,10.629999999999825,0.0,7079.797456857403,0.0,0.0,15.0,0.0,20.0,134.53133514986376,30.0,533.8156221616712,10.0,0.0,0.0,0.0
182,0.6077179077437166,0.29559859855717335,0.42847318185402045,1118.0,-9.606641836116085,-11.204858791891475,2.1614639236732254,-0.1305374496195279,1.0,41.76744186046512,1.0,0.3229456887298747,0.0,10.629999999999816,0.0,7068.400715563506,0.0,0.0,15.0,0.0,20.0,129.68783542039355,30.0,527.3765652951699,10.0,0.0,0.0,0.0
183,0.6130391405552781,0.30422673634222097,0.42847318185402045,1143.0,-9.58142641343442,-11.21862178978151,2.1638670166229206,-0.13203939121297636,1.0,41.48206474190726,1.0,0.26647069116360445,0.0,10.629999999999804,0.0,7146.194225721785,0.0,0.0,15.0,0.0,20.0,129.83202099737534,30.0,529.5896762904637,10.0,0.0,0.0,0.0
184,0.6171824837209985,0.3135743736236094,0.42847318185402045,1125.0,-9.771026546172832,-11.349839847342864,2.245792592592593,-0.12392978819945187,1.0,42.086222222222226,1.0,0.29848295111111156,0.0,10.629999999999812,0.0,7066.743111111111,0.0,0.0,15.0,0.0,20.0,134.74755555555555,30.0,538.9351111111112,10.0,0.0,0.0,0.0
185,0.6205858040714358,0.322557040355844,0.42847318185402045,1117.0,-9.559296826320494,-11.134899738423075,2.090211877051628,-0.1281196814573961,1.0,43.6544315129812,1.0,0.3791370098478066,0.0,10.629999999999816,0.0,7135.182632050134,0.0,0.0,15.0,0.0,20.0,125.41271262309758,30.0,521.6839749328559,10.0,0.0,0.0,0.0
186,0.6234603714913736,0.330791091552202,0.42847318185402045,1134.0,-9.678910071036642,-11.220189289126026,2.221105232216342,-0.11093783481074805,1.0,44.08994708994709,1.0,0.358736225749559,0.0,10.629999999999807,0.0,7074.150793650793,0.0,0.0,15.0,0.0,20.0,133.2663139329806,30.0,528.4929453262787,10.0,0.0,0.0,0.0
187,0.6268472625529727,0.33917327637298655,0.42847318185402045,1145.0,-9.617675387675886,-11.18676044790673,2.1669141193595354,-0.12354596968115604,1.0,44.61572052401747,1.0,0.33397145851528415,0.0,10.629999999999802,0.0,7197.734497816594,0.0,0.0,15.0,0.0,20.0,130.01484716157205,30.0,527.2349344978165,10.0,0.0,0.0,0.0
188,0.6306704376885498,0.3478275546254271,0.42847318185402045,1164.0,-9.619311388888894,-11.22298123664553,1.9062571592210777,-0.12225909374738453,1.0,45.22852233676976,1.0,0.3652753951890034,0.0,10.629999999999791,0.0,7059.246563573884,0.0,0.0,15.0,0.0,20.0,114.37542955326461,30.0,531.8006872852234,10.0,0.0,0.0,0.0
189,0.6336399718952835,0.3564906389660166,0.42847318185402045,1185.0,-9.666127558368489,-11.162049634760033,2.1611251758087207,-0.11568325505582867,1.0,45.65654008438818,1.0,0.34906757805907157,0.0,10.629999999999782,0.0,7191.475105485232,0.0,0.0,15.0,0.0,20.0,129.6675105485232,30.0,529.8143459915611,10.0,0.0,0.0,0.0
190,0.6358578811710511,0.36440385104157813,0.42847318185402045,1151.0,-9.754041953856559,-11.323667436057363,2.137561540689255,-0.13393925552772337,1.0,46.539530842745435,1.0,0.3771986794092091,0.0,10.629999999999798,0.0,7220.112076455256,0.0,0.0,15.0,0.0,20.0,128.25369244135535,30.0,534.7697654213728,10.0,0.0,0.0,0.0
191,0.6391341034716069,0.3731317182054844,0.42847318185402045,1189.0,-9.637656645173367,-11.196468766404077,2.026534903280066,-0.13564990688044032,1.0,47.06896551724138,1.0,0.41634822539949545,0.0,10.629999999999779,0.0,7067.349032800673,0.0,0.0,15.0,0.0,20.0,121.59209419680404,30.0,526.3229604709841,10.0,0.0,0.0,0.0
192,0.6417004451495335,0.380371405103652,0.42847318185402045,1190.0,-9.677969989262365,-11.147091358117702,2.1017507002801104,-0.10742220494379177,1.0,47.21512605042017,1.0,0.3703550924369748,0.0,10.629999999999779,0.0,6921.1067226890755,0.0,0.0,15.0,0.0,20.0,126.10504201680672,30.0,530.6529411764706,10.0,0.0,0.0,0.0
193,0.6444088578917399,0.38899577405476243,0.42847318185402045,1232.0,-9.669495001352816,-11.17473880378496,2.170779220779224,-0.11814887650049732,1.0,48.05113636363637,1.0,0.349501493506493,0.0,10.62999999999976,0.0,7175.905032467533,0.0,0.0,15.0,0.0,20.0,130.24675324675326,30.0,529.7800324675325,10.0,0.0,0.0,0.0
194,0.6477587970333063,0.39736808523473244,0.42847318185402045,1174.0,-9.618609137800492,-11.157781326093021,2.0357325383304956,-0.1127244285032717,1.0,49.16695059625213,1.0,0.3578150596252132,0.0,10.629999999999788,0.0,7026.623509369676,0.0,0.0,15.0,0.0,20.0,122.14395229982964,30.0,528.954003407155,10.0,0.0,0.0,0.0
195,0.6505569903275468,0.40485269582436295,0.42847318185402045,1194.0,-9.63996975293132,-11.188990376414548,1.9547599106644338,-0.12443081797405287,1.0,49.53601340033501,1.0,0.40236154103852617,0.0,10.629999999999777,0.0,7160.092964824121,0.0,0.0,15.0,0.0,20.0,117.28559463986599,30.0,529.3509212730319,10.0,0.0,0.0,0.0
