,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,mu,INFORMED,res_wage,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
384,0.010162058276228405,0.10758373113732851,0.42353579360485616,21.0,9.714285714285714,0.0,101.0,8664.619047619048,12303.42857142857,32.24999999999999,86.6461904761905,39.437714285714286,21.661547619047624,39.437714285714286,78.87542857142857,17.77616666666666,1.0,1.0,44.63999999999999,0.0,0.0,5330.714285714285,145.71428571428572,0.0,193.8095238095238,0.0,3225.0,0.0,291.42857142857144,5439.619047619048,0.0,0.0,0.0,0.0,6972.714285714285
385,0.010162058276228405,0.10606596336220918,0.42353579360485616,18.0,12.777777777777779,0.0,120.27777777777777,13355.833333333334,7512.055555555556,63.446111111111094,133.55833333333334,51.01177777777778,33.389583333333334,51.01177777777778,102.02355555555556,17.622194444444446,1.0,1.0,44.63999999999999,0.0,0.0,926.3333333333334,92.22222222222223,0.0,255.55555555555554,0.0,6344.611111111111,0.0,383.3333333333333,7011.222222222223,0.0,0.0,0.0,0.0,6585.722222222223
386,0.010162058276228405,0.10484220172372799,0.42353579360485616,11.0,15.363636363636363,0.0,117.63636363636364,14062.363636363636,6744.181818181818,54.29272727272728,140.62363636363636,62.55309090909091,35.15590909090909,62.55309090909091,125.10618181818182,27.397181818181817,1.0,1.0,44.63999999999999,0.0,0.0,234.0909090909091,24.272727272727273,0.0,307.27272727272725,0.0,5429.272727272727,0.0,460.90909090909093,8633.09090909091,0.0,0.0,0.0,0.0,6510.090909090909
387,0.010093011679853053,0.10364007331007129,0.42353579360485616,18.0,11.722222222222221,0.0,112.38888888888889,12612.166666666666,8288.5,58.180000000000014,126.12166666666667,48.97055555555555,31.530416666666667,48.97055555555555,97.9411111111111,17.440138888888885,1.0,1.0,44.63999999999999,0.0,0.0,2111.8333333333335,115.33333333333333,0.0,231.33333333333334,0.0,5818.0,0.0,351.6666666666667,6794.166666666667,0.0,0.0,0.0,0.0,6176.666666666667
388,0.010000000000000007,0.10247064064621741,0.42353579360485616,16.0,13.1875,0.0,118.5625,13486.4375,7371.375,60.47312500000001,134.864375,53.866,33.71609375,53.866,107.732,20.14990625,1.0,1.0,44.63999999999999,0.0,0.0,1080.375,81.8125,0.0,263.75,0.0,6047.3125,0.0,395.625,7439.125,0.0,0.0,0.0,0.0,6291.0
389,0.010000000000000007,0.10113718130957366,0.42353579360485616,18.0,11.88888888888889,0.0,123.94444444444444,12892.777777777777,7998.611111111111,60.100555555555566,128.92777777777778,49.61855555555556,32.231944444444444,49.61855555555556,99.23711111111112,17.38661111111111,1.0,1.0,44.63999999999999,0.0,0.0,1743.2777777777778,113.83333333333333,0.0,237.11111111111111,0.0,6010.055555555556,0.0,356.6666666666667,6882.722222222223,0.0,0.0,0.0,0.0,6255.333333333333
390,0.010000000000000007,0.10008065933602527,0.42353579360485616,18.0,11.944444444444445,0.0,117.33333333333333,11345.888888888889,9522.055555555555,47.74277777777778,113.45888888888891,47.79077777777778,28.364722222222227,47.79077777777778,95.58155555555555,19.426055555555553,1.0,1.0,44.63999999999999,0.0,0.0,2443.3333333333335,134.5,0.0,238.22222222222223,0.0,4774.277777777777,0.0,358.3333333333333,6571.611111111111,0.0,0.0,0.0,0.0,7078.722222222223
391,0.010000000000000007,0.0988511900735772,0.42353579360485616,24.0,9.375,0.0,101.25,8800.041666666666,12191.291666666666,32.65333333333333,88.00041666666668,39.770750000000014,22.00010416666667,39.770750000000014,79.54150000000003,17.770645833333333,1.0,1.0,44.63999999999999,0.0,0.0,4644.291666666667,140.0,0.0,186.41666666666666,0.0,3265.3333333333335,0.0,281.25,5534.708333333333,0.0,0.0,0.0,0.0,7547.0
392,0.010000000000000007,0.09772279574113384,0.42353579360485616,19.0,11.210526315789474,0.0,117.94736842105263,10653.315789473685,10252.421052631578,45.11157894736843,106.53315789473685,44.70031578947368,26.63328947368421,44.70031578947368,89.40063157894735,18.06702631578947,1.0,1.0,44.63999999999999,0.0,0.0,3645.9473684210525,132.73684210526315,0.0,224.21052631578948,0.0,4511.1578947368425,0.0,336.3157894736842,6142.1578947368425,0.0,0.0,0.0,0.0,6606.473684210527
393,0.010000000000000007,0.09661524434525309,0.42353579360485616,12.0,14.833333333333334,0.0,96.0,13815.5,6995.666666666667,55.1925,138.155,60.16083333333333,34.53875,60.16083333333333,120.32166666666666,25.622083333333332,1.0,1.0,44.63999999999999,0.0,0.0,515.5833333333334,48.0,0.0,294.8333333333333,0.0,5519.25,0.0,445.0,8296.25,0.0,0.0,0.0,0.0,6480.083333333333
394,0.010000000000000007,0.0955009882050857,0.42353579360485616,19.0,11.157894736842104,0.0,139.10526315789474,11293.0,9614.368421052632,49.38421052631579,112.93,45.938,28.2325,45.938,91.876,17.705499999999997,1.0,1.0,44.63999999999999,0.0,0.0,2955.0,133.73684210526315,0.0,223.1578947368421,0.0,4938.421052631579,0.0,334.7368421052632,6354.578947368421,0.0,0.0,0.0,0.0,6659.368421052632
395,0.010000000000000007,0.09439724697443523,0.42353579360485616,23.0,10.478260869565217,0.0,112.43478260869566,9261.217391304348,11659.521739130434,34.98521739130435,92.61217391304348,41.91095652173913,23.15304347826087,41.91095652173913,83.82191304347826,18.757913043478258,1.0,1.0,44.63999999999999,0.0,0.0,4216.0,157.17391304347825,0.0,206.7391304347826,0.0,3498.521739130435,0.0,314.3478260869565,5762.695652173913,0.0,0.0,0.0,0.0,7443.521739130435
