,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,rh_U,alt_U,ACTUAL_WT,U_dif,mu,nDAYS_HAILED,INFORMED,plat_revenue,MATCHING_T,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
121,0.03680666063230579,0.0224281867904001,0.42809380878889486,598.0,-12.829027782422894,-11.462986813540404,7.781828316610924,0.21151946175812802,1.0,11.478260869565217,1.0,2.340361605351171,2.3480769230769245,0.0,6863.928093645485,112.0886287625418,0.0,3.2073578595317724,0.0,19.06354515050167,326.02508361204013,28.59531772575251,502.1521739130435,9.531772575250836,0.0,0.0,28.795986622073578
122,0.037506638339864,0.022655264257330884,0.42809380878889486,582.0,-10.68107359679267,-11.506340457094167,3.572451317296678,-0.00827576902461198,1.0,12.121993127147766,1.0,2.3500682474226813,0.0,0.0,6779.034364261169,0.0,0.0,15.0,0.0,20.0,214.34707903780068,30.0,535.6563573883161,10.0,0.0,0.0,0.0
123,0.03779417315459313,0.022910927678869705,0.42809380878889486,601.0,-13.182828850064713,-11.487910295444715,7.861425402107591,0.2551348086037211,1.0,11.876871880199667,1.0,2.405333510815306,2.0440099833610677,0.0,6845.831946755407,91.94176372712147,0.0,5.357737104825291,0.0,19.001663893510816,349.04492512479203,28.502495840266224,517.514143094842,9.500831946755408,0.0,0.0,30.69883527454243
124,0.03799798334199693,0.023157981185074897,0.42809380878889486,613.0,-13.93833122167844,-11.429001418091831,7.905872756933113,0.33507412974355666,1.0,12.283849918433932,1.0,2.3723598694942925,3.319630233822731,0.0,6893.3132137031,130.95595432300163,0.0,2.205546492659054,0.0,17.781402936378466,275.1745513866232,26.6721044045677,470.28058727569334,8.890701468189233,0.0,0.0,68.22185970636215
125,0.03869044511340069,0.023372206168051173,0.42809380878889486,572.0,-11.467291448135194,-11.456818117340115,5.788986013986014,0.08573515096750778,1.0,12.48076923076923,1.0,2.350263986013984,0.07805944055944058,0.0,6715.391608391608,4.683566433566433,0.0,13.716783216783217,0.0,20.0,342.6555944055944,30.0,535.715034965035,10.0,0.0,0.0,0.0
126,0.03941899549187977,0.023633406266802954,0.42809380878889486,632.0,-11.500016943565402,-11.547680548144227,5.255986286919829,0.1486448410732875,1.0,12.162974683544304,1.0,2.403610253164558,0.05055379746835442,0.0,6784.199367088608,3.0332278481012658,0.0,14.376582278481013,0.0,20.0,312.3259493670886,30.0,550.5363924050633,10.0,0.0,0.0,0.0
127,0.04000375353954593,0.023876685495039653,0.42809380878889486,614.0,-12.063229872421294,-11.46300920499793,6.157491856677535,0.13767401556743078,1.0,12.92671009771987,1.0,2.3896590879478827,0.7766015200868625,0.0,6587.052117263844,34.57654723127036,0.0,10.675895765472312,0.0,19.60912052117264,322.85342019543975,29.41368078175896,533.0830618892509,9.80456026058632,0.0,0.0,12.019543973941367
128,0.040479165456785524,0.024128878517668553,0.42809380878889486,577.0,-11.985899104563837,-11.396281443421305,7.367446562680525,0.1528729176831703,1.0,13.221837088388215,1.0,2.313626828422878,0.7886481802426341,0.0,6801.133448873484,41.9896013864818,0.0,9.377816291161178,0.0,19.826689774696707,394.72790294627384,29.740034662045062,521.0017331022531,9.913344887348353,0.0,0.0,5.329289428076256
129,0.04105344017445247,0.024375096151688043,0.42809380878889486,592.0,-11.355578749061559,-11.457088009171155,5.641328828828829,0.07316465638034052,1.0,13.652027027027026,1.0,2.3359510135135126,0.026492117117117124,0.0,6906.866554054054,1.589527027027027,0.0,14.256756756756756,0.0,20.0,336.8902027027027,30.0,531.7584459459459,10.0,0.0,0.0,0.0
130,0.04154937168157078,0.024616170088750056,0.42809380878889486,618.0,-12.456900696691823,-11.581703637612609,7.682011866235176,0.2196158041196235,1.0,13.754045307443366,1.0,2.404960194174759,0.5633225458468177,0.0,6820.1375404530745,29.818770226537218,0.0,10.310679611650485,0.0,19.870550161812297,427.121359223301,29.805825242718445,546.9724919093851,9.935275080906148,0.0,0.0,3.9805825242718447
131,0.041946248110906685,0.02489300016498831,0.42809380878889486,609.0,-12.849028854223683,-11.33653659590303,8.338779419813905,0.2651855858593633,1.0,13.812807881773399,1.0,2.3079156650246295,2.0961685823754768,0.0,6748.054187192119,96.48440065681444,0.0,3.7536945812807883,0.0,19.047619047619047,374.5566502463054,28.571428571428573,496.2463054187192,9.523809523809524,0.0,0.0,29.285714285714285
132,0.04206344632937564,0.025149959497997722,0.42809380878889486,627.0,-14.130643988126875,-11.519128302389598,8.535380116959075,0.33797083439755476,1.0,14.027113237639554,1.0,2.3420738755980857,3.625730994152049,0.0,6859.671451355662,142.99840510366826,0.0,1.9712918660287082,0.0,17.575757575757574,294.57894736842104,26.363636363636363,458.9585326953748,8.787878787878787,0.0,0.0,74.54545454545455
133,0.04264043013933404,0.025413305016639277,0.42809380878889486,575.0,-11.694149618357491,-11.61167068166191,6.416695652173912,0.08841248673672751,1.0,14.546086956521739,1.0,2.3371490086956497,0.37556521739130444,0.0,6835.253913043478,21.464347826086957,0.0,12.323478260869566,0.0,19.965217391304346,362.4678260869565,29.94782608695652,528.7217391304348,9.982608695652173,0.0,0.0,1.0695652173913044
134,0.043059495201938525,0.025687850206964735,0.42809380878889486,617.0,-12.99272231676572,-11.690484513311914,7.718746623446788,0.17541635534755645,1.0,15.012965964343598,1.0,2.372515721231768,1.8203403565640177,0.0,6617.635332252837,78.32090761750405,0.0,4.854132901134522,0.0,18.99513776337115,353.90437601296594,28.492706645056725,508.72447325769855,9.497568881685575,0.0,0.0,30.899513776337116
135,0.043228426555811654,0.025933681483640537,0.42809380878889486,672.0,-13.789181502149452,-11.409614675681109,8.000620039682547,0.33949358918141365,1.0,14.43452380952381,1.0,2.3519485714285713,3.230332341269841,0.0,6823.909226190476,128.8422619047619,0.0,2.6473214285714284,0.0,17.886904761904763,286.2172619047619,26.830357142857142,469.38839285714283,8.943452380952381,0.0,0.0,64.97767857142857
