,Unnamed: 0,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,mu,INFORMED,working_U,working_P,OUT_TOMORROW,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
285,142,0.0570342610738264,0.0126159526513939,0.7788448407561396,17.0,14.0,0.0,13.882352941176473,13602.529411764706,7229.058823529412,63.66117647058824,136.02529411764706,85.14955294117647,34.006323529411766,21.28738823529412,106.43694117647058,51.14322941176471,1.0,1.0,0.1146467746756586,0.1558072272442125,0.8235294117647058,0.0,0.0,787.9411764705883,67.41176470588235,0.0,280.0,0.0,6366.117647058823,0.0,420.0,7236.411764705882,0.0,0.0,0.0,0.0,6441.117647058823
286,143,0.0583791255482233,0.0126530611979783,0.7788448407561396,23.0,11.304347826086955,0.0,16.0,10472.130434782608,10405.04347826087,44.51,104.72130434782608,70.46372173913043,26.180326086956523,17.61593043478261,88.07965217391306,44.28339565217392,1.0,1.0,0.1293889473378245,0.1686704045955664,0.9130434782608696,0.0,0.0,3179.304347826087,158.0,0.0,224.69565217391303,0.0,4451.0,0.0,339.1304347826087,6021.130434782609,0.0,0.0,0.0,0.0,7225.739130434783
287,143,0.0583791255482233,0.0126530611979783,0.7788448407561396,23.0,11.304347826086955,0.0,16.0,10472.130434782608,10405.04347826087,44.51,104.72130434782608,70.46372173913043,26.180326086956523,17.61593043478261,88.07965217391306,44.28339565217392,1.0,1.0,0.1293889473378245,0.1686704045955664,0.9130434782608696,0.0,0.0,3179.304347826087,158.0,0.0,224.69565217391303,0.0,4451.0,0.0,339.1304347826087,6021.130434782609,0.0,0.0,0.0,0.0,7225.739130434783
288,144,0.0589479879055719,0.0127936843310591,0.7788448407561396,22.0,10.727272727272728,0.0,14.5,9671.0,11254.636363636364,41.12954545454546,96.71,65.37178181818184,24.1775,16.34294545454546,81.7147272727273,41.19428181818181,1.0,1.0,0.1173485276063473,0.1613492670896859,0.7727272727272727,0.0,0.0,4687.5,137.45454545454547,0.0,214.0909090909091,0.0,4112.954545454545,0.0,321.8181818181818,5558.045454545455,0.0,0.0,0.0,0.0,6567.136363636364
289,144,0.0589479879055719,0.0127936843310591,0.7788448407561396,22.0,10.727272727272728,0.0,14.5,9671.0,11254.636363636364,41.12954545454546,96.71,65.37178181818184,24.1775,16.34294545454546,81.7147272727273,41.19428181818181,1.0,1.0,0.1173485276063473,0.1613492670896859,0.7727272727272727,0.0,0.0,4687.5,137.45454545454547,0.0,214.0909090909091,0.0,4112.954545454545,0.0,321.8181818181818,5558.045454545455,0.0,0.0,0.0,0.0,6567.136363636364
290,145,0.0596052435967292,0.0128614791187871,0.7788448407561396,21.0,12.285714285714286,0.0,15.0,11973.190476190475,8873.857142857143,55.05714285714285,119.73190476190476,75.84777142857143,29.932976190476197,18.96194285714286,94.80971428571426,45.914795238095245,1.0,1.0,0.1291865479645286,0.1731141278323267,0.8095238095238095,0.0,0.0,2179.2380952380954,137.9047619047619,0.0,245.47619047619048,0.0,5505.714285714285,0.0,368.57142857142856,6467.476190476191,0.0,0.0,0.0,0.0,6694.619047619048
291,145,0.0596052435967292,0.0128614791187871,0.7788448407561396,21.0,12.285714285714286,0.0,15.0,11973.190476190475,8873.857142857143,55.05714285714285,119.73190476190476,75.84777142857143,29.932976190476197,18.96194285714286,94.80971428571426,45.914795238095245,1.0,1.0,0.1291865479645286,0.1731141278323267,0.8095238095238095,0.0,0.0,2179.2380952380954,137.9047619047619,0.0,245.47619047619048,0.0,5505.714285714285,0.0,368.57142857142856,6467.476190476191,0.0,0.0,0.0,0.0,6694.619047619048
292,146,0.0607242990799005,0.0129696385089678,0.7788448407561396,20.0,12.9,0.0,15.2,12508.85,8330.95,57.768,125.0885,79.07568,31.272125,19.76892,98.8446,47.803555,1.0,1.0,0.1626097578954044,0.197409867845493,0.55,0.0,0.0,1775.85,114.4,0.0,257.8,0.0,5776.8,0.0,387.0,6732.05,0.0,0.0,0.0,0.0,6555.1
293,146,0.0607242990799005,0.0129696385089678,0.7788448407561396,20.0,12.9,0.0,15.2,12508.85,8330.95,57.768,125.0885,79.07568,31.272125,19.76892,98.8446,47.803555,1.0,1.0,0.1626097578954044,0.197409867845493,0.55,0.0,0.0,1775.85,114.4,0.0,257.8,0.0,5776.8,0.0,387.0,6732.05,0.0,0.0,0.0,0.0,6555.1
294,147,0.059281674832892,0.0130545511675737,0.7788448407561396,25.0,9.84,0.0,15.68,8851.84,12128.8,35.256800000000005,88.51840000000001,62.15193599999998,22.129600000000003,15.537983999999994,77.68991999999999,40.02233600000001,1.0,1.0,0.1463420280992123,0.1804134322019542,0.88,0.0,0.0,4499.96,127.28,0.0,195.88,0.0,3525.68,0.0,295.2,5326.16,0.0,0.0,0.0,0.0,7628.84
295,147,0.059281674832892,0.0130545511675737,0.7788448407561396,25.0,9.84,0.0,15.68,8851.84,12128.8,35.256800000000005,88.51840000000001,62.15193599999998,22.129600000000003,15.537983999999994,77.68991999999999,40.02233600000001,1.0,1.0,0.1463420280992123,0.1804134322019542,0.88,0.0,0.0,4499.96,127.28,0.0,195.88,0.0,3525.68,0.0,295.2,5326.16,0.0,0.0,0.0,0.0,7628.84
296,148,0.0641794237498234,0.0131220197301746,0.7788448407561396,15.0,15.6,0.0,15.2,13905.933333333332,6878.4,56.71399999999999,139.0593333333333,96.52352,34.76483333333333,24.13088,120.65439999999998,61.75868666666667,1.0,1.0,0.1255734729439877,0.1605215948473124,0.8666666666666667,0.0,0.0,532.9333333333333,35.93333333333333,0.0,310.7333333333333,0.0,5671.4,0.0,468.0,8234.533333333333,0.0,0.0,0.0,0.0,6345.466666666666
297,148,0.0641794237498234,0.0131220197301746,0.7788448407561396,15.0,15.6,0.0,15.2,13905.933333333332,6878.4,56.71399999999999,139.0593333333333,96.52352,34.76483333333333,24.13088,120.65439999999998,61.75868666666667,1.0,1.0,0.1255734729439877,0.1605215948473124,0.8666666666666667,0.0,0.0,532.9333333333333,35.93333333333333,0.0,310.7333333333333,0.0,5671.4,0.0,468.0,8234.533333333333,0.0,0.0,0.0,0.0,6345.466666666666
298,149,0.0658292553327454,0.0132885674024752,0.7788448407561396,19.0,13.105263157894736,0.0,15.421052631578949,12647.947368421052,8173.684210526316,58.83315789473685,126.4794736842105,79.61835789473686,31.619868421052622,19.90458947368421,99.52294736842106,47.99848947368421,1.0,1.0,0.1301584896224133,0.1716114009607209,0.8421052631578947,0.0,0.0,1531.2631578947369,122.10526315789474,0.0,262.10526315789474,0.0,5883.315789473684,0.0,393.1578947368421,6764.631578947368,0.0,0.0,0.0,0.0,6642.421052631579
