,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,rh_U,alt_U,ACTUAL_WT,U_dif,mu,wu,nDAYS_HAILED,nDAYS_TRY,INFORMED,plat_revenue,plat_revenue_wod,MATCHING_T,rh_Ux,rh_P,OUT_TOMORROW,fulfilled,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
856,0.262119280974009,0.2698555390785579,0.7818133245816704,568.0,-23.819195857785612,-11.572041311495987,8.45921361502347,0.031817590149674536,0.7024647887323944,1.0,386.15140845070425,431.6021126760563,1.0,2.3299669014084503,2.3299669014084503,5.589994131455396,0.612637550458069,0.6263612928022662,0.3591549295774648,0.7024647887323944,0.0,6592.334507042254,152.41549295774647,0.0,1.0721830985915493,0.0,14.049295774647888,172.1531690140845,21.073943661971832,349.2130281690141,7.024647887323944,0.0,0.0,182.98415492957747
857,0.26214705875726846,0.26920618619414644,0.7818133245816704,602.0,-27.479733730158713,-11.48644515609858,8.456339977851613,0.01532743711195731,0.5946843853820598,1.0,392.33222591362124,438.812292358804,1.0,1.97081312292359,1.97081312292359,6.420265780730903,0.6191611534680337,0.631917534532539,0.38870431893687707,0.5946843853820598,0.0,6453.358803986711,135.9468438538206,0.0,0.632890365448505,0.0,11.893687707641195,122.16445182724253,17.840531561461795,295.3156146179402,5.946843853820598,0.0,0.0,249.26910299003322
858,0.26185180901865357,0.26870072461097694,0.7818133245816704,577.0,-27.136801925669186,-11.723161250370023,8.39153668399769,0.015730604414153568,0.6135181975736569,1.0,391.0710571923743,437.55459272097056,1.0,2.2810232235701906,2.2810232235701906,6.190381282495671,0.61094815174257,0.6233595777367895,0.36048526863084923,0.6135181975736569,0.0,6959.147313691507,133.736568457539,0.0,0.7192374350086655,0.0,12.270363951473136,132.0693240901213,18.405545927209705,308.3119584055459,6.135181975736568,0.0,0.0,237.68630849220105
859,0.26148799722520866,0.26823965361633156,0.7818133245816704,583.0,-32.76905134362493,-11.69867889186123,9.207318467695822,0.012477033040866165,0.4699828473413379,1.0,393.89708404802747,440.7632933104631,1.0,1.7378240137221261,1.7378240137221261,7.428330474556893,0.613922603846078,0.6266611805678737,0.37392795883361923,0.4699828473413379,0.0,6652.234991423671,119.73927958833619,0.0,0.45797598627787306,0.0,9.399656946826758,106.73927958833619,14.099485420240137,234.59691252144083,4.699828473413379,0.0,0.0,325.9605488850772
860,0.2613974797486752,0.2681423162985905,0.7818133245816704,585.0,-29.054424525166194,-11.61099027436955,8.551310541310544,0.0026310750582466697,0.5623931623931624,1.0,395.3042735042735,442.5076923076923,1.0,2.0436259829059815,2.0436259829059815,6.742051282051284,0.6175438918388136,0.6299272261222819,0.3435897435897436,0.5623931623931624,0.0,6700.311111111111,135.3948717948718,0.0,0.5504273504273505,0.0,11.247863247863247,108.55555555555556,16.871794871794872,274.73675213675216,5.6239316239316235,0.0,0.0,269.12820512820514
861,0.26102021143876497,0.26944844067329593,0.7818133245816704,604.0,-22.81062469186904,-11.702782264878419,8.143763796909491,0.0066849358955053855,0.7251655629139073,1.0,398.43046357615896,445.7831125827815,1.0,2.6807403973509945,2.6807403973509945,5.323675496688739,0.6231915153081589,0.6354413048617074,0.3708609271523179,0.7251655629139073,0.0,6659.612582781457,150.39735099337747,0.0,0.9205298013245033,0.0,14.503311258278146,169.20529801324503,21.75496688741722,361.8592715231788,7.251655629139073,0.0,0.0,169.02317880794703
862,0.2605673938092366,0.2696869409849885,0.7818133245816704,570.0,-27.23910395711502,-11.682098917497624,8.774356725146198,0.022202594341311457,0.612280701754386,1.0,393.8421052631579,442.36315789473684,1.0,2.265237543859646,2.265237543859646,6.49046783625731,0.6158687581545244,0.6290102432870082,0.38421052631578945,0.612280701754386,0.0,6711.501754385965,150.98070175438596,0.0,0.6894736842105263,0.0,12.24561403508772,137.03333333333333,18.36842105263158,305.8315789473684,6.12280701754386,0.0,0.0,238.44736842105263
863,0.26009903172678006,0.26961735008959287,0.7818133245816704,550.0,-20.85133496464649,-11.808442278798918,8.318272727272737,0.008012151351870986,0.7727272727272727,1.0,408.09636363636366,457.01454545454544,1.0,2.8968494545454533,2.8968494545454533,5.027060606060602,0.6260983253628803,0.6375594467300024,0.38727272727272727,0.7727272727272727,0.0,6681.589090909091,161.85090909090908,0.0,1.2454545454545454,0.0,15.454545454545455,197.47272727272727,23.181818181818183,392.3218181818182,7.7272727272727275,0.0,0.0,139.77272727272728
864,0.25981615140657416,0.2702420183015861,0.7818133245816704,542.0,-25.950990892783945,-11.835480630160905,8.536808118081177,-0.006501269702038329,0.6494464944649446,1.0,414.74169741697415,465.2269372693727,1.0,2.395178597785978,2.395178597785978,6.178136531365317,0.6503462241392167,0.6626991578930337,0.3173431734317343,0.6494464944649446,0.0,6561.861623616236,155.0977859778598,0.0,0.6642066420664207,0.0,12.988929889298893,141.52029520295204,19.48339483394834,323.1420664206642,6.4944649446494465,0.0,0.0,215.59040590405905
865,0.25956913483985616,0.27126669466356945,0.7818133245816704,583.0,-24.268778911759096,-11.691040594526788,8.234962835906238,0.02698996252768536,0.6826758147512865,1.0,405.0394511149228,454.08919382504286,1.0,2.537577358490566,2.537577358490566,5.9453973699256695,0.6321062351945078,0.644523220468582,0.3379073756432247,0.6826758147512865,0.0,6739.056603773585,161.56946826758147,0.0,0.7855917667238422,0.0,13.65351629502573,137.37392795883363,20.480274442538594,342.97427101200685,6.826758147512865,0.0,0.0,195.15437392795883
866,0.2596176201352419,0.2714440537735638,0.7818133245816704,601.0,-22.893811633388786,-11.699471679752843,7.921436494731011,0.005233781889838368,0.7254575707154742,1.0,395.65723793677205,443.369384359401,1.0,2.6643151414309463,2.6643151414309463,5.038019966722133,0.614728792374728,0.6278555703117807,0.4193011647254576,0.7254575707154742,0.0,6659.30449251248,133.43760399334442,0.0,1.1364392678868553,0.0,14.509151414309484,173.00499168053244,21.763727121464225,359.0732113144759,7.254575707154742,0.0,0.0,168.84359400998335
