,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,[[0 0]],1.2,0.1,0.0,True
1,[[0 0]],2,14.5144,[[17  2]],1.2,0.1,0.0,True
2,[[17  2]],1,11.45122,[[31  4]],1.2,0.05,0.0,True
3,[[31  4]],0,47.184439999999995,[[64  9]],1.2,0.1,0.0,True
4,[[64  9]],1,26.272240000000004,[[73  9]],1.2,0.05,0.0,True
5,[[73  9]],2,34.83528,[[93 15]],1.2,0.05,0.0,True
6,[[93 15]],0,80.60592,[[108  12]],1.2,0.1,0.0,True
7,[[108  12]],2,78.34992,[[108  10]],1.2,0.1,0.0,True
8,[[108  10]],0,126.18552,[[118  12]],1.2,0.15,0.0,True
9,[[118  12]],2,166.89078,[[147  16]],1.2,0.15,0.0,True
10,[[147  16]],0,220.07968,[[151  12]],1.2,0.2,0.0,True
11,[[151  12]],1,169.21836000000002,[[156  13]],1.2,0.15,0.0,True
12,[[156  13]],2,171.26945999999998,[[156  14]],1.2,0.15,0.0,True
13,[[156  14]],0,224.58360000000002,[[156  19]],1.2,0.2,0.0,True
14,[[156  19]],0,310.2111,[[171  19]],1.2,0.25,0.0,True
15,[[171  19]],0,302.09639999999996,[[136  17]],1.2,0.3,0.0,True
16,[[136  17]],1,278.16589999999997,[[154  16]],1.2,0.25,0.0,True
17,[[154  16]],0,361.79796,[[164  17]],1.2,0.3,0.0,True
18,[[164  17]],2,363.39936,[[157  19]],1.2,0.3,0.0,True
19,[[157  19]],0,376.92452,[[149  14]],1.2,0.35,0.0,True
20,[[149  14]],2,432.8127999999999,[[166   9]],1.2,0.35,0.0,True
21,[[166   9]],1,371.96903999999995,[[179  15]],1.2,0.3,0.0,True
22,[[179  15]],1,289.3319,[[163  22]],1.2,0.25,0.0,True
23,[[163  22]],0,366.87216,[[167  13]],1.2,0.3,0.0,True
24,[[167  13]],2,353.26331999999996,[[156  15]],1.2,0.3,0.0,True
25,[[156  15]],2,323.66243999999995,[[149  13]],1.2,0.3,0.0,True
26,[[149  13]],0,403.14091999999994,[[158  16]],1.2,0.35,0.0,True
27,[[158  16]],1,375.89808,[[164  14]],1.2,0.3,0.0,True
28,[[164  14]],1,339.6403,[[170  15]],1.2,0.25,0.0,True
29,[[170  15]],1,264.36672,[[174  18]],1.2,0.2,0.0,True
30,[[174  18]],1,139.0434,[[134  26]],1.2,0.15,0.0,True
31,[[134  26]],0,247.77551999999997,[[162   9]],1.2,0.2,0.0,True
32,[[162   9]],1,188.98013999999998,[[175  16]],1.2,0.15,0.0,True
33,[[175  16]],1,127.80016,[[176  13]],1.2,0.1,0.0,True
34,[[176  13]],0,169.56563999999997,[[170  21]],1.2,0.15,0.0,True
35,[[170  21]],1,121.92776,[[166  22]],1.2,0.1,0.0,True
36,[[166  22]],1,67.82634,[[180  14]],1.2,0.05,0.0,True
37,[[180  14]],0,132.98876,[[178  19]],1.2,0.1,0.0,True
38,[[178  19]],2,144.09804,[[192  12]],1.2,0.1,0.0,True
39,[[192  12]],0,179.58821999999998,[[158  13]],1.2,0.15,0.0,True
40,[[158  13]],2,195.40805999999998,[[176  20]],1.2,0.15,0.0,True
41,[[176  20]],1,102.99536,[[145  15]],1.2,0.1,0.0,True
42,[[145  15]],0,184.66296,[[164  13]],1.2,0.15,0.0,True
43,[[164  13]],2,191.01479999999998,[[161  20]],1.2,0.15,0.0,True
44,[[161  20]],2,187.7241,[[163  16]],1.2,0.15,0.0,True
