,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,[[0 0]],1.2,0.05,0.0,True
1,[[0 0]],2,5.859,[[15  2]],1.2,0.05,0.0,True
2,[[15  2]],2,13.32522,[[42  6]],1.2,0.05,0.0,True
3,[[42  6]],2,22.85514,[[63  6]],1.2,0.05,0.0,True
4,[[63  6]],1,0.0,[[70 11]],1.2,0.0,0.0,True
5,[[70 11]],1,0.0,[[81  5]],1.2,0.0,0.0,True
6,[[81  5]],0,29.77366,[[82 11]],1.2,0.05,0.0,True
7,[[82 11]],0,75.18004,[[98  9]],1.2,0.1,0.0,True
8,[[98  9]],0,146.64803999999998,[[131  18]],1.2,0.15,0.0,True
9,[[131  18]],2,157.18877999999998,[[138  14]],1.2,0.15,0.0,True
10,[[138  14]],0,185.49744,[[126  16]],1.2,0.2,0.0,True
11,[[126  16]],0,246.9115,[[128  15]],1.2,0.25,0.0,True
12,[[128  15]],0,351.31584,[[155  23]],1.2,0.3,0.0,True
13,[[155  23]],1,287.1183,[[156  19]],1.2,0.25,0.0,True
14,[[156  19]],1,244.43456000000003,[[164  16]],1.2,0.2,0.0,True
15,[[164  16]],0,329.1358,[[173  10]],1.2,0.25,0.0,True
16,[[173  10]],2,310.4261,[[166  20]],1.2,0.25,0.0,True
17,[[166  20]],1,238.56016,[[163  15]],1.2,0.2,0.0,True
18,[[163  15]],1,160.7319,[[150  19]],1.2,0.15,0.0,True
19,[[150  19]],2,187.91328,[[166  17]],1.2,0.15,0.0,True
20,[[166  17]],2,165.85872,[[143  14]],1.2,0.15,0.0,True
21,[[143  14]],1,103.84804,[[146  15]],1.2,0.1,0.0,True
22,[[146  15]],1,64.39256,[[176  15]],1.2,0.05,0.0,True
23,[[176  15]],2,64.15790000000001,[[173  16]],1.2,0.05,0.0,True
24,[[173  16]],0,121.32455999999999,[[159  13]],1.2,0.1,0.0,True
25,[[159  13]],2,120.92932,[[155  13]],1.2,0.1,0.0,True
26,[[155  13]],0,190.42836,[[170  16]],1.2,0.15,0.0,True
27,[[170  16]],0,251.04248,[[167  18]],1.2,0.2,0.0,True
28,[[167  18]],1,193.46544,[[183  15]],1.2,0.15,0.0,True
29,[[183  15]],2,167.68074,[[157  16]],1.2,0.15,0.0,True
30,[[157  16]],1,136.24532000000002,[[178  22]],1.2,0.1,0.0,True
31,[[178  22]],0,176.19083999999998,[[153  15]],1.2,0.15,0.0,True
32,[[153  15]],1,134.4756,[[180  31]],1.2,0.1,0.0,True
33,[[180  31]],1,67.21574000000001,[[182  10]],1.2,0.05,0.0,True
34,[[182  10]],0,123.58836000000001,[[165   9]],1.2,0.1,0.0,True
35,[[165   9]],2,112.18848,[[147  13]],1.2,0.1,0.0,True
36,[[147  13]],2,114.89472,[[156  14]],1.2,0.1,0.0,True
37,[[156  14]],1,62.801300000000005,[[173  11]],1.2,0.05,0.0,True
38,[[173  11]],2,52.09630000000001,[[145  19]],1.2,0.05,0.0,True
39,[[145  19]],1,0.0,[[150  16]],1.2,0.0,0.0,True
40,[[150  16]],0,60.0226,[[166  18]],1.2,0.05,0.0,True
41,[[166  18]],1,0.0,[[174  18]],1.2,0.0,0.0,True
42,[[174  18]],2,0.0,[[168   9]],1.2,0.0,0.0,True
43,[[168   9]],2,0.0,[[164  14]],1.2,0.0,0.0,True
44,[[164  14]],0,58.1411,[[155  18]],1.2,0.05,0.0,True
45,[[155  18]],2,64.55858,[[167  18]],1.2,0.05,0.0,True
46,[[167  18]],0,109.16380000000001,[[146  11]],1.2,0.1,0.0,True
47,[[146  11]],2,132.47892000000002,[[180   8]],1.2,0.1,0.0,True
48,[[180   8]],2,132.31356,[[183  25]],1.2,0.1,0.0,True
49,[[183  25]],2,111.4346,[[148  17]],1.2,0.1,0.0,True
50,[[148  17]],1,57.29404,[[166  18]],1.2,0.05,0.0,True
51,[[166  18]],2,59.787319999999994,[[164  13]],1.2,0.05,0.0,True
52,[[164  13]],0,139.34728,[[191  20]],1.2,0.1,0.0,True
53,[[191  20]],2,113.44148000000001,[[157  15]],1.2,0.1,0.0,True
54,[[157  15]],1,59.94088,[[169  22]],1.2,0.05,0.0,True
55,[[169  22]],2,60.82316,[[170  24]],1.2,0.05,0.0,True
56,[[170  24]],1,0.0,[[160  19]],1.2,0.0,0.0,True
57,[[160  19]],2,0.0,[[144  18]],1.2,0.0,0.0,True
58,[[144  18]],1,0.0,[[163  22]],1.2,0.0,0.0,True
59,[[163  22]],2,0.0,[[154  12]],1.2,0.0,0.0,True
60,[[154  12]],2,0.0,[[192  15]],1.2,0.0,0.0,True
61,[[192  15]],1,0.0,[[167  25]],1.2,0.0,0.0,True
62,[[167  25]],0,66.66624000000002,[[180  14]],1.2,0.05,0.0,True
63,[[180  14]],2,59.0377,[[163  20]],1.2,0.05,0.0,True
64,[[163  20]],0,132.03936,[[192  18]],1.2,0.1,0.0,True
65,[[192  18]],0,186.29627999999997,[[176  14]],1.2,0.15,0.0,True
66,[[176  14]],2,184.92264,[[171  14]],1.2,0.15,0.0,True
67,[[171  14]],2,200.53355999999997,[[191  13]],1.2,0.15,0.0,True
68,[[191  13]],0,291.97264,[[208  19]],1.2,0.2,0.0,True
69,[[208  19]],2,235.14088,[[163  20]],1.2,0.2,0.0,True
70,[[163  20]],2,267.50616,[[186  19]],1.2,0.2,0.0,True
71,[[186  19]],1,214.93188,[[198  18]],1.2,0.15,0.0,True
72,[[198  18]],0,282.96328,[[187  21]],1.2,0.2,0.0,True
73,[[187  21]],1,211.20413999999997,[[206  23]],1.2,0.15,0.0,True
74,[[206  23]],0,268.44967999999994,[[182  14]],1.2,0.2,0.0,True
75,[[182  14]],0,306.84689999999995,[[171  24]],1.2,0.25,0.0,True
76,[[171  24]],0,437.56692,[[208  16]],1.2,0.3,0.0,True
77,[[208  16]],0,475.85579999999993,[[189  18]],1.2,0.35,0.0,True
78,[[189  18]],0,536.41184,[[190  16]],1.2,0.4,0.0,True
79,[[190  16]],2,622.59504,[[213  19]],1.2,0.4,0.0,True
80,[[213  19]],2,499.43072,[[187  24]],1.2,0.4,0.0,True
81,[[187  24]],0,586.0335600000001,[[194  21]],1.2,0.45,0.0,True
82,[[194  21]],1,541.81504,[[197  21]],1.2,0.4,0.0,True
83,[[197  21]],1,559.29748,[[223  26]],1.2,0.35,0.0,True
84,[[223  26]],0,661.9624,[[230  21]],1.2,0.4,0.0,True
85,[[230  21]],2,622.0417600000001,[[215  28]],1.2,0.4,0.0,True
86,[[215  28]],1,567.3411799999999,[[233  21]],1.2,0.35,0.0,True
87,[[233  21]],2,610.5945999999999,[[250   8]],1.2,0.35,0.0,True
88,[[250   8]],0,629.17456,[[224  14]],1.2,0.4,0.0,True
89,[[224  14]],0,684.95616,[[221  12]],1.2,0.45,0.0,True
90,[[221  12]],1,617.2648,[[218  12]],1.2,0.4,0.0,True
91,[[218  12]],1,468.69143999999994,[[195  16]],1.2,0.35,0.0,True
92,[[195  16]],1,452.22011999999995,[[219   8]],1.2,0.3,0.0,True
93,[[219   8]],0,535.62628,[[226  15]],1.2,0.35,0.0,True
94,[[226  15]],0,601.04368,[[221  15]],1.2,0.4,0.0,True
95,[[221  15]],1,509.07177999999993,[[208  20]],1.2,0.35,0.0,True
96,[[208  20]],2,551.6446599999999,[[226  13]],1.2,0.35,0.0,True
97,[[226  13]],0,513.9376,[[197  14]],1.2,0.4,0.0,True
98,[[197  14]],1,459.06336,[[195  17]],1.2,0.35,0.0,True
99,[[195  17]],1,448.5790799999999,[[207  19]],1.2,0.3,0.0,True
100,[[207  19]],0,495.6288399999999,[[199  14]],1.2,0.35,0.0,False
101,[[199  14]],0,630.2110399999999,[[220  15]],1.2,0.4,0.0,False
102,[[220  15]],0,709.0452,[[235  23]],1.2,0.45,0.0,False
103,[[235  23]],1,694.5907200000001,[[243  15]],1.2,0.4,0.0,False
104,[[243  15]],2,653.42336,[[229  11]],1.2,0.4,0.0,False
105,[[229  11]],1,556.1285799999998,[[235   9]],1.2,0.35,0.0,False
106,[[235   9]],1,465.52152,[[218  12]],1.2,0.3,0.0,False
107,[[218  12]],0,609.0344399999999,[[243  15]],1.2,0.35,0.0,False
108,[[243  15]],0,627.06304,[[233  17]],1.2,0.4,0.0,False
109,[[233  17]],2,623.236,[[227  14]],1.2,0.4,0.0,False
110,[[227  14]],0,704.0591999999999,[[221  22]],1.2,0.45,0.0,False
111,[[221  22]],0,828.8052,[[234  13]],1.2,0.5,0.0,False
112,[[234  13]],0,794.2349800000001,[[218  13]],1.2,0.55,0.0,False
113,[[218  13]],1,761.8219999999999,[[218  18]],1.2,0.5,0.0,False
114,[[218  18]],1,798.80202,[[246  12]],1.2,0.45,0.0,False
115,[[246  12]],0,790.6284,[[231  15]],1.2,0.5,0.0,False
116,[[231  15]],1,767.59578,[[241   9]],1.2,0.45,0.0,False
117,[[241   9]],0,762.2069999999999,[[222  17]],1.2,0.5,0.0,False
118,[[222  17]],2,712.001,[[218  12]],1.2,0.5,0.0,False
119,[[218  12]],1,799.61868,[[248  21]],1.2,0.45,0.0,False
120,[[248  21]],1,606.9388799999999,[[222  10]],1.2,0.4,0.0,False
121,[[222  10]],2,611.36112,[[204  15]],1.2,0.4,0.0,False
122,[[204  15]],1,493.8697399999999,[[212  17]],1.2,0.35,0.0,False
123,[[212  17]],2,534.06108,[[222  11]],1.2,0.35,0.0,False
124,[[222  11]],0,633.92656,[[233  11]],1.2,0.4,0.0,False
125,[[233  11]],0,683.61606,[[220  22]],1.2,0.45,0.0,False
126,[[220  22]],0,778.3888,[[229  19]],1.2,0.5,0.0,False
127,[[229  19]],2,807.4273999999999,[[233  19]],1.2,0.5,0.0,False
128,[[233  19]],0,899.35824,[[243  20]],1.2,0.55,0.0,False
129,[[243  20]],1,834.8722,[[244  15]],1.2,0.5,0.0,False
130,[[244  15]],2,816.4091999999999,[[237  25]],1.2,0.5,0.0,False
