,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,[[0 0]],1.2,0.1,0.0,True
1,[[0 0]],2,15.24688,[[17  2]],1.2,0.1,0.0,True
2,[[17  2]],0,30.215459999999997,[[31  3]],1.2,0.15,0.0,True
3,[[31  3]],0,73.34008,[[55  7]],1.2,0.2,0.0,True
4,[[55  7]],0,110.21340000000001,[[66  5]],1.2,0.25,0.0,True
5,[[66  5]],0,183.36371999999997,[[85  8]],1.2,0.3,0.0,True
6,[[85  8]],1,191.1822,[[102  11]],1.2,0.25,0.0,True
7,[[102  11]],2,178.7374,[[101  10]],1.2,0.25,0.0,True
8,[[101  10]],2,210.7965,[[120  14]],1.2,0.25,0.0,True
9,[[120  14]],2,214.9778,[[121  12]],1.2,0.25,0.0,True
10,[[121  12]],0,301.02396,[[139  12]],1.2,0.3,0.0,True
11,[[139  12]],1,262.6203,[[138  13]],1.2,0.25,0.0,True
12,[[138  13]],1,230.20272,[[150  18]],1.2,0.2,0.0,True
13,[[150  18]],1,144.28536,[[137  18]],1.2,0.15,0.0,True
14,[[137  18]],0,216.00192,[[156  17]],1.2,0.2,0.0,True
15,[[156  17]],2,233.64056,[[143  14]],1.2,0.2,0.0,True
16,[[143  14]],1,154.36056,[[148  20]],1.2,0.15,0.0,True
17,[[148  20]],1,90.91188,[[126  14]],1.2,0.1,0.0,True
18,[[126  14]],1,56.15214,[[156  14]],1.2,0.05,0.0,True
19,[[156  14]],0,129.16112,[[172   9]],1.2,0.1,0.0,True
20,[[172   9]],0,162.94476,[[157  16]],1.2,0.15,0.0,True
21,[[157  16]],0,217.53200000000004,[[146  22]],1.2,0.2,0.0,True
22,[[146  22]],2,225.20448,[[153  16]],1.2,0.2,0.0,True
23,[[153  16]],0,323.25609999999995,[[176  17]],1.2,0.25,0.0,True
24,[[176  17]],1,229.002,[[159  18]],1.2,0.2,0.0,True
25,[[159  18]],0,294.3853,[[164  15]],1.2,0.25,0.0,True
26,[[164  15]],2,302.49789999999996,[[170  17]],1.2,0.25,0.0,True
27,[[170  17]],2,288.32550000000003,[[156  21]],1.2,0.25,0.0,True
28,[[156  21]],0,345.5562,[[155  11]],1.2,0.3,0.0,True
29,[[155  11]],0,452.00217999999995,[[175  12]],1.2,0.35,0.0,True
30,[[175  12]],0,556.18976,[[178  15]],1.2,0.4,0.0,True
31,[[178  15]],1,455.7175,[[172  17]],1.2,0.35,0.0,True
32,[[172  17]],1,411.31967999999995,[[181  14]],1.2,0.3,0.0,True
33,[[181  14]],0,430.28005999999993,[[164  18]],1.2,0.35,0.0,True
34,[[164  18]],0,503.8848,[[168  24]],1.2,0.4,0.0,True
35,[[168  24]],2,428.01968,[[154   8]],1.2,0.4,0.0,True
36,[[154   8]],1,486.1648399999999,[[179  13]],1.2,0.35,0.0,True
37,[[179  13]],1,330.5694,[[143  12]],1.2,0.3,0.0,True
38,[[143  12]],2,376.95108,[[158  18]],1.2,0.3,0.0,True
39,[[158  18]],2,373.75931999999995,[[170  19]],1.2,0.3,0.0,True
40,[[170  19]],1,292.2884,[[160  18]],1.2,0.25,0.0,True
41,[[160  18]],0,382.78272,[[176  11]],1.2,0.3,0.0,True
42,[[176  11]],0,407.54279999999994,[[162  11]],1.2,0.35,0.0,True
43,[[162  11]],0,527.6384,[[172  17]],1.2,0.4,0.0,True
44,[[172  17]],0,577.7397,[[179  16]],1.2,0.45,0.0,True
45,[[179  16]],0,578.8592,[[149  18]],1.2,0.5,0.0,True
46,[[149  18]],0,703.74766,[[176  17]],1.2,0.55,0.0,True
47,[[176  17]],1,717.6646000000001,[[187  12]],1.2,0.5,0.0,True
48,[[187  12]],2,603.0858,[[162  14]],1.2,0.5,0.0,True
49,[[162  14]],2,596.1107999999999,[[165  24]],1.2,0.5,0.0,True
50,[[165  24]],1,608.0922,[[175  12]],1.2,0.45,0.0,True
