,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,[[0 0]],1.2,0.1,0.0,True
1,[[0 0]],1,6.59206,[[19  0]],1.2,0.05,0.0,True
2,[[19  0]],0,32.58384,[[42  4]],1.2,0.1,0.0,True
3,[[42  4]],0,64.72626,[[56  7]],1.2,0.15,0.0,True
4,[[56  7]],2,113.51195999999999,[[102   9]],1.2,0.15,0.0,True
5,[[102   9]],1,69.17016000000001,[[96  8]],1.2,0.1,0.0,True
6,[[96  8]],1,41.41782,[[108   6]],1.2,0.05,0.0,True
7,[[108   6]],1,0.0,[[101  15]],1.2,0.0,0.0,True
8,[[101  15]],1,0.0,[[129  12]],1.2,0.0,0.0,True
9,[[129  12]],1,0.0,[[121   7]],1.2,0.0,0.0,True
10,[[121   7]],0,45.99678,[[126  13]],1.2,0.05,0.0,True
11,[[126  13]],2,57.46868,[[152  20]],1.2,0.05,0.0,True
12,[[152  20]],0,123.92255999999999,[[165  10]],1.2,0.1,0.0,True
13,[[165  10]],2,112.16172,[[156  10]],1.2,0.1,0.0,True
14,[[156  10]],2,100.73107999999999,[[142  17]],1.2,0.1,0.0,True
15,[[142  17]],2,124.40952000000001,[[177  12]],1.2,0.1,0.0,True
16,[[177  12]],1,57.612120000000004,[[159  14]],1.2,0.05,0.0,True
17,[[159  14]],2,62.76541999999999,[[158  17]],1.2,0.05,0.0,True
18,[[158  17]],1,0.0,[[171  23]],1.2,0.0,0.0,True
19,[[171  23]],1,0.0,[[153  25]],1.2,0.0,0.0,True
20,[[153  25]],2,0.0,[[167  10]],1.2,0.0,0.0,True
21,[[167  10]],1,0.0,[[158  20]],1.2,0.0,0.0,True
22,[[158  20]],0,65.82504,[[171  16]],1.2,0.05,0.0,True
23,[[171  16]],2,58.81118000000001,[[161  17]],1.2,0.05,0.0,True
24,[[161  17]],0,128.53028,[[178  16]],1.2,0.1,0.0,True
25,[[178  16]],1,60.94576000000001,[[175  15]],1.2,0.05,0.0,True
26,[[175  15]],2,52.039,[[145  12]],1.2,0.05,0.0,True
27,[[145  12]],1,0.0,[[153  14]],1.2,0.0,0.0,True
28,[[153  14]],1,0.0,[[142  22]],1.2,0.0,0.0,True
29,[[142  22]],0,57.08694,[[153  16]],1.2,0.05,0.0,True
30,[[153  16]],2,55.66302,[[162  21]],1.2,0.05,0.0,True
31,[[162  21]],0,117.81964,[[164   9]],1.2,0.1,0.0,True
32,[[164   9]],2,125.90004,[[168  15]],1.2,0.1,0.0,True
33,[[168  15]],2,125.20536,[[171  18]],1.2,0.1,0.0,True
34,[[171  18]],2,126.16203999999999,[[167  12]],1.2,0.1,0.0,True
35,[[167  12]],2,120.48924,[[156  18]],1.2,0.1,0.0,True
36,[[156  18]],2,118.10784000000001,[[159  12]],1.2,0.1,0.0,True
37,[[159  12]],2,127.82936000000001,[[166  15]],1.2,0.1,0.0,True
38,[[166  15]],0,171.89867999999998,[[157  14]],1.2,0.15,0.0,True
39,[[157  14]],0,291.59256000000005,[[195  16]],1.2,0.2,0.0,True
40,[[195  16]],2,237.06232,[[166  23]],1.2,0.2,0.0,True
41,[[166  23]],2,238.65608,[[155  11]],1.2,0.2,0.0,True
42,[[155  11]],1,194.91258,[[169  18]],1.2,0.15,0.0,True
43,[[169  18]],1,109.71688,[[152  17]],1.2,0.1,0.0,True
44,[[152  17]],0,194.32871999999998,[[168  20]],1.2,0.15,0.0,True
45,[[168  20]],0,198.66584,[[143  15]],1.2,0.2,0.0,True
46,[[143  15]],1,184.10922,[[168  16]],1.2,0.15,0.0,True
47,[[168  16]],0,233.118,[[165  15]],1.2,0.2,0.0,True
48,[[165  15]],2,208.57848,[[138  19]],1.2,0.2,0.0,True
49,[[138  19]],0,274.81679999999994,[[162  22]],1.2,0.25,0.0,True
