,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,[[0 0]],1.2,0.05,0.0,True
1,[[0 0]],0,10.90808,[[19  1]],1.2,0.1,0.0,True
2,[[19  1]],0,48.386759999999995,[[47  4]],1.2,0.15,0.0,True
3,[[47  4]],1,54.42088,[[71 12]],1.2,0.1,0.0,True
4,[[71 12]],1,25.58264,[[74  9]],1.2,0.05,0.0,True
5,[[74  9]],0,64.0044,[[81 17]],1.2,0.1,0.0,True
6,[[81 17]],1,34.32068,[[92  3]],1.2,0.05,0.0,True
7,[[92  3]],2,44.3188,[[127  12]],1.2,0.05,0.0,True
8,[[127  12]],2,50.09958,[[132  21]],1.2,0.05,0.0,True
9,[[132  21]],0,77.96484,[[108   9]],1.2,0.1,0.0,True
10,[[108   9]],2,100.31436,[[135  10]],1.2,0.1,0.0,True
11,[[135  10]],1,56.7706,[[154  16]],1.2,0.05,0.0,True
12,[[154  16]],1,0.0,[[154  20]],1.2,0.0,0.0,True
13,[[154  20]],1,0.0,[[161  16]],1.2,0.0,0.0,True
14,[[161  16]],2,0.0,[[167  16]],1.2,0.0,0.0,True
15,[[167  16]],0,56.49056,[[152  14]],1.2,0.05,0.0,True
16,[[152  14]],2,65.82028000000001,[[184  17]],1.2,0.05,0.0,True
17,[[184  17]],1,0.0,[[150  14]],1.2,0.0,0.0,True
18,[[150  14]],2,0.0,[[152  13]],1.2,0.0,0.0,True
19,[[152  13]],0,53.5499,[[146  10]],1.2,0.05,0.0,True
20,[[146  10]],2,54.10814,[[152  20]],1.2,0.05,0.0,True
21,[[152  20]],1,0.0,[[167  17]],1.2,0.0,0.0,True
22,[[167  17]],2,0.0,[[164  22]],1.2,0.0,0.0,True
23,[[164  22]],2,0.0,[[137  19]],1.2,0.0,0.0,True
24,[[137  19]],1,0.0,[[167  19]],1.2,0.0,0.0,True
25,[[167  19]],1,0.0,[[142  17]],1.2,0.0,0.0,True
26,[[142  17]],1,0.0,[[164  19]],1.2,0.0,0.0,True
27,[[164  19]],1,0.0,[[181  22]],1.2,0.0,0.0,True
28,[[181  22]],1,0.0,[[166  20]],1.2,0.0,0.0,True
29,[[166  20]],0,56.47033999999999,[[146  17]],1.2,0.05,0.0,True
30,[[146  17]],0,139.94508000000002,[[183  13]],1.2,0.1,0.0,True
31,[[183  13]],0,194.25828,[[172  20]],1.2,0.15,0.0,True
32,[[172  20]],0,247.62976000000003,[[166   8]],1.2,0.2,0.0,True
