,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,mu,INFORMED,working_U,working_P,OUT_TOMORROW,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
0,0.010000000000000007,0.010000000000000007,0.011646476351981943,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.010252367044463265,0.010000000000000007,0.01353498887382021,9.0,13.1,0.0,1.0,13696.2,7189.8,64.759,136.962,83.98688000000001,34.2405,20.996720000000003,104.9836,49.74638,1.0,1.0,0.014037872711412209,0.08094174615037251,0.9,0.0,0.0,1257.8,58.0,0.0,262.0,0.0,6475.9,0.0,393.0,7220.3,0.0,0.0,0.0,0.0,5932.0
2,0.010318372887785053,0.010000000000000007,0.015665537565514788,12.6,9.571428571428571,0.0,1.0714285714285714,9916.07142857143,11085.357142857143,43.700714285714284,99.16071428571429,63.9616,24.790178571428573,15.9904,79.95200000000001,39.171421428571435,1.0,1.0,0.010925578090788061,0.07977971983622748,0.9285714285714286,0.0,0.0,4050.785714285714,119.0,0.0,191.42857142857142,0.0,4370.071428571428,0.0,287.14285714285717,5546.0,0.0,0.0,0.0,0.0,7034.571428571428
3,0.01028939154524215,0.0100005437744435,0.01803812242706567,18.0,7.75,0.0,1.2,7111.3,13983.95,26.7295,71.113,51.28815999999999,17.77825,12.822039999999998,64.11019999999999,33.50991000000001,1.0,1.0,0.010246033814562752,0.07952882830457356,0.95,0.0,0.0,6766.0,116.25,0.0,155.0,0.0,2672.95,0.0,232.5,4438.35,0.0,0.0,0.0,0.0,7217.95
4,0.010665496232576843,0.010000542787878802,0.020289689203688423,9.9,13.181818181818182,0.0,1.1818181818181819,13118.454545454546,7766.454545454545,58.10363636363636,131.18454545454549,84.9213090909091,32.79613636363637,21.230327272727276,106.15163636363636,52.12517272727273,1.0,1.0,0.015470614528104672,0.0814815564653207,0.9090909090909091,0.0,0.0,1442.2727272727273,55.0,0.0,263.6363636363636,0.0,5810.363636363636,0.0,395.45454545454544,7308.090909090909,0.0,0.0,0.0,0.0,6324.181818181818
5,0.010837600003206526,0.010000661870775243,0.02396983373453686,15.3,10.058823529411764,0.0,1.3529411764705883,11147.64705882353,9833.35294117647,50.61529411764706,111.47647058823527,69.69261176470589,27.869117647058818,17.423152941176472,87.11576470588234,41.823494117647066,1.0,1.0,0.011958943001305952,0.08016422365223295,1.0,0.0,0.0,2849.764705882353,115.05882352941177,0.0,201.1764705882353,0.0,5061.529411764706,0.0,301.7647058823529,6086.117647058823,0.0,0.0,0.0,0.0,6983.588235294118
6,0.010892801098527485,0.010001628643969725,0.02681861118082967,14.4,9.9375,0.0,1.4375,9959.9375,11023.375,42.910000000000004,99.59937500000001,65.5518,24.899843750000002,16.38795,81.93975,40.651956250000005,1.0,1.0,0.01188428446092715,0.08013560492695074,0.8125,0.0,0.0,3273.75,118.8125,0.0,198.75,0.0,4291.0,0.0,298.125,5668.9375,0.0,0.0,0.0,0.0,7749.625
7,0.010884088704938859,0.010004360988968905,0.031008022380053634,23.400000000000002,5.923076923076923,0.0,1.2692307692307692,4886.846153846154,16327.884615384615,15.74846153846154,48.86846153846154,38.429046153846166,12.217115384615385,9.607261538461541,48.03630769230768,26.21193076923077,1.0,1.0,0.010000413390752192,0.07943870033806431,0.9615384615384616,0.0,0.0,8077.423076923077,88.84615384615384,0.0,117.73076923076923,0.0,1574.8461538461538,0.0,177.69230769230768,3312.0,0.0,0.0,0.0,0.0,8250.461538461539
8,0.011088258976453253,0.010006794157583605,0.03468816691090209,8.1,12.88888888888889,0.0,1.3333333333333333,13330.555555555555,7579.444444444444,62.481111111111126,133.30555555555554,82.42702222222222,33.326388888888886,20.606755555555555,103.03377777777777,49.10063333333333,1.0,1.0,0.013630240832111158,0.08079243811490484,0.8888888888888888,0.0,0.0,956.0,44.55555555555556,0.0,257.77777777777777,0.0,6248.111111111111,0.0,386.6666666666667,7082.444444444444,0.0,0.0,0.0,0.0,6623.444444444444
9,0.011226369379745154,0.010007320776382058,0.038530283365283025,14.4,10.125,0.0,1.4375,9899.625,11083.5625,40.714375,98.99624999999999,67.2906,24.749062499999997,16.82265,84.11324999999998,42.54153750000001,1.0,1.0,0.012013685342765318,0.08018412809629578,0.875,0.0,0.0,4636.875,109.5625,0.0,202.5,0.0,4071.4375,0.0,303.75,5828.1875,0.0,0.0,0.0,0.0,6446.6875
10,0.011227415812187896,0.01001065822654417,0.04348675691268025,18.0,7.6,0.0,1.75,6917.3,14189.3,24.244499999999995,69.17300000000002,51.643359999999994,17.293250000000004,12.910839999999999,64.5542,34.35011000000001,1.0,1.0,0.010804824142533453,0.07973550879418909,0.9,0.0,0.0,7068.35,114.0,0.0,150.4,0.0,2424.45,0.0,228.0,4492.85,0.0,0.0,0.0,0.0,7120.95
