,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,0.0,[[0 0]],0,0,1.2,0.1,0.0,True
1,[[0 0]],1,8.54386,8.54386,[[22  1]],22,1,1.2,0.05,0.0,True
2,[[22  1]],2,11.27934,11.27934,[[30  3]],30,3,1.2,0.05,0.0,True
3,[[30  3]],2,17.3404,17.3404,[[49  6]],49,6,1.2,0.05,0.0,True
4,[[49  6]],2,30.66684,30.66684,[[81  2]],81,2,1.2,0.05,0.0,True
5,[[81  2]],0,74.73304,74.73304,[[95  5]],95,5,1.2,0.1,0.0,True
6,[[95  5]],0,124.14941999999999,124.14941999999999,[[111  10]],111,10,1.2,0.15,0.0,True
7,[[111  10]],1,85.52928,85.52928,[[111  17]],111,17,1.2,0.1,0.0,True
8,[[111  17]],0,147.53976,147.53976,[[134  16]],134,16,1.2,0.15,0.0,True
9,[[134  16]],1,94.0524,94.0524,[[129  16]],129,16,1.2,0.1,0.0,True
10,[[129  16]],1,47.69794,47.69794,[[136  11]],136,11,1.2,0.05,0.0,True
11,[[136  11]],1,0.0,0.0,[[156  19]],156,19,1.2,0.0,0.0,True
12,[[156  19]],2,0.0,0.0,[[147  12]],147,12,1.2,0.0,0.0,True
13,[[147  12]],2,0.0,0.0,[[147  15]],147,15,1.2,0.0,0.0,True
14,[[147  15]],2,0.0,0.0,[[141  11]],141,11,1.2,0.0,0.0,True
15,[[141  11]],0,55.0645,55.0645,[[151  14]],151,14,1.2,0.05,0.0,True
16,[[151  14]],1,0.0,0.0,[[158  21]],158,21,1.2,0.0,0.0,True
17,[[158  21]],0,52.02838,52.02838,[[145  13]],145,13,1.2,0.05,0.0,True
18,[[145  13]],0,109.71848,109.71848,[[151  17]],151,17,1.2,0.1,0.0,True
19,[[151  17]],2,119.7746,119.7746,[[157  19]],157,19,1.2,0.1,0.0,True
20,[[157  19]],1,53.55782,53.55782,[[146  12]],146,12,1.2,0.05,0.0,True
21,[[146  12]],0,106.04548,106.04548,[[140  13]],140,13,1.2,0.1,0.0,True
22,[[140  13]],0,157.75565999999998,157.75565999999998,[[143  20]],143,20,1.2,0.15,0.0,True
23,[[143  20]],1,114.00868,114.00868,[[161  17]],161,17,1.2,0.1,0.0,True
24,[[161  17]],2,114.00248,114.00248,[[157  14]],157,14,1.2,0.1,0.0,True
25,[[157  14]],0,168.61272,168.61272,[[152  14]],152,14,1.2,0.15,0.0,True
26,[[152  14]],0,220.42632000000003,220.42632000000003,[[147  14]],147,14,1.2,0.2,0.0,True
27,[[147  14]],2,247.99296000000004,247.99296000000004,[[171  17]],171,17,1.2,0.2,0.0,True
28,[[171  17]],2,265.34623999999997,265.34623999999997,[[179  20]],179,20,1.2,0.2,0.0,True
29,[[179  20]],1,200.4294,200.4294,[[181  18]],181,18,1.2,0.15,0.0,True
30,[[181  18]],2,188.60118,188.60118,[[164  13]],164,13,1.2,0.15,0.0,True
31,[[164  13]],1,117.294,117.294,[[162  14]],162,14,1.2,0.1,0.0,True
32,[[162  14]],0,176.30196,176.30196,[[167  19]],167,19,1.2,0.15,0.0,True
33,[[167  19]],1,115.94444,115.94444,[[160  15]],160,15,1.2,0.1,0.0,True
34,[[160  15]],2,107.96376000000001,107.96376000000001,[[144  22]],144,22,1.2,0.1,0.0,True
35,[[144  22]],2,99.00008000000001,99.00008000000001,[[142  22]],142,22,1.2,0.1,0.0,True
36,[[142  22]],2,121.03076000000001,121.03076000000001,[[157  16]],157,16,1.2,0.1,0.0,True
37,[[157  16]],2,120.61992000000001,120.61992000000001,[[162  13]],162,13,1.2,0.1,0.0,True
38,[[162  13]],2,123.9078,123.9078,[[162  17]],162,17,1.2,0.1,0.0,True
39,[[162  17]],1,64.77720000000001,64.77720000000001,[[174  16]],174,16,1.2,0.05,0.0,True
40,[[174  16]],1,0.0,0.0,[[141  15]],141,15,1.2,0.0,0.0,True
