,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,0.0,[[0 0]],0,0,1.2,0.05,0.0,True
1,[[0 0]],0,15.744480000000001,15.744480000000001,[[21  1]],21,1,1.2,0.1,0.0,True
2,[[21  1]],1,15.599160000000001,15.599160000000001,[[42  2]],42,2,1.2,0.05,0.0,True
3,[[42  2]],1,0.0,0.0,[[67  3]],67,3,1.2,0.0,0.0,True
4,[[67  3]],1,0.0,0.0,[[76  8]],76,8,1.2,0.0,0.0,True
5,[[76  8]],1,0.0,0.0,[[89 11]],89,11,1.2,0.0,0.0,True
6,[[89 11]],0,38.571819999999995,38.571819999999995,[[106   9]],106,9,1.2,0.05,0.0,True
7,[[106   9]],0,82.51016,82.51016,[[109   9]],109,9,1.2,0.1,0.0,True
8,[[109   9]],2,83.74316000000002,83.74316000000002,[[115   9]],115,9,1.2,0.1,0.0,True
9,[[115   9]],1,57.22228,57.22228,[[148  17]],148,17,1.2,0.05,0.0,True
10,[[148  17]],0,106.17728,106.17728,[[145  10]],145,10,1.2,0.1,0.0,True
11,[[145  10]],0,135.65699999999998,135.65699999999998,[[120  14]],120,14,1.2,0.15,0.0,True
12,[[120  14]],1,128.59904,128.59904,[[166  14]],166,14,1.2,0.1,0.0,True
13,[[166  14]],1,47.752520000000004,47.752520000000004,[[134  16]],134,16,1.2,0.05,0.0,True
14,[[134  16]],1,0.0,0.0,[[158  22]],158,22,1.2,0.0,0.0,True
15,[[158  22]],1,0.0,0.0,[[136  12]],136,12,1.2,0.0,0.0,True
16,[[136  12]],2,0.0,0.0,[[145  15]],145,15,1.2,0.0,0.0,True
17,[[145  15]],1,0.0,0.0,[[158  19]],158,19,1.2,0.0,0.0,True
18,[[158  19]],2,0.0,0.0,[[156   9]],156,9,1.2,0.0,0.0,True
19,[[156   9]],0,50.74416,50.74416,[[138  23]],138,23,1.2,0.05,0.0,True
20,[[138  23]],0,110.42008000000001,110.42008000000001,[[149  19]],149,19,1.2,0.1,0.0,True
21,[[149  19]],1,56.68038,56.68038,[[156  18]],156,18,1.2,0.05,0.0,True
22,[[156  18]],2,57.04388,57.04388,[[149  11]],149,11,1.2,0.05,0.0,True
23,[[149  11]],1,0.0,0.0,[[163  18]],163,18,1.2,0.0,0.0,True
24,[[163  18]],1,0.0,0.0,[[148  14]],148,14,1.2,0.0,0.0,True
25,[[148  14]],1,0.0,0.0,[[162  16]],162,16,1.2,0.0,0.0,True
26,[[162  16]],0,65.4576,65.4576,[[177  21]],177,21,1.2,0.05,0.0,True
27,[[177  21]],2,49.21024,49.21024,[[145  18]],145,18,1.2,0.05,0.0,True
28,[[145  18]],0,112.17944,112.17944,[[151   7]],151,7,1.2,0.1,0.0,True
29,[[151   7]],0,178.98287999999997,178.98287999999997,[[161  14]],161,14,1.2,0.15,0.0,True
30,[[161  14]],0,244.06608,244.06608,[[165  19]],165,19,1.2,0.2,0.0,True
31,[[165  19]],0,283.9867,283.9867,[[155  17]],155,17,1.2,0.25,0.0,True
32,[[155  17]],2,306.2039,306.2039,[[172  12]],172,12,1.2,0.25,0.0,True
33,[[172  12]],2,280.9518,280.9518,[[159  20]],159,20,1.2,0.25,0.0,True
34,[[159  20]],2,306.5412,306.5412,[[165  17]],165,17,1.2,0.25,0.0,True
35,[[165  17]],0,321.55584,321.55584,[[142  12]],142,12,1.2,0.3,0.0,True
36,[[142  12]],0,422.52307999999994,422.52307999999994,[[170  24]],170,24,1.2,0.35,0.0,True
37,[[170  24]],2,410.02653999999995,410.02653999999995,[[163  18]],163,18,1.2,0.35,0.0,True
