,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],0,0.0,0.0,[[0 0]],0,0,1.2,0.15,0.0,True
1,[[0 0]],1,10.926680000000001,10.926680000000001,[[16  2]],16,2,1.2,0.1,0.0,True
2,[[16  2]],0,35.124779999999994,35.124779999999994,[[34  4]],34,4,1.2,0.15,0.0,True
3,[[34  4]],0,85.62688,85.62688,[[58  7]],58,7,1.2,0.2,0.0,True
4,[[58  7]],2,100.95048,100.95048,[[69  7]],69,7,1.2,0.2,0.0,True
5,[[69  7]],2,110.65408000000001,110.65408000000001,[[73  8]],73,8,1.2,0.2,0.0,True
6,[[73  8]],1,130.11041999999998,130.11041999999998,[[112   9]],112,9,1.2,0.15,0.0,True
7,[[112   9]],0,195.84944000000002,195.84944000000002,[[134  12]],134,12,1.2,0.2,0.0,True
8,[[134  12]],1,136.29696,136.29696,[[119  15]],119,15,1.2,0.15,0.0,True
9,[[119  15]],1,81.4328,81.4328,[[124  16]],124,16,1.2,0.1,0.0,True
10,[[124  16]],1,52.22576,52.22576,[[137  10]],137,10,1.2,0.05,0.0,True
11,[[137  10]],1,0.0,0.0,[[137  10]],137,10,1.2,0.0,0.0,True
12,[[137  10]],2,0.0,0.0,[[143  18]],143,18,1.2,0.0,0.0,True
13,[[143  18]],1,0.0,0.0,[[135  16]],135,16,1.2,0.0,0.0,True
14,[[135  16]],0,56.30606,56.30606,[[146  23]],146,23,1.2,0.05,0.0,True
15,[[146  23]],2,58.15402,58.15402,[[157  14]],157,14,1.2,0.05,0.0,True
16,[[157  14]],2,55.63398,55.63398,[[162  14]],162,14,1.2,0.05,0.0,True
17,[[162  14]],2,58.08558000000001,58.08558000000001,[[165  16]],165,16,1.2,0.05,0.0,True
18,[[165  16]],1,0.0,0.0,[[167  10]],167,10,1.2,0.0,0.0,True
19,[[167  10]],2,0.0,0.0,[[165  23]],165,23,1.2,0.0,0.0,True
20,[[165  23]],2,0.0,0.0,[[165  11]],165,11,1.2,0.0,0.0,True
21,[[165  11]],1,0.0,0.0,[[141  20]],141,20,1.2,0.0,0.0,True
22,[[141  20]],0,55.50582,55.50582,[[162  20]],162,20,1.2,0.05,0.0,True
23,[[162  20]],2,61.62498000000001,61.62498000000001,[[159  15]],159,15,1.2,0.05,0.0,True
24,[[159  15]],2,60.19514,60.19514,[[161  17]],161,17,1.2,0.05,0.0,True
25,[[161  17]],2,64.99665999999999,64.99665999999999,[[169  18]],169,18,1.2,0.05,0.0,True
26,[[169  18]],1,0.0,0.0,[[157  22]],157,22,1.2,0.0,0.0,True
27,[[157  22]],1,0.0,0.0,[[172  14]],172,14,1.2,0.0,0.0,True
28,[[172  14]],2,0.0,0.0,[[149  18]],149,18,1.2,0.0,0.0,True
29,[[149  18]],0,55.82414,55.82414,[[152  16]],152,16,1.2,0.05,0.0,True
30,[[152  16]],2,55.738400000000006,55.738400000000006,[[152  16]],152,16,1.2,0.05,0.0,True
31,[[152  16]],1,0.0,0.0,[[167  15]],167,15,1.2,0.0,0.0,True
32,[[167  15]],2,0.0,0.0,[[168   8]],168,8,1.2,0.0,0.0,True
33,[[168   8]],0,60.75558,60.75558,[[171  16]],171,16,1.2,0.05,0.0,True
34,[[171  16]],2,57.88938,57.88938,[[153  14]],153,14,1.2,0.05,0.0,True
35,[[153  14]],0,115.44728,115.44728,[[160  19]],160,19,1.2,0.1,0.0,True
36,[[160  19]],2,113.04408000000001,113.04408000000001,[[159  18]],159,18,1.2,0.1,0.0,True
37,[[159  18]],2,124.17060000000001,124.17060000000001,[[168  27]],168,27,1.2,0.1,0.0,True
38,[[168  27]],0,203.91863999999998,203.91863999999998,[[182  10]],182,10,1.2,0.15,0.0,True
39,[[182  10]],0,246.87864,246.87864,[[171  20]],171,20,1.2,0.2,0.0,True
40,[[171  20]],0,257.5968,257.5968,[[147  22]],147,22,1.2,0.25,0.0,True
41,[[147  22]],1,235.64592,235.64592,[[168  25]],168,25,1.2,0.2,0.0,True
42,[[168  25]],0,290.69190000000003,290.69190000000003,[[165  21]],165,21,1.2,0.25,0.0,True
43,[[165  21]],1,254.7012,254.7012,[[177  17]],177,17,1.2,0.2,0.0,True
44,[[177  17]],2,242.20304,242.20304,[[158  15]],158,15,1.2,0.2,0.0,True
45,[[158  15]],1,177.38921999999997,177.38921999999997,[[160  18]],160,18,1.2,0.15,0.0,True
46,[[160  18]],2,178.97951999999998,178.97951999999998,[[160  14]],160,14,1.2,0.15,0.0,True
47,[[160  14]],0,242.8728,242.8728,[[168  21]],168,21,1.2,0.2,0.0,True
48,[[168  21]],0,334.1889,334.1889,[[177  14]],177,14,1.2,0.25,0.0,True
49,[[177  14]],0,367.47108,367.47108,[[174  21]],174,21,1.2,0.3,0.0,True
50,[[174  21]],0,406.50455999999997,406.50455999999997,[[168  17]],168,17,1.2,0.35,0.0,True
51,[[168  17]],0,473.25264,473.25264,[[165  13]],165,13,1.2,0.4,0.0,True
52,[[165  13]],2,466.83184000000006,466.83184000000006,[[161  17]],161,17,1.2,0.4,0.0,True
53,[[161  17]],0,562.2411599999999,562.2411599999999,[[176  24]],176,24,1.2,0.45,0.0,True
54,[[176  24]],2,634.63752,634.63752,[[205  21]],205,21,1.2,0.45,0.0,True
55,[[205  21]],0,573.0506,573.0506,[[164  12]],164,12,1.2,0.5,0.0,True
56,[[164  12]],0,687.6192400000001,687.6192400000001,[[179  13]],179,13,1.2,0.55,0.0,True
57,[[179  13]],2,749.6176600000001,749.6176600000001,[[188  12]],188,12,1.2,0.55,0.0,True
58,[[188  12]],0,848.11608,848.11608,[[195  10]],195,10,1.2,0.6,0.0,True
59,[[195  10]],0,929.48128,929.48128,[[202  13]],202,13,1.2,0.65,0.0,True
60,[[202  13]],2,1005.3355000000001,1005.3355000000001,[[214  15]],214,15,1.2,0.65,0.0,True
61,[[214  15]],2,802.10104,802.10104,[[172  14]],172,14,1.2,0.65,0.0,True
62,[[172  14]],2,817.5783200000001,817.5783200000001,[[176  20]],176,20,1.2,0.65,0.0,True
63,[[176  20]],1,894.26496,894.26496,[[211  18]],211,18,1.2,0.6,0.0,True
64,[[211  18]],0,911.73836,911.73836,[[188  23]],188,23,1.2,0.65,0.0,True
65,[[188  23]],2,883.2993,883.2993,[[180  19]],180,19,1.2,0.65,0.0,True
66,[[180  19]],1,710.52888,710.52888,[[172  20]],172,20,1.2,0.6,0.0,True
67,[[172  20]],2,785.3147999999999,785.3147999999999,[[192  19]],192,19,1.2,0.6,0.0,True
