,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,0.0,[[0 0]],0,0,1.2,0.05,0.0,True
1,[[0 0]],1,0.0,0.0,[[24  1]],24,1,1.2,0.0,0.0,True
2,[[24  1]],2,0.0,0.0,[[43  1]],43,1,1.2,0.0,0.0,True
3,[[43  1]],2,0.0,0.0,[[68  5]],68,5,1.2,0.0,0.0,True
4,[[68  5]],1,0.0,0.0,[[76  6]],76,6,1.2,0.0,0.0,True
5,[[76  6]],1,0.0,0.0,[[86 11]],86,11,1.2,0.0,0.0,True
6,[[86 11]],2,0.0,0.0,[[110   8]],110,8,1.2,0.0,0.0,True
7,[[110   8]],0,38.146919999999994,38.146919999999994,[[108  13]],108,13,1.2,0.05,0.0,True
8,[[108  13]],0,88.2618,88.2618,[[117  12]],117,12,1.2,0.1,0.0,True
9,[[117  12]],0,153.49092,153.49092,[[140  12]],140,12,1.2,0.15,0.0,True
10,[[140  12]],1,110.09304,110.09304,[[153  17]],153,17,1.2,0.1,0.0,True
11,[[153  17]],0,150.69468,150.69468,[[133   6]],133,6,1.2,0.15,0.0,True
12,[[133   6]],1,77.62208000000001,77.62208000000001,[[106  18]],106,18,1.2,0.1,0.0,True
13,[[106  18]],2,104.09224,104.09224,[[146  20]],146,20,1.2,0.1,0.0,True
14,[[146  20]],1,58.02194,58.02194,[[155  15]],155,15,1.2,0.05,0.0,True
15,[[155  15]],2,59.30780000000001,59.30780000000001,[[161  11]],161,11,1.2,0.05,0.0,True
16,[[161  11]],1,0.0,0.0,[[158  12]],158,12,1.2,0.0,0.0,True
17,[[158  12]],1,0.0,0.0,[[147  16]],147,16,1.2,0.0,0.0,True
18,[[147  16]],1,0.0,0.0,[[152  27]],152,27,1.2,0.0,0.0,True
19,[[152  27]],1,0.0,0.0,[[144  26]],144,26,1.2,0.0,0.0,True
20,[[144  26]],1,0.0,0.0,[[158  12]],158,12,1.2,0.0,0.0,True
21,[[158  12]],1,0.0,0.0,[[152  14]],152,14,1.2,0.0,0.0,True
22,[[152  14]],1,0.0,0.0,[[181  17]],181,17,1.2,0.0,0.0,True
23,[[181  17]],0,54.221900000000005,54.221900000000005,[[152  15]],152,15,1.2,0.05,0.0,True
24,[[152  15]],2,62.606539999999995,62.606539999999995,[[170  14]],170,14,1.2,0.05,0.0,True
25,[[170  14]],0,110.83828,110.83828,[[146  18]],146,18,1.2,0.1,0.0,True
26,[[146  18]],0,178.75482,178.75482,[[158  21]],158,21,1.2,0.15,0.0,True
27,[[158  21]],1,120.18176000000001,120.18176000000001,[[154  13]],154,13,1.2,0.1,0.0,True
28,[[154  13]],2,137.81284000000002,137.81284000000002,[[173  14]],173,14,1.2,0.1,0.0,True
29,[[173  14]],1,60.80252,60.80252,[[158  16]],158,16,1.2,0.05,0.0,True
30,[[158  16]],0,112.93532,112.93532,[[157  23]],157,23,1.2,0.1,0.0,True
31,[[157  23]],0,180.79176,180.79176,[[163  21]],163,21,1.2,0.15,0.0,True
32,[[163  21]],2,182.37233999999998,182.37233999999998,[[157  18]],157,18,1.2,0.15,0.0,True
33,[[157  18]],0,233.74864000000002,233.74864000000002,[[157  19]],157,19,1.2,0.2,0.0,True
34,[[157  19]],1,167.96831999999998,167.96831999999998,[[155  19]],155,19,1.2,0.15,0.0,True
35,[[155  19]],0,202.68831999999998,202.68831999999998,[[148  14]],148,14,1.2,0.2,0.0,True
36,[[148  14]],0,310.99429999999995,310.99429999999995,[[157  21]],157,21,1.2,0.25,0.0,True
37,[[157  21]],2,289.1865,289.1865,[[150  20]],150,20,1.2,0.25,0.0,True
38,[[150  20]],2,273.33050000000003,273.33050000000003,[[142  20]],142,20,1.2,0.25,0.0,True
39,[[142  20]],2,263.547,263.547,[[153  11]],153,11,1.2,0.25,0.0,True
40,[[153  11]],0,385.26203999999996,385.26203999999996,[[179  19]],179,19,1.2,0.3,0.0,True
41,[[179  19]],0,438.33005999999995,438.33005999999995,[[174  11]],174,11,1.2,0.35,0.0,True
42,[[174  11]],0,474.67328000000003,474.67328000000003,[[160  15]],160,15,1.2,0.4,0.0,True
43,[[160  15]],1,487.55265999999995,487.55265999999995,[[181  12]],181,12,1.2,0.35,0.0,True
44,[[181  12]],2,448.20356,448.20356,[[170  16]],170,16,1.2,0.35,0.0,True
45,[[170  16]],2,423.43839999999994,423.43839999999994,[[163  16]],163,16,1.2,0.35,0.0,True
46,[[163  16]],0,459.56384,459.56384,[[157  14]],157,14,1.2,0.4,0.0,True
47,[[157  14]],0,550.09098,550.09098,[[168  14]],168,14,1.2,0.45,0.0,True
48,[[168  14]],0,568.7326,568.7326,[[163  18]],163,18,1.2,0.5,0.0,True
49,[[163  18]],0,666.39166,666.39166,[[170  10]],170,10,1.2,0.55,0.0,True
50,[[170  10]],2,670.153,670.153,[[164  17]],164,17,1.2,0.55,0.0,True
51,[[164  17]],2,672.1743600000001,672.1743600000001,[[168  29]],168,29,1.2,0.55,0.0,True
52,[[168  29]],2,626.1290200000001,626.1290200000001,[[158  14]],158,14,1.2,0.55,0.0,True
53,[[158  14]],1,698.5008,698.5008,[[186  18]],186,18,1.2,0.5,0.0,True
54,[[186  18]],2,654.242,654.242,[[182  16]],182,16,1.2,0.5,0.0,True
55,[[182  16]],0,675.3989000000001,675.3989000000001,[[169  18]],169,18,1.2,0.55,0.0,True
56,[[169  18]],2,678.44502,678.44502,[[177  17]],177,17,1.2,0.55,0.0,True
57,[[177  17]],1,615.9864,615.9864,[[168  12]],168,12,1.2,0.5,0.0,True
58,[[168  12]],0,566.49076,566.49076,[[152  13]],152,13,1.2,0.55,0.0,True
59,[[152  13]],1,643.6702,643.6702,[[178  13]],178,13,1.2,0.5,0.0,True
60,[[178  13]],2,652.8706,652.8706,[[181  16]],181,16,1.2,0.5,0.0,True
61,[[181  16]],2,592.5319999999999,592.5319999999999,[[161  21]],161,21,1.2,0.5,0.0,True
62,[[161  21]],1,615.01788,615.01788,[[183  17]],183,17,1.2,0.45,0.0,True
63,[[183  17]],0,646.1468,646.1468,[[173  14]],173,14,1.2,0.5,0.0,True
64,[[173  14]],2,766.0926000000001,766.0926000000001,[[216  10]],216,10,1.2,0.5,0.0,True
65,[[216  10]],0,671.88616,671.88616,[[167  21]],167,21,1.2,0.55,0.0,True
66,[[167  21]],1,691.8402,691.8402,[[189  18]],189,18,1.2,0.5,0.0,True
67,[[189  18]],2,706.3163999999999,706.3163999999999,[[189  15]],189,15,1.2,0.5,0.0,True
68,[[189  15]],1,528.98328,528.98328,[[166  20]],166,20,1.2,0.45,0.0,True
69,[[166  20]],0,662.7067999999999,662.7067999999999,[[191  23]],191,23,1.2,0.5,0.0,True
70,[[191  23]],2,602.8892000000001,602.8892000000001,[[176  19]],176,19,1.2,0.5,0.0,True
71,[[176  19]],2,648.7167999999999,648.7167999999999,[[187  10]],187,10,1.2,0.5,0.0,True
72,[[187  10]],2,646.3338,646.3338,[[174  22]],174,22,1.2,0.5,0.0,True
73,[[174  22]],0,776.5824,776.5824,[[192  14]],192,14,1.2,0.55,0.0,True
74,[[192  14]],0,818.8979999999999,818.8979999999999,[[185  21]],185,21,1.2,0.6,0.0,True
75,[[185  21]],1,658.28774,658.28774,[[172  16]],172,16,1.2,0.55,0.0,True
76,[[172  16]],1,766.8962,766.8962,[[221  16]],221,16,1.2,0.5,0.0,True
77,[[221  16]],0,822.4141200000001,822.4141200000001,[[210  13]],210,13,1.2,0.55,0.0,True
78,[[210  13]],1,747.0776,747.0776,[[212  17]],212,17,1.2,0.5,0.0,True
79,[[212  17]],0,589.89128,589.89128,[[151  18]],151,18,1.2,0.55,0.0,True
80,[[151  18]],1,680.4623999999999,680.4623999999999,[[186  13]],186,13,1.2,0.5,0.0,True
81,[[186  13]],1,574.6305600000001,574.6305600000001,[[184  12]],184,12,1.2,0.45,0.0,True
82,[[184  12]],0,656.3335999999999,656.3335999999999,[[179  14]],179,14,1.2,0.5,0.0,True
83,[[179  14]],0,716.53692,716.53692,[[183  14]],183,14,1.2,0.55,0.0,True
84,[[183  14]],0,809.9644799999999,809.9644799999999,[[190  18]],190,18,1.2,0.6,0.0,True
85,[[190  18]],1,776.37824,776.37824,[[196  12]],196,12,1.2,0.55,0.0,True
86,[[196  12]],0,832.0420799999999,832.0420799999999,[[195  13]],195,13,1.2,0.6,0.0,True
87,[[195  13]],0,921.57052,921.57052,[[211   9]],211,9,1.2,0.65,0.0,True
88,[[211   9]],1,863.1801599999999,863.1801599999999,[[206  16]],206,16,1.2,0.6,0.0,True
89,[[206  16]],1,766.49936,766.49936,[[211  15]],211,15,1.2,0.55,0.0,True
90,[[211  15]],0,813.83904,813.83904,[[189  21]],189,21,1.2,0.6,0.0,True
91,[[189  21]],0,969.61358,969.61358,[[206  19]],206,19,1.2,0.65,0.0,True
92,[[206  19]],0,984.2397599999999,984.2397599999999,[[201  13]],201,13,1.2,0.7,0.0,True
93,[[201  13]],0,994.6584,994.6584,[[195  20]],195,20,1.2,0.75,0.0,True
94,[[195  20]],1,1002.5408399999999,1002.5408399999999,[[192  20]],192,20,1.2,0.7,0.0,True
95,[[192  20]],1,844.21974,844.21974,[[189  17]],189,17,1.2,0.65,0.0,True
