,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],0,0.0,0.0,[[0 0]],0,0,1.2,0.15,0.0,True
1,[[0 0]],1,16.32884,0.009061722222222221,[[22  2]],22,2,1.2,0.1,0.0,True
2,[[22  2]],2,34.97116,0.018415550505050504,[[44  4]],44,4,1.2,0.1,0.0,True
3,[[44  4]],0,65.58215999999999,0.029280575757575755,[[56  7]],56,7,1.2,0.15,0.0,True
4,[[56  7]],1,65.73664000000001,0.032633414141414144,[[86  6]],86,6,1.2,0.1,0.0,True
5,[[86  6]],1,28.69258,0.03895613383838384,[[82 13]],82,13,1.2,0.05,0.0,True
6,[[82 13]],1,0.0,0.03966666666666667,[[128  11]],128,11,1.2,0.0,0.0,True
7,[[128  11]],0,34.2639,0.028159583333333335,[[93  5]],93,5,1.2,0.05,0.0,True
8,[[93  5]],1,0.0,0.04016666666666666,[[111  13]],111,13,1.2,0.0,0.0,True
9,[[111  13]],0,45.24216,0.038379060606060604,[[126   7]],126,7,1.2,0.05,0.0,True
10,[[126   7]],0,93.03744,0.051080484848484854,[[126  11]],126,11,1.2,0.1,0.0,True
11,[[126  11]],0,173.59296,0.06341830303030303,[[149  10]],149,10,1.2,0.15,0.0,True
12,[[149  10]],0,227.8104,0.09759727272727273,[[153  26]],153,26,1.2,0.2,0.0,True
13,[[153  26]],0,286.52349999999996,0.09034387626262626,[[155  17]],155,17,1.2,0.25,0.0,True
14,[[155  17]],1,270.94968000000006,0.0882108181818182,[[174  15]],174,15,1.2,0.2,0.0,True
15,[[174  15]],2,219.27816,0.0810199696969697,[[150  17]],150,17,1.2,0.2,0.0,True
16,[[150  17]],1,186.72954,0.07407696212121212,[[173  13]],173,13,1.2,0.15,0.0,True
17,[[173  13]],0,221.88016,0.0715151717171717,[[151  11]],151,11,1.2,0.2,0.0,True
18,[[151  11]],2,223.10104,0.08766932323232324,[[157  20]],157,20,1.2,0.2,0.0,True
19,[[157  20]],1,174.90821999999997,0.06741770454545454,[[152  12]],152,12,1.2,0.15,0.0,True
20,[[152  12]],2,177.9372,0.07346681818181819,[[156  15]],156,15,1.2,0.15,0.0,True
21,[[156  15]],0,249.94279999999998,0.086225101010101,[[158  17]],158,17,1.2,0.2,0.0,True
22,[[158  17]],1,178.47972,0.07020198484848485,[[156  13]],156,13,1.2,0.15,0.0,True
23,[[156  13]],2,170.27718,0.07733297727272727,[[155  18]],155,18,1.2,0.15,0.0,True
24,[[155  18]],2,178.0152,0.07714333333333333,[[158  17]],158,17,1.2,0.15,0.0,True
25,[[158  17]],2,144.84161999999998,0.07745474999999999,[[145  21]],145,21,1.2,0.15,0.0,True
26,[[145  21]],2,184.25117999999998,0.0685973712121212,[[172  10]],172,10,1.2,0.15,0.0,True
27,[[172  10]],2,175.32618,0.07897047727272727,[[161  18]],161,18,1.2,0.15,0.0,True
28,[[161  18]],1,99.8936,0.05194616161616161,[[136  10]],136,10,1.2,0.1,0.0,True
29,[[136  10]],2,115.16632,0.06704120202020203,[[155  16]],155,16,1.2,0.1,0.0,True
30,[[155  16]],0,175.83126,0.07353425,[[158  15]],158,15,1.2,0.15,0.0,True
31,[[158  15]],2,191.21316,0.07297640909090909,[[173  12]],173,12,1.2,0.15,0.0,True
32,[[173  12]],1,131.49356,0.07410272222222222,[[175  17]],175,17,1.2,0.1,0.0,True
33,[[175  17]],2,138.71064,0.06984730303030304,[[174  14]],174,14,1.2,0.1,0.0,True
34,[[174  14]],2,128.89024,0.0692740202020202,[[158  16]],158,16,1.2,0.1,0.0,True
35,[[158  16]],2,105.81948,0.05852771212121212,[[141  13]],141,13,1.2,0.1,0.0,True
36,[[141  13]],1,54.90744,0.06976609090909092,[[147  23]],147,23,1.2,0.05,0.0,True
37,[[147  23]],1,0.0,0.058499999999999996,[[161  19]],161,19,1.2,0.0,0.0,True
38,[[161  19]],0,60.30852,0.059614712121212124,[[162  15]],162,15,1.2,0.05,0.0,True
39,[[162  15]],2,56.54478,0.06863949242424243,[[159  21]],159,21,1.2,0.05,0.0,True
40,[[159  21]],2,67.96142,0.06008098737373738,[[179  13]],179,13,1.2,0.05,0.0,True
41,[[179  13]],1,0.0,0.059833333333333336,[[179  18]],179,18,1.2,0.0,0.0,True
42,[[179  18]],0,56.54196,0.06313913636363636,[[156  18]],156,18,1.2,0.05,0.0,True
43,[[156  18]],0,118.42896,0.06361981818181818,[[162  13]],162,13,1.2,0.1,0.0,True
44,[[162  13]],1,57.741519999999994,0.05662392929292928,[[166  13]],166,13,1.2,0.05,0.0,True
45,[[166  13]],0,111.19072000000001,0.07203923232323232,[[158  19]],158,19,1.2,0.1,0.0,True
46,[[158  19]],1,69.91713999999999,0.06549458838383837,[[190  15]],190,15,1.2,0.05,0.0,True
47,[[190  15]],1,0.0,0.05466666666666667,[[168  16]],168,16,1.2,0.0,0.0,True
48,[[168  16]],1,0.0,0.048666666666666664,[[172  12]],172,12,1.2,0.0,0.0,True
49,[[172  12]],0,61.82032,0.06597226262626263,[[169  18]],169,18,1.2,0.05,0.0,True
50,[[169  18]],0,130.37900000000002,0.09279532828282827,[[178  28]],178,28,1.2,0.1,0.0,True
51,[[178  28]],0,180.65285999999998,0.07864303787878787,[[165  17]],165,17,1.2,0.15,0.0,True
52,[[165  17]],1,107.85964,0.04945197474747475,[[155   6]],155,6,1.2,0.1,0.0,True
53,[[155   6]],2,114.59288000000001,0.07780213131313131,[[160  22]],160,22,1.2,0.1,0.0,True
54,[[160  22]],0,212.09412,0.10177956060606058,[[190  26]],190,26,1.2,0.15,0.0,True
55,[[190  26]],1,131.51064000000002,0.07443821212121213,[[177  17]],177,17,1.2,0.1,0.0,True
56,[[177  17]],0,159.26423999999997,0.0701091212121212,[[140  16]],140,16,1.2,0.15,0.0,True
57,[[140  16]],0,240.47952,0.08503024242424242,[[168  16]],168,16,1.2,0.2,0.0,True
58,[[168  16]],0,304.9466,0.09717002525252524,[[172  18]],172,18,1.2,0.25,0.0,True
59,[[172  18]],1,239.1812,0.0780329797979798,[[167  12]],167,12,1.2,0.2,0.0,True
60,[[167  12]],2,234.64328,0.0714600101010101,[[161   9]],161,9,1.2,0.2,0.0,True
61,[[161   9]],2,271.71664,0.10047432323232323,[[187  21]],187,21,1.2,0.2,0.0,True
62,[[187  21]],1,205.42266,0.08477053787878788,[[183  17]],183,17,1.2,0.15,0.0,True
63,[[183  17]],0,235.44304,0.0945609898989899,[[169  22]],169,22,1.2,0.2,0.0,True
