pax,veh_id,WAIT_TIME,nREJECTS,TRAVEL_TIME,LOST_PATIENCE
1384,Unfulfilled,195.0,0.0,0.0,True
1385,Unfulfilled,195.0,0.0,0.0,True
1386,636.0,398.0,0.0,316.0,False
1387,360.0,506.0,0.0,471.0,False
1388,556.0,185.0,0.0,805.0,False
1389,Unfulfilled,195.0,0.0,0.0,True
1390,180.0,267.0,0.0,373.0,False
1391,175.0,81.0,1.0,468.0,False
1392,Unfulfilled,195.0,0.0,0.0,True
1393,Unfulfilled,195.0,0.0,0.0,True
1394,Unfulfilled,195.0,0.0,0.0,True
1395,Unfulfilled,195.0,0.0,0.0,True
1396,88.0,366.0,0.0,319.0,False
1397,88.0,19.0,0.0,414.0,False
1398,404.0,255.0,0.0,647.0,False
1399,492.0,209.0,0.0,473.0,False
1400,256.0,197.0,0.0,677.0,False
1401,308.0,179.0,0.0,1456.0,False
1402,497.0,436.0,1.0,602.0,False
1403,124.0,664.0,0.0,371.0,False
1404,Unfulfilled,195.0,0.0,0.0,True
1405,596.0,130.0,0.0,712.0,False
1406,396.0,712.0,0.0,354.0,False
1407,Unfulfilled,195.0,0.0,0.0,True
1408,280.0,471.0,0.0,330.0,False
1409,764.0,506.0,0.0,488.0,False
1410,664.0,83.0,0.0,355.0,False
1411,764.0,85.0,0.0,526.0,False
1412,Unfulfilled,195.0,0.0,0.0,True
1413,64.0,271.0,0.0,342.0,False
1414,552.0,479.0,0.0,895.0,False
1415,596.0,62.0,0.0,325.0,False
1416,632.0,0.0,0.0,465.0,False
1417,580.0,136.0,0.0,620.0,False
1418,140.0,74.0,0.0,554.0,False
1419,Unfulfilled,195.0,0.0,0.0,True
1420,648.0,248.0,2.0,529.0,False
1421,524.0,170.0,0.0,413.0,False
1422,Unfulfilled,195.0,0.0,0.0,True
1423,174.0,120.0,1.0,422.0,False
1424,648.0,439.0,0.0,676.0,False
1425,Unfulfilled,195.0,0.0,0.0,True
1426,Unfulfilled,195.0,0.0,0.0,True
1427,228.0,255.0,0.0,567.0,False
1428,Unfulfilled,195.0,0.0,0.0,True
1429,736.0,268.0,0.0,609.0,False
1430,460.0,171.0,0.0,487.0,False
1431,184.0,868.0,0.0,1032.0,False
1432,Unfulfilled,195.0,0.0,0.0,True
1433,632.0,112.0,0.0,501.0,False
1434,Unfulfilled,195.0,0.0,0.0,True
1435,64.0,971.0,0.0,327.0,False
1436,300.0,124.0,0.0,385.0,False
1437,632.0,137.0,0.0,439.0,False
1438,236.0,64.0,0.0,555.0,False
1439,672.0,1021.0,0.0,859.0,False
1440,492.0,1286.0,0.0,994.0,False
1441,Unfulfilled,195.0,0.0,0.0,True
1442,92.0,191.0,0.0,455.0,False
1443,Unfulfilled,195.0,0.0,0.0,True
1444,316.0,239.0,0.0,942.0,False
1445,115.0,165.0,1.0,0.0,True
1446,Unfulfilled,195.0,0.0,0.0,True
1447,540.0,190.0,0.0,386.0,False
1448,244.0,349.0,0.0,795.0,False
1449,Unfulfilled,195.0,0.0,0.0,True
1450,684.0,266.0,0.0,549.0,False
1451,764.0,213.0,0.0,808.0,False
1452,Unfulfilled,195.0,0.0,0.0,True
1453,Unfulfilled,195.0,0.0,0.0,True
1454,Unfulfilled,195.0,0.0,0.0,True
1455,148.0,240.0,0.0,504.0,False
1456,392.0,193.0,0.0,352.0,False
1457,604.0,158.0,0.0,415.0,False
1458,92.0,165.0,0.0,928.0,False
1459,60.0,165.0,1.0,0.0,True
1460,52.0,285.0,0.0,363.0,False
1461,Unfulfilled,195.0,0.0,0.0,True
1462,48.0,356.0,0.0,503.0,False
1463,Unfulfilled,195.0,0.0,0.0,True
1464,584.0,149.0,0.0,440.0,False
1465,Unfulfilled,195.0,0.0,0.0,True
1466,768.0,129.0,0.0,523.0,False
1467,352.0,15.0,0.0,321.0,False
1468,Unfulfilled,195.0,0.0,0.0,True
1469,Unfulfilled,195.0,0.0,0.0,True
1470,Unfulfilled,195.0,0.0,0.0,True
1471,83.0,256.0,1.0,449.0,False
1472,612.0,22.0,0.0,304.0,False
1473,Unfulfilled,195.0,0.0,0.0,True
1474,92.0,968.0,0.0,458.0,False
1475,Unfulfilled,195.0,0.0,0.0,True
1476,260.0,205.0,0.0,394.0,False
1477,48.0,138.0,0.0,543.0,False
1478,Unfulfilled,195.0,0.0,0.0,True
1479,796.0,882.0,0.0,492.0,False
1480,Unfulfilled,195.0,0.0,0.0,True
1481,909.0,213.0,1.0,919.0,False
1482,Unfulfilled,195.0,0.0,0.0,True
1483,129.0,165.0,1.0,0.0,True
1484,384.0,77.0,0.0,593.0,False
1485,728.0,244.0,0.0,491.0,False
1486,Unfulfilled,195.0,0.0,0.0,True
1487,112.0,219.0,0.0,346.0,False
1488,Unfulfilled,195.0,0.0,0.0,True
1489,456.0,219.0,0.0,359.0,False
1490,171.0,165.0,1.0,0.0,True
1491,68.0,80.0,0.0,362.0,False
1492,80.0,142.0,0.0,444.0,False
1493,Unfulfilled,195.0,0.0,0.0,True
1494,Unfulfilled,195.0,0.0,0.0,True
1495,424.0,124.0,0.0,378.0,False
1496,90.0,165.0,1.0,0.0,True
1497,4.0,268.0,0.0,398.0,False
1498,268.0,125.0,0.0,333.0,False
1499,428.0,171.0,0.0,748.0,False
1500,Unfulfilled,195.0,0.0,0.0,True
1501,Unfulfilled,195.0,0.0,0.0,True
1502,Unfulfilled,195.0,0.0,0.0,True
1503,56.0,260.0,0.0,917.0,False
1504,516.0,683.0,0.0,353.0,False
1505,628.0,180.0,0.0,536.0,False
1506,168.0,220.0,1.0,493.0,False
1507,212.0,610.0,0.0,766.0,False
1508,Unfulfilled,195.0,0.0,0.0,True
1509,404.0,97.0,0.0,408.0,False
1510,670.0,617.0,1.0,473.0,False
1511,Unfulfilled,195.0,0.0,0.0,True
1512,Unfulfilled,195.0,0.0,0.0,True
1513,284.0,282.0,0.0,347.0,False
1514,664.0,93.0,0.0,420.0,False
1515,760.0,90.0,0.0,388.0,False
1516,Unfulfilled,195.0,0.0,0.0,True
1517,417.0,441.0,1.0,410.0,False
1518,Unfulfilled,195.0,0.0,0.0,True
1519,688.0,148.0,0.0,300.0,False
1520,184.0,233.0,0.0,707.0,False
1521,Unfulfilled,195.0,0.0,0.0,True
1522,Unfulfilled,195.0,0.0,0.0,True
1523,Unfulfilled,195.0,0.0,0.0,True
1524,580.0,291.0,0.0,658.0,False
1525,198.0,231.0,1.0,598.0,False
1526,Unfulfilled,195.0,0.0,0.0,True
1527,56.0,120.0,0.0,813.0,False
1528,576.0,957.0,0.0,435.0,False
1529,157.0,165.0,1.0,0.0,True
1530,Unfulfilled,195.0,0.0,0.0,True
1531,384.0,744.0,0.0,1518.0,False
1532,156.0,247.0,0.0,466.0,False
1533,164.0,164.0,0.0,353.0,False
1534,4.0,45.0,0.0,415.0,False
1535,Unfulfilled,195.0,0.0,0.0,True
1536,684.0,59.0,0.0,418.0,False
1537,Unfulfilled,195.0,0.0,0.0,True
1538,Unfulfilled,195.0,0.0,0.0,True
1539,56.0,217.0,0.0,320.0,False
1540,708.0,77.0,0.0,1051.0,False
1541,Unfulfilled,195.0,0.0,0.0,True
1542,248.0,338.0,0.0,746.0,False
1543,600.0,165.0,0.0,808.0,False
1544,800.0,53.0,0.0,654.0,False
1545,470.0,474.0,1.0,741.0,False
1546,688.0,133.0,0.0,328.0,False
1547,Unfulfilled,195.0,0.0,0.0,True
1548,292.0,352.0,0.0,856.0,False
1549,528.0,629.0,0.0,430.0,False
1550,268.0,68.0,0.0,389.0,False
1551,472.0,224.0,0.0,385.0,False
1552,Unfulfilled,195.0,0.0,0.0,True
1553,Unfulfilled,195.0,0.0,0.0,True
1554,476.0,135.0,0.0,319.0,False
1555,676.0,199.0,0.0,566.0,False
1556,Unfulfilled,195.0,0.0,0.0,True
1557,788.0,22.0,0.0,706.0,False
1558,192.0,57.0,0.0,472.0,False
1559,Unfulfilled,195.0,0.0,0.0,True
1560,Unfulfilled,195.0,0.0,0.0,True
1561,644.0,490.0,0.0,1007.0,False
1562,105.0,165.0,1.0,0.0,True
1563,496.0,0.0,0.0,607.0,False
1564,564.0,289.0,0.0,569.0,False
1565,640.0,270.0,0.0,400.0,False
1566,192.0,408.0,0.0,492.0,False
1567,65.0,249.0,2.0,552.0,False
1568,563.0,124.0,1.0,404.0,False
1569,548.0,226.0,0.0,1114.0,False
1570,478.0,75.0,4.0,0.0,True
1571,Unfulfilled,195.0,0.0,0.0,True
1572,944.0,268.0,1.0,589.0,False
1573,Unfulfilled,195.0,0.0,0.0,True
1574,608.0,102.0,0.0,426.0,False
1575,552.0,196.0,1.0,321.0,False
1576,120.0,71.0,0.0,474.0,False
1577,Unfulfilled,195.0,0.0,0.0,True
1578,556.0,188.0,0.0,462.0,False
1579,440.0,274.0,0.0,588.0,False
1580,548.0,220.0,0.0,709.0,False
1581,749.0,458.0,1.0,338.0,False
1582,136.0,520.0,0.0,620.0,False
1583,Unfulfilled,195.0,0.0,0.0,True
1584,Unfulfilled,195.0,0.0,0.0,True
1585,841.0,961.0,1.0,322.0,False
1586,732.0,420.0,0.0,548.0,False
1587,756.0,945.0,0.0,391.0,False
1588,308.0,292.0,0.0,519.0,False
1589,Unfulfilled,195.0,0.0,0.0,True
1590,24.0,0.0,0.0,451.0,False
1591,728.0,56.0,0.0,393.0,False
1592,168.0,166.0,0.0,384.0,False
1593,152.0,292.0,0.0,587.0,False
1594,Unfulfilled,195.0,0.0,0.0,True
1595,450.0,224.0,1.0,348.0,False
1596,Unfulfilled,195.0,0.0,0.0,True
1597,73.0,165.0,1.0,0.0,True
1598,Unfulfilled,195.0,0.0,0.0,True
1599,784.0,186.0,0.0,789.0,False
1600,604.0,275.0,0.0,509.0,False
1601,Unfulfilled,195.0,0.0,0.0,True
1602,756.0,170.0,0.0,576.0,False
1603,Unfulfilled,195.0,0.0,0.0,True
1604,Unfulfilled,195.0,0.0,0.0,True
1605,112.0,1076.0,0.0,1004.0,False
1606,368.0,75.0,0.0,825.0,False
1607,420.0,309.0,0.0,414.0,False
1608,Unfulfilled,195.0,0.0,0.0,True
1609,Unfulfilled,195.0,0.0,0.0,True
1610,84.0,53.0,0.0,411.0,False
1611,632.0,167.0,0.0,346.0,False
1612,752.0,579.0,0.0,485.0,False
1613,204.0,208.0,0.0,321.0,False
1614,424.0,248.0,0.0,995.0,False
1615,Unfulfilled,195.0,0.0,0.0,True
1616,720.0,44.0,0.0,511.0,False
1617,168.0,84.0,0.0,875.0,False
1618,791.0,541.0,1.0,486.0,False
1619,Unfulfilled,195.0,0.0,0.0,True
1620,Unfulfilled,195.0,0.0,0.0,True
1621,384.0,536.0,0.0,563.0,False
1622,184.0,350.0,0.0,526.0,False
1623,Unfulfilled,195.0,0.0,0.0,True
1624,252.0,279.0,0.0,644.0,False
1625,616.0,444.0,0.0,433.0,False
1626,604.0,140.0,0.0,535.0,False
1627,588.0,263.0,0.0,622.0,False
1628,60.0,109.0,0.0,692.0,False
1629,Unfulfilled,195.0,0.0,0.0,True
1630,Unfulfilled,195.0,0.0,0.0,True
1631,440.0,236.0,0.0,436.0,False
1632,136.0,838.0,0.0,759.0,False
1633,196.0,48.0,0.0,567.0,False
1634,140.0,264.0,0.0,424.0,False
1635,Unfulfilled,195.0,0.0,0.0,True
1636,709.0,117.0,1.0,846.0,False
1637,Unfulfilled,195.0,0.0,0.0,True
1638,376.0,347.0,0.0,439.0,False
1639,644.0,294.0,0.0,886.0,False
1640,160.0,622.0,0.0,1037.0,False
1641,136.0,115.0,0.0,905.0,False
1642,256.0,240.0,0.0,546.0,False
1643,103.0,165.0,1.0,0.0,True
1644,120.0,901.0,0.0,505.0,False
1645,580.0,130.0,0.0,1329.0,False
1646,Unfulfilled,195.0,0.0,0.0,True
1647,Unfulfilled,195.0,0.0,0.0,True
1648,388.0,311.0,1.0,712.0,False
1649,Unfulfilled,195.0,0.0,0.0,True
1650,100.0,160.0,0.0,344.0,False
1651,772.0,356.0,1.0,1015.0,False
1652,596.0,106.0,0.0,460.0,False
1653,144.0,165.0,1.0,0.0,True
1654,256.0,216.0,0.0,336.0,False
1655,260.0,633.0,0.0,746.0,False
1656,604.0,427.0,0.0,845.0,False
1657,624.0,205.0,0.0,324.0,False
1658,Unfulfilled,195.0,0.0,0.0,True
1659,488.0,369.0,0.0,612.0,False
1660,44.0,190.0,0.0,318.0,False
1661,300.0,238.0,0.0,455.0,False
1662,Unfulfilled,195.0,0.0,0.0,True
1663,Unfulfilled,195.0,0.0,0.0,True
1664,428.0,260.0,0.0,652.0,False
1665,75.0,165.0,1.0,0.0,True
1666,216.0,263.0,0.0,579.0,False
1667,172.0,200.0,0.0,319.0,False
1668,822.0,269.0,1.0,389.0,False
1669,580.0,117.0,0.0,364.0,False
1670,784.0,504.0,0.0,838.0,False
1671,119.0,135.0,2.0,0.0,True
1672,668.0,11.0,0.0,389.0,False
1673,220.0,171.0,0.0,390.0,False
1674,400.0,81.0,0.0,536.0,False
1675,64.0,149.0,0.0,711.0,False
1676,Unfulfilled,195.0,0.0,0.0,True
1677,432.0,99.0,0.0,399.0,False
1678,144.0,179.0,0.0,452.0,False
1679,776.0,263.0,0.0,318.0,False
1680,64.0,181.0,0.0,343.0,False
1681,Unfulfilled,195.0,0.0,0.0,True
1682,Unfulfilled,195.0,0.0,0.0,True
1683,228.0,241.0,0.0,582.0,False
1684,16.0,154.0,0.0,430.0,False
1685,576.0,203.0,0.0,710.0,False
1686,765.0,334.0,1.0,402.0,False
1687,165.0,165.0,1.0,0.0,True
1688,404.0,63.0,0.0,363.0,False
1689,Unfulfilled,195.0,0.0,0.0,True
1690,Unfulfilled,195.0,0.0,0.0,True
1691,132.0,330.0,0.0,673.0,False
1692,Unfulfilled,195.0,0.0,0.0,True
1693,Unfulfilled,195.0,0.0,0.0,True
1694,Unfulfilled,195.0,0.0,0.0,True
1695,676.0,176.0,0.0,389.0,False
1696,Unfulfilled,195.0,0.0,0.0,True
1697,504.0,345.0,0.0,596.0,False
1698,696.0,322.0,0.0,1029.0,False
1699,676.0,221.0,0.0,528.0,False
1700,Unfulfilled,195.0,0.0,0.0,True
1701,Unfulfilled,195.0,0.0,0.0,True
1702,84.0,77.0,0.0,715.0,False
1703,740.0,206.0,0.0,804.0,False
1704,692.0,147.0,0.0,369.0,False
1705,Unfulfilled,195.0,0.0,0.0,True
1706,Unfulfilled,195.0,0.0,0.0,True
1707,64.0,215.0,1.0,329.0,False
1708,Unfulfilled,195.0,0.0,0.0,True
1709,12.0,401.0,0.0,539.0,False
1710,336.0,137.0,0.0,1126.0,False
1711,544.0,94.0,0.0,581.0,False
1712,256.0,0.0,0.0,936.0,False
1713,80.0,164.0,0.0,338.0,False
1714,624.0,216.0,0.0,736.0,False
1715,Unfulfilled,195.0,0.0,0.0,True
1716,68.0,331.0,0.0,807.0,False
1717,Unfulfilled,195.0,0.0,0.0,True
1718,564.0,80.0,0.0,311.0,False
1719,208.0,254.0,0.0,449.0,False
1720,220.0,153.0,0.0,677.0,False
1721,352.0,231.0,0.0,497.0,False
1722,141.0,165.0,1.0,0.0,True
1723,268.0,219.0,0.0,376.0,False
1724,768.0,743.0,0.0,489.0,False
1725,128.0,349.0,0.0,317.0,False
1726,667.0,508.0,1.0,312.0,False
1727,592.0,105.0,0.0,1186.0,False
1728,666.0,149.0,1.0,365.0,False
1729,Unfulfilled,195.0,0.0,0.0,True
1730,448.0,212.0,0.0,912.0,False
1731,Unfulfilled,195.0,0.0,0.0,True
1732,Unfulfilled,195.0,0.0,0.0,True
1733,732.0,199.0,0.0,418.0,False
1734,780.0,190.0,0.0,515.0,False
1735,336.0,18.0,0.0,419.0,False
1736,Unfulfilled,195.0,0.0,0.0,True
1737,376.0,482.0,0.0,880.0,False
1738,251.0,1003.0,1.0,458.0,False
1739,336.0,393.0,0.0,420.0,False
1740,568.0,219.0,0.0,503.0,False
1741,332.0,318.0,0.0,376.0,False
1742,252.0,259.0,0.0,385.0,False
1743,276.0,201.0,0.0,563.0,False
1744,712.0,143.0,0.0,402.0,False
1745,Unfulfilled,195.0,0.0,0.0,True
1746,489.0,175.0,1.0,449.0,False
1747,736.0,151.0,0.0,317.0,False
1748,390.0,350.0,1.0,353.0,False
1749,36.0,139.0,0.0,743.0,False
1750,588.0,9.0,0.0,1109.0,False
1751,648.0,83.0,0.0,353.0,False
1752,52.0,139.0,0.0,841.0,False
1753,Unfulfilled,195.0,0.0,0.0,True
1754,308.0,83.0,0.0,631.0,False
1755,696.0,259.0,0.0,756.0,False
1756,Unfulfilled,195.0,0.0,0.0,True
1757,Unfulfilled,195.0,0.0,0.0,True
1758,304.0,141.0,0.0,621.0,False
1759,40.0,542.0,0.0,356.0,False
1760,Unfulfilled,195.0,0.0,0.0,True
1761,Unfulfilled,195.0,0.0,0.0,True
1762,332.0,165.0,0.0,335.0,False
1763,112.0,1118.0,0.0,868.0,False
1764,440.0,442.0,0.0,653.0,False
1765,922.0,350.0,1.0,973.0,False
1766,Unfulfilled,195.0,0.0,0.0,True
1767,172.0,466.0,0.0,412.0,False
1768,545.0,340.0,1.0,549.0,False
1769,534.0,82.0,1.0,416.0,False
1770,Unfulfilled,195.0,0.0,0.0,True
1771,784.0,530.0,0.0,524.0,False
1772,692.0,201.0,0.0,487.0,False
1773,946.0,571.0,2.0,577.0,False
1774,164.0,546.0,0.0,1031.0,False
1775,756.0,307.0,0.0,570.0,False
1776,Unfulfilled,195.0,0.0,0.0,True
1777,72.0,255.0,0.0,688.0,False
1778,632.0,231.0,0.0,378.0,False
1779,436.0,309.0,0.0,455.0,False
1780,472.0,97.0,0.0,330.0,False
1781,Unfulfilled,195.0,0.0,0.0,True
1782,672.0,674.0,0.0,562.0,False
1783,108.0,184.0,0.0,723.0,False
1784,144.0,582.0,0.0,280.0,False
1785,Unfulfilled,195.0,0.0,0.0,True
1786,660.0,391.0,0.0,312.0,False
1787,364.0,354.0,0.0,367.0,False
1788,180.0,378.0,0.0,1219.0,False
1789,Unfulfilled,195.0,0.0,0.0,True
1790,64.0,45.0,0.0,819.0,False
1791,Unfulfilled,195.0,0.0,0.0,True
1792,648.0,236.0,0.0,356.0,False
1793,636.0,365.0,0.0,723.0,False
1794,620.0,121.0,0.0,511.0,False
1795,Unfulfilled,195.0,0.0,0.0,True
1796,Unfulfilled,195.0,0.0,0.0,True
1797,361.0,418.0,1.0,1039.0,False
1798,716.0,292.0,0.0,446.0,False
1799,276.0,338.0,0.0,1116.0,False
1800,160.0,165.0,1.0,0.0,True
1801,Unfulfilled,195.0,0.0,0.0,True
1802,244.0,161.0,0.0,1139.0,False
1803,Unfulfilled,195.0,0.0,0.0,True
1804,272.0,145.0,0.0,420.0,False
1805,Unfulfilled,195.0,0.0,0.0,True
1806,768.0,132.0,0.0,320.0,False
1807,52.0,183.0,0.0,284.0,False
1808,Unfulfilled,195.0,0.0,0.0,True
1809,732.0,254.0,0.0,1152.0,False
1810,736.0,295.0,0.0,377.0,False
1811,96.0,156.0,0.0,822.0,False
1812,Unfulfilled,195.0,0.0,0.0,True
1813,352.0,85.0,0.0,300.0,False
1814,180.0,154.0,0.0,692.0,False
1815,Unfulfilled,195.0,0.0,0.0,True
1816,264.0,230.0,0.0,701.0,False
1817,492.0,205.0,0.0,497.0,False
1818,504.0,58.0,0.0,658.0,False
1819,452.0,20.0,0.0,807.0,False
1820,Unfulfilled,195.0,0.0,0.0,True
1821,216.0,135.0,0.0,306.0,False
1822,248.0,110.0,0.0,435.0,False
1823,444.0,250.0,0.0,446.0,False
1824,488.0,122.0,0.0,325.0,False
1825,564.0,199.0,0.0,321.0,False
1826,276.0,180.0,0.0,972.0,False
1827,472.0,482.0,0.0,453.0,False
1828,208.0,207.0,0.0,598.0,False
1829,556.0,158.0,0.0,587.0,False
1830,744.0,32.0,0.0,390.0,False
1831,200.0,387.0,0.0,625.0,False
1832,672.0,420.0,0.0,510.0,False
1833,540.0,278.0,0.0,717.0,False
1834,Unfulfilled,195.0,0.0,0.0,True
1835,160.0,41.0,0.0,489.0,False
1836,352.0,71.0,0.0,393.0,False
1837,680.0,325.0,0.0,774.0,False
1838,Unfulfilled,195.0,0.0,0.0,True
1839,Unfulfilled,195.0,0.0,0.0,True
1840,464.0,236.0,0.0,476.0,False
1841,750.0,681.0,1.0,516.0,False
1842,532.0,825.0,0.0,467.0,False
1843,684.0,626.0,0.0,961.0,False
1844,Unfulfilled,195.0,0.0,0.0,True
1845,112.0,331.0,0.0,364.0,False
1846,Unfulfilled,195.0,0.0,0.0,True
1847,474.0,138.0,1.0,468.0,False
1848,146.0,260.0,1.0,930.0,False
1849,80.0,74.0,0.0,456.0,False
1850,608.0,95.0,1.0,359.0,False
1851,72.0,85.0,0.0,365.0,False
1852,751.0,786.0,1.0,1009.0,False
1853,Unfulfilled,195.0,0.0,0.0,True
1854,408.0,132.0,0.0,693.0,False
1855,176.0,121.0,0.0,800.0,False
1856,436.0,244.0,0.0,462.0,False
1857,Unfulfilled,195.0,0.0,0.0,True
1858,694.0,180.0,1.0,363.0,False
1859,676.0,586.0,0.0,478.0,False
1860,552.0,1279.0,0.0,398.0,False
1861,Unfulfilled,195.0,0.0,0.0,True
1862,163.0,325.0,1.0,807.0,False
1863,392.0,222.0,0.0,292.0,False
1864,136.0,542.0,0.0,815.0,False
1865,308.0,210.0,0.0,324.0,False
1866,729.0,297.0,2.0,688.0,False
1867,312.0,405.0,0.0,318.0,False
1868,681.0,148.0,2.0,1127.0,False
1869,544.0,14.0,0.0,306.0,False
1870,264.0,96.0,0.0,395.0,False
1871,104.0,264.0,0.0,436.0,False
1872,Unfulfilled,195.0,0.0,0.0,True
1873,72.0,202.0,0.0,560.0,False
1874,124.0,159.0,0.0,910.0,False
1875,Unfulfilled,195.0,0.0,0.0,True
1876,476.0,208.0,0.0,718.0,False
1877,Unfulfilled,195.0,0.0,0.0,True
1878,196.0,124.0,0.0,298.0,False
1879,Unfulfilled,195.0,0.0,0.0,True
1880,792.0,530.0,0.0,336.0,False
1881,723.0,713.0,2.0,631.0,False
1882,Unfulfilled,195.0,0.0,0.0,True
1883,Unfulfilled,195.0,0.0,0.0,True
1884,708.0,330.0,0.0,524.0,False
1885,248.0,156.0,0.0,911.0,False
1886,Unfulfilled,195.0,0.0,0.0,True
1887,52.0,105.0,0.0,666.0,False
1888,Unfulfilled,195.0,0.0,0.0,True
1889,500.0,507.0,0.0,406.0,False
1890,504.0,661.0,0.0,797.0,False
1891,179.0,329.0,1.0,308.0,False
1892,Unfulfilled,195.0,0.0,0.0,True
1893,Unfulfilled,195.0,0.0,0.0,True
1894,672.0,312.0,0.0,807.0,False
1895,248.0,289.0,0.0,687.0,False
1896,256.0,370.0,0.0,942.0,False
1897,Unfulfilled,195.0,0.0,0.0,True
1898,704.0,150.0,0.0,316.0,False
1899,496.0,220.0,0.0,558.0,False
1900,604.0,469.0,0.0,322.0,False
1901,380.0,52.0,0.0,329.0,False
1902,712.0,318.0,0.0,552.0,False
1903,Unfulfilled,195.0,0.0,0.0,True
1904,332.0,133.0,0.0,426.0,False
1905,148.0,212.0,0.0,614.0,False
1906,560.0,367.0,0.0,504.0,False
1907,304.0,189.0,0.0,363.0,False
1908,468.0,236.0,0.0,881.0,False
1909,464.0,122.0,0.0,323.0,False
1910,Unfulfilled,195.0,0.0,0.0,True
1911,616.0,128.0,0.0,766.0,False
1912,Unfulfilled,195.0,0.0,0.0,True
1913,228.0,259.0,0.0,901.0,False
1914,Unfulfilled,195.0,0.0,0.0,True
1915,604.0,296.0,1.0,453.0,False
1916,520.0,351.0,0.0,334.0,False
1917,4.0,144.0,0.0,583.0,False
1918,Unfulfilled,195.0,0.0,0.0,True
1919,520.0,520.0,0.0,549.0,False
1920,184.0,490.0,0.0,648.0,False
1921,Unfulfilled,195.0,0.0,0.0,True
1922,332.0,787.0,0.0,364.0,False
1923,516.0,82.0,1.0,677.0,False
1924,376.0,118.0,0.0,336.0,False
1925,Unfulfilled,195.0,0.0,0.0,True
1926,116.0,219.0,0.0,348.0,False
1927,556.0,157.0,0.0,453.0,False
1928,716.0,0.0,0.0,443.0,False
1929,116.0,21.0,0.0,432.0,False
1930,328.0,333.0,0.0,401.0,False
1931,668.0,155.0,0.0,763.0,False
1932,512.0,110.0,0.0,406.0,False
1933,Unfulfilled,195.0,0.0,0.0,True
1934,148.0,117.0,0.0,362.0,False
1935,564.0,214.0,0.0,286.0,False
1936,616.0,267.0,0.0,1103.0,False
1937,Unfulfilled,195.0,0.0,0.0,True
1938,768.0,433.0,0.0,344.0,False
1939,128.0,80.0,0.0,1192.0,False
1940,640.0,435.0,0.0,359.0,False
1941,Unfulfilled,195.0,0.0,0.0,True
1942,572.0,158.0,0.0,624.0,False
1943,Unfulfilled,195.0,0.0,0.0,True
1944,51.0,336.0,1.0,760.0,False
1945,156.0,533.0,0.0,588.0,False
1946,Unfulfilled,195.0,0.0,0.0,True
1947,428.0,500.0,0.0,657.0,False
1948,324.0,289.0,0.0,541.0,False
1949,360.0,426.0,0.0,570.0,False
1950,184.0,451.0,0.0,521.0,False
1951,12.0,229.0,0.0,1042.0,False
1952,68.0,60.0,0.0,1054.0,False
1953,611.0,226.0,1.0,388.0,False
1954,416.0,359.0,0.0,617.0,False
1955,128.0,967.0,0.0,758.0,False
1956,672.0,225.0,0.0,1199.0,False
1957,233.0,177.0,2.0,377.0,False
1958,Unfulfilled,195.0,0.0,0.0,True
1959,519.0,1376.0,1.0,543.0,False
1960,376.0,155.0,0.0,485.0,False
1961,500.0,379.0,0.0,717.0,False
1962,Unfulfilled,195.0,0.0,0.0,True
1963,320.0,237.0,0.0,300.0,False
1964,792.0,292.0,0.0,465.0,False
1965,752.0,152.0,0.0,786.0,False
1966,Unfulfilled,195.0,0.0,0.0,True
1967,436.0,251.0,0.0,688.0,False
1968,913.0,177.0,1.0,384.0,False
1969,Unfulfilled,195.0,0.0,0.0,True
1970,212.0,420.0,0.0,495.0,False
1971,Unfulfilled,195.0,0.0,0.0,True
1972,88.0,8.0,0.0,923.0,False
1973,503.0,318.0,1.0,478.0,False
1974,208.0,466.0,0.0,310.0,False
1975,Unfulfilled,195.0,0.0,0.0,True
1976,340.0,267.0,0.0,705.0,False
1977,688.0,207.0,0.0,372.0,False
1978,Unfulfilled,195.0,0.0,0.0,True
1979,460.0,127.0,0.0,797.0,False
1980,772.0,128.0,0.0,601.0,False
1981,88.0,134.0,0.0,345.0,False
1982,43.0,165.0,1.0,0.0,True
1983,452.0,84.0,0.0,352.0,False
1984,Unfulfilled,195.0,0.0,0.0,True
1985,372.0,96.0,0.0,466.0,False
1986,269.0,135.0,2.0,0.0,True
1987,320.0,176.0,0.0,482.0,False
1988,468.0,114.0,0.0,418.0,False
1989,520.0,472.0,0.0,309.0,False
1990,536.0,279.0,0.0,688.0,False
1991,512.0,325.0,0.0,1218.0,False
1992,68.0,142.0,0.0,307.0,False
1993,116.0,287.0,0.0,804.0,False
1994,148.0,84.0,0.0,589.0,False
1995,Unfulfilled,195.0,0.0,0.0,True
1996,Unfulfilled,195.0,0.0,0.0,True
1997,80.0,780.0,0.0,1138.0,False
1998,484.0,203.0,0.0,393.0,False
1999,304.0,176.0,0.0,693.0,False
2000,Unfulfilled,195.0,0.0,0.0,True
2001,132.0,325.0,0.0,357.0,False
2002,468.0,517.0,0.0,1250.0,False
2003,Unfulfilled,195.0,0.0,0.0,True
2004,296.0,87.0,0.0,546.0,False
2005,796.0,270.0,0.0,487.0,False
2006,Unfulfilled,195.0,0.0,0.0,True
2007,248.0,248.0,0.0,482.0,False
2008,Unfulfilled,195.0,0.0,0.0,True
2009,805.0,446.0,1.0,336.0,False
2010,926.0,327.0,1.0,295.0,False
2011,600.0,194.0,0.0,438.0,False
