veh,ACCEPTANCE_RATE,PROFIT,PROFIT/hour,IDLE_TIME,nREQUESTS,nRIDES,nREJECTS,DRIVING_DIST,AVE_DRIVING_DIST,DRIVING_TIME,AVE_PICKUP_DIST,AVE_TRIP_DIST,REVENUE,surge_fee,REVENUE/hour,COST,IMPOSED_DELAY,AR
153,78.57142857142857,269.88250000000005,33.735312500000006,722.0,42,33,9.0,264.63,8.01909090909091,26463.0,1.982727272727273,6.036363636363636,336.04,31,42.005,66.1575,293,70-80
154,76.74418604651163,258.292,32.2865,842.0,43,33,10.0,255.92000000000002,7.755151515151516,25592.0,2.192727272727273,5.5624242424242425,322.272,36,40.284,63.980000000000004,499,70-80
155,83.33333333333334,240.21800000000002,30.027250000000002,433.0,36,30,6.0,266.04,8.868,26604.0,2.82,6.048,306.728,29,38.341,66.51,319,80-90
156,75.60975609756098,251.5175,31.4396875,979.0,41,31,10.0,256.09000000000003,8.260967741935485,25609.0,2.278709677419355,5.982258064516129,315.54,31,39.4425,64.02250000000001,239,70-80
157,88.57142857142857,256.65049999999997,32.081312499999996,957.0,35,31,4.0,265.11,8.551935483870968,26511.0,2.4248387096774193,6.127096774193549,322.928,33,40.366,66.2775,199,80-90
158,88.88888888888889,255.212,31.9015,887.0,36,32,4.0,266.16,8.3175,26616.0,2.334375,5.983125,321.752,28,40.219,66.54,145,80-90
159,73.80952380952381,240.83150000000003,30.103937500000004,1328.0,42,31,11.0,251.65,8.11774193548387,25165.0,2.4525806451612904,5.6651612903225805,303.744,31,37.968,62.9125,517,70-80
160,78.57142857142857,247.3365,30.9170625,764.0,42,33,9.0,263.07,7.971818181818182,26307.0,2.565151515151515,5.406666666666666,313.104,33,39.138,65.7675,397,70-80
161,92.6829268292683,291.74949999999995,36.468687499999994,527.0,41,38,3.0,261.69,6.886578947368421,26169.0,1.5757894736842104,5.310789473684211,357.17199999999997,39,44.646499999999996,65.4225,225,90-100
162,82.92682926829268,254.72249999999997,31.840312499999996,646.0,41,34,7.0,258.71,7.609117647058823,25871.0,2.2561764705882354,5.352941176470588,319.4,33,39.925,64.6775,437,80-90
163,80.0,265.05150000000003,33.131437500000004,1090.0,40,32,8.0,256.29,8.0090625,25629.0,1.86,6.1490625,329.124,29,41.1405,64.0725,438,70-80
164,81.57894736842105,246.61399999999998,30.826749999999997,1000.0,38,31,7.0,258.44,8.336774193548386,25844.0,2.49741935483871,5.839354838709677,311.224,32,38.903,64.61,489,80-90
165,91.66666666666666,264.8035,33.1004375,1026.0,36,33,3.0,267.81,8.115454545454545,26781.0,2.187272727272727,5.928181818181819,331.756,31,41.4695,66.9525,138,90-100
166,84.21052631578947,269.80999999999995,33.72624999999999,776.0,38,32,6.0,260.6,8.14375,26060.0,1.9468750000000001,6.196875,334.96,33,41.87,65.15,358,80-90
167,82.22222222222221,277.726,34.71575,793.0,45,37,8.0,254.20000000000002,6.870270270270271,25420.0,1.6613513513513514,5.2089189189189185,341.276,36,42.6595,63.550000000000004,293,80-90
168,91.8918918918919,257.29999999999995,32.162499999999994,645.0,37,34,3.0,262.4,7.717647058823529,26240.0,2.1808823529411767,5.536764705882352,322.9,29,40.3625,65.6,70,90-100
169,94.5945945945946,270.615,33.826875,566.0,37,35,2.0,264.58,7.559428571428571,26458.0,2.1365714285714286,5.4228571428571435,336.76,39,42.095,66.145,30,90-100
170,80.0,237.3705,29.6713125,660.0,40,32,8.0,260.23,8.1321875,26023.0,2.704375,5.4278125,302.428,30,37.8035,65.0575,284,70-80
171,80.48780487804879,254.679,31.834875,939.0,41,33,8.0,256.9,7.784848484848484,25690.0,2.332727272727273,5.452121212121212,318.904,37,39.863,64.225,379,80-90
172,90.9090909090909,231.22349999999997,28.902937499999997,606.0,33,30,3.0,266.61,8.887,26661.0,2.8626666666666667,6.024333333333333,297.876,21,37.2345,66.6525,95,90-100
173,87.5,263.8575,32.9821875,914.0,40,35,5.0,256.97,7.3420000000000005,25697.0,2.077714285714286,5.264285714285714,328.1,37,41.0125,64.2425,252,80-90
174,77.77777777777779,250.13349999999997,31.266687499999996,771.0,45,35,10.0,257.45,7.355714285714285,25745.0,2.2962857142857143,5.059428571428572,314.496,32,39.312,64.3625,495,70-80
175,73.91304347826086,260.30999999999995,32.53874999999999,903.0,46,34,12.0,253.4,7.452941176470588,25340.0,1.9955882352941177,5.457352941176471,323.65999999999997,33,40.457499999999996,63.35,456,70-80
176,78.94736842105263,251.11999999999998,31.389999999999997,887.0,38,30,8.0,259.12,8.637333333333334,25912.0,2.195666666666667,6.441666666666666,315.9,24,39.4875,64.78,194,70-80
177,71.7948717948718,240.794,30.09925,576.0,39,28,11.0,266.12,9.504285714285714,26612.0,2.7982142857142858,6.706071428571429,307.324,26,38.4155,66.53,634,70-80
178,80.55555555555556,232.76299999999998,29.095374999999997,928.0,36,29,7.0,258.42,8.911034482758621,25842.0,2.751034482758621,6.16,297.368,25,37.171,64.605,724,80-90
179,77.77777777777779,266.841,33.355125,876.0,45,35,10.0,261.34000000000003,7.466857142857144,26134.0,2.0102857142857142,5.456571428571428,332.176,33,41.522,65.33500000000001,615,70-80
180,85.36585365853658,270.73350000000005,33.841687500000006,500.0,41,35,6.0,260.65,7.447142857142857,26065.0,1.902,5.545142857142857,335.896,33,41.987,65.1625,265,80-90
181,86.48648648648648,247.47700000000003,30.934625000000004,754.0,37,32,5.0,264.54,8.266875,26454.0,2.5478125,5.7190625,313.612,30,39.2015,66.135,304,80-90
182,91.66666666666666,275.193,34.399125,572.0,36,33,3.0,263.5,7.984848484848484,26350.0,1.9730303030303031,6.011818181818182,341.068,37,42.6335,65.875,171,90-100
183,87.5,270.5405,33.8175625,860.0,40,35,5.0,268.83,7.680857142857143,26883.0,2.044,5.636857142857143,337.748,31,42.2185,67.2075,323,80-90
184,82.5,259.89649999999995,32.48706249999999,665.0,40,33,7.0,257.87,7.814242424242424,25787.0,2.0727272727272728,5.741515151515151,324.364,31,40.5455,64.4675,454,80-90
185,85.29411764705883,247.0965,30.8870625,596.0,34,29,5.0,268.27,9.250689655172414,26827.0,2.8379310344827586,6.4127586206896545,314.164,33,39.2705,67.0675,299,80-90
186,82.6086956521739,271.8845,33.9855625,804.0,46,38,8.0,255.23000000000002,6.716578947368421,25523.0,1.8110526315789475,4.905526315789474,335.692,36,41.9615,63.807500000000005,493,80-90
187,87.87878787878788,241.26500000000001,30.158125000000002,716.0,33,29,4.0,265.34000000000003,9.149655172413794,26534.0,2.753103448275862,6.3965517241379315,307.6,27,38.45,66.33500000000001,223,80-90
188,75.60975609756098,253.0775,31.6346875,1151.0,41,31,10.0,258.41,8.335806451612903,25841.0,2.242258064516129,6.093548387096774,317.68,29,39.71,64.6025,528,70-80
189,81.08108108108108,262.6415,32.8301875,678.0,37,30,7.0,265.21,8.840333333333332,26521.0,2.2030000000000003,6.637333333333333,328.944,30,41.118,66.3025,355,80-90
190,85.36585365853658,268.5285,33.5660625,899.0,41,35,6.0,264.59000000000003,7.5597142857142865,26459.0,1.996,5.563714285714286,334.676,31,41.8345,66.14750000000001,273,80-90
191,85.0,256.171,32.021375,749.0,40,34,6.0,257.3,7.56764705882353,25730.0,2.2858823529411767,5.2817647058823525,320.496,37,40.062,64.325,277,80-90
192,73.91304347826086,256.3985,32.0498125,1021.0,46,34,12.0,255.11,7.503235294117648,25511.0,2.106764705882353,5.396470588235294,320.176,32,40.022,63.7775,492,70-80
193,91.66666666666666,258.5285,32.3160625,881.0,36,33,3.0,259.87,7.874848484848485,25987.0,2.054242424242424,5.82060606060606,323.496,27,40.437,64.9675,154,90-100
194,85.71428571428571,276.3575,34.5446875,1320.0,42,36,6.0,251.77,6.993611111111111,25177.0,1.6394444444444447,5.354166666666666,339.3,36,42.4125,62.9425,427,80-90
195,82.5,256.4955,32.0619375,747.0,40,33,7.0,257.89,7.8148484848484845,25789.0,2.3863636363636362,5.428484848484849,320.968,40,40.121,64.4725,394,80-90
196,80.95238095238095,254.457,31.807125,1323.0,42,34,8.0,252.94,7.439411764705882,25294.0,2.103823529411765,5.335588235294117,317.692,32,39.7115,63.235,456,80-90
197,73.33333333333333,246.8465,30.8558125,799.0,45,33,12.0,259.03000000000003,7.8493939393939405,25903.0,2.4806060606060605,5.368787878787879,311.604,33,38.9505,64.75750000000001,370,70-80
198,79.06976744186046,261.6245,32.7030625,1542.0,43,34,9.0,251.31,7.391470588235294,25131.0,1.8411764705882354,5.550294117647058,324.452,30,40.5565,62.8275,445,70-80
199,72.3404255319149,263.5725,32.9465625,679.0,47,34,13.0,264.27,7.772647058823529,26427.0,2.193235294117647,5.579411764705883,329.64,34,41.205,66.0675,426,70-80
200,82.92682926829268,265.09950000000003,33.137437500000004,535.0,41,34,7.0,261.57,7.693235294117647,26157.0,2.0194117647058825,5.673823529411765,330.492,31,41.3115,65.3925,255,80-90
