,id,h3_address,D/S,time
298,5102,871969c9affffff,5.0,1900-01-01 08:25:00
299,6938,871969535ffffff,20.0,1900-01-01 08:30:00
300,7891,871969535ffffff,19.0,1900-01-01 08:21:00
301,2321,871969531ffffff,3.0,1900-01-01 08:28:00
302,6805,871969c9bffffff,13.0,1900-01-01 08:28:00
303,5916,871969535ffffff,18.0,1900-01-01 08:28:00
304,9366,871969524ffffff,16.0,1900-01-01 08:26:00
305,5432,871969c9bffffff,12.0,1900-01-01 08:28:00
306,1343,871969526ffffff,19.0,1900-01-01 08:28:00
307,9730,871968269ffffff,4.0,1900-01-01 08:21:00
308,6145,87196826bffffff,8.0,1900-01-01 08:27:00
309,1256,871969534ffffff,44.0,1900-01-01 08:28:00
310,2386,871969c9affffff,6.0,1900-01-01 08:31:00
311,472,871969530ffffff,27.0,1900-01-01 08:31:00
312,5370,871969522ffffff,15.0,1900-01-01 08:30:00
313,1073,871969526ffffff,18.0,1900-01-01 08:25:00
314,8268,871969c9bffffff,12.0,1900-01-01 08:31:00
315,995,871969536ffffff,20.0,1900-01-01 08:31:00
316,171,871969c9affffff,5.0,1900-01-01 08:28:00
317,4537,871969535ffffff,16.0,1900-01-01 08:27:00
318,9000,871969534ffffff,37.0,1900-01-01 08:23:00
319,6726,87196826bffffff,8.0,1900-01-01 08:25:00
320,9777,871969535ffffff,15.0,1900-01-01 08:29:00
321,303,871969536ffffff,19.0,1900-01-01 08:25:00
322,4554,871969530ffffff,29.0,1900-01-01 08:22:00
323,1329,871969536ffffff,20.0,1900-01-01 08:30:00
324,5547,871969535ffffff,11.0,1900-01-01 08:26:00
325,1649,87196826bffffff,8.0,1900-01-01 08:31:00
326,7870,871968269ffffff,7.0,1900-01-01 08:32:00
327,1383,871969535ffffff,10.0,1900-01-01 08:28:00
328,8680,871969530ffffff,24.0,1900-01-01 08:25:00
329,2321,871969531ffffff,2.0,1900-01-01 08:28:00
330,3844,871969526ffffff,21.0,1900-01-01 08:31:00
331,1921,871969c99ffffff,4.0,1900-01-01 08:30:00
332,2027,871969535ffffff,12.0,1900-01-01 08:30:00
333,7472,871969c9dffffff,12.0,1900-01-01 08:28:00
334,6792,871969535ffffff,11.0,1900-01-01 08:24:00
335,3866,871969c99ffffff,3.0,1900-01-01 08:33:00
336,1296,871969525ffffff,7.0,1900-01-01 08:30:00
337,7227,871969532ffffff,8.0,1900-01-01 08:27:00
338,2377,871968269ffffff,6.0,1900-01-01 08:29:00
339,349,871969530ffffff,22.0,1900-01-01 08:27:00
340,5364,871969534ffffff,41.0,1900-01-01 08:33:00
341,6198,871969532ffffff,8.0,1900-01-01 08:35:00
342,2573,871969536ffffff,16.0,1900-01-01 08:31:00
343,9887,871969c9affffff,4.0,1900-01-01 08:32:00
344,563,871969c99ffffff,4.0,1900-01-01 08:34:00
345,3958,871969526ffffff,21.0,1900-01-01 08:34:00
346,3640,871969526ffffff,20.0,1900-01-01 08:30:00
347,7722,87196826dffffff,1.0,1900-01-01 08:31:00
348,9640,871969c9affffff,3.0,1900-01-01 08:34:00
349,1375,871969c9cffffff,5.0,1900-01-01 08:32:00
350,7450,871969526ffffff,22.0,1900-01-01 08:32:00
351,1021,871969c9bffffff,18.0,1900-01-01 08:27:00
352,8242,87196826bffffff,7.0,1900-01-01 08:34:00
353,5561,871969534ffffff,34.0,1900-01-01 08:34:00
354,5802,871969c9cffffff,4.0,1900-01-01 08:33:00
355,5330,871969c9affffff,2.0,1900-01-01 08:28:00
356,4106,871969c9bffffff,18.0,1900-01-01 08:32:00
357,2385,871969526ffffff,21.0,1900-01-01 08:34:00
358,1790,871969530ffffff,24.0,1900-01-01 08:29:00
359,7466,871969c9dffffff,11.0,1900-01-01 08:30:00
360,9574,871968269ffffff,6.0,1900-01-01 08:30:00
361,6249,871969532ffffff,9.0,1900-01-01 08:31:00
362,6199,871968269ffffff,5.0,1900-01-01 08:29:00
363,7965,871969536ffffff,17.0,1900-01-01 08:28:00
364,2235,871969535ffffff,14.0,1900-01-01 08:34:00
365,5432,871969c9bffffff,14.0,1900-01-01 08:28:00
366,7327,871969534ffffff,30.0,1900-01-01 08:31:00
367,6661,871968269ffffff,5.0,1900-01-01 08:32:00
368,3737,871969530ffffff,24.0,1900-01-01 08:28:00
369,9427,871969534ffffff,24.0,1900-01-01 08:38:00
370,3844,871969526ffffff,17.0,1900-01-01 08:31:00
371,491,871969534ffffff,23.0,1900-01-01 08:29:00
372,8708,871968269ffffff,4.0,1900-01-01 08:32:00
373,2765,871969530ffffff,18.0,1900-01-01 08:32:00
374,6477,871969526ffffff,16.0,1900-01-01 08:31:00
375,1348,871969c9dffffff,7.0,1900-01-01 08:30:00
376,7904,871969c9bffffff,12.0,1900-01-01 08:34:00
377,3641,871969534ffffff,22.0,1900-01-01 08:30:00
378,8075,871969521ffffff,5.0,1900-01-01 08:29:00
379,1187,871969522ffffff,12.0,1900-01-01 08:36:00
380,3864,871969530ffffff,19.0,1900-01-01 08:37:00
381,6988,871969520ffffff,12.0,1900-01-01 08:32:00
382,5542,871969524ffffff,9.0,1900-01-01 08:34:00
383,8840,871969524ffffff,8.0,1900-01-01 08:30:00
384,5799,871969530ffffff,17.0,1900-01-01 08:33:00
385,9482,871969c9affffff,2.0,1900-01-01 08:38:00
386,662,871969532ffffff,6.0,1900-01-01 08:33:00
387,9106,871969526ffffff,18.0,1900-01-01 08:40:00
388,9353,871969522ffffff,11.0,1900-01-01 08:35:00
389,7867,871969535ffffff,9.0,1900-01-01 08:33:00
390,4576,871969c9bffffff,10.0,1900-01-01 08:34:00
391,9167,871969535ffffff,8.0,1900-01-01 08:33:00
392,4526,87196826bffffff,3.0,1900-01-01 08:33:00
393,7086,871969532ffffff,5.0,1900-01-01 08:35:00
394,7841,871969526ffffff,11.0,1900-01-01 08:36:00
395,8868,871969c9bffffff,10.0,1900-01-01 08:33:00
396,8644,871969534ffffff,26.0,1900-01-01 08:36:00
397,3770,871969c99ffffff,2.0,1900-01-01 08:39:00
398,2112,871969c9dffffff,5.0,1900-01-01 08:34:00
399,5351,871969534ffffff,22.0,1900-01-01 08:32:00
400,4576,871969c9bffffff,9.0,1900-01-01 08:34:00
401,5456,871969535ffffff,7.0,1900-01-01 08:40:00
402,7229,871969524ffffff,7.0,1900-01-01 08:40:00
403,4607,871969504ffffff,6.0,1900-01-01 08:36:00
404,1864,871969c9affffff,4.0,1900-01-01 08:40:00
405,4009,871969c98ffffff,6.0,1900-01-01 08:38:00
406,2712,871969c9bffffff,9.0,1900-01-01 08:32:00
407,1456,871969506ffffff,4.0,1900-01-01 08:39:00
408,8020,871969506ffffff,3.0,1900-01-01 08:35:00
409,8035,871969531ffffff,3.0,1900-01-01 08:36:00
410,4818,87196826dffffff,1.0,1900-01-01 08:40:00
411,759,871969530ffffff,16.0,1900-01-01 08:38:00
412,1466,871969506ffffff,1.0,1900-01-01 08:42:00
413,6045,871969526ffffff,10.0,1900-01-01 08:36:00
414,8869,871969532ffffff,7.0,1900-01-01 08:40:00
415,5203,871969534ffffff,21.0,1900-01-01 08:39:00
416,239,871969535ffffff,7.0,1900-01-01 08:35:00
417,2870,871969532ffffff,11.0,1900-01-01 08:43:00
418,2255,871968269ffffff,7.0,1900-01-01 08:43:00
419,1311,871969534ffffff,22.0,1900-01-01 08:41:00
420,7946,871969536ffffff,17.0,1900-01-01 08:34:00
421,2755,871969535ffffff,7.0,1900-01-01 08:36:00
422,2628,871968269ffffff,6.0,1900-01-01 08:40:00
423,3645,871969c91ffffff,3.0,1900-01-01 08:43:00
424,3793,871969c9dffffff,3.0,1900-01-01 08:35:00
425,1864,871969c9affffff,6.0,1900-01-01 08:40:00
426,4868,87196824dffffff,4.0,1900-01-01 08:36:00
427,5715,871969522ffffff,10.0,1900-01-01 08:40:00
428,7768,871969535ffffff,6.0,1900-01-01 08:41:00
429,761,871969c9effffff,2.0,1900-01-01 08:36:00
430,239,871969535ffffff,5.0,1900-01-01 08:35:00
431,3543,871969526ffffff,11.0,1900-01-01 08:41:00
432,6071,871969535ffffff,4.0,1900-01-01 08:35:00
433,2628,871968269ffffff,6.0,1900-01-01 08:40:00
434,3810,871969522ffffff,10.0,1900-01-01 08:38:00
435,9424,871969535ffffff,4.0,1900-01-01 08:36:00
436,1481,871969526ffffff,11.0,1900-01-01 08:40:00
437,5456,871969535ffffff,3.0,1900-01-01 08:40:00
438,2972,871969530ffffff,12.0,1900-01-01 08:41:00
439,2017,871969521ffffff,8.0,1900-01-01 08:42:00
440,4073,871969522ffffff,10.0,1900-01-01 08:42:00
441,9982,871969c98ffffff,5.0,1900-01-01 08:38:00
442,421,871969530ffffff,11.0,1900-01-01 08:41:00
443,7805,871969530ffffff,14.0,1900-01-01 08:38:00
444,6720,871969c9cffffff,8.0,1900-01-01 08:43:00
445,6460,871969530ffffff,14.0,1900-01-01 08:46:00
446,5671,871969534ffffff,18.0,1900-01-01 08:41:00
447,3315,871969521ffffff,6.0,1900-01-01 08:45:00
448,5838,871969532ffffff,11.0,1900-01-01 08:42:00
449,6063,871969c8bffffff,1.0,1900-01-01 08:40:00
450,9135,871969524ffffff,9.0,1900-01-01 08:40:00
451,6857,871969534ffffff,17.0,1900-01-01 08:41:00
452,5632,87196824dffffff,4.0,1900-01-01 08:39:00
453,2979,871969534ffffff,17.0,1900-01-01 08:46:00
454,6144,871969522ffffff,9.0,1900-01-01 08:40:00
455,6624,871969526ffffff,11.0,1900-01-01 08:43:00
456,1000,871969c98ffffff,5.0,1900-01-01 08:37:00
457,6818,871969535ffffff,4.0,1900-01-01 08:46:00
458,8318,871969524ffffff,13.0,1900-01-01 08:43:00
459,9601,871969534ffffff,19.0,1900-01-01 08:38:00
460,8196,87196826dffffff,2.0,1900-01-01 08:44:00
461,4192,871969534ffffff,19.0,1900-01-01 08:44:00
