,id,h3_address,D/S,time
923,3790,87196826bffffff,5.0,1900-01-01 09:26:00
924,2007,871969c9bffffff,11.0,1900-01-01 09:35:00
925,8013,871969526ffffff,10.0,1900-01-01 09:26:00
926,3159,87196826bffffff,4.0,1900-01-01 09:32:00
927,3277,871969522ffffff,15.0,1900-01-01 09:33:00
928,3208,871969535ffffff,19.0,1900-01-01 09:33:00
929,7598,871969c9bffffff,12.0,1900-01-01 09:35:00
930,502,871969526ffffff,7.0,1900-01-01 09:35:00
931,7860,871969506ffffff,1.0,1900-01-01 09:33:00
932,5310,871969530ffffff,13.0,1900-01-01 09:36:00
933,8290,871969531ffffff,3.0,1900-01-01 09:31:00
934,9694,871969522ffffff,16.0,1900-01-01 09:27:00
935,8066,871969535ffffff,17.0,1900-01-01 09:35:00
936,5577,871969532ffffff,7.0,1900-01-01 09:36:00
937,3957,871969530ffffff,12.0,1900-01-01 09:34:00
938,6962,871969c9dffffff,10.0,1900-01-01 09:36:00
939,6324,871969c9effffff,2.0,1900-01-01 09:28:00
940,7283,87196826dffffff,1.0,1900-01-01 09:33:00
941,276,871969531ffffff,2.0,1900-01-01 09:34:00
942,166,871969522ffffff,19.0,1900-01-01 09:36:00
943,7806,871969535ffffff,20.0,1900-01-01 09:28:00
944,9872,871969530ffffff,13.0,1900-01-01 09:37:00
945,2076,871969524ffffff,3.0,1900-01-01 09:37:00
946,2865,871969522ffffff,17.0,1900-01-01 09:37:00
947,9793,871969534ffffff,22.0,1900-01-01 09:34:00
948,8834,871969531ffffff,5.0,1900-01-01 09:34:00
949,9452,871969524ffffff,3.0,1900-01-01 09:37:00
950,7800,871969522ffffff,16.0,1900-01-01 09:28:00
951,7116,871969c9affffff,2.0,1900-01-01 09:35:00
952,575,871969534ffffff,22.0,1900-01-01 09:28:00
953,3241,871969c9bffffff,14.0,1900-01-01 09:38:00
954,3736,871969530ffffff,15.0,1900-01-01 09:38:00
955,3569,871969c9bffffff,11.0,1900-01-01 09:35:00
956,8754,871969c9bffffff,11.0,1900-01-01 09:35:00
957,453,871969530ffffff,14.0,1900-01-01 09:32:00
958,5936,871969534ffffff,21.0,1900-01-01 09:31:00
959,5277,87196826bffffff,6.0,1900-01-01 09:38:00
960,9559,871969c99ffffff,3.0,1900-01-01 09:29:00
961,4262,871969530ffffff,15.0,1900-01-01 09:37:00
962,2076,871969524ffffff,5.0,1900-01-01 09:37:00
963,5465,871969c9bffffff,9.0,1900-01-01 09:38:00
964,5450,871969532ffffff,4.0,1900-01-01 09:36:00
965,6998,871969c9dffffff,11.0,1900-01-01 09:36:00
966,7629,871969524ffffff,5.0,1900-01-01 09:38:00
967,4546,871968269ffffff,4.0,1900-01-01 09:38:00
968,7860,871969506ffffff,1.0,1900-01-01 09:33:00
969,2761,871969520ffffff,13.0,1900-01-01 09:32:00
970,2081,871969520ffffff,12.0,1900-01-01 09:40:00
971,2007,871969c9bffffff,8.0,1900-01-01 09:35:00
972,9382,871969534ffffff,21.0,1900-01-01 09:33:00
973,4070,871969504ffffff,1.0,1900-01-01 09:38:00
974,5472,871969c9affffff,7.0,1900-01-01 09:40:00
975,4628,871969536ffffff,11.0,1900-01-01 09:36:00
976,2118,871969c9affffff,6.0,1900-01-01 09:39:00
977,4617,871969c9bffffff,7.0,1900-01-01 09:37:00
978,7834,871969522ffffff,11.0,1900-01-01 09:40:00
979,3104,871969535ffffff,15.0,1900-01-01 09:37:00
980,4207,871969534ffffff,18.0,1900-01-01 09:35:00
981,6997,871969534ffffff,22.0,1900-01-01 09:35:00
982,3453,871969535ffffff,14.0,1900-01-01 09:40:00
983,5717,871969526ffffff,11.0,1900-01-01 09:39:00
984,8836,871969526ffffff,10.0,1900-01-01 09:37:00
985,8554,871969535ffffff,13.0,1900-01-01 09:34:00
986,8160,871969c9bffffff,7.0,1900-01-01 09:35:00
987,2670,871969520ffffff,11.0,1900-01-01 09:40:00
988,2892,871969c9bffffff,6.0,1900-01-01 09:36:00
989,7320,871969c9bffffff,8.0,1900-01-01 09:35:00
990,9933,871969522ffffff,11.0,1900-01-01 09:42:00
991,3998,871969c9bffffff,7.0,1900-01-01 09:37:00
992,2743,871969526ffffff,10.0,1900-01-01 09:35:00
993,1870,871969c9dffffff,8.0,1900-01-01 09:35:00
994,9077,871969530ffffff,18.0,1900-01-01 09:34:00
995,9010,871969522ffffff,10.0,1900-01-01 09:43:00
996,8160,871969c9bffffff,6.0,1900-01-01 09:35:00
997,4981,871969522ffffff,10.0,1900-01-01 09:41:00
998,9465,871969520ffffff,10.0,1900-01-01 09:39:00
999,7433,871969530ffffff,17.0,1900-01-01 09:43:00
1000,1051,871969534ffffff,21.0,1900-01-01 09:42:00
1001,3879,871969526ffffff,11.0,1900-01-01 09:34:00
1002,5097,871969526ffffff,10.0,1900-01-01 09:43:00
1003,4807,871969526ffffff,9.0,1900-01-01 09:34:00
1004,9444,871969530ffffff,17.0,1900-01-01 09:44:00
1005,9899,871969522ffffff,12.0,1900-01-01 09:38:00
1006,7992,871969534ffffff,19.0,1900-01-01 09:35:00
1007,1469,87196826bffffff,12.0,1900-01-01 09:44:00
1008,8066,871969535ffffff,14.0,1900-01-01 09:35:00
1009,1237,871969532ffffff,6.0,1900-01-01 09:41:00
1010,8212,871969535ffffff,20.0,1900-01-01 09:43:00
1011,4942,871968269ffffff,6.0,1900-01-01 09:38:00
1012,8065,871969530ffffff,17.0,1900-01-01 09:44:00
1013,8390,871969535ffffff,18.0,1900-01-01 09:37:00
1014,323,871969520ffffff,11.0,1900-01-01 09:44:00
1015,8704,871969530ffffff,16.0,1900-01-01 09:40:00
1016,8720,871969526ffffff,7.0,1900-01-01 09:42:00
1017,1054,871969531ffffff,5.0,1900-01-01 09:37:00
1018,4546,871968269ffffff,5.0,1900-01-01 09:38:00
1019,8389,871969533ffffff,1.0,1900-01-01 09:43:00
1020,2023,871969c9affffff,5.0,1900-01-01 09:42:00
1021,9093,871969504ffffff,4.0,1900-01-01 09:42:00
1022,1347,871969521ffffff,3.0,1900-01-01 09:42:00
1023,6068,871969c9dffffff,6.0,1900-01-01 09:38:00
1024,7316,871969504ffffff,3.0,1900-01-01 09:42:00
1025,1192,871969c9affffff,4.0,1900-01-01 09:40:00
1026,260,871969531ffffff,5.0,1900-01-01 09:37:00
1027,7131,871969524ffffff,10.0,1900-01-01 09:38:00
1028,8424,871969522ffffff,12.0,1900-01-01 09:44:00
1029,7282,871969521ffffff,3.0,1900-01-01 09:42:00
1030,1300,871969536ffffff,11.0,1900-01-01 09:39:00
1031,8389,871969533ffffff,1.0,1900-01-01 09:43:00
1032,8093,871969504ffffff,3.0,1900-01-01 09:41:00
1033,5284,87196826bffffff,12.0,1900-01-01 09:44:00
1034,8888,871969520ffffff,11.0,1900-01-01 09:46:00
1035,8163,871969535ffffff,27.0,1900-01-01 09:45:00
1036,2297,871969c9dffffff,8.0,1900-01-01 09:47:00
1037,6527,871969526ffffff,11.0,1900-01-01 09:45:00
1038,80,871969535ffffff,25.0,1900-01-01 09:47:00
1039,1104,871969526ffffff,10.0,1900-01-01 09:47:00
1040,1347,871969521ffffff,3.0,1900-01-01 09:42:00
1041,7788,871969534ffffff,34.0,1900-01-01 09:40:00
1042,7297,871969535ffffff,24.0,1900-01-01 09:38:00
1043,9548,871969530ffffff,18.0,1900-01-01 09:43:00
1044,9602,871969522ffffff,19.0,1900-01-01 09:39:00
1045,3488,871969c98ffffff,5.0,1900-01-01 09:46:00
1046,4697,871969535ffffff,27.0,1900-01-01 09:48:00
1047,2201,871969534ffffff,37.0,1900-01-01 09:44:00
1048,3510,871969535ffffff,26.0,1900-01-01 09:44:00
1049,8620,871969534ffffff,36.0,1900-01-01 09:46:00
1050,8,871969535ffffff,25.0,1900-01-01 09:44:00
1051,3031,871969535ffffff,24.0,1900-01-01 09:46:00
1052,6482,871969534ffffff,40.0,1900-01-01 09:46:00
1053,3128,871969535ffffff,27.0,1900-01-01 09:48:00
1054,5502,871969c9dffffff,8.0,1900-01-01 09:47:00
1055,4351,87196824cffffff,1.0,1900-01-01 09:48:00
1056,5580,871969c99ffffff,6.0,1900-01-01 09:45:00
1057,4760,871969504ffffff,8.0,1900-01-01 09:46:00
1058,6921,871969526ffffff,12.0,1900-01-01 09:45:00
1059,4533,87196826bffffff,14.0,1900-01-01 09:47:00
1060,2875,871969524ffffff,15.0,1900-01-01 09:42:00
1061,9940,871969534ffffff,44.0,1900-01-01 09:47:00
1062,5620,871969530ffffff,16.0,1900-01-01 09:47:00
1063,8819,871969c9affffff,8.0,1900-01-01 09:47:00
1064,1851,871969c9affffff,7.0,1900-01-01 09:49:00
1065,6096,871969522ffffff,23.0,1900-01-01 09:49:00
1066,8138,871969c9bffffff,16.0,1900-01-01 09:48:00
1067,7951,871969530ffffff,15.0,1900-01-01 09:49:00
1068,324,871969534ffffff,41.0,1900-01-01 09:50:00
1069,1215,871969520ffffff,6.0,1900-01-01 09:44:00
1070,1793,871969c9affffff,7.0,1900-01-01 09:47:00
1071,4691,871969c98ffffff,9.0,1900-01-01 09:41:00
1072,4048,871969535ffffff,31.0,1900-01-01 09:44:00
1073,8143,871969534ffffff,43.0,1900-01-01 09:44:00
1074,5340,871969534ffffff,42.0,1900-01-01 09:45:00
1075,1902,871969526ffffff,13.0,1900-01-01 09:50:00
1076,1224,871969535ffffff,30.0,1900-01-01 09:45:00
1077,3764,871969534ffffff,41.0,1900-01-01 09:49:00
1078,2206,871969c9bffffff,20.0,1900-01-01 09:51:00
1079,6633,871969524ffffff,18.0,1900-01-01 09:50:00
1080,6568,871969522ffffff,24.0,1900-01-01 09:48:00
1081,8192,871969522ffffff,22.0,1900-01-01 09:48:00
1082,7981,871969520ffffff,5.0,1900-01-01 09:47:00
1083,6683,871969535ffffff,31.0,1900-01-01 09:46:00
1084,7497,871969535ffffff,30.0,1900-01-01 09:45:00
1085,4435,871969524ffffff,17.0,1900-01-01 09:52:00
1086,1346,871969524ffffff,16.0,1900-01-01 09:47:00
1087,9180,871969520ffffff,7.0,1900-01-01 09:43:00
1088,2424,871968269ffffff,5.0,1900-01-01 09:51:00
1089,1954,871969534ffffff,35.0,1900-01-01 09:47:00
1090,987,871969c9bffffff,22.0,1900-01-01 09:45:00
1091,2319,871968269ffffff,2.0,1900-01-01 09:46:00
1092,7682,871969534ffffff,33.0,1900-01-01 09:48:00
1093,6001,871969534ffffff,32.0,1900-01-01 09:48:00
1094,3262,871969c9bffffff,20.0,1900-01-01 09:46:00
1095,9269,87196826bffffff,16.0,1900-01-01 09:51:00
1096,7995,871969520ffffff,6.0,1900-01-01 09:52:00
1097,8338,871969534ffffff,31.0,1900-01-01 09:44:00
1098,7539,871969536ffffff,18.0,1900-01-01 09:49:00
1099,8929,87196824dffffff,7.0,1900-01-01 09:45:00
1100,9688,871969531ffffff,8.0,1900-01-01 09:47:00
1101,9310,871969532ffffff,13.0,1900-01-01 09:50:00
1102,3049,871969521ffffff,9.0,1900-01-01 09:49:00
1103,6493,871969531ffffff,7.0,1900-01-01 09:52:00
1104,5654,871969536ffffff,18.0,1900-01-01 09:50:00
1105,5406,871969c9dffffff,8.0,1900-01-01 09:52:00
1106,987,871969c9bffffff,19.0,1900-01-01 09:45:00
1107,7582,871969522ffffff,24.0,1900-01-01 09:54:00
1108,9870,871969534ffffff,33.0,1900-01-01 09:46:00
1109,511,871969521ffffff,8.0,1900-01-01 09:52:00
1110,2774,871969c9bffffff,18.0,1900-01-01 09:50:00
1111,7504,871969536ffffff,18.0,1900-01-01 09:54:00
1112,6319,871969c9dffffff,8.0,1900-01-01 09:47:00
1113,8000,871969535ffffff,27.0,1900-01-01 09:47:00
1114,9951,871969504ffffff,7.0,1900-01-01 09:49:00
1115,6511,871969c9bffffff,16.0,1900-01-01 09:52:00
1116,7810,871969c9bffffff,15.0,1900-01-01 09:53:00
1117,4023,871969521ffffff,7.0,1900-01-01 09:54:00
1118,1487,871969534ffffff,28.0,1900-01-01 09:54:00
1119,1851,871969c9affffff,10.0,1900-01-01 09:49:00
1120,5986,871968269ffffff,2.0,1900-01-01 09:56:00
1121,9616,871969535ffffff,26.0,1900-01-01 09:52:00
1122,6497,871969c9bffffff,16.0,1900-01-01 09:56:00
1123,4351,87196824cffffff,4.0,1900-01-01 09:48:00
1124,9652,871969c9dffffff,8.0,1900-01-01 09:50:00
1125,6979,871969534ffffff,30.0,1900-01-01 09:47:00
1126,4529,871969535ffffff,22.0,1900-01-01 09:47:00
1127,951,871969531ffffff,6.0,1900-01-01 09:47:00
1128,3924,871969536ffffff,18.0,1900-01-01 09:52:00
1129,365,871969535ffffff,21.0,1900-01-01 09:49:00
1130,5730,871969c9affffff,9.0,1900-01-01 09:47:00
1131,7390,871969535ffffff,20.0,1900-01-01 09:50:00
1132,6761,871969525ffffff,8.0,1900-01-01 09:50:00
1133,7669,871969c9bffffff,15.0,1900-01-01 09:52:00
1134,8483,87196826bffffff,15.0,1900-01-01 09:48:00
1135,5237,871969535ffffff,19.0,1900-01-01 09:50:00
1136,3586,87196826dffffff,4.0,1900-01-01 09:57:00
1137,9759,87196824dffffff,4.0,1900-01-01 09:56:00
1138,2246,871969532ffffff,15.0,1900-01-01 09:52:00
1139,6221,871969535ffffff,18.0,1900-01-01 09:52:00
1140,8374,871969535ffffff,17.0,1900-01-01 09:55:00
1141,2092,871969522ffffff,22.0,1900-01-01 09:48:00
1142,2101,871969c9affffff,7.0,1900-01-01 09:53:00
1143,7164,871969526ffffff,15.0,1900-01-01 09:53:00
1144,734,871969522ffffff,22.0,1900-01-01 09:53:00
1145,7573,871969522ffffff,15.0,1900-01-01 09:50:00
1146,9081,871969530ffffff,14.0,1900-01-01 09:51:00
1147,2093,871969532ffffff,12.0,1900-01-01 09:57:00
1148,7067,871969526ffffff,11.0,1900-01-01 09:52:00
1149,4524,871969522ffffff,14.0,1900-01-01 09:50:00
1150,1023,871969522ffffff,13.0,1900-01-01 09:53:00
1151,5545,871969c9dffffff,10.0,1900-01-01 09:51:00
1152,1767,871969c9bffffff,14.0,1900-01-01 09:51:00
1153,9944,871969534ffffff,24.0,1900-01-01 09:49:00
1154,6188,871969526ffffff,11.0,1900-01-01 09:49:00
1155,4381,871969522ffffff,13.0,1900-01-01 09:53:00
1156,7923,871969522ffffff,12.0,1900-01-01 09:51:00
1157,486,871969c9bffffff,13.0,1900-01-01 09:58:00
1158,170,871969c9affffff,5.0,1900-01-01 09:50:00
1159,7239,871969522ffffff,11.0,1900-01-01 09:58:00
1160,4979,871969522ffffff,11.0,1900-01-01 09:56:00
1161,3472,871969526ffffff,10.0,1900-01-01 09:57:00
1162,5679,871969c91ffffff,5.0,1900-01-01 09:50:00
1163,486,871969c9bffffff,13.0,1900-01-01 09:58:00
1164,4910,871969536ffffff,14.0,1900-01-01 09:57:00
1165,1886,871969526ffffff,9.0,1900-01-01 09:55:00
1166,9885,871969c9bffffff,10.0,1900-01-01 09:58:00
1167,7194,871969526ffffff,8.0,1900-01-01 09:55:00
1168,813,871969536ffffff,13.0,1900-01-01 09:53:00
1169,4394,871969534ffffff,17.0,1900-01-01 09:56:00
1170,2406,871969c9bffffff,9.0,1900-01-01 09:58:00
1171,6408,871969526ffffff,7.0,1900-01-01 09:51:00
1172,1504,871969c9bffffff,9.0,1900-01-01 09:57:00
1173,4381,871969522ffffff,8.0,1900-01-01 09:53:00
1174,8149,871969c9bffffff,8.0,1900-01-01 10:01:00
1175,3472,871969526ffffff,5.0,1900-01-01 09:57:00
1176,177,871969c98ffffff,3.0,1900-01-01 09:57:00
1177,9172,87196826bffffff,12.0,1900-01-01 10:01:00
1178,878,87196826dffffff,3.0,1900-01-01 09:56:00
1179,964,871969534ffffff,12.0,1900-01-01 09:56:00
1180,8845,871969522ffffff,6.0,1900-01-01 10:00:00
1181,9534,871969536ffffff,8.0,1900-01-01 09:54:00
1182,9815,871969522ffffff,8.0,1900-01-01 09:53:00
1183,1043,871969534ffffff,12.0,1900-01-01 09:57:00
1184,4373,87196824dffffff,6.0,1900-01-01 09:58:00
1185,8989,871969535ffffff,8.0,1900-01-01 10:00:00
1186,193,871969526ffffff,3.0,1900-01-01 09:54:00
1187,7748,871969521ffffff,5.0,1900-01-01 09:56:00
1188,336,871969c9bffffff,8.0,1900-01-01 10:02:00
1189,5225,871969c9bffffff,7.0,1900-01-01 10:02:00
1190,2945,871969522ffffff,7.0,1900-01-01 09:59:00
1191,4268,871969c9dffffff,6.0,1900-01-01 09:56:00
1192,2876,871969534ffffff,13.0,1900-01-01 09:56:00
1193,2973,871969530ffffff,5.0,1900-01-01 09:56:00
1194,7028,871969534ffffff,12.0,1900-01-01 10:03:00
1195,5863,871969526ffffff,3.0,1900-01-01 09:55:00
1196,510,871969522ffffff,6.0,1900-01-01 10:02:00
1197,8942,87196824dffffff,5.0,1900-01-01 09:58:00
1198,9003,871969c9bffffff,4.0,1900-01-01 09:56:00
1199,7328,871969534ffffff,11.0,1900-01-01 09:55:00
1200,6100,871969c8affffff,6.0,1900-01-01 09:54:00
1201,8845,871969522ffffff,6.0,1900-01-01 10:00:00
1202,4397,871969534ffffff,11.0,1900-01-01 09:55:00
1203,6194,871969526ffffff,3.0,1900-01-01 10:03:00
1204,3396,871969532ffffff,7.0,1900-01-01 10:03:00
1205,5053,871969532ffffff,6.0,1900-01-01 09:57:00
1206,5065,871969531ffffff,10.0,1900-01-01 09:57:00
1207,4548,871969522ffffff,5.0,1900-01-01 09:56:00
1208,3788,871969526ffffff,2.0,1900-01-01 10:02:00
1209,72,87196826bffffff,6.0,1900-01-01 10:01:00
1210,6826,871969c9cffffff,5.0,1900-01-01 10:01:00
1211,8770,871969522ffffff,5.0,1900-01-01 09:56:00
1212,8989,871969535ffffff,6.0,1900-01-01 10:00:00
1213,5198,871969c9dffffff,5.0,1900-01-01 10:04:00
1214,5769,871969c93ffffff,3.0,1900-01-01 09:57:00
1215,9500,87196826bffffff,5.0,1900-01-01 10:01:00
1216,87,871969534ffffff,11.0,1900-01-01 09:58:00
1217,566,871969534ffffff,10.0,1900-01-01 10:00:00
1218,65,871969524ffffff,6.0,1900-01-01 09:58:00
1219,9489,871969535ffffff,5.0,1900-01-01 10:01:00
1220,1820,871969c9dffffff,5.0,1900-01-01 10:00:00
1221,5198,871969c9dffffff,4.0,1900-01-01 10:04:00
1222,163,87196826bffffff,4.0,1900-01-01 10:01:00
1223,8610,87196826bffffff,4.0,1900-01-01 10:01:00
1224,959,871969520ffffff,3.0,1900-01-01 09:57:00
1225,9001,871969c9bffffff,4.0,1900-01-01 10:06:00
1226,8694,871969c99ffffff,1.0,1900-01-01 10:04:00
1227,393,871969535ffffff,6.0,1900-01-01 10:06:00
1228,4598,871969526ffffff,2.0,1900-01-01 10:04:00
1229,9863,871969521ffffff,2.0,1900-01-01 10:02:00
1230,1338,871969530ffffff,5.0,1900-01-01 09:59:00
1231,9830,871969c9dffffff,6.0,1900-01-01 09:58:00
1232,2848,871969524ffffff,7.0,1900-01-01 09:59:00
1233,5390,87196826dffffff,2.0,1900-01-01 09:57:00
1234,3063,871969c9effffff,3.0,1900-01-01 09:57:00
1235,8942,87196824dffffff,2.0,1900-01-01 09:58:00
1236,5401,871969c9bffffff,2.0,1900-01-01 10:06:00
1237,2276,871968269ffffff,2.0,1900-01-01 10:02:00
1238,9492,871969c9affffff,3.0,1900-01-01 10:07:00
1239,6516,871969c9dffffff,6.0,1900-01-01 10:06:00
1240,8140,871969c91ffffff,2.0,1900-01-01 10:02:00
1241,8532,871969523ffffff,1.0,1900-01-01 10:01:00
1242,2768,871969524ffffff,5.0,1900-01-01 10:02:00
1243,6149,871969c9dffffff,5.0,1900-01-01 10:07:00
1244,6755,871969c9affffff,2.0,1900-01-01 10:02:00
1245,7538,871969c9bffffff,2.0,1900-01-01 10:04:00
1246,5596,871969c9bffffff,1.0,1900-01-01 10:08:00
1247,2330,871969c9affffff,1.0,1900-01-01 10:03:00
1248,6553,871969532ffffff,3.0,1900-01-01 10:08:00
1249,2479,871969c91ffffff,2.0,1900-01-01 10:08:00
1250,5718,871969522ffffff,4.0,1900-01-01 10:04:00
1251,7205,87196824dffffff,2.0,1900-01-01 09:59:00
1252,10,871969530ffffff,4.0,1900-01-01 10:04:00
1253,3728,871969520ffffff,2.0,1900-01-01 10:00:00
1254,2993,871969530ffffff,4.0,1900-01-01 10:08:00
1255,7139,87196826dffffff,1.0,1900-01-01 10:00:00
1256,4086,871969524ffffff,4.0,1900-01-01 09:59:00
1257,2330,871969c9affffff,1.0,1900-01-01 10:03:00
1258,655,871969524ffffff,3.0,1900-01-01 10:07:00
1259,6963,871969534ffffff,7.0,1900-01-01 10:03:00
1260,5046,871969535ffffff,7.0,1900-01-01 10:08:00
1261,474,87196824dffffff,1.0,1900-01-01 10:08:00
1262,8612,871969521ffffff,2.0,1900-01-01 10:02:00
1263,5971,871969534ffffff,6.0,1900-01-01 10:02:00
1264,3922,871969535ffffff,6.0,1900-01-01 10:06:00
1265,5157,871969534ffffff,5.0,1900-01-01 10:06:00
1266,5985,871969534ffffff,4.0,1900-01-01 10:05:00
1267,7177,871969534ffffff,3.0,1900-01-01 10:06:00
1268,1947,871969536ffffff,4.0,1900-01-01 10:06:00
1269,4411,871969531ffffff,9.0,1900-01-01 10:02:00
1270,4285,871969532ffffff,2.0,1900-01-01 10:06:00
1271,7489,871969530ffffff,4.0,1900-01-01 10:06:00
1272,1652,871969522ffffff,3.0,1900-01-01 10:02:00
1273,2891,871969c98ffffff,6.0,1900-01-01 10:06:00
1274,8288,871969520ffffff,2.0,1900-01-01 10:00:00
1275,4175,871969522ffffff,2.0,1900-01-01 10:07:00
1276,2998,871969c98ffffff,5.0,1900-01-01 10:09:00
1277,7149,871969c98ffffff,4.0,1900-01-01 10:06:00
1278,5013,871969534ffffff,4.0,1900-01-01 10:10:00
1279,5469,871969c9dffffff,2.0,1900-01-01 10:08:00
1280,7199,871969c9bffffff,1.0,1900-01-01 10:10:00
1281,3664,871969521ffffff,1.0,1900-01-01 10:07:00
1282,7274,871968269ffffff,3.0,1900-01-01 10:10:00
1283,5546,871969c9dffffff,6.0,1900-01-01 10:11:00
1284,823,871969c9dffffff,6.0,1900-01-01 10:11:00
1285,703,871969521ffffff,4.0,1900-01-01 10:11:00
1286,2851,871969c9bffffff,8.0,1900-01-01 10:11:00
1287,5549,871968269ffffff,3.0,1900-01-01 10:10:00
1288,2421,871969c9bffffff,7.0,1900-01-01 10:11:00
1289,1518,871969522ffffff,9.0,1900-01-01 10:11:00
1290,9030,871969c8bffffff,1.0,1900-01-01 10:06:00
1291,4326,871969c9bffffff,6.0,1900-01-01 10:11:00
1292,2455,871969c9bffffff,6.0,1900-01-01 10:11:00
1293,6388,871969523ffffff,1.0,1900-01-01 10:11:00
1294,2248,871969504ffffff,5.0,1900-01-01 10:11:00
1295,2942,87196826bffffff,3.0,1900-01-01 10:11:00
1296,9978,87196824cffffff,3.0,1900-01-01 10:10:00
1297,7332,871969520ffffff,3.0,1900-01-01 10:11:00
1298,8103,871968241ffffff,2.0,1900-01-01 10:06:00
1299,3524,871969532ffffff,11.0,1900-01-01 10:11:00
1300,2942,87196826bffffff,4.0,1900-01-01 10:11:00
1301,2421,871969c9bffffff,6.0,1900-01-01 10:11:00
1302,4235,87196826bffffff,3.0,1900-01-01 10:10:00
1303,7104,871969c9dffffff,5.0,1900-01-01 10:11:00
1304,6084,871969535ffffff,11.0,1900-01-01 10:05:00
1305,7824,871969526ffffff,6.0,1900-01-01 10:10:00
1306,5141,871969530ffffff,17.0,1900-01-01 10:11:00
1307,9024,871969c9affffff,2.0,1900-01-01 10:11:00
1308,5821,871969532ffffff,10.0,1900-01-01 10:11:00
1309,4212,871969526ffffff,5.0,1900-01-01 10:08:00
1310,3032,871969c9bffffff,5.0,1900-01-01 10:11:00
1311,1286,871969530ffffff,16.0,1900-01-01 10:09:00
1312,5271,871969c98ffffff,6.0,1900-01-01 10:10:00
1313,5952,871969536ffffff,7.0,1900-01-01 10:11:00
1314,6411,871969532ffffff,9.0,1900-01-01 10:11:00
1315,7256,871969535ffffff,12.0,1900-01-01 10:11:00
1316,8010,871969534ffffff,10.0,1900-01-01 10:11:00
1317,8772,871969536ffffff,6.0,1900-01-01 10:07:00
1318,6750,871969531ffffff,4.0,1900-01-01 10:06:00
1319,7626,871969c98ffffff,9.0,1900-01-01 10:11:00
1320,5208,871969521ffffff,4.0,1900-01-01 10:11:00
1321,1486,871969534ffffff,7.0,1900-01-01 10:11:00
1322,2790,871969521ffffff,3.0,1900-01-01 10:11:00
1323,7518,871969c99ffffff,3.0,1900-01-01 10:11:00
1324,7920,871969530ffffff,15.0,1900-01-01 10:12:00
1325,2240,871969c9affffff,1.0,1900-01-01 10:11:00
1326,2177,871969c9bffffff,6.0,1900-01-01 10:12:00
1327,218,871969526ffffff,7.0,1900-01-01 10:16:00
1328,3681,87196824dffffff,4.0,1900-01-01 10:11:00
1329,8188,871969531ffffff,3.0,1900-01-01 10:07:00
1330,8465,871969526ffffff,5.0,1900-01-01 10:11:00
1331,4317,87196826bffffff,3.0,1900-01-01 10:13:00
1332,8349,871969536ffffff,3.0,1900-01-01 10:11:00
1333,2143,871969c9bffffff,5.0,1900-01-01 10:15:00
1334,319,871969c9bffffff,4.0,1900-01-01 10:16:00
1335,4173,871969532ffffff,8.0,1900-01-01 10:14:00
1336,7073,871969530ffffff,16.0,1900-01-01 10:10:00
1337,7169,871969520ffffff,2.0,1900-01-01 10:11:00
1338,2309,871968269ffffff,2.0,1900-01-01 10:11:00
1339,1382,871969522ffffff,11.0,1900-01-01 10:11:00
1340,5949,871969522ffffff,10.0,1900-01-01 10:11:00
1341,9769,871969c9effffff,4.0,1900-01-01 10:11:00
1342,7150,871969c9cffffff,4.0,1900-01-01 10:11:00
1343,5429,871969532ffffff,9.0,1900-01-01 10:17:00
1344,5068,871969524ffffff,8.0,1900-01-01 10:10:00
1345,7207,871969c9dffffff,3.0,1900-01-01 10:11:00
1346,140,871969c9bffffff,8.0,1900-01-01 10:18:00
1347,6423,871969532ffffff,11.0,1900-01-01 10:18:00
1348,8438,871969535ffffff,8.0,1900-01-01 10:15:00
1349,3720,871969522ffffff,9.0,1900-01-01 10:17:00
1350,7273,871969c9bffffff,7.0,1900-01-01 10:18:00
1351,670,871969c9affffff,3.0,1900-01-01 10:17:00
1352,544,871969c8affffff,3.0,1900-01-01 10:15:00
1353,6025,871969535ffffff,7.0,1900-01-01 10:18:00
1354,7628,871969c9bffffff,7.0,1900-01-01 10:11:00
1355,2818,871969c9bffffff,6.0,1900-01-01 10:17:00
1356,415,871969c9cffffff,3.0,1900-01-01 10:11:00
1357,2325,871969521ffffff,1.0,1900-01-01 10:14:00
1358,8204,871969520ffffff,1.0,1900-01-01 10:11:00
1359,3353,871969c9bffffff,6.0,1900-01-01 10:11:00
1360,2668,871969531ffffff,3.0,1900-01-01 10:17:00
1361,8584,871969536ffffff,2.0,1900-01-01 10:11:00
1362,678,871969525ffffff,1.0,1900-01-01 10:14:00
1363,389,871969c9bffffff,6.0,1900-01-01 10:17:00
1364,476,871969c9effffff,3.0,1900-01-01 10:11:00
1365,2818,871969c9bffffff,5.0,1900-01-01 10:17:00
1366,9184,871969c98ffffff,5.0,1900-01-01 10:15:00
1367,9803,871969520ffffff,4.0,1900-01-01 10:20:00
1368,8549,871969c9affffff,2.0,1900-01-01 10:17:00
1369,9888,871969534ffffff,9.0,1900-01-01 10:20:00
1370,6849,871968269ffffff,6.0,1900-01-01 10:13:00
1371,529,871969534ffffff,8.0,1900-01-01 10:20:00
1372,2753,871969c9bffffff,15.0,1900-01-01 10:21:00
1373,1006,871969534ffffff,7.0,1900-01-01 10:20:00
1374,6996,87196826bffffff,2.0,1900-01-01 10:15:00
