veh,ACCEPTANCE_RATE,PROFIT,PROFIT/hour,IDLE_TIME,nREQUESTS,nRIDES,nREJECTS,DRIVING_DIST,AVE_DRIVING_DIST,DRIVING_TIME,AVE_PICKUP_DIST,AVE_TRIP_DIST,REVENUE,surge_fee,REVENUE/hour,COST,IMPOSED_DELAY,AR
157,80.43478260869566,254.48950000000002,31.811187500000003,782.0,46,37,9.0,259.05,7.001351351351351,25905.0,1.995675675675676,5.0056756756756755,319.252,23,39.9065,64.7625,291,80-90
158,71.11111111111111,222.55899999999997,27.819874999999996,1458.0,45,32,13.0,248.74,7.773125,24874.0,2.519375,5.25375,284.74399999999997,19,35.592999999999996,62.185,338,70-80
159,81.08108108108108,241.6945,30.2118125,647.0,37,30,7.0,260.95,8.698333333333332,26095.0,2.3946666666666667,6.3036666666666665,306.932,20,38.3665,65.2375,257,80-90
160,75.55555555555556,240.8105,30.1013125,897.0,45,34,11.0,258.07,7.590294117647058,25807.0,2.2391176470588237,5.351176470588236,305.328,19,38.166,64.5175,540,70-80
161,85.0,243.84199999999998,30.480249999999998,971.0,40,34,6.0,262.04,7.707058823529413,26204.0,2.281764705882353,5.425294117647058,309.352,20,38.669,65.51,527,80-90
162,73.80952380952381,222.577,27.822125,982.0,42,31,11.0,255.42000000000002,8.239354838709678,25542.0,2.7438709677419353,5.495483870967742,286.432,20,35.804,63.855000000000004,566,70-80
163,80.0,243.49949999999998,30.437437499999998,670.0,40,32,8.0,264.61,8.2690625,26461.0,2.340625,5.9284375,309.652,18,38.7065,66.1525,525,70-80
164,85.29411764705883,223.8315,27.9789375,722.0,34,29,5.0,261.57,9.019655172413794,26157.0,2.6913793103448276,6.328275862068965,289.224,11,36.153,65.3925,170,80-90
165,86.04651162790698,260.88300000000004,32.610375000000005,986.0,43,37,6.0,258.82,6.9951351351351345,25882.0,1.9143243243243242,5.080810810810811,325.588,26,40.6985,64.705,494,80-90
166,73.80952380952381,234.2035,29.2754375,881.0,42,31,11.0,256.13,8.262258064516129,25613.0,2.42258064516129,5.839677419354839,298.236,19,37.2795,64.0325,564,70-80
167,83.78378378378379,237.23949999999996,29.654937499999996,743.0,37,31,6.0,261.17,8.42483870967742,26117.0,2.3890322580645162,6.0358064516129035,302.532,16,37.8165,65.2925,113,80-90
168,75.60975609756098,243.8415,30.4801875,537.0,41,31,10.0,269.05,8.679032258064517,26905.0,2.439677419354839,6.239354838709677,311.104,17,38.888,67.2625,772,70-80
169,75.55555555555556,264.7465,33.0933125,1287.0,45,34,11.0,250.07,7.3549999999999995,25007.0,1.613235294117647,5.741764705882352,327.264,25,40.908,62.5175,677,70-80
170,72.72727272727273,245.793,30.724125,497.0,44,32,12.0,259.5,8.109375,25950.0,2.3628125,5.7465625000000005,310.668,26,38.8335,64.875,678,70-80
171,87.5,254.08550000000002,31.760687500000003,803.0,40,35,5.0,259.29,7.408285714285715,25929.0,2.005714285714286,5.402571428571429,318.908,22,39.8635,64.8225,379,80-90
172,85.36585365853658,249.327,31.165875,999.0,41,35,6.0,262.74,7.506857142857143,26274.0,2.1494285714285715,5.357428571428572,315.012,20,39.3765,65.685,370,80-90
173,78.04878048780488,234.428,29.3035,913.0,41,32,9.0,259.28000000000003,8.102500000000001,25928.0,2.445,5.6575,299.248,18,37.406,64.82000000000001,457,70-80
174,80.48780487804879,252.019,31.502375,1034.0,41,33,8.0,254.26000000000002,7.704848484848485,25426.0,1.9072727272727272,5.797575757575758,315.584,20,39.448,63.565000000000005,183,80-90
175,85.36585365853658,250.046,31.25575,817.0,41,35,6.0,256.44,7.3268571428571425,25644.0,2.0374285714285714,5.289428571428572,314.156,22,39.2695,64.11,219,80-90
176,78.94736842105263,232.2015,29.0251875,689.0,38,30,8.0,265.29,8.843,26529.0,2.800666666666667,6.042333333333334,298.524,21,37.3155,66.3225,377,70-80
177,89.74358974358975,267.932,33.4915,597.0,39,35,4.0,263.44,7.526857142857143,26344.0,1.7222857142857144,5.804571428571429,333.79200000000003,20,41.724000000000004,65.86,194,80-90
178,80.0,217.83399999999997,27.229249999999997,955.0,40,32,8.0,256.6,8.01875,25660.0,2.915,5.10375,281.984,22,35.248,64.15,563,70-80
179,80.0,252.55249999999998,31.569062499999998,785.0,45,36,9.0,265.63,7.378611111111111,26563.0,2.1480555555555556,5.230555555555555,318.96,21,39.87,66.4075,500,70-80
180,80.95238095238095,239.718,29.96475,674.0,42,34,8.0,258.36,7.598823529411765,25836.0,2.3461764705882353,5.25264705882353,304.308,22,38.0385,64.59,357,80-90
181,81.57894736842105,237.416,29.677,817.0,38,31,7.0,259.76,8.379354838709677,25976.0,2.4558064516129035,5.9235483870967744,302.356,20,37.7945,64.94,202,80-90
182,84.21052631578947,244.2595,30.5324375,895.0,38,32,6.0,257.25,8.0390625,25725.0,2.13875,5.9003125,308.572,18,38.5715,64.3125,221,80-90
183,86.48648648648648,261.18149999999997,32.647687499999996,411.0,37,32,5.0,266.01,8.3128125,26601.0,2.20125,6.1115625,327.68399999999997,29,40.960499999999996,66.5025,329,80-90
184,93.75,241.80999999999997,30.226249999999997,619.0,32,30,2.0,264.36,8.812000000000001,26436.0,2.620333333333334,6.191666666666666,307.9,25,38.4875,66.09,214,90-100
185,86.8421052631579,247.203,30.900375,604.0,38,33,5.0,263.86,7.995757575757576,26386.0,2.3854545454545453,5.61030303030303,313.168,25,39.146,65.965,180,80-90
186,85.0,238.03850000000003,29.754812500000003,697.0,40,34,6.0,267.35,7.863235294117648,26735.0,2.547647058823529,5.3155882352941175,304.87600000000003,20,38.109500000000004,66.8375,211,80-90
187,81.08108108108108,245.8045,30.7255625,982.0,37,30,7.0,261.15,8.705,26115.0,2.258,6.447000000000001,311.092,19,38.8865,65.2875,368,80-90
188,80.0,232.63499999999996,29.079374999999995,1136.0,40,32,8.0,254.58,7.955625,25458.0,2.58375,5.371875,296.28,26,37.035,63.645,407,70-80
189,82.05128205128204,239.7385,29.9673125,681.0,39,32,7.0,259.99,8.1246875,25999.0,2.3503125000000002,5.774375,304.736,19,38.092,64.9975,437,80-90
190,91.66666666666666,261.229,32.653625,1004.0,36,33,3.0,259.02,7.849090909090909,25902.0,1.915151515151515,5.933939393939394,325.984,25,40.748,64.755,108,90-100
191,92.10526315789474,259.25100000000003,32.406375000000004,961.0,38,35,3.0,259.3,7.408571428571429,25930.0,1.8591428571428572,5.549428571428572,324.076,21,40.5095,64.825,61,90-100
192,87.8048780487805,251.55399999999997,31.444249999999997,556.0,41,36,5.0,260.92,7.247777777777778,26092.0,2.3222222222222224,4.9255555555555555,316.784,32,39.598,65.23,280,80-90
193,93.54838709677419,222.31199999999998,27.788999999999998,798.0,31,29,2.0,261.12,9.004137931034483,26112.0,2.808965517241379,6.195172413793103,287.592,14,35.949,65.28,60,90-100
194,75.0,231.229,28.903625,1109.0,44,33,11.0,256.38,7.769090909090909,25638.0,2.3821212121212123,5.386969696969698,295.324,16,36.9155,64.095,435,70-80
195,76.74418604651163,227.01100000000002,28.376375000000003,779.0,43,33,10.0,257.06,7.78969696969697,25706.0,2.555454545454545,5.2342424242424235,291.276,18,36.4095,64.265,309,70-80
196,74.35897435897436,223.4115,27.9264375,858.0,39,29,10.0,259.33,8.942413793103448,25933.0,2.757241379310345,6.1851724137931035,288.24399999999997,15,36.030499999999996,64.8325,289,70-80
197,86.8421052631579,256.1295,32.0161875,894.0,38,33,5.0,257.69,7.808787878787879,25769.0,1.8857575757575757,5.923030303030303,320.552,20,40.069,64.4225,248,80-90
198,96.875,249.488,31.186,919.0,32,31,1.0,273.76,8.830967741935483,27376.0,2.4619354838709677,6.369032258064516,317.928,19,39.741,68.44,15,90-100
199,84.21052631578947,232.06599999999997,29.008249999999997,627.0,38,32,6.0,269.96,8.43625,26996.0,2.8228125,5.6134375,299.556,20,37.4445,67.49,268,80-90
200,80.55555555555556,219.35950000000003,27.419937500000003,697.0,36,29,7.0,261.49,9.016896551724138,26149.0,3.047586206896552,5.969310344827586,284.732,19,35.5915,65.3725,181,80-90
