,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,rh_U,alt_U,ACTUAL_WT,U_dif,mu,nDAYS_HAILED,INFORMED,plat_revenue,MATCHING_T,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
0,0.010000000000000153,0.010000000000000153,0.011646476351981766,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,0.010000000000000153,0.010000293638919806,0.013534988873819816,12.0,-26.499459722222216,-9.837252278361333,10.25,1.7639339158951355,1.0,1.0,1.0,1.5992000000000004,10.25,0.0,8116.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0
2,0.010000570713371744,0.010000953212198686,0.01582049714942962,37.0,-24.269802552552555,-10.391967529848781,11.378828828828828,1.5719417607604131,1.0,1.027027027027027,1.0,1.7359308108108111,7.815315315315316,0.0,6887.135135135135,53.37837837837838,0.0,2.027027027027027,0.0,6.486486486486487,213.8108108108108,9.72972972972973,180.48648648648648,3.2432432432432434,0.0,0.0,415.5405405405405
3,0.01000293438619864,0.01000199178630942,0.018219002666979418,36.0,-27.17026018518518,-11.355851098114707,10.88703703703704,2.384202351462326,1.0,1.0833333333333333,1.0,1.96164,7.801851851851852,0.0,7686.805555555556,41.02777777777778,0.0,2.5,0.0,6.111111111111111,185.11111111111111,9.166666666666666,169.27777777777777,3.0555555555555554,0.0,0.0,427.0833333333333
4,0.01001273815853542,0.010003740355574114,0.021039257049410127,56.0,-14.354797271825396,-10.508996784967385,9.810416666666667,0.5363946169202375,1.0,1.0,1.0,1.6394414285714283,2.0488095238095236,0.0,6970.357142857143,79.0,0.0,8.285714285714286,0.0,18.571428571428573,465.69642857142856,27.857142857142858,522.4107142857143,9.285714285714286,0.0,0.0,43.92857142857143
5,0.010022730537271506,0.010005700308499812,0.023993103066197716,72.0,-16.727205439814814,-11.14910328671182,10.273842592592587,0.6349535894078703,1.0,1.1111111111111112,1.0,1.7005700000000001,3.2386574074074073,0.0,7396.013888888889,74.73611111111111,0.0,6.375,0.0,16.11111111111111,422.1111111111111,24.166666666666668,467.15277777777777,8.055555555555555,0.0,0.0,119.58333333333333
6,0.01004255857567961,0.010008435540450855,0.027374277111176442,85.0,-13.815796699346402,-10.520940360718901,11.3743137254902,0.6166526254617507,1.0,1.1058823529411765,1.0,1.5799896470588242,1.7721568627450983,0.0,7489.8,91.85882352941177,0.0,7.976470588235294,0.0,19.529411764705884,576.1294117647059,29.294117647058822,529.964705882353,9.764705882352942,0.0,0.0,14.470588235294118
7,0.010054541405532738,0.01001183870520537,0.0310817374410709,81.0,-15.543406995884764,-10.494450136450808,8.911522633744857,0.5265568106919346,1.0,1.037037037037037,1.0,1.639306666666666,3.664403292181069,0.0,7528.666666666667,113.5679012345679,0.0,4.1234567901234565,0.0,16.54320987654321,314.82716049382714,24.814814814814813,455.75308641975306,8.271604938271604,0.0,0.0,106.29629629629629
8,0.010067274325927434,0.010016303026937326,0.035461204126625304,107.0,-15.189298676012463,-10.365238231796745,11.185514018691581,0.694514329714977,1.0,1.158878504672897,1.0,1.6314444859813095,2.8683800623052957,0.0,7439.186915887851,103.13084112149532,0.0,5.05607476635514,0.0,17.757009345794394,499.02803738317755,26.635514018691588,506.23364485981307,8.878504672897197,0.0,0.0,68.97196261682242
9,0.010069459594921093,0.010020950454506789,0.04019276664611468,110.0,-20.979540050505044,-10.663201955159778,10.853030303030302,1.1408737473567176,1.0,1.0818181818181818,1.0,1.664671272727273,7.225303030303029,0.0,7425.3,103.65454545454546,0.0,1.0272727272727273,0.0,9.272727272727273,217.66363636363636,13.909090909090908,281.7818181818182,4.636363636363637,0.0,0.0,329.8636363636364
10,0.010086312198986288,0.01002727689149355,0.045027153064488984,104.0,-21.68028961004273,-10.924109705536505,10.769230769230766,1.2657421107959694,1.0,1.1923076923076923,1.0,1.6321207692307687,7.390865384615387,0.0,7433.086538461538,88.64423076923077,0.0,0.8942307692307693,0.0,8.461538461538462,202.70192307692307,12.692307692307692,219.45192307692307,4.230769230769231,0.0,0.0,354.8076923076923
11,0.010093144728509341,0.01003363352554167,0.050450217848679875,116.0,-22.305023227969336,-11.423994837102425,10.351580459770116,1.0005668837495862,1.0,1.1551724137931034,1.0,1.6679696551724135,7.801867816091955,0.0,6624.482758620689,86.38793103448276,0.0,0.5172413793103449,0.0,7.586206896551724,152.98275862068965,11.379310344827585,212.39655172413794,3.793103448275862,0.0,0.0,381.7241379310345
12,0.010093295631346281,0.010041639182752962,0.05614607622714859,102.0,-17.793918028322434,-10.714363327984938,10.908333333333331,0.9181407515823405,1.0,1.2450980392156863,1.0,1.6649694117647056,4.891339869281047,0.0,7000.28431372549,118.62745098039215,0.0,3.803921568627451,0.0,14.313725490196079,361.01960784313724,21.470588235294116,411.54901960784315,7.1568627450980395,0.0,0.0,174.85294117647058
