,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,0.0,[[0 0]],0,0,1.2,0.05,0.0,True
1,[[0 0]],1,0.0,0.0,[[23  2]],23,2,1.2,0.0,0.0,True
2,[[23  2]],1,0.0,0.0,[[45  6]],45,6,1.2,0.0,0.0,True
3,[[45  6]],1,0.0,0.0,[[55  6]],55,6,1.2,0.0,0.0,True
4,[[55  6]],2,0.0,0.0,[[65  9]],65,9,1.2,0.0,0.0,True
5,[[65  9]],1,0.0,0.0,[[87 11]],87,11,1.2,0.0,0.0,True
6,[[87 11]],2,0.0,0.0,[[102  11]],102,11,1.2,0.0,0.0,True
7,[[102  11]],2,0.0,0.0,[[112  11]],112,11,1.2,0.0,0.0,True
8,[[112  11]],2,0.0,0.0,[[129   7]],129,7,1.2,0.0,0.0,True
9,[[129   7]],0,50.475939999999994,50.475939999999994,[[145  13]],145,13,1.2,0.05,0.0,True
10,[[145  13]],0,106.6354,106.6354,[[152  15]],152,15,1.2,0.1,0.0,True
11,[[152  15]],2,114.88732000000002,114.88732000000002,[[158  14]],158,14,1.2,0.1,0.0,True
12,[[158  14]],2,108.28848000000002,108.28848000000002,[[147  20]],147,20,1.2,0.1,0.0,True
13,[[147  20]],1,54.591919999999995,54.591919999999995,[[146  14]],146,14,1.2,0.05,0.0,True
14,[[146  14]],2,55.3998,55.3998,[[153  16]],153,16,1.2,0.05,0.0,True
15,[[153  16]],0,108.32563999999999,108.32563999999999,[[151  16]],151,16,1.2,0.1,0.0,True
16,[[151  16]],1,50.914699999999996,50.914699999999996,[[143  15]],143,15,1.2,0.05,0.0,True
17,[[143  15]],1,0.0,0.0,[[154  20]],154,20,1.2,0.0,0.0,True
18,[[154  20]],2,0.0,0.0,[[144  10]],144,10,1.2,0.0,0.0,True
19,[[144  10]],2,0.0,0.0,[[163  16]],163,16,1.2,0.0,0.0,True
20,[[163  16]],1,0.0,0.0,[[166  10]],166,10,1.2,0.0,0.0,True
21,[[166  10]],0,59.55702,59.55702,[[162  11]],162,11,1.2,0.05,0.0,True
22,[[162  11]],1,0.0,0.0,[[164  15]],164,15,1.2,0.0,0.0,True
23,[[164  15]],2,0.0,0.0,[[157  17]],157,17,1.2,0.0,0.0,True
24,[[157  17]],2,0.0,0.0,[[166  18]],166,18,1.2,0.0,0.0,True
25,[[166  18]],1,0.0,0.0,[[183  17]],183,17,1.2,0.0,0.0,True
26,[[183  17]],1,0.0,0.0,[[182  17]],182,17,1.2,0.0,0.0,True
27,[[182  17]],2,0.0,0.0,[[177  18]],177,18,1.2,0.0,0.0,True
28,[[177  18]],2,0.0,0.0,[[174  16]],174,16,1.2,0.0,0.0,True
29,[[174  16]],0,53.7959,53.7959,[[143  28]],143,28,1.2,0.05,0.0,True
30,[[143  28]],0,134.86024,134.86024,[[188  14]],188,14,1.2,0.1,0.0,True
31,[[188  14]],0,174.48839999999998,174.48839999999998,[[165  14]],165,14,1.2,0.15,0.0,True
32,[[165  14]],2,185.19768,185.19768,[[168  19]],168,19,1.2,0.15,0.0,True
33,[[168  19]],0,256.48336,256.48336,[[178  22]],178,22,1.2,0.2,0.0,True
34,[[178  22]],2,250.77568000000002,250.77568000000002,[[166  12]],166,12,1.2,0.2,0.0,True
35,[[166  12]],0,328.4705,328.4705,[[181  12]],181,12,1.2,0.25,0.0,True
36,[[181  12]],2,311.8307,311.8307,[[172  21]],172,21,1.2,0.25,0.0,True
37,[[172  21]],1,250.47824000000003,250.47824000000003,[[167  16]],167,16,1.2,0.2,0.0,True
