,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,0.0,[[0 0]],0,0,1.2,0.05,0.0,True
1,[[0 0]],0,15.24016,0.01575,[[23  4]],23,4,1.2,0.1,0.0,True
2,[[23  4]],2,27.04184,0.014249999999999999,[[37  2]],37,2,1.2,0.1,0.0,True
3,[[37  2]],2,36.5942,0.018,[[52  2]],52,2,1.2,0.1,0.0,True
4,[[52  2]],0,87.88998,0.0455,[[82 10]],82,10,1.2,0.15,0.0,True
5,[[82 10]],0,128.27768,0.03225,[[89  4]],89,4,1.2,0.2,0.0,True
6,[[89  4]],1,102.1653,0.05,[[90 11]],90,11,1.2,0.15,0.0,True
7,[[90 11]],2,128.31203999999997,0.05875,[[115  12]],115,12,1.2,0.15,0.0,True
8,[[115  12]],1,97.5084,0.064,[[126  13]],126,13,1.2,0.1,0.0,True
9,[[126  13]],1,42.58076,0.06225,[[119  13]],119,13,1.2,0.05,0.0,True
10,[[119  13]],0,103.9106,0.06975,[[139  14]],139,14,1.2,0.1,0.0,True
11,[[139  14]],1,48.537620000000004,0.06025,[[131  11]],131,11,1.2,0.05,0.0,True
12,[[131  11]],2,59.8348,0.061,[[154   9]],154,9,1.2,0.05,0.0,True
13,[[154   9]],1,0.0,0.07550000000000001,[[162  14]],162,14,1.2,0.0,0.0,True
14,[[162  14]],2,0.0,0.07200000000000001,[[158  13]],158,13,1.2,0.0,0.0,True
15,[[158  13]],1,0.0,0.07025,[[151  13]],151,13,1.2,0.0,0.0,True
16,[[151  13]],2,0.0,0.0775,[[160  15]],160,15,1.2,0.0,0.0,True
17,[[160  15]],1,0.0,0.10125,[[185  22]],185,22,1.2,0.0,0.0,True
18,[[185  22]],0,48.6274,0.0775,[[130  18]],130,18,1.2,0.05,0.0,True
19,[[130  18]],1,0.0,0.10275000000000001,[[181  23]],181,23,1.2,0.0,0.0,True
20,[[181  23]],0,53.940380000000005,0.0805,[[152  17]],152,17,1.2,0.05,0.0,True
21,[[152  17]],0,132.1028,0.07475000000000001,[[169  13]],169,13,1.2,0.1,0.0,True
22,[[169  13]],1,55.00172,0.0765,[[146  16]],146,16,1.2,0.05,0.0,True
23,[[146  16]],2,55.770700000000005,0.086,[[154  19]],154,19,1.2,0.05,0.0,True
24,[[154  19]],2,62.88257999999999,0.06375,[[165   9]],165,9,1.2,0.05,0.0,True
25,[[165   9]],1,0.0,0.0785,[[154  16]],154,16,1.2,0.0,0.0,True
26,[[154  16]],2,0.0,0.077,[[158  15]],158,15,1.2,0.0,0.0,True
27,[[158  15]],0,66.13543999999999,0.09725,[[179  21]],179,21,1.2,0.05,0.0,True
28,[[179  21]],2,55.9039,0.0785,[[154  16]],154,16,1.2,0.05,0.0,True
29,[[154  16]],2,62.04008,0.08324999999999999,[[173  16]],173,16,1.2,0.05,0.0,True
30,[[173  16]],1,0.0,0.07,[[180  10]],180,10,1.2,0.0,0.0,True
31,[[180  10]],2,0.0,0.0925,[[150  22]],150,22,1.2,0.0,0.0,True
32,[[150  22]],2,0.0,0.1105,[[192  25]],192,25,1.2,0.0,0.0,True
33,[[192  25]],2,0.0,0.08025,[[161  16]],161,16,1.2,0.0,0.0,True
34,[[161  16]],0,66.14364,0.08174999999999999,[[177  15]],177,15,1.2,0.05,0.0,True
35,[[177  15]],1,0.0,0.06275,[[141  11]],141,11,1.2,0.0,0.0,True
36,[[141  11]],2,0.0,0.10200000000000001,[[168  24]],168,24,1.2,0.0,0.0,True
37,[[168  24]],0,56.84548,0.07350000000000001,[[154  14]],154,14,1.2,0.05,0.0,True
38,[[154  14]],2,56.12592000000001,0.08399999999999999,[[156  18]],156,18,1.2,0.05,0.0,True
39,[[156  18]],1,0.0,0.0755,[[172  13]],172,13,1.2,0.0,0.0,True
40,[[172  13]],0,61.93372,0.08975,[[169  19]],169,19,1.2,0.05,0.0,True
41,[[169  19]],1,0.0,0.086,[[154  19]],154,19,1.2,0.0,0.0,True
42,[[154  19]],1,0.0,0.10200000000000001,[[168  24]],168,24,1.2,0.0,0.0,True
43,[[168  24]],0,59.655719999999995,0.0905,[[162  20]],162,20,1.2,0.05,0.0,True
44,[[162  20]],2,53.94162,0.08249999999999999,[[150  18]],150,18,1.2,0.05,0.0,True
45,[[150  18]],0,110.20272,0.0925,[[150  22]],150,22,1.2,0.1,0.0,True
46,[[150  22]],2,133.12763999999999,0.08,[[180  14]],180,14,1.2,0.1,0.0,True
47,[[180  14]],0,185.81273999999996,0.092,[[168  20]],168,20,1.2,0.15,0.0,True
48,[[168  20]],2,188.58203999999998,0.086,[[174  17]],174,17,1.2,0.15,0.0,True
49,[[174  17]],2,167.46138,0.069,[[156  12]],156,12,1.2,0.15,0.0,True
50,[[156  12]],1,134.73020000000002,0.0975,[[190  20]],190,20,1.2,0.1,0.0,True
51,[[190  20]],1,62.964400000000005,0.07975,[[169  15]],169,15,1.2,0.05,0.0,True
52,[[169  15]],1,0.0,0.09425,[[167  21]],167,21,1.2,0.0,0.0,True
53,[[167  21]],1,0.0,0.07675,[[157  15]],157,15,1.2,0.0,0.0,True
54,[[157  15]],0,58.1661,0.09625,[[165  22]],165,22,1.2,0.05,0.0,True
55,[[165  22]],2,56.149240000000006,0.08424999999999999,[[157  18]],157,18,1.2,0.05,0.0,True
56,[[157  18]],2,71.12318,0.09025,[[191  17]],191,17,1.2,0.05,0.0,True
57,[[191  17]],0,121.32712000000001,0.086,[[164  18]],164,18,1.2,0.1,0.0,True
58,[[164  18]],0,178.07387999999997,0.08675,[[167  18]],167,18,1.2,0.15,0.0,True
59,[[167  18]],2,190.83162,0.07275,[[181  11]],181,11,1.2,0.15,0.0,True
60,[[181  11]],1,120.12804,0.09625,[[165  22]],165,22,1.2,0.1,0.0,True
61,[[165  22]],1,59.507839999999995,0.0875,[[170  18]],170,18,1.2,0.05,0.0,True
62,[[170  18]],0,139.98396000000002,0.07325,[[183  11]],183,11,1.2,0.1,0.0,True
63,[[183  11]],1,67.56978000000001,0.1,[[180  22]],180,22,1.2,0.05,0.0,True
64,[[180  22]],1,0.0,0.07225000000000001,[[169  12]],169,12,1.2,0.0,0.0,True
65,[[169  12]],1,0.0,0.09525,[[191  19]],191,19,1.2,0.0,0.0,True
66,[[191  19]],2,0.0,0.0735,[[184  11]],184,11,1.2,0.0,0.0,True
67,[[184  11]],2,0.0,0.08549999999999999,[[192  15]],192,15,1.2,0.0,0.0,True
68,[[192  15]],1,0.0,0.1135,[[174  28]],174,28,1.2,0.0,0.0,True
69,[[174  28]],2,0.0,0.10175000000000001,[[187  22]],187,22,1.2,0.0,0.0,True
70,[[187  22]],2,0.0,0.09625,[[175  21]],175,21,1.2,0.0,0.0,True
71,[[175  21]],0,58.00376,0.096,[[164  22]],164,22,1.2,0.05,0.0,True
72,[[164  22]],1,0.0,0.11599999999999999,[[174  29]],174,29,1.2,0.0,0.0,True
73,[[174  29]],0,71.20912000000001,0.09325,[[193  18]],193,18,1.2,0.05,0.0,True
74,[[193  18]],0,133.28348,0.10400000000000001,[[196  22]],196,22,1.2,0.1,0.0,True
75,[[196  22]],2,137.13024000000001,0.1145,[[198  26]],198,26,1.2,0.1,0.0,True
76,[[198  26]],2,134.32668,0.0905,[[192  17]],192,17,1.2,0.1,0.0,True
77,[[192  17]],1,73.83464000000001,0.10375000000000001,[[215  20]],215,20,1.2,0.05,0.0,True
78,[[215  20]],2,76.97606,0.10300000000000001,[[212  20]],212,20,1.2,0.05,0.0,True
79,[[212  20]],0,157.21628,0.10575000000000001,[[223  20]],223,20,1.2,0.1,0.0,True
80,[[223  20]],2,138.23072000000002,0.11325,[[193  26]],193,26,1.2,0.1,0.0,True
81,[[193  26]],0,200.05338,0.10650000000000001,[[196  23]],196,23,1.2,0.15,0.0,True
82,[[196  23]],1,137.36,0.08475,[[199  14]],199,14,1.2,0.1,0.0,True
83,[[199  14]],1,76.81927999999999,0.10450000000000001,[[218  20]],218,20,1.2,0.05,0.0,True
84,[[218  20]],0,145.49568,0.109,[[216  22]],216,22,1.2,0.1,0.0,True
85,[[216  22]],2,155.54932000000002,0.11775,[[221  25]],221,25,1.2,0.1,0.0,True
86,[[221  25]],2,144.95828,0.10525,[[211  21]],211,21,1.2,0.1,0.0,True
87,[[211  21]],2,135.28915999999998,0.11624999999999999,[[205  26]],205,26,1.2,0.1,0.0,True
88,[[205  26]],2,138.79544,0.10650000000000001,[[196  23]],196,23,1.2,0.1,0.0,True
89,[[196  23]],1,75.72656,0.10375000000000001,[[215  20]],215,20,1.2,0.05,0.0,True
90,[[215  20]],1,0.0,0.12925,[[237  28]],237,28,1.2,0.0,0.0,True
