,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],0,0.0,0.0,[[0 0]],0,0,1.2,0.15,0.0,True
1,[[0 0]],2,18.710519999999995,18.710519999999995,[[17  2]],17,2,1.2,0.15,0.0,True
2,[[17  2]],2,46.780739999999994,46.780739999999994,[[39  8]],39,8,1.2,0.15,0.0,True
3,[[39  8]],1,40.0466,40.0466,[[52  3]],52,3,1.2,0.1,0.0,True
4,[[52  3]],0,89.97377999999999,89.97377999999999,[[83 14]],83,14,1.2,0.15,0.0,True
5,[[83 14]],1,73.33308,73.33308,[[93 12]],93,12,1.2,0.1,0.0,True
6,[[93 12]],0,99.58026,99.58026,[[94 11]],94,11,1.2,0.15,0.0,True
7,[[94 11]],2,131.07461999999998,131.07461999999998,[[116  19]],116,19,1.2,0.15,0.0,True
8,[[116  19]],0,201.30496,201.30496,[[130  10]],130,10,1.2,0.2,0.0,True
9,[[130  10]],2,203.78448000000003,203.78448000000003,[[135  17]],135,17,1.2,0.2,0.0,True
10,[[135  17]],1,166.65437999999997,166.65437999999997,[[151  19]],151,19,1.2,0.15,0.0,True
11,[[151  19]],2,163.0896,163.0896,[[152  18]],152,18,1.2,0.15,0.0,True
12,[[152  18]],2,157.99385999999998,157.99385999999998,[[142  11]],142,11,1.2,0.15,0.0,True
13,[[142  11]],1,116.6894,116.6894,[[160  19]],160,19,1.2,0.1,0.0,True
14,[[160  19]],2,108.27904,108.27904,[[149  15]],149,15,1.2,0.1,0.0,True
15,[[149  15]],1,57.39825999999999,57.39825999999999,[[154  17]],154,17,1.2,0.05,0.0,True
16,[[154  17]],0,137.07368000000002,137.07368000000002,[[184  26]],184,26,1.2,0.1,0.0,True
17,[[184  26]],2,114.39932000000002,114.39932000000002,[[166  17]],166,17,1.2,0.1,0.0,True
18,[[166  17]],1,57.31364000000001,57.31364000000001,[[146  17]],146,17,1.2,0.05,0.0,True
19,[[146  17]],1,0.0,0.0,[[174  12]],174,12,1.2,0.0,0.0,True
20,[[174  12]],1,0.0,0.0,[[158  18]],158,18,1.2,0.0,0.0,True
21,[[158  18]],0,50.27696,50.27696,[[140  17]],140,17,1.2,0.05,0.0,True
22,[[140  17]],1,0.0,0.0,[[179  17]],179,17,1.2,0.0,0.0,True
23,[[179  17]],0,49.825140000000005,49.825140000000005,[[150  18]],150,18,1.2,0.05,0.0,True
24,[[150  18]],1,0.0,0.0,[[161  24]],161,24,1.2,0.0,0.0,True
25,[[161  24]],2,0.0,0.0,[[150  16]],150,16,1.2,0.0,0.0,True
26,[[150  16]],0,62.93066,62.93066,[[164  10]],164,10,1.2,0.05,0.0,True
27,[[164  10]],2,56.79975999999999,56.79975999999999,[[160  16]],160,16,1.2,0.05,0.0,True
28,[[160  16]],0,126.09032,126.09032,[[169  15]],169,15,1.2,0.1,0.0,True
29,[[169  15]],0,208.50306,208.50306,[[185  16]],185,16,1.2,0.15,0.0,True
30,[[185  16]],2,178.96751999999998,178.96751999999998,[[174  15]],174,15,1.2,0.15,0.0,True
31,[[174  15]],2,188.51981999999998,188.51981999999998,[[182  18]],182,18,1.2,0.15,0.0,True
32,[[182  18]],1,119.56724000000001,119.56724000000001,[[160  19]],160,19,1.2,0.1,0.0,True
33,[[160  19]],1,68.16096,68.16096,[[171  17]],171,17,1.2,0.05,0.0,True
34,[[171  17]],2,49.15572,49.15572,[[141   9]],141,9,1.2,0.05,0.0,True
35,[[141   9]],1,0.0,0.0,[[148  12]],148,12,1.2,0.0,0.0,True
36,[[148  12]],0,62.91874,62.91874,[[169  18]],169,18,1.2,0.05,0.0,True
37,[[169  18]],0,118.27803999999999,118.27803999999999,[[164  12]],164,12,1.2,0.1,0.0,True
38,[[164  12]],1,51.125840000000004,51.125840000000004,[[143  18]],143,18,1.2,0.05,0.0,True
39,[[143  18]],1,0.0,0.0,[[163  21]],163,21,1.2,0.0,0.0,True
40,[[163  21]],2,0.0,0.0,[[175  21]],175,21,1.2,0.0,0.0,True
41,[[175  21]],0,67.94398000000001,67.94398000000001,[[181  16]],181,16,1.2,0.05,0.0,True
42,[[181  16]],0,124.90671999999999,124.90671999999999,[[170  13]],170,13,1.2,0.1,0.0,True
43,[[170  13]],0,197.0151,197.0151,[[170  26]],170,26,1.2,0.15,0.0,True
44,[[170  26]],2,172.78871999999998,172.78871999999998,[[161  16]],161,16,1.2,0.15,0.0,True
45,[[161  16]],2,188.80769999999998,188.80769999999998,[[187  17]],187,17,1.2,0.15,0.0,True
46,[[187  17]],0,211.0496,211.0496,[[146  16]],146,16,1.2,0.2,0.0,True
47,[[146  16]],1,184.17497999999998,184.17497999999998,[[164  17]],164,17,1.2,0.15,0.0,True
48,[[164  17]],1,125.01552000000001,125.01552000000001,[[171  14]],171,14,1.2,0.1,0.0,True
49,[[171  14]],0,173.99255999999997,173.99255999999997,[[164  16]],164,16,1.2,0.15,0.0,True
50,[[164  16]],2,159.51162,159.51162,[[148  13]],148,13,1.2,0.15,0.0,True
