,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,rh_U,alt_U,ACTUAL_WT,U_dif,mu,nDAYS_HAILED,INFORMED,plat_revenue,MATCHING_T,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
423,0.48195736958540175,0.5584156283190685,0.4284541861927593,4833.0,-10.690264583189647,-11.305347474561088,4.238181943582324,-0.02473076894350749,1.0,259.32402234636874,1.0,3.768702420856621,1.3597765363128504,0.0,7179.593834057521,75.7330850403476,0.0,2.9329608938547485,0.0,19.809642044278917,172.704324436168,29.714463066418375,504.6979102007035,9.904821022139458,0.0,0.0,5.85350713842334
424,0.4792328293749278,0.555716094965627,0.4284541861927593,4858.0,-10.89144527354651,-11.32469038177404,4.284019486757243,-0.022615634006734955,1.0,260.12453684643884,1.0,3.7622648826677705,2.1590057636887656,0.0,7145.0722519555375,113.96912309592425,0.0,1.861053931659119,0.0,19.493618773157678,127.50082338410868,29.240428159736517,495.51049814738576,9.746809386578839,0.0,0.0,15.5712227254014
425,0.4748910323293644,0.5521951825511081,0.4284541861927593,4854.0,-11.221163926086184,-11.312263750248857,4.432145309710206,0.03051000216832057,1.0,260.27894519983516,1.0,3.7778247218788734,2.466608295563798,0.0,7139.514833127318,121.26287597857437,0.0,1.6817058096415327,0.0,19.130613926658427,117.93222084878451,28.69592088998764,488.2684384013185,9.565306963329213,0.0,0.0,26.7336217552534
426,0.4734734444519455,0.5491047412078447,0.4284541861927593,4801.0,-10.758948573792491,-11.323595910041911,4.141456640977575,-0.02643070694505128,1.0,261.6723599250156,1.0,3.765627077692153,1.7751475387072122,0.0,7138.734846906895,95.62049573005623,0.0,2.29285565507186,0.0,19.64590710268694,141.9785461362216,29.46886065403041,499.5411372630702,9.82295355134347,0.0,0.0,10.888356592376589
427,0.47125145630256204,0.5458120584085326,0.4284541861927593,4717.0,-10.83199134807904,-11.320989970265153,4.177029891880446,-0.0009859466703806589,1.0,262.25249099003605,1.0,3.770068857324582,1.7647728075754354,0.0,7135.687301250795,93.10917956328174,0.0,2.2900148399406404,0.0,19.58448166207335,144.73542505829977,29.376722493110027,498.0186559253763,9.792240831036676,0.0,0.0,12.777188891244435
428,0.4677838072899123,0.5432936372787565,0.4284541861927593,4775.0,-11.18346410529376,-11.304343124371206,4.413410122164052,0.0304552798727982,1.0,260.859057591623,1.0,3.786035476439796,2.349874345549738,0.0,7176.205863874346,117.03643979057591,0.0,1.8414659685863874,0.0,19.220942408376963,123.81214659685864,28.831413612565445,491.56083769633506,9.610471204188482,0.0,0.0,23.956020942408376
429,0.4644401034446198,0.5397899986655254,0.4284541861927593,4762.0,-11.116897466050718,-11.312930298606199,4.378349433011338,0.015154473542581048,1.0,262.7146157076858,1.0,3.7760883662326847,2.331495870082596,0.0,7145.935531289374,116.51406971860563,0.0,1.769634607307854,0.0,19.239815203695926,122.81121377572448,28.85972280554389,491.5476690466191,9.619907601847963,0.0,0.0,23.37568248635027
430,0.45546443560449745,0.5367036997519309,0.4284541861927593,4722.0,-12.095415882512125,-11.354270692585708,5.058142736128768,0.10870612443620155,1.0,263.7011859381618,1.0,3.7933236340533756,3.342933785119299,0.0,7147.699915290132,145.61414654807285,0.0,1.2941550190597204,0.0,18.212621770436257,102.91253706056756,27.318932655654383,465.26111817026685,9.106310885218129,0.0,0.0,54.96188055908513
431,0.4544837410760167,0.5335936681566598,0.4284541861927593,4628.0,-10.81553876404494,-11.366890366503254,4.237932152117547,-0.019787021272753474,1.0,264.13872082973205,1.0,3.783923379429574,1.5728068280034582,0.0,7165.095505617977,84.53478824546241,0.0,2.5959377700950736,0.0,19.68020743301642,159.9075194468453,29.520311149524634,503.56611927398444,9.84010371650821,0.0,0.0,9.83362143474503
432,0.45378524740864595,0.5308705173773636,0.4284541861927593,4581.0,-10.698210968614312,-11.398624979023854,4.296019791894047,-0.04781501080173907,1.0,267.7282252783235,1.0,3.77047478716439,1.220545004729683,0.0,7185.271338135778,67.86269373499236,0.0,3.5105872080331806,0.0,19.825365640689807,184.52848722986246,29.73804846103471,505.8657498362803,9.912682820344903,0.0,0.0,5.370006548788474
433,0.44937685947062816,0.5276198014362194,0.4284541861927593,4526.0,-11.370409906957343,-11.339848782685035,4.649451318309031,0.037219622545190886,1.0,267.70592134334953,1.0,3.76127887759613,2.6473854765061096,0.0,7193.981440565621,127.45448519664163,0.0,1.5729120636323464,0.0,18.97923110914715,120.12395050817499,28.468846663720726,480.46884666372074,9.489615554573575,0.0,0.0,31.388643393725143
434,0.44725719226666144,0.5243118798649542,0.4284541861927593,4543.0,-10.983002033042293,-11.35118321213057,4.258610316237426,0.0017543011135341291,1.0,269.04050187101035,1.0,3.768094122826351,2.202446988040207,0.0,7090.792427911072,113.3299581774158,0.0,1.7772397094430992,0.0,19.38806955756108,123.36979969183359,29.082104336341626,492.50209112920976,9.69403477878054,0.0,0.0,18.816861104996697
435,0.4464417895095012,0.5212318262901743,0.4284541861927593,4570.0,-10.831386278871877,-11.353736366287565,4.482188183807445,-0.02006702905224204,1.0,267.3978118161926,1.0,3.782099562363257,1.3633953318745458,0.0,7171.1711159737415,75.07505470459519,0.0,3.538074398249453,0.0,19.781181619256017,187.12757111597375,29.671772428884026,505.9864332603939,9.890590809628009,0.0,0.0,6.728665207877461
436,0.44369985761919495,0.5185106883218269,0.4284541861927593,4482.0,-11.159486439585509,-11.356999959744984,4.514141752193962,0.02007798063932265,1.0,269.3694779116466,1.0,3.7680242302543725,2.524985125687942,0.0,7155.395136099955,127.76082106202588,0.0,1.537706381079875,0.0,19.228023203926817,119.34939759036145,28.84203480589023,489.42659526996874,9.614011601963409,0.0,0.0,23.738286479250334
