,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,mu,INFORMED,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
198,0.010269739376736526,0.030079555265338537,0.42731403239898164,48.0,19.083333333333332,0.0,9.0625,14171.166666666666,6457.145833333333,34.047083333333326,141.71166666666664,74.76163333333332,35.42791666666666,18.69040833333333,93.45204166666666,39.33371666666667,1.0,1.0,0.0,0.0,288.5416666666667,21.354166666666668,0.0,376.8333333333333,0.0,3404.7083333333335,0.0,572.5,10766.458333333334,0.0,0.0,0.0,0.0,6168.604166666667
199,0.01028080610764645,0.030215836366798723,0.42731403239898164,39.0,19.71794871794872,0.0,8.948717948717949,14241.0,6360.025641025641,31.597179487179492,142.41,77.13764102564102,35.6025,19.284410256410254,96.4220512820513,41.53514102564102,1.0,1.0,0.0,0.0,246.82051282051282,19.333333333333332,0.0,387.1025641025641,0.0,3159.7179487179487,0.0,591.5384615384615,11081.28205128205,0.0,0.0,0.0,0.0,6113.205128205128
200,0.010276249099771526,0.030361876535009238,0.42731403239898164,42.0,19.357142857142858,0.0,8.666666666666666,14213.047619047618,6405.5,32.08714285714286,142.1304761904762,76.25561904761905,35.53261904761905,19.063904761904762,95.31952380952377,40.72300000000001,1.0,1.0,0.0,0.0,253.52380952380952,21.357142857142858,0.0,378.3809523809524,0.0,3208.714285714286,0.0,580.7142857142857,11004.333333333334,0.0,0.0,0.0,0.0,6151.976190476191
201,0.010264667696161512,0.03050215359640503,0.42731403239898164,57.0,18.07017543859649,0.0,9.912280701754385,14001.157894736842,6671.736842105263,39.00263157894737,140.01157894736846,70.39508771929826,35.002894736842116,17.598771929824565,87.9938596491228,35.392192982456145,1.0,1.0,0.0,0.0,330.3157894736842,26.964912280701753,0.0,357.03508771929825,0.0,3900.2631578947367,0.0,542.1052631578947,10100.894736842105,0.0,0.0,0.0,0.0,6341.421052631579
202,0.010265385949332625,0.030636687006992087,0.42731403239898164,40.0,19.675,0.0,8.525,14214.1,6388.175,31.696499999999997,142.14100000000002,76.77655999999999,35.535250000000005,19.194139999999997,95.9707,41.24131000000001,1.0,1.0,0.0,0.0,253.225,19.525,0.0,386.95,0.0,3169.65,0.0,590.25,11044.45,0.0,0.0,0.0,0.0,6134.95
203,0.010261282685508705,0.030788785840460398,0.42731403239898164,47.0,19.319148936170212,0.0,8.787234042553191,14153.04255319149,6465.212765957447,32.43744680851065,141.5304255319149,75.76047659574469,35.38260638297872,18.940119148936173,94.70059574468087,40.37787021276596,1.0,1.0,0.0,0.0,263.8510638297872,21.46808510638298,0.0,379.70212765957444,0.0,3243.744680851064,0.0,579.5744680851063,10909.297872340425,0.0,0.0,0.0,0.0,6201.36170212766
204,0.010274035408673604,0.030931701982968712,0.42731403239898164,40.0,19.35,0.0,8.9,14215.075,6401.575,32.06275000000001,142.15075,76.35992000000002,35.5376875,19.089980000000004,95.44989999999999,40.82223249999999,1.0,1.0,0.0,0.0,250.425,21.925,0.0,379.925,0.0,3206.275,0.0,580.5,11008.8,0.0,0.0,0.0,0.0,6151.15
205,0.010250178460427691,0.031092161066179902,0.42731403239898164,56.0,18.5,0.0,9.5,13939.589285714286,6714.125,36.372678571428565,139.39589285714288,71.97822857142857,34.84897321428572,17.994557142857143,89.97278571428573,37.12925535714287,1.0,1.0,0.0,0.0,352.9107142857143,25.767857142857142,0.0,364.51785714285717,0.0,3637.2678571428573,0.0,555.0,10302.32142857143,0.0,0.0,0.0,0.0,6361.214285714285
206,0.010226884271604793,0.031230720039903476,0.42731403239898164,62.0,17.596774193548388,0.0,9.048387096774194,13915.725806451614,6772.467741935484,39.19790322580646,139.15725806451613,69.35396129032257,34.78931451612903,17.338490322580643,86.69245161290323,34.564646774193555,1.0,1.0,0.0,0.0,330.64516129032256,35.08064516129032,0.0,347.8225806451613,0.0,3919.7903225806454,0.0,527.9032258064516,9995.935483870968,0.0,0.0,0.0,0.0,6441.822580645161
207,0.010236095352070701,0.03137635071789111,0.42731403239898164,36.0,19.97222222222222,0.0,10.055555555555555,14187.777777777777,6398.111111111111,29.129999999999995,141.87777777777777,78.1537777777778,35.46944444444444,19.53844444444445,97.69222222222223,42.684333333333335,1.0,1.0,0.0,0.0,246.11111111111111,21.333333333333332,0.0,392.6111111111111,0.0,2913.0,0.0,599.1666666666666,11274.777777777777,0.0,0.0,0.0,0.0,6152.0
208,0.010251553239208138,0.031526177763196495,0.42731403239898164,35.0,20.057142857142857,0.0,10.0,14288.42857142857,6295.228571428572,29.486000000000008,142.88428571428574,78.79908571428571,35.721071428571435,19.699771428571427,98.49885714285716,43.078014285714275,1.0,1.0,0.0,0.0,247.17142857142858,20.314285714285713,0.0,393.3142857142857,0.0,2948.6,0.0,601.7142857142857,11339.828571428572,0.0,0.0,0.0,0.0,6048.057142857143
209,0.010250126539568388,0.0316585156751106,0.42731403239898164,49.0,19.102040816326532,0.0,9.816326530612244,14227.795918367347,6399.897959183673,33.27285714285714,142.27795918367343,75.35595102040816,35.56948979591836,18.83898775510204,94.19493877551018,39.7864612244898,1.0,1.0,0.0,0.0,264.14285714285717,23.346938775510203,0.0,374.8979591836735,0.0,3327.285714285714,0.0,573.0612244897959,10900.510204081633,0.0,0.0,0.0,0.0,6135.755102040816
210,0.01024983875346125,0.03179319449998607,0.42731403239898164,42.0,19.5,0.0,10.30952380952381,14207.166666666666,6403.309523809524,33.171190476190475,142.07166666666666,75.80335238095238,35.517916666666665,18.950838095238094,94.75419047619046,40.28543571428572,1.0,1.0,0.0,0.0,250.71428571428572,23.333333333333332,0.0,380.1904761904762,0.0,3317.1190476190477,0.0,585.0,10890.047619047618,0.0,0.0,0.0,0.0,6152.5952380952385
