,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,0.0,[[0 0]],0,0,1.2,0.1,0.0,True
1,[[0 0]],2,12.926720000000001,13.059472727272727,[[19  1]],19,1,1.2,0.1,0.0,True
2,[[19  1]],1,14.20728,33.107231818181816,[[36  4]],36,4,1.2,0.05,0.0,True
3,[[36  4]],1,0.0,56.1,[[52  8]],52,8,1.2,0.0,0.0,True
4,[[52  8]],1,0.0,59.925000000000004,[[71  7]],71,7,1.2,0.0,0.0,True
5,[[71  7]],2,0.0,64.17500000000001,[[81  7]],81,7,1.2,0.0,0.0,True
6,[[81  7]],2,0.0,89.25,[[90 12]],90,12,1.2,0.0,0.0,True
7,[[90 12]],0,44.722440000000006,101.56604772727272,[[123  11]],123,11,1.2,0.05,0.0,True
8,[[123  11]],1,0.0,100.3,[[116  12]],116,12,1.2,0.0,0.0,True
9,[[116  12]],0,49.81636,130.330475,[[130  17]],130,17,1.2,0.05,0.0,True
10,[[130  17]],0,111.07176000000001,107.03589545454545,[[147   9]],147,9,1.2,0.1,0.0,True
11,[[147   9]],2,112.12196,145.3455659090909,[[157  17]],157,17,1.2,0.1,0.0,True
12,[[157  17]],0,165.20207999999997,139.43648181818182,[[146  16]],146,16,1.2,0.15,0.0,True
13,[[146  16]],0,233.37896,182.4101681818182,[[158  24]],158,24,1.2,0.2,0.0,True
14,[[158  24]],2,224.47656,159.80434999999997,[[156  19]],156,19,1.2,0.2,0.0,True
15,[[156  19]],1,148.18266,129.54446931818183,[[135  15]],135,15,1.2,0.15,0.0,True
16,[[135  15]],1,129.01656,163.30548636363636,[[177  19]],177,19,1.2,0.1,0.0,True
17,[[177  19]],0,183.20711999999997,137.05949545454547,[[158  14]],158,14,1.2,0.15,0.0,True
18,[[158  14]],2,187.60452,167.90934772727272,[[170  20]],170,20,1.2,0.15,0.0,True
19,[[170  20]],1,117.79148,118.89269772727273,[[154  11]],154,11,1.2,0.1,0.0,True
