,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,0.0,[[0 0]],0,0,1.2,0.1,0.0,True
1,[[0 0]],0,18.20172,17.609188636363637,[[19  2]],19,2,1.2,0.15,0.0,True
2,[[19  2]],1,28.774,40.30988636363636,[[41  5]],41,5,1.2,0.1,0.0,True
3,[[41  5]],2,28.481199999999998,58.568250000000006,[[44  9]],44,9,1.2,0.1,0.0,True
4,[[44  9]],2,58.826480000000004,63.692413636363646,[[82  6]],82,6,1.2,0.1,0.0,True
5,[[82  6]],0,94.38239999999999,85.26263636363637,[[88 10]],88,10,1.2,0.15,0.0,True
6,[[88 10]],1,89.2892,97.29825,[[127   9]],127,9,1.2,0.1,0.0,True
7,[[127   9]],2,98.39364,135.64054772727275,[[126  18]],126,18,1.2,0.1,0.0,True
8,[[126  18]],0,144.85542,111.93042159090909,[[134  11]],134,11,1.2,0.15,0.0,True
9,[[134  11]],0,247.58695999999998,150.06744090909092,[[170  15]],170,15,1.2,0.2,0.0,True
10,[[170  15]],1,138.09521999999998,98.79631931818182,[[124   9]],124,9,1.2,0.15,0.0,True
11,[[124   9]],2,131.8809,116.71823295454547,[[127  13]],127,13,1.2,0.15,0.0,True
12,[[127  13]],2,161.86422,123.09683068181819,[[148  12]],148,12,1.2,0.15,0.0,True
13,[[148  12]],0,245.12808,130.80273181818183,[[165  11]],165,11,1.2,0.2,0.0,True
14,[[165  11]],2,234.77984000000004,122.98976363636365,[[158  10]],158,10,1.2,0.2,0.0,True
15,[[158  10]],2,234.85648000000003,133.61911818181818,[[163  12]],163,12,1.2,0.2,0.0,True
16,[[163  12]],1,162.99462,131.66105795454547,[[148  14]],148,14,1.2,0.15,0.0,True
17,[[148  14]],2,174.48654,133.16400795454547,[[160  13]],160,13,1.2,0.15,0.0,True
18,[[160  13]],0,254.73648000000003,156.84866363636363,[[165  17]],165,17,1.2,0.2,0.0,True
19,[[165  17]],1,195.01157999999998,127.95520340909093,[[175  10]],175,10,1.2,0.15,0.0,True
20,[[175  10]],2,192.7506,171.60173863636365,[[178  20]],178,20,1.2,0.15,0.0,True
21,[[178  20]],2,174.58337999999998,142.94451022727273,[[163  15]],163,15,1.2,0.15,0.0,True
22,[[163  15]],1,131.20328,160.4547318181818,[[190  17]],190,17,1.2,0.1,0.0,True
23,[[190  17]],0,192.22733999999997,146.49700795454544,[[169  15]],169,15,1.2,0.15,0.0,True
24,[[169  15]],1,111.68727999999999,178.8958681818182,[[146  26]],146,26,1.2,0.1,0.0,True
25,[[146  26]],0,176.39927999999998,144.74768636363635,[[147  17]],147,17,1.2,0.15,0.0,True
26,[[147  17]],0,203.5276,138.6390681818182,[[139  16]],139,16,1.2,0.2,0.0,True
27,[[139  16]],2,242.72608000000002,142.56625454545457,[[163  14]],163,14,1.2,0.2,0.0,True
28,[[163  14]],1,183.0,136.6227272727273,[[157  14]],157,14,1.2,0.15,0.0,True
29,[[157  14]],0,213.14216,137.91035,[[146  15]],146,15,1.2,0.2,0.0,True
30,[[146  15]],0,301.8433,154.8501875,[[164  16]],164,16,1.2,0.25,0.0,True
31,[[164  16]],2,329.20759999999996,138.55497727272726,[[172  11]],172,11,1.2,0.25,0.0,True
