,P1_EXPERIENCE_U,P2_EXPERIENCE_U,P1_WOM_U,P2_WOM_U,P1_MARKETING_U,P2_MARKETING_U,P1_OUT,P2_OUT,P1_IDLE_TIME,P2_IDLE_TIME,P1_REVENUE,P2_REVENUE,P1_ACTUAL_INC,P2_ACTUAL_INC,P1_COST,P2_COST,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,OUT,mu,P1_INFORMED,P2_INFORMED,inc_dif,platform_id,P1_hate,P2_hate,MIN_WAGE_SUB,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
30,0.020479110417018345,0.02151337972843974,0.0104698774981563,0.01052064620527818,0.20886856785371782,0.2100331683658624,7.0,16.0,145.8190476190476,244.90416666666667,68.3337142857143,39.340500000000006,57.60000000000001,57.600000000000016,30.468928571428567,16.135156249999998,8.391304347826088,0.0,4.260869565217392,8199.04347826087,12884.869565217392,33.53260869565217,81.9904347826087,48.16452173913045,20.497608695652175,12.041130434782605,60.20565217391305,57.59999999999999,0.0,1.0,1.0,1.0,-0.20000000000000007,1.6956521739130435,0.0,0.0,29.933086956521734,0.0,0.0,5704.086956521739,95.69565217391305,0.0,167.65217391304347,0.0,3353.2608695652175,0.0,251.7391304347826,4845.782608695652,0.0,0.0,0.0,0.0,7180.782608695652
31,0.021184140177802367,0.021911409709756326,0.010487255534254392,0.010536123351322348,0.21963315911696038,0.2212432131180507,15.0,8.0,245.5711111111111,146.42708333333334,41.63146666666667,64.341,57.600000000000016,57.60000000000001,15.973000000000004,30.3778125,8.826086956521738,0.0,3.782608695652174,8393.347826086956,12665.173913043478,34.37695652173912,83.93347826086958,49.53043478260869,20.983369565217394,12.38260869565217,61.91304347826085,57.59999999999999,0.0,1.0,1.0,1.0,-0.2000000000000001,1.3478260869565217,0.0,0.0,29.052934782608695,0.0,0.0,5277.913043478261,99.91304347826087,0.0,175.7826086956522,0.0,3437.695652173913,0.0,264.7826086956522,4955.652173913043,0.0,0.0,0.0,0.0,7387.260869565217
32,0.02168396229070214,0.022283292786723693,0.010504761927196389,0.010554337315928215,0.2306977795107251,0.2328919399428251,9.0,9.0,129.4,157.69629629629628,70.75644444444445,63.492444444444445,57.60000000000001,57.60000000000001,32.79138888888889,28.77111111111111,11.833333333333334,0.0,4.555555555555555,12312.5,8612.888888888889,55.786111111111104,123.125,67.12444444444444,30.78125,16.78111111111111,83.90555555555555,57.60000000000001,0.0,1.0,1.0,1.0,-0.20000000000000007,1.5,0.0,0.0,21.256805555555548,0.0,0.0,1793.6666666666667,81.94444444444444,0.0,236.66666666666666,0.0,5578.611111111111,0.0,355.0,6733.888888888889,0.0,0.0,0.0,0.0,6819.222222222223
33,0.022289321860265374,0.022944823688946868,0.010520531452400278,0.010578707549787007,0.24406458020389413,0.24468178566501592,13.0,13.0,239.70256410256408,215.02564102564102,40.24061538461538,46.51076923076923,57.600000000000016,57.600000000000016,16.84403846153846,20.41923076923077,7.846153846153846,0.0,4.038461538461538,7452.653846153846,13641.846153846154,31.29153846153847,74.52653846153848,43.37569230769231,18.63163461538462,10.843923076923073,54.21961538461538,57.59999999999998,0.0,1.0,1.0,1.0,-0.20000000000000004,1.5,0.0,0.0,32.8559423076923,0.0,0.0,6525.538461538462,112.76923076923077,0.0,156.34615384615384,0.0,3129.153846153846,0.0,235.3846153846154,4323.5,0.0,0.0,0.0,0.0,7116.307692307692
34,0.02269496981460804,0.02361342705133993,0.010539081147137093,0.010601581381354377,0.25518657668609146,0.2561065755279065,9.0,13.0,149.2111111111111,236.81153846153848,68.31288888888889,41.40184615384616,57.60000000000001,57.600000000000016,29.868611111111118,17.22576923076923,9.5,0.0,4.136363636363637,8959.136363636364,12058.5,37.37772727272726,89.59136363636364,52.41090909090909,22.39784090909091,13.10272727272727,65.51363636363637,57.599999999999994,0.0,1.0,1.0,1.0,-0.2000000000000001,1.5909090909090908,0.0,0.0,27.58693181818181,0.0,0.0,4719.590909090909,106.36363636363636,0.0,190.0,0.0,3737.7727272727275,0.0,285.0,5221.363636363636,0.0,0.0,0.0,0.0,7338.909090909091
35,0.023287988541969624,0.02418198898973321,0.01055532880079623,0.010622633525781548,0.266510635745122,0.26533462820867626,7.0,11.0,130.7904761904762,212.50454545454548,68.30285714285716,49.061818181818175,57.60000000000001,57.600000000000016,32.8175,20.622045454545457,10.166666666666666,0.0,5.166666666666667,10145.888888888889,10843.611111111111,45.01166666666668,101.4588888888889,56.54444444444445,25.364722222222223,14.136111111111108,70.68055555555556,57.60000000000001,0.0,1.0,1.0,1.0,-0.20000000000000007,1.6111111111111112,0.0,0.0,26.420277777777773,0.0,0.0,3847.8888888888887,101.16666666666667,0.0,203.33333333333334,0.0,4501.166666666667,0.0,305.0,5644.722222222223,0.0,0.0,0.0,0.0,6995.722222222223
36,0.023645184151842483,0.025212443074266417,0.010580406079261934,0.010654106261294687,0.2772118718129637,0.27627274730343115,7.0,15.0,141.05952380952382,227.04555555555555,67.23885714285716,43.892266666666664,57.60000000000001,57.600000000000016,31.02428571428572,18.728833333333334,9.272727272727273,0.0,4.363636363636363,9056.40909090909,11981.181818181818,39.39500000000001,90.5640909090909,51.320727272727275,22.641022727272723,12.830181818181815,64.15090909090911,57.599999999999994,0.0,1.0,1.0,1.0,-0.20000000000000007,1.6818181818181819,0.0,0.0,28.920295454545453,0.0,0.0,4399.090909090909,97.77272727272727,0.0,185.45454545454547,0.0,3939.5,0.0,278.1818181818182,5116.909090909091,0.0,0.0,0.0,0.0,7582.090909090909
37,0.024592680631405083,0.02629881459331513,0.010609814991291886,0.01067953859155527,0.29118645928206055,0.2877922109886756,18.0,14.0,276.6675925925926,197.36309523809524,30.69022222222222,51.281142857142854,57.60000000000001,57.600000000000016,11.649999999999999,23.03035714285715,6.78125,0.0,4.59375,6651.5625,14518.3125,26.385937500000004,66.51562500000001,39.698750000000004,16.628906250000004,9.924687499999997,49.62343749999999,57.599999999999966,0.0,1.0,1.0,1.0,-0.2000000000000001,1.4375,0.0,0.0,34.53015625,0.0,0.0,6505.125,90.6875,0.0,135.0,0.0,2638.59375,0.0,203.4375,4012.96875,0.0,0.0,0.0,0.0,8013.1875
38,0.025233195361366697,0.026950019646332056,0.010632583905242772,0.010699776839911294,0.3027963628744697,0.2993489170552266,14.0,11.0,234.39166666666668,176.46969696969697,43.18,57.53600000000001,57.600000000000016,57.600000000000016,17.575892857142858,25.978863636363634,8.84,0.0,4.76,8509.28,12534.36,35.598,85.09279999999998,49.49664,21.273199999999996,12.374159999999994,61.87079999999999,57.59999999999998,0.0,1.0,1.0,1.0,-0.20000000000000004,1.44,0.0,0.0,29.376559999999998,0.0,0.0,5414.48,114.04,0.0,176.12,0.0,3559.8,0.0,265.2,4949.48,0.0,0.0,0.0,0.0,7119.88
39,0.026197728899018148,0.02798095492805308,0.010654024873297314,0.010722736528702663,0.31401839081406707,0.31118529140713486,15.0,11.0,252.77333333333334,186.71969696969697,36.7216,52.94690909090911,57.600000000000016,57.600000000000016,14.956333333333331,24.554999999999996,7.923076923076923,0.0,5.461538461538462,7606.923076923077,13489.653846153846,32.67884615384615,76.06923076923077,43.586153846153856,19.017307692307693,10.896538461538459,54.482692307692325,57.59999999999998,0.0,1.0,1.0,1.0,-0.20000000000000007,1.4230769230769231,0.0,0.0,33.03115384615384,0.0,0.0,5766.7692307692305,107.1923076923077,0.0,157.53846153846155,0.0,3267.8846153846152,0.0,237.69230769230768,4339.038461538462,0.0,0.0,0.0,0.0,7722.884615384615
