,P1_EXPERIENCE_U,P2_EXPERIENCE_U,P1_WOM_U,P2_WOM_U,P1_MARKETING_U,P2_MARKETING_U,P1_OUT,P2_OUT,P1_IDLE_TIME,P2_IDLE_TIME,P1_REVENUE,P2_REVENUE,P1_ACTUAL_INC,P2_ACTUAL_INC,P1_COST,P2_COST,nRIDES,nREJECTED,nDAYS_WORKED,DRIVING_TIME,IDLE_TIME,PICKUP_DIST,DRIVING_DIST,REVENUE,COST,COMMISSION,TRIP_FARE,ACTUAL_INC,OUT,mu,P1_INFORMED,P2_INFORMED,inc_dif,platform_id,P1_hate,P2_hate,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT
394,0.105206454646327,0.2199190972081963,0.06351485903793559,0.17033632737673643,0.010000000000000007,0.010000000000000007,18.0,40.0,257.76944444444445,255.76166666666668,54.94933333333334,61.38719999999999,40.777666666666676,47.10063750000001,14.171666666666667,14.286562499999999,7.948275862068965,0.0,92.10344827586206,5700.362068965517,15383.086206896553,17.56051724137931,57.003620689655165,59.389241379310356,14.250905172413791,14.847310344827584,74.23655172413794,45.13833620689656,0.0,1.0,0.0,0.0,-0.06157893242936396,1.6896551724137931,0.1724137931034483,0.29310344827586204,0.0,0.0,6994.810344827586,119.22413793103448,0.0,157.8793103448276,0.0,1756.051724137931,0.0,238.44827586206895,3944.310344827586,0.0,0.0,0.0,0.0,8388.275862068966
395,0.09995680999232565,0.22077819573082716,0.06424871418547552,0.16984370514719635,0.010000000000000007,0.010000000000000007,24.0,42.0,283.0375,268.7706349206349,45.037600000000005,54.7879619047619,34.41707916666667,42.317188095238095,10.620520833333336,12.470773809523811,6.833333333333333,0.0,91.83333333333333,4719.181818181818,16437.515151515152,13.13787878787879,47.19181818181817,51.24237575757576,11.797954545454543,12.81059393939394,64.05296969696973,39.44442121212123,0.0,1.0,0.0,0.0,0.07233252088143896,1.6363636363636365,0.15151515151515152,0.13636363636363635,0.0,0.0,7448.833333333333,102.5,0.0,134.8030303030303,0.0,1313.7878787878788,0.0,205.0,3405.3939393939395,0.0,0.0,0.0,0.0,8988.681818181818
396,0.09871350933410433,0.21669605150804133,0.0648872319127874,0.17073488678922277,0.010000000000000007,0.010000000000000007,23.0,46.0,275.39927536231886,274.71884057971016,48.171130434782604,52.82073043478262,36.45765217391304,41.173121739130444,11.713478260869566,11.647608695652172,6.72463768115942,0.0,91.15942028985508,4667.826086956522,16496.739130434784,12.506956521739134,46.678260869565236,51.27086376811596,11.669565217391309,12.817715942028988,64.08857971014494,39.60129855072464,0.0,1.0,0.0,0.0,0.06864302561795292,1.6666666666666667,0.14492753623188406,0.4492753623188406,0.0,0.0,7849.782608695652,100.8695652173913,0.0,131.82608695652175,0.0,1250.695652173913,0.0,201.7391304347826,3417.1304347826085,0.0,0.0,0.0,0.0,8646.95652173913
397,0.10080354686357745,0.21848292103999561,0.06530244577952271,0.17008669085911754,0.010000000000000007,0.010000000000000007,19.0,39.0,241.1578947368421,248.48290598290598,63.91713684210528,65.4011076923077,47.388715789473686,50.11174871794872,16.528421052631575,15.289358974358976,8.586206896551724,0.0,97.39655172413794,6278.103448275862,14765.0,19.579137931034484,62.78103448275861,64.91497931034483,15.695258620689653,16.228744827586205,81.14372413793106,49.21972068965516,0.0,1.0,0.0,0.0,-0.15756633795049796,1.6724137931034482,0.08620689655172414,0.08620689655172414,0.0,0.0,7282.758620689655,128.79310344827587,0.0,169.51724137931035,0.0,1957.9137931034484,0.0,257.58620689655174,4320.189655172414,0.0,0.0,0.0,0.0,7482.241379310345
398,0.10508831104800569,0.22296098591300503,0.0654260292394635,0.17128171884279608,0.010000000000000007,0.010000000000000007,11.0,34.0,130.51515151515153,231.22254901960784,104.63069090909093,71.46672941176472,72.01273636363636,53.732538235294136,32.617954545454545,17.734191176470585,10.511111111111111,0.0,101.4,8548.977777777778,12396.31111111111,32.520222222222216,85.48977777777776,79.57347555555555,21.37244444444444,19.893368888888887,99.46684444444446,58.201031111111114,0.0,1.0,0.0,0.0,-0.36879188878436303,1.7555555555555555,0.0,0.0,0.0,0.0,5025.511111111111,128.93333333333334,0.0,209.44444444444446,0.0,3252.0222222222224,0.0,315.3333333333333,5296.955555555555,0.0,0.0,0.0,0.0,7370.8
399,0.10466466897648027,0.2255035586243357,0.06532689208742397,0.1721931773211553,0.010000000000000007,0.010000000000000007,19.0,45.0,258.24298245614034,258.6977777777778,54.55663157894737,57.05002666666666,40.49742105263159,44.28274888888889,14.05921052631579,12.767277777777776,7.53125,0.0,92.515625,5260.328125,15513.765625,15.201093749999997,52.603281249999974,56.309799999999996,13.150820312499993,14.077449999999995,70.38725000000001,43.15897968749999,0.0,1.0,0.0,0.0,-0.015027744296801572,1.703125,0.3125,0.234375,0.0,0.0,7258.578125,112.96875,0.0,148.515625,0.0,1520.109375,0.0,225.9375,3740.21875,0.0,0.0,0.0,0.0,8592.671875
400,0.10327262027546968,0.2245360820897735,0.06561701890090357,0.17349150783121214,0.010000000000000007,0.010000000000000007,22.0,41.0,264.21363636363634,263.45772357723575,58.00698181818182,58.02567804878052,44.71073181818183,44.83579999999999,13.296249999999999,13.189878048780495,7.492063492063492,0.0,94.55555555555556,5290.809523809524,15823.301587301587,15.670793650793652,52.90809523809525,58.019149206349226,13.227023809523812,14.504787301587303,72.5239365079365,44.79212539682539,0.0,1.0,0.0,0.0,-0.05343662739476479,1.6507936507936507,0.0,0.12698412698412698,0.0,0.0,7406.619047619048,112.38095238095238,0.0,147.74603174603175,0.0,1567.079365079365,0.0,224.76190476190476,3723.7301587301586,0.0,0.0,0.0,0.0,8416.682539682539
401,0.10151217257792387,0.22464939683455298,0.06531167483629362,0.17436672208567233,0.010000000000000007,0.010000000000000007,25.0,43.0,292.32399999999996,268.61201550387597,42.99014400000001,55.23512558139536,33.639144,42.729311627906995,9.351,12.505813953488374,6.5,0.0,90.45588235294117,4538.382352941177,16639.779411764706,12.63205882352941,45.38382352941179,50.73329411764704,11.345955882352948,12.68332352941176,63.41661764705882,39.38733823529412,0.0,1.0,0.0,0.0,0.07367501798461615,1.6323529411764706,0.5147058823529411,0.17647058823529413,0.0,0.0,7670.367647058823,97.5,0.0,128.33823529411765,0.0,1263.2058823529412,0.0,195.0,3275.176470588235,0.0,0.0,0.0,0.0,8969.411764705883
402,0.10336066835623656,0.22550391477218132,0.06504336804560187,0.17445689978292783,0.010000000000000007,0.010000000000000007,19.0,42.0,246.00350877192983,260.92777777777775,66.88858947368422,59.49074285714284,51.02937894736843,45.94949285714286,15.859210526315787,13.54125,7.983606557377049,0.0,98.21311475409836,5705.295081967213,15376.754098360656,17.338688524590157,57.052950819672134,61.794990163934415,14.263237704918033,15.4487475409836,77.24373770491803,47.5317524590164,0.0,1.0,0.0,0.0,-0.1178681199204232,1.6885245901639345,0.14754098360655737,0.04918032786885246,0.0,0.0,6849.11475409836,119.75409836065573,0.0,157.68852459016392,0.0,1733.8688524590164,0.0,239.50819672131146,3971.4262295081967,0.0,0.0,0.0,0.0,8527.639344262296
403,0.10310314107821805,0.2287660632599805,0.06543829203907406,0.1778044975482182,0.010000000000000007,0.010000000000000007,22.0,33.0,275.0893939393939,240.49545454545452,52.10014545454545,68.29343030303032,40.34525909090909,51.85941515151516,11.754886363636361,16.43401515151515,7.945454545454545,0.0,97.92727272727272,5824.945454545455,15259.981818181817,18.48181818181818,58.24945454545456,61.81611636363639,14.56236363636364,15.454029090909088,77.27014545454546,47.253752727272726,0.0,1.0,0.0,0.0,-0.1113300265115882,1.6,0.14545454545454545,0.10909090909090909,0.0,0.0,6735.509090909091,119.18181818181819,0.0,156.52727272727273,0.0,1848.1818181818182,0.0,238.36363636363637,3976.7636363636366,0.0,0.0,0.0,0.0,8524.472727272727
