,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],1,0.0,0.0,[[0 0]],0,0,1.2,0.05,0.0,True
1,[[0 0]],0,14.33132,18.664279545454544,[[22  2]],22,2,1.2,0.1,0.0,True
2,[[22  2]],2,22.922400000000003,15.327409090909091,[[33  0]],33,0,1.2,0.1,0.0,True
3,[[33  0]],2,43.0536,40.69622727272727,[[60  3]],60,3,1.2,0.1,0.0,True
4,[[60  3]],1,22.884619999999998,68.8752625,[[59 10]],59,10,1.2,0.05,0.0,True
5,[[59 10]],0,60.93412,69.76216590909091,[[86  7]],86,7,1.2,0.1,0.0,True
6,[[86  7]],2,78.26876,107.72208863636362,[[103  14]],103,14,1.2,0.1,0.0,True
7,[[103  14]],1,45.10888,97.76300454545455,[[124  10]],124,10,1.2,0.05,0.0,True
8,[[124  10]],0,96.9842,106.2354659090909,[[127  11]],127,11,1.2,0.1,0.0,True
9,[[127  11]],0,158.66616,133.11512272727273,[[142  15]],142,15,1.2,0.15,0.0,True
10,[[142  15]],0,192.05808000000002,102.28739090909093,[[135   8]],135,8,1.2,0.2,0.0,True
11,[[135   8]],0,297.8474,143.14814772727274,[[157  14]],157,14,1.2,0.25,0.0,True
12,[[157  14]],2,308.9173,135.70211931818181,[[158  12]],158,12,1.2,0.25,0.0,True
13,[[158  12]],0,319.81356,128.671225,[[150  11]],150,11,1.2,0.3,0.0,True
14,[[150  11]],1,258.4951,138.7872215909091,[[152  14]],152,14,1.2,0.25,0.0,True
15,[[152  14]],1,223.03384,144.42237727272726,[[160  15]],160,15,1.2,0.2,0.0,True
16,[[160  15]],2,218.80952000000002,139.5073590909091,[[149  15]],149,15,1.2,0.2,0.0,True
17,[[149  15]],0,293.3773,137.3691647727273,[[164  12]],164,12,1.2,0.25,0.0,True
18,[[164  12]],0,412.25543999999996,142.42360454545457,[[180  10]],180,10,1.2,0.3,0.0,True
19,[[180  10]],1,282.18919999999997,143.95847727272727,[[151  15]],151,15,1.2,0.25,0.0,True
20,[[151  15]],2,320.3618,167.80237499999998,[[172  18]],172,18,1.2,0.25,0.0,True
21,[[172  18]],1,222.63400000000001,138.87465909090912,[[157  14]],157,14,1.2,0.2,0.0,True
22,[[157  14]],0,316.461,144.63073863636365,[[168  13]],168,13,1.2,0.25,0.0,True
23,[[168  13]],2,277.7736,136.05759090909092,[[153  13]],153,13,1.2,0.25,0.0,True
24,[[153  13]],0,364.15655999999996,160.09071363636363,[[168  16]],168,16,1.2,0.3,0.0,True
25,[[168  16]],0,432.40819999999997,163.5436477272727,[[167  16]],167,16,1.2,0.35,0.0,True
26,[[167  16]],0,502.11392,129.67919999999998,[[178   6]],178,6,1.2,0.4,0.0,True
27,[[178   6]],2,514.13696,186.03732727272728,[[169  20]],169,20,1.2,0.4,0.0,True
28,[[169  20]],1,341.41463999999996,144.7735590909091,[[135  16]],135,16,1.2,0.35,0.0,True
29,[[135  16]],2,459.00791999999996,151.02999545454543,[[174  12]],174,12,1.2,0.35,0.0,True
30,[[174  12]],2,435.44368,159.04111818181818,[[166  15]],166,15,1.2,0.35,0.0,True
31,[[166  15]],2,416.73001999999997,169.45284204545453,[[173  17]],173,17,1.2,0.35,0.0,True
32,[[173  17]],2,419.82444,180.67866136363637,[[159  21]],159,21,1.2,0.35,0.0,True
33,[[159  21]],2,410.17997999999994,169.08068068181817,[[153  19]],153,19,1.2,0.35,0.0,True
34,[[153  19]],0,493.11951999999997,141.49315454545456,[[167  10]],167,10,1.2,0.4,0.0,True
35,[[167  10]],1,421.2646199999999,125.08548977272727,[[168   7]],168,7,1.2,0.35,0.0,True
36,[[168   7]],0,470.69248,174.2188909090909,[[167  18]],167,18,1.2,0.4,0.0,True
37,[[167  18]],2,421.20047999999997,173.95684545454546,[[153  20]],153,20,1.2,0.4,0.0,True
38,[[153  20]],2,464.08128000000005,152.16825454545454,[[156  14]],156,14,1.2,0.4,0.0,True
39,[[156  14]],1,423.5713999999999,161.76655681818184,[[164  16]],164,16,1.2,0.35,0.0,True
40,[[164  16]],0,417.06464000000005,154.59685454545456,[[148  16]],148,16,1.2,0.4,0.0,True
41,[[148  16]],2,448.92528,141.10711818181818,[[162  11]],162,11,1.2,0.4,0.0,True
42,[[162  11]],1,364.64455999999996,142.2684409090909,[[146  14]],146,14,1.2,0.35,0.0,True
43,[[146  14]],1,346.51223999999996,186.28819545454544,[[162  23]],162,23,1.2,0.3,0.0,True
44,[[162  23]],2,375.11316,137.76324772727273,[[174  10]],174,10,1.2,0.3,0.0,True
45,[[174  10]],0,481.3809,175.6761875,[[189  16]],189,16,1.2,0.35,0.0,True
46,[[189  16]],0,531.8456,170.8935,[[181  15]],181,15,1.2,0.4,0.0,True
47,[[181  15]],0,521.69886,196.24198068181818,[[162  23]],162,23,1.2,0.45,0.0,True
48,[[162  23]],0,590.8804,185.29775,[[157  20]],157,20,1.2,0.5,0.0,True
49,[[157  20]],0,711.799,176.443125,[[170  15]],170,15,1.2,0.55,0.0,True
50,[[170  15]],2,679.1336200000001,180.11213749999996,[[173  16]],173,16,1.2,0.55,0.0,True
51,[[173  16]],0,756.30768,180.24702727272725,[[173  15]],173,15,1.2,0.6,0.0,True
52,[[173  15]],2,772.69512,187.55313181818178,[[178  16]],178,16,1.2,0.6,0.0,True
53,[[178  16]],2,706.9072799999999,188.91518636363637,[[160  19]],160,19,1.2,0.6,0.0,True
54,[[160  19]],2,793.3176,202.32486363636363,[[180  19]],180,19,1.2,0.6,0.0,True
55,[[180  19]],2,807.63024,172.1130818181818,[[187  11]],187,11,1.2,0.6,0.0,True
56,[[187  11]],1,709.3526,183.95412499999998,[[178  16]],178,16,1.2,0.55,0.0,True
57,[[178  16]],0,834.2224799999999,203.79900454545455,[[188  18]],188,18,1.2,0.6,0.0,True
58,[[188  18]],1,684.0251000000001,195.6900625,[[169  20]],169,20,1.2,0.55,0.0,True
59,[[169  20]],1,555.5808,161.6170909090909,[[156  15]],156,15,1.2,0.5,0.0,True
60,[[156  15]],1,552.096,186.0690909090909,[[174  19]],174,19,1.2,0.45,0.0,True
61,[[174  19]],0,658.3593999999999,179.35678409090906,[[184  15]],184,15,1.2,0.5,0.0,True
62,[[184  15]],2,629.0216,210.83986363636365,[[182  23]],182,23,1.2,0.5,0.0,True
63,[[182  23]],1,585.2745,201.97923295454544,[[187  21]],187,21,1.2,0.45,0.0,True
64,[[187  21]],2,531.96876,162.40049772727275,[[161  15]],161,15,1.2,0.45,0.0,True
65,[[161  15]],1,573.37968,181.75339090909088,[[201  15]],201,15,1.2,0.4,0.0,True
66,[[201  15]],2,536.63104,162.6654,[[191  12]],191,12,1.2,0.4,0.0,True
67,[[191  12]],1,457.12771999999995,167.0731659090909,[[182  15]],182,15,1.2,0.35,0.0,True
68,[[182  15]],0,535.2416000000001,163.43645454545455,[[193  12]],193,12,1.2,0.4,0.0,True
69,[[193  12]],2,558.71488,162.64516363636363,[[188  12]],188,12,1.2,0.4,0.0,True
