,Unnamed: 0,origin,destination,treq,tarr,ttrav,origin_x,origin_y,destination_x,destination_y,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes,dist
636,639,46361987,46361479,2020-10-27 17:29:00,1900-01-01 17:46:00,0 days 00:17:00,4.8313723,52.3663155,4.924353,52.3661956,True,3.0,2375.0,810.2240375870462,1.0,1568.0,152.0,"[['WALK', 405, 491], ['SUBWAY', 1274, 12751], ['WALK', 158, 206], ['TRAM', 294, 1143], ['WALK', 92, 112]]",7490
645,648,46395128,46307919,2020-10-27 17:36:00,1900-01-01 17:52:00,0 days 00:16:00,4.8098767,52.3733648,4.9093045,52.3538486,True,3.0,2427.0,841.8828195415208,2.0,1297.0,458.0,"[['WALK', 236, 278], ['BUS', 617, 4097], ['WALK', 32, 39], ['RAIL', 360, 4345], ['WALK', 232, 304], ['SUBWAY', 320, 2914], ['WALK', 172, 218]]",9052
659,662,46391311,46405684,2020-10-27 17:10:00,1900-01-01 17:43:00,0 days 00:33:00,4.8108665,52.3725644,4.9033087,52.3756918,True,3.0,2760.0,1103.9397668993274,0.0,1824.0,2.0,"[['WALK', 520, 635], ['TRAM', 1824, 6923], ['WALK', 414, 467]]",7338
664,667,46186201,46411923,2020-10-27 17:19:00,1900-01-01 18:01:00,0 days 00:42:00,4.8735671,52.3266334,4.8260096,52.3769079,True,3.0,2871.0,1896.294105247279,1.0,934.0,413.0,"[['WALK', 360, 438], ['TRAM', 360, 2077], ['WALK', 249, 327], ['SUBWAY', 574, 6274], ['WALK', 915, 1130]]",8151
666,669,3649050877,46393381,2020-10-27 17:40:00,1900-01-01 18:01:00,0 days 00:21:00,4.9048507,52.3782334,4.8170072,52.3729946,True,3.0,2550.0,1038.8474661513296,0.0,1686.0,2.0,"[['WALK', 477, 572], ['TRAM', 1686, 6533], ['WALK', 385, 466]]",7139
669,672,7026677614,46383046,2020-10-27 17:24:00,1900-01-01 18:01:00,0 days 00:37:00,4.9026213,52.3531366,4.8305984,52.3707779,True,3.0,2185.0,857.2246390894952,1.0,1445.0,32.0,"[['WALK', 201, 247], ['TRAM', 881, 3506], ['WALK', 48, 60], ['TRAM', 564, 2331], ['WALK', 459, 549]]",6249
687,690,46417048,46412841,2020-10-27 17:33:00,1900-01-01 18:01:00,0 days 00:28:00,4.8935797,52.3780879,4.8173512,52.3770841,True,3.0,2069.0,759.3078195382947,0.0,1437.0,2.0,"[['WALK', 302, 365], ['TRAM', 1437, 5937], ['WALK', 328, 393]]",6504
689,692,46295991,46403909,2020-10-27 17:34:00,1900-01-01 18:01:00,0 days 00:27:00,4.7868027,52.3509685,4.8091802,52.3752861,True,3.0,1267.0,516.9181804455719,1.0,790.0,48.0,"[['WALK', 220, 258], ['TRAM', 221, 1450], ['WALK', 39, 48], ['BUS', 569, 3045], ['WALK', 170, 210]]",4711
693,696,46402063,46178984,2020-10-27 17:04:00,1900-01-01 17:15:00,0 days 00:11:00,4.8306647,52.3748648,4.8842972,52.3248895,True,3.0,2178.0,919.993218034232,1.0,1155.0,272.0,"[['WALK', 576, 698], ['SUBWAY', 759, 7374], ['WALK', 101, 130], ['BUS', 396, 1814], ['WALK', 74, 90]]",8829
696,699,46399461,46173776,2020-10-27 17:00:00,1900-01-01 17:15:00,0 days 00:15:00,4.8559067,52.3744019,4.8893485,52.323548,True,3.0,2826.0,892.9628721756476,2.0,1564.0,555.0,"[['WALK', 196, 247], ['BUS', 611, 2852], ['WALK', 133, 173], ['SUBWAY', 671, 6560], ['WALK', 101, 130], ['BUS', 282, 1252], ['WALK', 277, 340]]",7510
704,707,46182465,46399182,2020-10-27 17:16:00,1900-01-01 18:01:00,0 days 00:45:00,4.8826405,52.3257124,4.8164658,52.3742686,True,3.0,2481.0,719.6986766878354,2.0,1664.0,247.0,"[['WALK', 92, 114], ['BUS', 1008, 4340], ['WALK', 40, 49], ['SUBWAY', 470, 5145], ['WALK', 163, 214], ['TRAM', 186, 1260], ['WALK', 275, 341]]",9125
705,708,46555663,46418934,2020-10-27 17:16:00,1900-01-01 18:01:00,0 days 00:45:00,4.8718355,52.4167301,4.814298,52.3783914,True,3.0,2616.0,1380.453827060221,1.0,1374.0,159.0,"[['WALK', 689, 880], ['BUS', 780, 4729], ['WALK', 83, 107], ['BUS', 594, 3655], ['WALK', 311, 391]]",9785
706,709,46264169,428763763,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.8959047,52.3436806,4.8346272,52.3727474,True,3.0,1520.0,500.0941428472322,1.0,935.0,155.0,"[['WALK', 98, 105], ['TRAM', 211, 903], ['WALK', 121, 157], ['SUBWAY', 724, 7361], ['WALK', 211, 237]]",6743
708,711,46403261,295693445,2020-10-27 17:19:00,1900-01-01 17:43:00,0 days 00:24:00,4.8166845,52.3751144,4.8990807,52.3582722,True,3.0,2441.0,617.7347443529083,0.0,1924.0,2.0,"[['WALK', 317, 377], ['TRAM', 1924, 7731], ['WALK', 198, 240]]",7110
711,714,46259386,46415427,2020-10-27 17:28:00,1900-01-01 17:43:00,0 days 00:15:00,4.9055249,52.3427165,4.8116602,52.3776535,True,3.0,2548.0,1070.2043082650844,2.0,1195.0,512.0,"[['WALK', 355, 458], ['BUS', 223, 1127], ['WALK', 121, 157], ['SUBWAY', 724, 7361], ['WALK', 163, 214], ['TRAM', 248, 1636], ['WALK', 202, 240]]",9165
712,715,46422040,295657395,2020-10-27 17:53:00,1900-01-01 18:07:00,0 days 00:14:00,4.8117871,52.3790731,4.8947991,52.3422967,True,3.0,2417.0,1553.69909772374,1.0,1005.0,134.0,"[['WALK', 329, 402], ['TRAM', 246, 1693], ['WALK', 196, 257], ['SUBWAY', 759, 7374], ['WALK', 753, 892]]",8751
724,727,46399371,46377676,2020-10-27 17:11:00,1900-01-01 17:28:00,0 days 00:17:00,4.8272391,52.3743179,4.92974,52.36978,True,3.0,2620.0,263.2983909740107,1.0,2241.0,160.0,"[['WALK', 36, 32], ['TRAM', 442, 2102], ['WALK', 100, 129], ['TRAM', 1799, 7037], ['WALK', 83, 101]]",8202
728,731,46411733,46241345,2020-10-27 17:00:00,1900-01-01 17:13:00,0 days 00:13:00,4.8210524,52.376856,4.9449975,52.3385777,True,3.0,3750.0,816.4555639008828,1.0,2955.0,126.0,"[['WALK', 116, 132], ['TRAM', 2206, 8820], ['TRAM', 749, 3425], ['WALK', 553, 684]]",11507
731,734,46244835,46391899,2020-10-27 17:49:00,1900-01-01 18:01:00,0 days 00:12:00,4.9388043,52.3393751,4.8155456,52.3727,True,3.0,3028.0,1146.7627293138946,2.0,1792.0,320.0,"[['WALK', 63, 72], ['BUS', 477, 3258], ['WALK', 208, 273], ['SUBWAY', 1129, 11547], ['WALK', 163, 214], ['TRAM', 186, 1260], ['WALK', 482, 586]]",11550
735,738,3791098899,46402177,2020-10-27 17:16:00,1900-01-01 18:01:00,0 days 00:45:00,4.9228448,52.3563746,4.8102221,52.3748848,True,3.0,2870.0,1388.8968195382945,1.0,1439.0,323.0,"[['WALK', 725, 901], ['RAIL', 780, 8178], ['WALK', 219, 288], ['BUS', 659, 3971], ['WALK', 164, 198]]",9732
747,750,46295650,46406059,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.881654,52.3509727,4.8107545,52.3757068,True,3.0,2116.0,555.5573684114574,1.0,1557.0,92.0,"[['WALK', 222, 265], ['TRAM', 589, 2172], ['WALK', 48, 60], ['TRAM', 968, 4565], ['WALK', 197, 230]]",7296
753,756,2016733846,46402403,2020-10-27 17:22:00,1900-01-01 18:01:00,0 days 00:39:00,4.8591224,52.3252502,4.8302776,52.3749584,True,3.0,2082.0,1421.369789460268,1.0,770.0,165.0,"[['WALK', 411, 514], ['BUS', 300, 1776], ['WALK', 181, 236], ['SUBWAY', 470, 5145], ['WALK', 555, 669]]",7224
754,757,4799100474,2047973301,2020-10-27 17:41:00,1900-01-01 18:01:00,0 days 00:20:00,4.8197285,52.37293,4.8848972,52.3848206,True,3.0,2000.0,1206.4638195399075,1.0,1045.0,4.0,"[['WALK', 157, 184], ['TRAM', 582, 2808], ['WALK', 615, 814], ['BUS', 463, 2403], ['WALK', 179, 207]]",6042
767,770,2821156681,46301374,2020-10-27 17:34:00,1900-01-01 17:48:00,0 days 00:14:00,4.8086736,52.3734913,4.9010777,52.3523859,True,3.0,2926.0,1040.85444360007,1.0,1940.0,149.0,"[['WALK', 459, 563], ['TRAM', 1026, 4476], ['WALK', 51, 64], ['TRAM', 914, 3517], ['WALK', 327, 412]]",8358
775,778,46405876,46382043,2020-10-27 17:17:00,1900-01-01 17:34:00,0 days 00:17:00,4.8273073,52.37566,4.9200619,52.3706732,True,3.0,2544.0,360.7810676618461,2.0,2071.0,163.0,"[['WALK', 138, 158], ['TRAM', 524, 2361], ['BUS', 977, 4826], ['BUS', 570, 2943], ['WALK', 172, 201]]",7604
782,785,46529277,46378387,2020-10-27 17:31:00,1900-01-01 18:01:00,0 days 00:30:00,4.9245333,52.407879,4.8304939,52.3700044,True,3.0,2829.0,976.2795488634824,2.0,1827.0,199.0,"[['WALK', 114, 125], ['BUS', 229, 1108], ['WALK', 158, 207], ['SUBWAY', 254, 3527], ['WALK', 69, 87], ['TRAM', 1344, 4674], ['WALK', 462, 555]]",11472
785,788,46548443,46405384,2020-10-27 17:56:00,1900-01-01 18:11:00,0 days 00:15:00,4.8919184,52.414081,4.8261892,52.3755835,True,3.0,2516.0,1809.098827052155,1.0,935.0,134.0,"[['WALK', 276, 337], ['BUS', 646, 6189], ['WALK', 337, 445], ['SUBWAY', 289, 3185], ['WALK', 834, 1025]]",9829
788,791,1582427317,6721680607,2020-10-27 17:09:00,1900-01-01 17:22:00,0 days 00:13:00,4.8176463,52.3725788,4.9532654,52.4217992,True,3.0,2572.0,925.088097736646,1.0,1544.0,283.0,"[['WALK', 455, 564], ['BUS', 464, 3256], ['WALK', 199, 261], ['BUS', 1080, 12032], ['WALK', 91, 98]]",14202
791,794,46395403,1291468024,2020-10-27 17:10:00,1900-01-01 17:43:00,0 days 00:33:00,4.8328111,52.3734466,4.9040101,52.3683259,True,3.0,2196.0,607.2974661561701,0.0,1449.0,242.0,"[['WALK', 333, 401], ['SUBWAY', 1449, 14306], ['WALK', 172, 205]]",6698
796,799,298220969,46396361,2020-10-27 17:50:00,1900-01-01 18:01:00,0 days 00:11:00,4.8510354,52.3408789,4.8329024,52.3736395,True,3.0,1600.0,1096.351037583819,0.0,470.0,242.0,"[['WALK', 581, 730], ['SUBWAY', 470, 5145], ['WALK', 307, 365]]",5335
799,802,46406060,242060519,2020-10-27 17:03:00,1900-01-01 17:44:00,0 days 00:41:00,4.8196267,52.3757645,4.9094508,52.3578983,True,3.0,2370.0,268.72025563418487,1.0,1992.0,149.0,"[['WALK', 86, 100], ['TRAM', 930, 3852], ['WALK', 51, 64], ['TRAM', 1062, 4216], ['WALK', 92, 103]]",8167
800,803,46360239,46366881,2020-10-27 17:55:00,1900-01-01 18:01:00,0 days 00:06:00,4.8575444,52.3659847,4.8320192,52.3674561,True,3.0,1133.0,1129.3542255577715,0.0,232.0,2.0,"[['WALK', 404, 512], ['BUS', 232, 1176], ['WALK', 495, 617]]",2746
802,805,46399568,46562099,2020-10-27 17:12:00,1900-01-01 17:25:00,0 days 00:13:00,4.8153737,52.3743773,4.9123483,52.4186834,True,3.0,3577.0,1605.427375931771,1.0,1726.0,583.0,"[['WALK', 260, 318], ['BUS', 617, 4097], ['WALK', 199, 261], ['BUS', 1109, 6503], ['WALK', 809, 1024]]",15185
813,816,46182328,46378533,2020-10-27 17:00:00,1900-01-01 17:26:00,0 days 00:26:00,4.885607,52.3257489,4.8333772,52.3699562,True,3.0,2236.0,1041.9604060033437,1.0,1127.0,255.0,"[['WALK', 204, 250], ['BUS', 403, 1869], ['WALK', 155, 202], ['SUBWAY', 724, 7361], ['WALK', 495, 588]]",8327
814,817,428763763,2016695222,2020-10-27 17:45:00,1900-01-01 18:30:00,0 days 00:45:00,4.8346272,52.3727474,4.8892931,52.3299095,True,3.0,2152.0,1401.3466390798153,0.0,759.0,242.0,"[['WALK', 252, 295], ['SUBWAY', 759, 7374], ['WALK', 899, 1105]]",7905
815,818,46188786,46366150,2020-10-27 17:00:00,1900-01-01 17:26:00,0 days 00:26:00,4.8898661,52.327384,4.8286954,52.3673353,True,3.0,2147.0,1218.0496165317825,1.0,919.0,255.0,"[['WALK', 147, 185], ['BUS', 282, 1246], ['WALK', 155, 202], ['SUBWAY', 637, 6530], ['WALK', 671, 829]]",8017
816,819,46381171,46208353,2020-10-27 17:45:00,1900-01-01 18:30:00,0 days 00:45:00,4.8319167,52.3704573,4.88321,52.33211,True,3.0,2487.0,1823.18950373999,0.0,759.0,242.0,"[['WALK', 592, 722], ['SUBWAY', 759, 7374], ['WALK', 894, 1099]]",7159
819,822,46539227,46395403,2020-10-27 17:21:00,1900-01-01 18:01:00,0 days 00:40:00,4.7686145,52.4109585,4.8328111,52.3734466,True,3.0,3029.0,1879.8833984878704,1.0,1249.0,315.0,"[['WALK', 980, 1278], ['BUS', 1080, 7224], ['WALK', 152, 199], ['SUBWAY', 169, 2100], ['WALK', 333, 401]]",8903
820,823,46545642,46397956,2020-10-27 17:20:00,1900-01-01 18:01:00,0 days 00:41:00,4.8741722,52.4132173,4.8134551,52.3739942,True,3.0,2813.0,746.1152405935584,2.0,1619.0,585.0,"[['WALK', 426, 524], ['BUS', 360, 2596], ['WALK', 4, 1], ['BUS', 600, 7040], ['WALK', 13, 13], ['BUS', 659, 3971], ['WALK', 166, 205]]",10829
837,840,46483732,46447119,2020-10-27 17:45:00,1900-01-01 18:00:00,0 days 00:15:00,4.9501109,52.3930332,4.8473872,52.3845333,True,3.0,2632.0,926.4430601447596,2.0,1487.0,413.0,"[['WALK', 88, 105], ['BUS', 594, 3755], ['WALK', 115, 149], ['SUBWAY', 107, 1727], ['WALK', 225, 296], ['BUS', 786, 4399], ['WALK', 304, 374]]",10480
849,852,46478784,46396577,2020-10-27 17:35:00,1900-01-01 17:49:00,0 days 00:14:00,4.9161642,52.3919282,4.8177515,52.3737274,True,3.0,2590.0,1013.764533818016,2.0,1442.0,296.0,"[['WALK', 327, 369], ['BUS', 600, 4610], ['WALK', 140, 183], ['RAIL', 360, 5385], ['WALK', 46, 57], ['BUS', 482, 3408], ['WALK', 339, 402]]",11382
853,856,46278721,46393238,2020-10-27 17:23:00,1900-01-01 18:01:00,0 days 00:38:00,4.9018121,52.3467872,4.8145889,52.3730066,True,3.0,2444.0,1197.9909473594205,2.0,1288.0,198.0,"[['WALK', 207, 251], ['TRAM', 378, 1608], ['WALK', 121, 157], ['SUBWAY', 724, 7361], ['WALK', 163, 214], ['TRAM', 186, 1260], ['WALK', 467, 575]]",8447
859,862,46399568,46572015,2020-10-27 17:02:00,1900-01-01 17:14:00,0 days 00:12:00,4.8153737,52.3743773,4.8892277,52.42255,True,3.0,2386.0,1133.741654128509,1.0,1256.0,227.0,"[['WALK', 260, 318], ['BUS', 617, 4097], ['WALK', 195, 255], ['BUS', 639, 6622], ['WALK', 448, 559]]",9170
861,864,46523861,46420816,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9119735,52.4062681,4.8143401,52.3788361,True,3.0,3317.0,875.4322481138718,1.0,2251.0,370.0,"[['WALK', 171, 209], ['BUS', 1657, 12509], ['WALK', 172, 225], ['BUS', 594, 3655], ['WALK', 353, 440]]",12445
862,865,46564443,46383551,2020-10-27 17:49:00,1900-01-01 18:01:00,0 days 00:12:00,4.8997096,52.4196503,4.8310523,52.3708846,True,3.0,2393.0,1728.9159398342674,1.0,870.0,134.0,"[['WALK', 450, 547], ['BUS', 581, 5773], ['WALK', 337, 445], ['SUBWAY', 289, 3185], ['WALK', 602, 735]]",9678
869,872,46415227,46184405,2020-10-27 17:39:00,1900-01-01 18:21:00,0 days 00:42:00,4.8122018,52.3775993,4.8730951,52.3261751,True,3.0,2493.0,1080.9807669106217,2.0,1478.0,164.0,"[['WALK', 165, 193], ['TRAM', 246, 1693], ['WALK', 196, 257], ['SUBWAY', 759, 7374], ['WALK', 101, 130], ['BUS', 473, 2194], ['WALK', 389, 498]]",9015
879,882,2613148043,46290084,2020-10-27 17:56:00,1900-01-01 18:17:00,0 days 00:21:00,4.8282236,52.3624225,4.8851042,52.3496887,True,3.0,1931.0,1265.2962556277316,1.0,733.0,177.0,"[['WALK', 536, 647], ['SUBWAY', 485, 5508], ['WALK', 262, 345], ['BUS', 248, 1298], ['WALK', 223, 272]]",5596
886,889,46318463,46330241,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9265261,52.3561295,4.8219384,52.358705,True,3.0,2506.0,1006.1793232992576,0.0,1687.0,2.0,"[['WALK', 440, 531], ['TRAM', 1687, 7623], ['WALK', 377, 474]]",8382
899,902,46342860,46310766,2020-10-27 17:17:00,1900-01-01 18:01:00,0 days 00:44:00,4.9440153,52.3615667,4.8208604,52.3544278,True,3.0,2752.0,869.0714887090433,1.0,1952.0,70.0,"[['WALK', 79, 87], ['TRAM', 265, 1272], ['TRAM', 1687, 7623], ['WALK', 651, 781]]",9478
907,910,46342623,46242934,2020-10-27 17:36:00,1900-01-01 17:47:00,0 days 00:11:00,4.8231468,52.3615357,4.9015905,52.3390029,True,3.0,2407.0,1427.1485714211956,1.0,906.0,358.0,"[['WALK', 833, 1032], ['SUBWAY', 671, 6560], ['WALK', 135, 176], ['BUS', 235, 1157], ['WALK', 175, 217]]",7536
909,912,46305299,46267226,2020-10-27 17:40:00,1900-01-01 17:55:00,0 days 00:15:00,4.8268075,52.3531951,4.9178465,52.344379,True,3.0,2141.0,1112.6112481090315,1.0,1045.0,180.0,"[['WALK', 239, 285], ['BUS', 180, 508], ['WALK', 126, 164], ['SUBWAY', 865, 9196], ['WALK', 551, 662]]",7708
919,922,46337902,359760818,2020-10-27 17:58:00,1900-01-01 18:01:00,0 days 00:03:00,4.8374448,52.3604664,4.8271847,52.3562192,True,3.0,769.0,662.5701729252588,0.0,229.0,2.0,"[['WALK', 435, 530], ['BUS', 229, 1574], ['WALK', 103, 132]]",1591
923,926,46307522,46179537,2020-10-27 17:25:00,1900-01-01 17:59:00,0 days 00:34:00,4.8241464,52.3536809,4.8877041,52.3249542,True,3.0,2588.0,641.3429548845735,0.0,2081.0,2.0,"[['WALK', 278, 344], ['BUS', 2081, 9130], ['WALK', 227, 296]]",7354
925,928,2842814140,46335264,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.8540694,52.3480166,4.8249929,52.35994,True,3.0,1559.0,1037.0810300618923,0.0,700.0,2.0,"[['WALK', 285, 341], ['BUS', 700, 3577], ['WALK', 572, 694]]",3531
926,929,4381536024,4742122624,2020-10-27 17:06:00,1900-01-01 18:04:00,0 days 00:58:00,4.9146181,52.4017563,4.8306353,52.3523817,True,3.0,3027.0,1436.6308872033674,1.0,1847.0,20.0,"[['WALK', 266, 326], ['BUS', 1607, 12184], ['WALK', 162, 211], ['RAIL', 240, 3520], ['WALK', 732, 898]]",12470
937,940,46472491,46339320,2020-10-27 17:15:00,1900-01-01 18:01:00,0 days 00:46:00,4.9089873,52.3903364,4.82243,52.36086,True,3.0,3056.0,1808.0380300570523,1.0,1260.0,342.0,"[['WALK', 393, 475], ['BUS', 600, 4610], ['WALK', 140, 183], ['RAIL', 660, 8905], ['WALK', 921, 1149]]",11806
951,954,46311137,46252254,2020-10-27 17:04:00,1900-01-01 17:17:00,0 days 00:13:00,4.8294768,52.3544955,4.9508125,52.3410774,True,3.0,3042.0,852.4706917203952,1.0,2264.0,80.0,"[['WALK', 459, 560], ['TRAM', 1420, 6191], ['TRAM', 844, 3767], ['WALK', 239, 291]]",10047
965,968,46333591,402600893,2020-10-27 17:23:00,1900-01-01 17:37:00,0 days 00:14:00,4.8406106,52.3594417,4.9138249,52.3678372,True,3.0,2113.0,1053.500721795195,0.0,1248.0,2.0,"[['WALK', 192, 223], ['TRAM', 1248, 5248], ['WALK', 671, 829]]",6693
975,978,3187461411,46323085,2020-10-27 17:19:00,1900-01-01 17:33:00,0 days 00:14:00,4.8968672,52.3783375,4.8214192,52.3572265,True,3.0,1950.0,1528.3418270408606,0.0,660.0,2.0,"[['WALK', 480, 532], ['RAIL', 660, 8905], ['WALK', 808, 994]]",6717
976,979,46309445,46424347,2020-10-27 17:34:00,1900-01-01 17:49:00,0 days 00:15:00,4.8210062,52.3541496,4.8948344,52.3797107,True,3.0,2415.0,898.5382481106449,0.0,1677.0,2.0,"[['WALK', 413, 515], ['BUS', 1677, 8676], ['WALK', 323, 382]]",7094
995,998,46308191,46557039,2020-10-27 17:00:00,1900-01-01 17:46:00,0 days 00:46:00,4.8211613,52.3538735,4.9132692,52.4172847,True,3.0,3331.0,1213.5870526244464,2.0,2101.0,271.0,"[['WALK', 429, 532], ['BUS', 1606, 16458], ['WALK', 151, 197], ['BUS', 240, 2900], ['BUS', 255, 1870], ['WALK', 379, 483]]",12566
1019,1022,6680305510,46311084,2020-10-27 17:52:00,1900-01-01 18:01:00,0 days 00:09:00,4.8670426,52.3956646,4.8286936,52.3544849,True,3.0,2440.0,1677.8467368293686,1.0,883.0,221.0,"[['WALK', 646, 805], ['BUS', 540, 2943], ['WALK', 111, 143], ['SUBWAY', 343, 3695], ['WALK', 579, 727]]",7146
1041,1044,46335194,46481428,2020-10-27 17:01:00,1900-01-01 17:09:00,0 days 00:08:00,4.8238061,52.35993,4.8655279,52.3926909,True,3.0,2205.0,1569.9377368277544,1.0,818.0,129.0,"[['WALK', 772, 944], ['RAIL', 240, 3520], ['WALK', 233, 307], ['BUS', 578, 3421], ['WALK', 253, 318]]",6470
1052,1055,1655770346,46376597,2020-10-27 17:31:00,1900-01-01 18:04:00,0 days 00:33:00,4.82326,52.3589814,4.9192301,52.3696359,True,3.0,2265.0,1192.281202996832,1.0,992.0,314.0,"[['WALK', 761, 932], ['RAIL', 660, 8889], ['WALK', 168, 220], ['BUS', 332, 1960], ['WALK', 30, 38]]",8329
1065,1068,46561126,46331553,2020-10-27 17:49:00,1900-01-01 18:01:00,0 days 00:12:00,4.9046052,52.4186542,4.8325946,52.3590831,True,3.0,2284.0,1169.9896240424152,1.0,1080.0,229.0,"[['WALK', 554, 681], ['BUS', 840, 6012], ['WALK', 73, 94], ['RAIL', 240, 3520], ['WALK', 348, 393]]",11171
1069,1072,46306634,46388668,2020-10-27 17:00:00,1900-01-01 17:33:00,0 days 00:33:00,4.8255315,52.3535325,4.8995252,52.3721517,True,3.0,2170.0,577.893631572409,1.0,1365.0,334.0,"[['WALK', 225, 276], ['BUS', 198, 1330], ['WALK', 108, 140], ['SUBWAY', 1167, 12059], ['WALK', 138, 160]]",7659
1070,1073,46310766,46347931,2020-10-27 17:33:00,1900-01-01 17:50:00,0 days 00:17:00,4.8208604,52.3544278,4.9139489,52.362854,True,3.0,2303.0,973.0810601366928,0.0,1491.0,2.0,"[['WALK', 622, 747], ['TRAM', 1491, 6498], ['WALK', 188, 225]]",7649
1078,1081,46521802,46336153,2020-10-27 17:21:00,1900-01-01 18:01:00,0 days 00:40:00,4.9174574,52.4056089,4.8216691,52.3601254,True,3.0,3171.0,1195.1989774358333,2.0,1737.0,482.0,"[['WALK', 202, 236], ['BUS', 213, 1167], ['WALK', 151, 197], ['SUBWAY', 495, 5609], ['WALK', 92, 119], ['TRAM', 1029, 4879], ['WALK', 507, 641]]",12732
1087,1090,46347631,46244537,2020-10-27 17:26:00,1900-01-01 18:14:00,0 days 00:48:00,4.8302408,52.3627163,4.9476786,52.3393435,True,3.0,2975.0,1381.7369473578071,1.0,1455.0,406.0,"[['WALK', 401, 485], ['SUBWAY', 1113, 10726], ['WALK', 125, 163], ['BUS', 342, 2670], ['WALK', 588, 732]]",10534
1099,1102,2012191608,6903665719,2020-10-27 17:06:00,1900-01-01 17:39:00,0 days 00:33:00,4.8275155,52.3622259,4.9289107,52.3750294,True,3.0,2799.0,758.26948119841,1.0,2128.0,71.0,"[['WALK', 71, 88], ['BUS', 408, 2109], ['WALK', 108, 140], ['TRAM', 1720, 6639], ['WALK', 421, 529]]",8202
1101,1104,46529561,4742122645,2020-10-27 17:03:00,1900-01-01 18:01:00,0 days 00:58:00,4.9151902,52.4078174,4.8294775,52.3520833,True,3.0,2986.0,1305.6788872098211,2.0,1393.0,538.0,"[['WALK', 127, 155], ['BUS', 395, 2615], ['WALK', 125, 163], ['SUBWAY', 753, 7441], ['WALK', 44, 54], ['SUBWAY', 245, 3410], ['WALK', 759, 931]]",12972
1110,1113,46178256,46330241,2020-10-27 17:54:00,1900-01-01 18:01:00,0 days 00:07:00,4.8900375,52.3247331,4.8219384,52.358705,True,3.0,2232.0,1417.16399999032,1.0,832.0,255.0,"[['WALK', 131, 156], ['BUS', 282, 1246], ['WALK', 155, 202], ['SUBWAY', 550, 5762], ['WALK', 859, 1057]]",7973
1124,1127,1602707048,46306634,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.9338876,52.3654783,4.8255315,52.3535325,True,3.0,2899.0,1347.7592481090314,0.0,1809.0,2.0,"[['WALK', 562, 696], ['TRAM', 1809, 8130], ['WALK', 526, 651]]",8422
1153,1156,46314362,46435845,2020-10-27 17:31:00,1900-01-01 17:59:00,0 days 00:28:00,4.8256857,52.355163,4.8835264,52.3820059,True,3.0,2148.0,632.0227894667213,0.0,1629.0,2.0,"[['WALK', 156, 187], ['BUS', 1629, 8378], ['WALK', 361, 444]]",6269
1166,1169,4742119608,1280741370,2020-10-27 17:21:00,1900-01-01 17:38:00,0 days 00:17:00,4.8302391,52.3520879,4.9129092,52.3708011,True,3.0,1927.0,1217.2096917203953,1.0,942.0,14.0,"[['WALK', 761, 945], ['RAIL', 660, 8889], ['WALK', 168, 220], ['BUS', 282, 1485], ['WALK', 42, 50]]",8136
1171,1174,46318919,46451212,2020-10-27 17:06:00,1900-01-01 17:37:00,0 days 00:31:00,4.8266065,52.3562085,4.8892363,52.3855214,True,3.0,2143.0,509.4301428520723,0.0,1723.0,2.0,"[['WALK', 157, 188], ['BUS', 1723, 8378], ['WALK', 261, 321]]",6683
1176,1179,46420852,46338042,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.9302494,52.3788851,4.8220831,52.360514,True,3.0,2425.0,1344.1806541252822,1.0,1291.0,65.0,"[['WALK', 52, 64], ['BUS', 631, 3230], ['WALK', 135, 175], ['RAIL', 660, 8905], ['WALK', 882, 1104]]",9201
1179,1182,46450590,46312206,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.918963,52.3854209,4.8207138,52.3547127,True,3.0,3017.0,1600.4009022343137,1.0,1377.0,315.0,"[['WALK', 570, 682], ['SUBWAY', 348, 3923], ['WALK', 92, 119], ['TRAM', 1029, 4879], ['WALK', 663, 798]]",11854
1203,1206,46247628,46315760,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.9525413,52.3401356,4.8304121,52.3554797,True,3.0,3010.0,713.6919548781202,1.0,2217.0,204.0,"[['WALK', 171, 219], ['TRAM', 1365, 6190], ['TRAM', 852, 3964], ['WALK', 418, 494]]",10138
1217,1220,46309783,457209293,2020-10-27 17:07:00,1900-01-01 17:22:00,0 days 00:15:00,4.8168073,52.354195,4.9086061,52.3764908,True,3.0,2750.0,2530.3632180116456,0.0,660.0,2.0,"[['WALK', 1227, 1519], ['RAIL', 660, 8889], ['WALK', 861, 1009]]",8156
