,P_P1_WOM_U,P_P1_MARKETING_U,P_P1_EXPERIENCE_U,P_P1_SHARE,P_P2_WOM_U,P_P2_MARKETING_U,P_P2_EXPERIENCE_U,P_P2_SHARE,V_P1_WOM_U,V_P1_MARKETING_U,V_P1_EXPERIENCE_U,V_P1_SHARE,V_P2_WOM_U,V_P2_MARKETING_U,V_P2_EXPERIENCE_U,V_P2_SHARE
0,0.010000000000000163,0.011646476351982293,0.010000000000000163,0.0,0.010000000000000163,0.01164647635198227,0.010000000000000163,0.0,0.010000000000000007,0.011646476351981943,0.010000000000000007,0.0,0.010000000000000007,0.011646476351981943,0.010000000000000007,0.0
1,0.010000415988469692,0.013462378022863753,0.010018840893999905,0.004,0.010000326265466458,0.01352288706532782,0.010013280913519499,0.0075,0.010000326265466297,0.013534988873820208,0.010000000000000007,0.01,0.010000326265466297,0.013777025043676516,0.010000000000000007,0.01
2,0.010001021120956164,0.015652647781525333,0.010066070577947074,0.0155,0.010001035906347936,0.015652647781525354,0.01003730977397408,0.0215,0.010001180184972208,0.015665537565514778,0.010027575950481397,0.015,0.010001300007178962,0.01602859182029925,0.010041616044520418,0.01
3,0.01000220842723324,0.017963147649617775,0.010114709058931897,0.0295,0.010002277471622929,0.01799708914860503,0.010155757341280042,0.026,0.010002195430847856,0.017917104342137523,0.010155194496627676,0.02,0.010002192958955804,0.01911152568147763,0.010082992084658633,0.035
4,0.010003892255399008,0.020788509454421754,0.010224593020471243,0.0365,0.010004068402262768,0.020808773193922044,0.010292020173001027,0.037,0.010003412583746605,0.021234194618201495,0.010199724594566674,0.035,0.010002762117416672,0.021597248872985957,0.010300962839245833,0.025
5,0.010006543754906172,0.02379240199100486,0.010373856724050603,0.0435,0.010006535754662867,0.023899138684037462,0.010468952263773385,0.0405,0.010005669840130687,0.024203990149422448,0.010616491841360234,0.035,0.010004755342445977,0.024559164649236184,0.010404851323476934,0.045
6,0.0100096837765996,0.0272393335888397,0.010529518250545718,0.0545,0.010009725310431766,0.027432544379731066,0.010775416011871897,0.0425,0.010009493794816311,0.02752108042548643,0.01117947339091842,0.04,0.010009813178537538,0.028643317273473436,0.010426365907028041,0.07
7,0.010013649964434594,0.031067646758398283,0.011011983657244645,0.058,0.010013534273110044,0.03181412154827301,0.010956441314571906,0.06,0.010014384942574847,0.03215545355670352,0.011216143831215013,0.085,0.010012705511786645,0.03231558204935117,0.01120557562007983,0.03
8,0.0100193039522035,0.035273577750674245,0.011182091907032796,0.0575,0.010019597048758083,0.03580934174819173,0.011366437482562712,0.064,0.010020670564849263,0.035125249087924484,0.011698945464196427,0.04,0.010018139339001699,0.035802524003918375,0.011480878440507481,0.075
9,0.010024927318482922,0.03963213323708783,0.011460955911011326,0.0585,0.010025493856203688,0.040185947312712904,0.01168845152167135,0.0685,0.010027898052643616,0.041009213286540544,0.012833766907740572,0.045,0.010025105566928658,0.04029068472154442,0.012103651969957507,0.05
