trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_1_trip_2_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2805,
block_1_trip_3_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_4_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_5_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_6_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_7_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_8_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_9_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_10_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_11_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_12_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_13_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_14_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_15_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_16_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_17_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_18_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_19_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_20_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_21_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_22_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_23_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_24_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_25_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_26_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_27_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_28_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_29_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_30_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_31_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_32_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_33_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_34_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_35_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_36_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_37_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_38_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_39_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_40_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_41_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_42_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_43_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_44_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_45_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_46_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_47_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_48_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_49_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_50_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_51_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_52_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_53_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_54_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_55_service_1,route_1,service_1,Salwator,"",1,block_1,shape_2800,
block_1_trip_56_service_1,route_1,service_1,Kopiec Kościuszki,"",0,block_1,shape_2799,
block_1_trip_57_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_1_trip_58_service_1,route_2,service_1,Kopiec Kościuszki,"",1,block_1,shape_2803,
block_1_trip_59_service_1,route_2,service_1,Os. Podwawelskie,"",0,block_1,shape_2802,
block_22_trip_2_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_3_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_4_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_5_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_6_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_7_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_8_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_9_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_10_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_11_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_12_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_13_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_14_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_15_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_16_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_17_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_18_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_19_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_22_trip_20_service_1,route_660,service_1,Pleszów,"",0,block_22,shape_4339,
block_34_trip_2_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_3_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_4_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_5_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_6_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_7_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_8_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_9_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_12_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_13_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_14_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_15_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_16_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_17_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_18_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_19_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_20_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_21_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_34_trip_22_service_1,route_137,service_1,Kliny Poranne,"",0,block_34,shape_5044,
block_34_trip_23_service_1,route_137,service_1,Borek Fałęcki,"",1,block_34,shape_5047,
block_47_trip_2_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_47,shape_3903,
block_47_trip_3_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_4_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_5_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_6_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_7_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_8_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_9_service_1,route_130,service_1,Ugorek,"",0,block_47,shape_3902,
block_47_trip_10_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_47,shape_3903,
block_47_trip_11_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_12_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_13_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_14_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_15_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_16_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_17_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_18_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_19_service_1,route_130,service_1,Ugorek,"",0,block_47,shape_3902,
block_47_trip_20_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_47,shape_3903,
block_47_trip_21_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_47_trip_22_service_1,route_18,service_1,Os. Podwawelskie,"",1,block_47,shape_2920,
block_47_trip_23_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",0,block_47,shape_2919,
block_52_trip_2_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_6242,
block_52_trip_3_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2936,
block_52_trip_4_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_6242,
block_52_trip_5_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2931,
block_52_trip_6_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_52_trip_7_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2936,
block_52_trip_8_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_52_trip_9_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2936,
block_52_trip_10_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_52_trip_11_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2936,
block_52_trip_12_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_6242,
block_52_trip_13_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_6243,
block_52_trip_14_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_52_trip_15_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_6243,
block_52_trip_16_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_52_trip_17_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2936,
block_52_trip_18_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2930,
block_52_trip_19_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2931,
block_52_trip_20_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_52_trip_21_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2936,
block_52_trip_22_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2930,
block_52_trip_23_service_1,route_19,service_1,Mały Płaszów P+R,"",1,block_52,shape_2931,
block_52_trip_24_service_1,route_19,service_1,Rżąka,"",0,block_52,shape_2935,
block_60_trip_2_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_3_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_4_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_5_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_6_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_7_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_8_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_9_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_10_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_11_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_12_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_13_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_14_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_15_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_16_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_17_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_18_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_19_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_20_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_21_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_60_trip_22_service_1,route_21,service_1,Prądnik Czerwony,"",0,block_60,shape_2944,
block_60_trip_23_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_60,shape_2945,
block_64_trip_2_service_1,route_22,service_1,Dworzec Główny Zachód,"",1,block_64,shape_2954,
block_64_trip_3_service_1,route_22,service_1,Czyżyny Dworzec,"",0,block_64,shape_2953,
block_64_trip_4_service_1,route_22,service_1,Dworzec Główny Zachód,"",1,block_64,shape_2954,
block_64_trip_5_service_1,route_22,service_1,Czyżyny Dworzec,"",0,block_64,shape_2953,
block_64_trip_8_service_1,route_22,service_1,Dworzec Główny Zachód,"",1,block_64,shape_2954,
block_64_trip_9_service_1,route_22,service_1,Czyżyny Dworzec,"",0,block_64,shape_2953,
block_64_trip_10_service_1,route_22,service_1,Dworzec Główny Zachód,"",1,block_64,shape_2954,
block_64_trip_11_service_1,route_22,service_1,Czyżyny Dworzec,"",0,block_64,shape_2953,
block_64_trip_12_service_1,route_22,service_1,Dworzec Główny Zachód,"",1,block_64,shape_2954,
block_64_trip_13_service_1,route_22,service_1,Czyżyny Dworzec,"",0,block_64,shape_2953,
block_88_trip_2_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_3_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_88_trip_4_service_1,route_25,service_1,Nowy Bieżanów P+R,"",0,block_88,shape_2987,
block_88_trip_5_service_1,route_25,service_1,Łagiewniki,"",1,block_88,shape_2988,
block_88_trip_6_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_7_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_88_trip_8_service_1,route_25,service_1,Nowy Bieżanów P+R,"",0,block_88,shape_2987,
block_88_trip_9_service_1,route_25,service_1,Łagiewniki,"",1,block_88,shape_2988,
block_88_trip_10_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_11_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_88_trip_12_service_1,route_25,service_1,Nowy Bieżanów P+R,"",0,block_88,shape_2987,
block_88_trip_13_service_1,route_25,service_1,Łagiewniki,"",1,block_88,shape_2988,
block_88_trip_14_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_15_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_88_trip_16_service_1,route_25,service_1,Nowy Bieżanów P+R,"",0,block_88,shape_2987,
block_88_trip_17_service_1,route_25,service_1,Łagiewniki,"",1,block_88,shape_2988,
block_88_trip_18_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_19_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_88_trip_20_service_1,route_25,service_1,Nowy Bieżanów P+R,"",0,block_88,shape_2987,
block_88_trip_21_service_1,route_25,service_1,Łagiewniki,"",1,block_88,shape_2988,
block_88_trip_22_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_23_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_88_trip_24_service_1,route_872,service_1,Golkowice Pętla,"",0,block_88,shape_5960,
block_88_trip_25_service_1,route_872,service_1,Łagiewniki,"",1,block_88,shape_5961,
block_103_trip_2_service_1,route_583,service_1,Przybyszewskiego,"",0,block_103,shape_5527,
block_103_trip_3_service_1,route_583,service_1,Kombinat,"",1,block_103,shape_5531,
block_103_trip_4_service_1,route_583,service_1,Przybyszewskiego,"",0,block_103,shape_3021,
block_103_trip_5_service_1,route_583,service_1,Kombinat,"",1,block_103,shape_5531,
block_103_trip_8_service_1,route_583,service_1,Przybyszewskiego,"",0,block_103,shape_3021,
block_103_trip_9_service_1,route_583,service_1,Kombinat,"",1,block_103,shape_5531,
block_103_trip_10_service_1,route_583,service_1,Przybyszewskiego,"",0,block_103,shape_3021,
block_103_trip_11_service_1,route_583,service_1,Kombinat,"",1,block_103,shape_5531,
block_104_trip_2_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_3_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_4_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_5_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_6_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_7_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_8_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_9_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_10_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_11_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_12_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_13_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_14_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_104_trip_15_service_1,route_583,service_1,Kombinat,"",1,block_104,shape_5531,
block_104_trip_16_service_1,route_583,service_1,Przybyszewskiego,"",0,block_104,shape_3021,
block_113_trip_2_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_3_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_4_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_5_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_6_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_7_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_8_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_9_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_10_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_11_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_12_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_13_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_14_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_15_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_16_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_17_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_18_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_19_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_20_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_21_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_22_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_23_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_24_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_25_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_26_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_27_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_28_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_29_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_30_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_31_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_32_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_33_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_113_trip_34_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_35_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3054,
block_113_trip_36_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_113,shape_3057,
block_113_trip_37_service_1,route_585,service_1,Os. Na Stoku,"",0,block_113,shape_3060,
block_114_trip_2_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_3_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_4_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3054,
block_114_trip_5_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_6_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3054,
block_114_trip_7_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_8_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3054,
block_114_trip_9_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_10_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_11_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_12_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_13_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_14_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_15_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_16_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_17_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_18_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_19_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_20_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3054,
block_114_trip_21_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_22_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3054,
block_114_trip_23_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_24_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3054,
block_114_trip_25_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_26_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_27_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_28_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_29_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_30_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_31_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_32_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_33_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_34_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_35_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3057,
block_114_trip_36_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_114_trip_37_service_1,route_585,service_1,Aleja Przyjaźni,"",1,block_114,shape_3055,
block_114_trip_38_service_1,route_585,service_1,Os. Na Stoku,"",0,block_114,shape_3060,
block_125_trip_2_service_1,route_587,service_1,Prądnik Biały,"",0,block_125,shape_3068,
block_125_trip_3_service_1,route_587,service_1,Rżąka,"",1,block_125,shape_3069,
block_125_trip_6_service_1,route_587,service_1,Prądnik Biały,"",0,block_125,shape_3068,
block_125_trip_7_service_1,route_587,service_1,Rżąka,"",1,block_125,shape_3069,
block_125_trip_10_service_1,route_587,service_1,Prądnik Biały,"",0,block_125,shape_3068,
block_125_trip_11_service_1,route_587,service_1,Rżąka,"",1,block_125,shape_3069,
block_125_trip_14_service_1,route_587,service_1,Prądnik Biały,"",0,block_125,shape_3068,
block_125_trip_15_service_1,route_587,service_1,Rżąka,"",1,block_125,shape_3069,
