x, y
1.9268303837420895, 1396.1814096706894
2.95121840931416, 1300.715832051859
3.9756097843765605, 1360.3818863457998
5.000001159438961, 1467.7804563204684
6.024389185011031, 1539.3795029702471
7.048780560073433, 1491.6464410321446
7.999998969387593, 1539.3795029702471
9.024390344449992, 1670.644057656592
9.975608753764153, 1992.8397675805973
11.000000128826551, 1968.9737828689208
12.024391503888953, 2136.037860880155
12.975609913203112, 2231.5034384989854
14.000001288265512, 2279.235954179713
14.951219697579672, 2386.6345241543813
16.04878068889998, 2505.966632742263
16.999999098214143, 2613.3652027169314
18.024390473276544, 2696.8972417225486
18.975608882590706, 2887.827850702834
20.000000257653106, 2541.766156067152
20.951218666967264, 2840.095335022106
22.048779658287575, 3210.0235606268393
23.00000141709206, 3126.491521621222
24.02438944266413, 3436.7542391893894
24.975611201468627, 3424.820700576176
25.999999227040696, 3353.2216539263973
26.951220985845186, 3436.7542391893894
27.975609011417255, 3687.3509024636155
29.000003735969983, 3663.484371494564
30.024391761542052, 3770.8829414692327
31.04877978711413, 3902.1480424129522
32.00000154591862, 3341.288661570559
33.02438957149069, 3914.0810347687907
33.97561133029517, 4224.343752336958
34.999999355867246, 4009.546612387621
36.02439408041998, 4427.207353673081
37.048782105992046, 4116.945182362289
38.00000386479654, 4105.011643749076
39.02439189036861, 4260.143275661847
39.9756136491731, 4486.873407967022
41.000001674745164, 4498.80640032286
42.024389700317236, 4606.205243426216
42.97561145912173, 4737.470071241249
43.9999994846938, 4367.541845636515
45.02439420924653, 4904.534695509858
45.97560926907036, 4952.267211190585
47.00000399362309, 4940.334218834747
48.02439201919516, 5226.730405433863
48.975613777999655, 5035.799523324889
50.00000180357171, 5083.532312134304
51.02438982914379, 4773.269594566138
51.97561158794827, 1157.5177387523013
52.99999961352035, 1634.8445343317026
54.02439433807309, 2923.6273740277234
54.97560939789691, 3281.622607276618
56.000004122449646, 3794.749472438284
57.02439214802171, 3758.9499491133943
58.048780173593784, 3448.6872315452274
58.92682896665003, 3054.8924749714433
59.951223691202756, 2899.761389316047
60.97561171677483, 2601.431664103718
61.99999974234691, 2625.2981950727694
62.951221501151394, 2720.7637726915996
63.97560952672347, 2780.4292807281654
65.0000042512762, 3102.6249906521707
66.02439227684826, 3257.7566225649416
66.97561403565275, 3233.8900915958907
68.00000206122482, 3389.0211772512866
68.95122382002931, 3484.486754870117
69.97561184560138, 3890.2145037997393
70.99999987117346, 4033.4125970992973
72.02439459572619, 3735.0834181443433
72.97560965555002, 3675.417363850402
74.00000438010275, 3878.281511443901
74.95121943992658, 3949.88055809368
75.97561416447931, 4176.610690398855
77.00000219005138, 4319.808783698413
78.02439021562344, 4331.742322311626
79.04878494017618, 4200.477221367906
80.07317296574826, 3997.6130737744074
