x, y
0, 623.8520998312868
0.4611646696449085, 880.7339572834254
0.8980578654380381, 1137.6124550021455
1.3106795873793888, 1504.5860571147123
1.6747572505403303, 1871.559659227279
2.0145634398494936, 2275.2282697377095
2.4271840507139912, 2605.503503718994
2.839805772655342, 2862.3853611711324
3.2281549096680635, 3229.35728341699
3.640776631609413, 3596.3292056628475
4.029125768622134, 4036.69618430456
4.441747490563484, 4477.063162946273
4.854369212504836, 4917.430141587985
5.194174290737146, 5467.888864890127
5.4854364212658995, 5981.650899927695
5.7524270779428734, 6532.109623229835
6.043689208471626, 7082.568346531976
6.4077668716325675, 7522.935325173689
6.7961160086452885, 7999.998992079974
7.208738841663492, 8366.97259419254
7.669902400231547, 8550.457715382116
8.08252523324975, 8880.7329493634
8.300971831146315, 9504.586729061397
8.543688791817807, 10201.833885288539
8.737865026939446, 10862.384353251107
8.95631162483601, 11559.633189344959
9.296116703068321, 12146.788600911672
9.63592178130063, 12697.247324213813
9.999999444461574, 13211.00935925138
10.364077107622515, 13761.468082553522
10.752427355712086, 14238.531749459808
11.14077760380166, 14678.89872810152
11.626213747298346, 14899.082217422378
12.063106943091475, 15045.870650347379
12.548543086588165, 14972.477273818233
13.033981452238557, 14825.68716102652
13.398059115399496, 14311.926805855663
13.737864193631806, 13834.861459082667
14.174757389424936, 13504.586225101384
14.635923170146697, 13614.677969761811
15.048543781011194, 13798.164770818095
15.24271779397913, 14532.110295176519
15.412621444172139, 15266.054139668235
15.606795457140068, 16036.696352291232
15.800971692261706, 16770.641876649657
15.995145705229644, 17467.889872810152
16.213592303126205, 18128.440340772722
16.432038901022775, 18752.293280537364
16.650485498919338, 19412.84374849993
16.868932096815904, 20073.3942164625
17.111651279641098, 20660.55046796257
17.35436824031259, 21284.40340772721
17.621360008066414, 21908.257187425206
17.888349553666536, 22605.50434365235
