,EXPERIENCE_U,WOM_U,MARKETING_U,OUT,plat_revenue,rh_U,alt_U,ACTUAL_WT,U_dif,mu,nDAYS_HAILED,INFORMED,MATCHING_T,VoT,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
0,0.010000000000000163,0.010000000000000163,0.011646476351982286,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,0.010000000000000163,0.01000032626546646,0.01352288706532783,14.0,36.076800000000006,-17.717846825396826,-11.31535035327813,8.859523809523811,0.5727874504839525,1.0,1.0,1.0,0.0,10.629999999999999,0.0,6727.142857142857,0.0,0.0,15.0,0.0,20.0,531.5714285714286,30.0,573.7142857142857,10.0,0.0,0.0,0.0
2,0.010000000000000163,0.010000994151196043,0.015795505556947965,26.0,71.53880000000001,-80.41020929487179,-11.464133110943022,12.043589743589745,6.798973859167641,1.0,1.0384615384615385,1.0,7.732692307692308,10.629999999999997,0.0,7592.7307692307695,61.84615384615385,0.0,2.3076923076923075,0.0,6.923076923076923,258.65384615384613,10.384615384615385,233.26923076923077,3.4615384615384617,0.0,0.0,402.11538461538464
3,0.010000000000000163,0.010002050035275576,0.01799630117310791,62.0,168.8004,-42.9953353046595,-11.251815206363931,12.087903225806452,2.7232874266660563,1.0,1.0483870967741935,1.0,5.0518817204301065,10.629999999999997,0.0,8240.161290322581,164.24193548387098,0.0,2.903225806451613,0.0,15.483870967741936,422.16129032258067,23.225806451612904,456.80645161290323,7.741935483870968,0.0,0.0,138.8709677419355
4,0.010000000000000163,0.010003407102703993,0.02088547942873933,83.0,204.37640000000005,-22.413570950468536,-10.884663901820621,10.796385542168673,1.1451123092766655,1.0,1.0843373493975903,1.0,2.4572289156626503,10.629999999999997,0.0,7415.674698795181,117.79518072289157,0.0,6.795180722891566,0.0,19.03614457831325,500.34939759036143,28.55421686746988,515.0843373493976,9.518072289156626,0.0,0.0,29.63855421686747
5,0.010000922437471482,0.010005629150860139,0.023951612465155713,82.0,209.386,-17.648992852303518,-10.743985287014594,9.04410569105691,0.8205186999442172,1.0,1.1585365853658536,1.0,0.3211382113821138,10.629999999999997,0.0,7197.426829268293,19.26829268292683,0.0,12.792682926829269,0.0,20.0,523.3780487804878,30.0,567.9146341463414,10.0,0.0,0.0,0.0
6,0.010002421655089543,0.010008650518362895,0.02764561909857944,121.0,325.18640000000005,-17.50801733241507,-10.847727979749676,6.476308539944903,0.7386624516733463,1.0,1.1074380165289257,1.0,0.018044077134986226,10.630000000000019,0.0,6957.611570247934,1.0826446280991735,0.0,14.87603305785124,0.0,20.0,387.495867768595,30.0,601.396694214876,10.0,0.0,0.0,0.0
7,0.01000620929220718,0.010012040366719708,0.031654642583319764,118.0,307.2116,-16.809583074387955,-11.17094163546865,5.865254237288135,0.529861199849488,1.0,1.2457627118644068,1.0,0.0,10.630000000000017,0.0,6944.406779661017,0.0,0.0,15.0,0.0,20.0,351.91525423728814,30.0,580.4322033898305,10.0,0.0,0.0,0.0
8,0.010006964537280809,0.010016215367568136,0.035813138660210214,127.0,314.2732,-21.599018591426066,-10.654465273604254,10.148556430446199,1.0876358788043363,1.0,1.3464566929133859,1.0,2.1649606299212607,10.630000000000024,0.0,7398.291338582677,100.84251968503936,0.0,7.2204724409448815,0.0,19.055118110236222,479.01574803149606,28.58267716535433,523.6220472440945,9.527559055118111,0.0,0.0,29.055118110236222
9,0.010007960900962835,0.010021202614989356,0.04067788046303878,112.0,269.35360000000003,-25.06013762400793,-10.541161544434079,10.625595238095233,1.4816204803037607,1.0,1.3035714285714286,1.0,2.119494047619048,10.630000000000011,0.0,7437.160714285715,72.25892857142857,0.0,8.821428571428571,0.0,18.214285714285715,510.36607142857144,27.321428571428573,483.24107142857144,9.107142857142858,0.0,0.0,54.910714285714285
10,0.01001938717468265,0.010027067019797423,0.045241379862659435,156.0,428.8088,-17.600104932336176,-11.24336781038643,5.743589743589744,0.6260262281005843,1.0,1.435897435897436,1.0,0.01730769230769231,10.63000000000004,0.0,7369.833333333333,1.0384615384615385,0.0,14.621794871794872,0.0,20.0,343.5769230769231,30.0,616.7371794871794,10.0,0.0,0.0,0.0
11,0.010020516847715315,0.010033782561717516,0.05075163014823266,144.0,371.1492,-16.472207330246928,-10.786568669162916,5.335069444444442,0.6365921928594076,1.0,1.6180555555555556,1.0,0.0,10.630000000000033,0.0,7232.930555555556,0.0,0.0,15.0,0.0,20.0,320.1041666666667,30.0,573.9305555555555,10.0,0.0,0.0,0.0
12,0.01002679143455744,0.010040855408914074,0.05656906819007297,171.0,446.31360000000006,-16.305378719948017,-10.98785604898746,4.336647173489283,0.5126510221778335,1.0,1.5964912280701755,1.0,0.0,10.630000000000045,0.0,7373.391812865497,0.0,0.0,15.0,0.0,20.0,260.19883040935673,30.0,582.046783625731,10.0,0.0,0.0,0.0
13,0.010029875014486232,0.010050216238361932,0.0628133413553092,149.0,382.49080000000004,-16.763883035048465,-10.68168301128841,6.326510067114096,0.6517067855464792,1.0,1.5973154362416107,1.0,0.012192393736017897,10.630000000000036,0.0,7866.476510067114,0.7315436241610739,0.0,14.899328859060402,0.0,20.0,378.8590604026846,30.0,571.3020134228188,10.0,0.0,0.0,0.0
