,P1_EXPERIENCE_U,P2_EXPERIENCE_U,P1_WOM_U,P2_WOM_U,P1_MARKETING_U,P2_MARKETING_U,P1_OUT,P2_OUT,P1_plat_revenue,P2_plat_revenue,P1_ACTUAL_WT,P2_ACTUAL_WT,P1_MATCHING_T,P2_MATCHING_T,P1_PICKUP_T,P2_PICKUP_T,PICKUP_T,P_U,PT_U,ACTUAL_WT,U_dif,OUT,mu,wu,nDAYS_HAILED,nDAYS_TRY,P1_INFORMED,P2_INFORMED,platform_id,plat_revenue,MATCHING_T,STARTS_DAY,REQUESTS_RIDE,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,ACCEPTS_OFFER,REJECTS_OFFER,ARRIVES_AT_PICKUP,MEETS_DRIVER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,SETS_OFF_FOR_DEST,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE
273,0.1512763581158882,0.06656744297780814,0.20232707204632033,0.14259614065424825,0.9528326847540741,0.9529820254302008,392.0,216.0,607.83752,371.59248,4.185501700680272,5.030015432098763,0.0,0.0014660493827160493,4.187542517006802,5.028549382716049,4.486321271929825,-11.190052494517545,-11.203209735424261,4.485526315789478,0.07240341282829008,0.0,1.0,1.0,74.98684210526316,76.77302631578948,1.0,1.0,1.355263157894737,1.6109046052631577,0.0005208333333333333,0.0,7273.758223684211,0.03125,0.0,14.975328947368421,0.0,20.0,269.10032894736844,30.0,523.6282894736842,10.0,0.0,0.0,0.0
274,0.1523470495329172,0.06656612140003278,0.2033418734823187,0.1432862386997425,0.9530444756351336,0.9532058282014971,418.0,210.0,644.0682400000001,374.18471999999997,4.745175438596491,8.196269841269839,0.0,0.45420634920634917,4.746929824561403,7.855877616747181,5.7766133333333345,-11.914412867126687,-11.340084348774898,5.899203821656045,0.11731118900632716,0.0,0.9952229299363057,1.0,75.36464968152866,77.18471337579618,1.0,1.0,1.3343949044585988,1.6214219108280246,0.15188428874734605,0.0,7225.246815286624,6.17515923566879,0.0,14.07484076433121,0.0,19.904458598726116,344.8391719745223,29.856687898089174,529.062101910828,9.952229299363058,0.0,0.0,2.9378980891719744
275,0.15378736716081243,0.06657149064045427,0.20445231102110897,0.1439544413562708,0.953250457758897,0.95341863996778,417.0,234.0,645.99528,421.28156,4.575579536370903,6.836680911680905,0.0,0.024572649572649572,4.577458033573142,6.813105413105411,5.3810547875064,-11.681656353473297,-11.462687859936896,5.388325652841783,0.05126877618338515,0.0,1.0,1.0,73.8678955453149,75.6436251920123,1.0,1.0,1.359447004608295,1.6394421505376369,0.008832565284178187,0.0,7148.279569892473,0.5299539170506913,0.0,14.834101382488479,0.0,20.0,322.7695852534562,30.0,533.457757296467,10.0,0.0,0.0,0.0
276,0.15488987159700768,0.06676833075417829,0.20584108172271615,0.14460275376848572,0.9534714564499887,0.9536230040079144,393.0,231.0,608.754,404.12260000000003,4.620356234096696,4.209956709956711,0.0,0.0,4.621798134011875,4.2099567099567095,4.469337606837607,-11.25492893963676,-11.249829779390572,4.468429487179491,0.05830580830008062,0.0,1.0,1.0,73.90544871794872,75.60897435897436,1.0,1.0,1.3701923076923077,1.6231996794871792,0.0,0.0,7157.0625,0.0,0.0,15.0,0.0,20.0,268.1057692307692,30.0,526.8317307692307,10.0,0.0,0.0,0.0
277,0.15580006428405643,0.06695326397323279,0.20718372721204836,0.1449845873390247,0.9536831194661151,0.9538289803801399,397.0,218.0,597.6164800000001,400.49324,5.599916036943745,3.9678134556574935,0.07783375314861461,0.0,5.52208228379513,3.970183486238532,4.971978319783197,-11.447837533875337,-11.288461832036276,5.021382113821138,0.05001876770356464,0.0,1.0,1.0,76.31382113821138,78.08617886178862,1.0,1.0,1.3544715447154472,1.6229426341463404,0.050243902439024386,0.0,7151.586991869919,3.0146341463414634,0.0,14.276422764227643,0.0,20.0,298.2682926829268,30.0,526.2439024390244,10.0,0.0,0.0,0.0
278,0.15590923079457572,0.06716141405740486,0.20807804548129064,0.1453481853721562,0.9538988158222625,0.9540265374833781,432.0,224.0,650.80456,395.50167999999996,7.740817901234567,4.719568452380956,1.0127700617283948,0.0,6.904275534441806,4.719717261904762,6.145607235142119,-12.265527604166662,-11.302172062702597,6.709171747967479,0.1481435428888523,0.0,0.9832317073170732,1.0,76.39176829268293,78.10670731707317,1.0,1.0,1.3414634146341464,1.5949790243902455,0.666946138211382,0.0,7250.661585365854,29.704268292682926,0.0,11.679878048780488,0.0,19.664634146341463,362.5335365853659,29.496951219512194,519.2210365853658,9.832317073170731,0.0,0.0,10.3125
279,0.15699633729104998,0.06751381818341423,0.20889148759955306,0.14622803134355333,0.954102493089347,0.954232179017415,423.0,235.0,638.8860000000001,441.40403999999995,4.455476753349096,4.528085106382977,0.0,0.0,4.456028368794326,4.530638297872341,4.482674772036474,-11.370602368287738,-11.273041442752971,4.48140830800405,0.07201250882356793,0.0,1.0,1.0,74.96504559270517,76.66869300911854,1.0,1.0,1.3571428571428572,1.641778176291795,0.0,0.0,7106.132218844985,0.0,0.0,15.0,0.0,20.0,268.88449848024317,30.0,532.9893617021277,10.0,0.0,0.0,0.0
280,0.15748337107986804,0.06778394668154084,0.20984745627045795,0.14676605631814166,0.9543098906442664,0.954433157821538,433.0,228.0,656.55312,394.93215999999995,6.201655119322554,4.201242690058479,0.41851424172440344,0.0,5.797955246913581,4.202266081871345,5.2467171717171714,-11.489798823331641,-11.20306423942494,5.511649016641451,0.06547317248407873,0.0,0.9984871406959153,1.0,77.11800302571861,78.821482602118,1.0,1.0,1.3449319213313162,1.5907492889561272,0.2741553202218861,0.0,7171.434190620273,15.51891074130106,0.0,12.841149773071104,0.0,19.969742813918305,314.249621785174,29.95461422087746,516.0453857791225,9.984871406959153,0.0,0.0,0.9304084720121029
281,0.15760998529067835,0.06811175096098836,0.21186766060188203,0.14750792192184503,0.9545158078077605,0.9546313912926802,434.0,231.0,675.32384,396.165,7.242050691244248,4.407936507936508,0.6160906298003074,0.0,6.672467130703789,4.41024531024531,5.883081570996978,-11.928156620718468,-11.198237764651058,6.2575689223057696,0.13435241877290882,0.0,0.9954887218045113,1.0,77.1593984962406,78.98345864661654,1.0,1.0,1.3473684210526315,1.6112614135338357,0.4020802005012532,0.0,7256.045112781955,21.350375939849624,0.0,12.717293233082707,0.0,19.909774436090224,351.32932330827066,29.86466165413534,525.1112781954887,9.954887218045112,0.0,0.0,2.774436090225564
282,0.15845941662006513,0.06824289105251963,0.21303058906911881,0.14821849184515704,0.9547182302321644,0.9548313890817933,398.0,230.0,608.30672,408.68435999999997,4.823450586264654,4.207608695652174,0.0,0.0,4.823911222780569,4.207608695652174,4.598195329087049,-11.276475614826609,-11.325029489215158,4.597903397027597,0.04798093980572647,0.0,1.0,1.0,78.60191082802548,80.36146496815287,1.0,1.0,1.3662420382165605,1.6194125477707002,0.0,0.0,7084.979299363057,0.0,0.0,15.0,0.0,20.0,275.87420382165607,30.0,525.0047770700637,10.0,0.0,0.0,0.0
