,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,0.0,[[0 0]],0,0,1.2,0.1,0.0,True
1,[[0 0]],1,8.2155,8.2155,[[21  1]],21,1,1.2,0.05,0.0,True
2,[[21  1]],1,0.0,0.0,[[38  4]],38,4,1.2,0.0,0.0,True
3,[[38  4]],2,0.0,0.0,[[51  4]],51,4,1.2,0.0,0.0,True
4,[[51  4]],1,0.0,0.0,[[67  7]],67,7,1.2,0.0,0.0,True
5,[[67  7]],1,0.0,0.0,[[99  7]],99,7,1.2,0.0,0.0,True
6,[[99  7]],0,37.700500000000005,37.700500000000005,[[103  10]],103,10,1.2,0.05,0.0,True
7,[[103  10]],1,0.0,0.0,[[128   8]],128,8,1.2,0.0,0.0,True
8,[[128   8]],0,49.18216,49.18216,[[139  16]],139,16,1.2,0.05,0.0,True
9,[[139  16]],1,0.0,0.0,[[147  10]],147,10,1.2,0.0,0.0,True
10,[[147  10]],1,0.0,0.0,[[141  13]],141,13,1.2,0.0,0.0,True
11,[[141  13]],1,0.0,0.0,[[137   9]],137,9,1.2,0.0,0.0,True
12,[[137   9]],1,0.0,0.0,[[152  18]],152,18,1.2,0.0,0.0,True
13,[[152  18]],2,0.0,0.0,[[138  12]],138,12,1.2,0.0,0.0,True
14,[[138  12]],2,0.0,0.0,[[138  11]],138,11,1.2,0.0,0.0,True
15,[[138  11]],1,0.0,0.0,[[149  18]],149,18,1.2,0.0,0.0,True
16,[[149  18]],2,0.0,0.0,[[170  18]],170,18,1.2,0.0,0.0,True
17,[[170  18]],2,0.0,0.0,[[173  17]],173,17,1.2,0.0,0.0,True
18,[[173  17]],0,62.11338,62.11338,[[168  15]],168,15,1.2,0.05,0.0,True
19,[[168  15]],1,0.0,0.0,[[138  20]],138,20,1.2,0.0,0.0,True
20,[[138  20]],0,63.83784000000001,63.83784000000001,[[165  18]],165,18,1.2,0.05,0.0,True
21,[[165  18]],2,70.17532,70.17532,[[187  14]],187,14,1.2,0.05,0.0,True
22,[[187  14]],1,0.0,0.0,[[172  18]],172,18,1.2,0.0,0.0,True
23,[[172  18]],0,58.355320000000006,58.355320000000006,[[157  17]],157,17,1.2,0.05,0.0,True
24,[[157  17]],2,62.045460000000006,62.045460000000006,[[165  16]],165,16,1.2,0.05,0.0,True
25,[[165  16]],0,119.78416,119.78416,[[158  16]],158,16,1.2,0.1,0.0,True
26,[[158  16]],2,106.01592,106.01592,[[144  21]],144,21,1.2,0.1,0.0,True
27,[[144  21]],1,56.18372,56.18372,[[146  21]],146,21,1.2,0.05,0.0,True
28,[[146  21]],1,0.0,0.0,[[156  23]],156,23,1.2,0.0,0.0,True
29,[[156  23]],0,59.59128,59.59128,[[162  12]],162,12,1.2,0.05,0.0,True
30,[[162  12]],2,58.70196,58.70196,[[156  29]],156,29,1.2,0.05,0.0,True
31,[[156  29]],1,0.0,0.0,[[172  20]],172,20,1.2,0.0,0.0,True
32,[[172  20]],1,0.0,0.0,[[157  12]],157,12,1.2,0.0,0.0,True
33,[[157  12]],0,56.21898,56.21898,[[150  20]],150,20,1.2,0.05,0.0,True
34,[[150  20]],1,0.0,0.0,[[159  12]],159,12,1.2,0.0,0.0,True
35,[[159  12]],2,0.0,0.0,[[152  22]],152,22,1.2,0.0,0.0,True
36,[[152  22]],0,55.76390000000001,55.76390000000001,[[161  13]],161,13,1.2,0.05,0.0,True
37,[[161  13]],0,121.49132,121.49132,[[172  13]],172,13,1.2,0.1,0.0,True
38,[[172  13]],1,55.612320000000004,55.612320000000004,[[153  18]],153,18,1.2,0.05,0.0,True
39,[[153  18]],1,0.0,0.0,[[158  33]],158,33,1.2,0.0,0.0,True
40,[[158  33]],0,60.87848,60.87848,[[158  15]],158,15,1.2,0.05,0.0,True
41,[[158  15]],2,57.777339999999995,57.777339999999995,[[148  16]],148,16,1.2,0.05,0.0,True
42,[[148  16]],0,117.919,117.919,[[155  28]],155,28,1.2,0.1,0.0,True
43,[[155  28]],1,60.77024,60.77024,[[161  22]],161,22,1.2,0.05,0.0,True
44,[[161  22]],0,127.31828,127.31828,[[175  20]],175,20,1.2,0.1,0.0,True
45,[[175  20]],0,156.14327999999998,156.14327999999998,[[151  13]],151,13,1.2,0.15,0.0,True
46,[[151  13]],0,227.90696000000003,227.90696000000003,[[164  11]],164,11,1.2,0.2,0.0,True
47,[[164  11]],1,182.68428,182.68428,[[169  24]],169,24,1.2,0.15,0.0,True
48,[[169  24]],1,120.4568,120.4568,[[154  22]],154,22,1.2,0.1,0.0,True
49,[[154  22]],2,117.33148,117.33148,[[164  15]],164,15,1.2,0.1,0.0,True
50,[[164  15]],1,56.111380000000004,56.111380000000004,[[154  14]],154,14,1.2,0.05,0.0,True
51,[[154  14]],0,123.99072000000001,123.99072000000001,[[174  17]],174,17,1.2,0.1,0.0,True
52,[[174  17]],0,211.35773999999998,211.35773999999998,[[187  19]],187,19,1.2,0.15,0.0,True
53,[[187  19]],2,153.15168,153.15168,[[145  18]],145,18,1.2,0.15,0.0,True
54,[[145  18]],0,230.94920000000002,230.94920000000002,[[161  16]],161,16,1.2,0.2,0.0,True
55,[[161  16]],1,192.00336,192.00336,[[179  23]],179,23,1.2,0.15,0.0,True
56,[[179  23]],1,123.44384,123.44384,[[181  14]],181,14,1.2,0.1,0.0,True
57,[[181  14]],2,121.6042,121.6042,[[170  20]],170,20,1.2,0.1,0.0,True
58,[[170  20]],1,62.618379999999995,62.618379999999995,[[178  17]],178,17,1.2,0.05,0.0,True
59,[[178  17]],2,57.194539999999996,57.194539999999996,[[164  12]],164,12,1.2,0.05,0.0,True
60,[[164  12]],0,141.20136,141.20136,[[192  15]],192,15,1.2,0.1,0.0,True
61,[[192  15]],1,65.34832,65.34832,[[187  16]],187,16,1.2,0.05,0.0,True
62,[[187  16]],0,129.75191999999998,129.75191999999998,[[186  18]],186,18,1.2,0.1,0.0,True
63,[[186  18]],2,117.46752000000001,117.46752000000001,[[168  16]],168,16,1.2,0.1,0.0,True
64,[[168  16]],0,185.18898,185.18898,[[169  23]],169,23,1.2,0.15,0.0,True
65,[[169  23]],1,126.91775999999999,126.91775999999999,[[183  15]],183,15,1.2,0.1,0.0,True
66,[[183  15]],1,69.73668,69.73668,[[195  18]],195,18,1.2,0.05,0.0,True
67,[[195  18]],2,71.52000000000001,71.52000000000001,[[207  24]],207,24,1.2,0.05,0.0,True
68,[[207  24]],2,72.87382000000001,72.87382000000001,[[196  17]],196,17,1.2,0.05,0.0,True
69,[[196  17]],1,0.0,0.0,[[182  15]],182,15,1.2,0.0,0.0,True
70,[[182  15]],2,0.0,0.0,[[200  16]],200,16,1.2,0.0,0.0,True
71,[[200  16]],1,0.0,0.0,[[197  25]],197,25,1.2,0.0,0.0,True
72,[[197  25]],2,0.0,0.0,[[203  25]],203,25,1.2,0.0,0.0,True
73,[[203  25]],0,71.30262,71.30262,[[198  22]],198,22,1.2,0.05,0.0,True
74,[[198  22]],2,67.21886,67.21886,[[194  23]],194,23,1.2,0.05,0.0,True
75,[[194  23]],0,144.90852,144.90852,[[201  21]],201,21,1.2,0.1,0.0,True
76,[[201  21]],0,184.30913999999999,184.30913999999999,[[178  21]],178,21,1.2,0.15,0.0,True
