====================================================================
====================================================================
New simulation started at:    2023-02-28 15:18:24.419256
act_size:    3
====================================================================
====================================================================
day,nP,nV,Action,Commrate,fare,discount,daily_marketing,reward,new_nV,new_nP,plat_rev,plat_rev_wod,marketing_cost,w_rew,w_mark,rew_normal,mark_normal
21,60,9,0,0.4,2.0,0,True,0.39,69,5,332.16,332.16,1100.0,0.75,0.25,0.33216,0.5692307692307692,
22,69,5,0,0.45,2.0,0,True,0.43,75,9,352.0,352.0,1100.0,0.75,0.25,0.352,0.6461538461538462,
23,75,9,2,0.45,2.0,0,True,0.37,65,7,311.08,311.08,1100.0,0.75,0.25,0.31107999999999997,0.5538461538461539,
24,65,7,2,0.45,2.0,0,True,0.38,65,5,333.83,333.83,1100.0,0.75,0.25,0.33382999999999996,0.5384615384615384,
25,65,5,0,0.5,2.0,0,True,0.4,57,12,350.49,350.49,1100.0,0.75,0.25,0.35049,0.5307692307692308,
26,57,12,0,0.55,2.0,0,True,0.5,75,6,459.97,459.97,1100.0,0.75,0.25,0.45997000000000005,0.6230769230769231,
27,75,6,1,0.5,2.0,0,True,0.4,61,7,360.28,360.28,1100.0,0.75,0.25,0.36028,0.5230769230769231,
28,61,7,2,0.5,2.0,0,True,0.39,62,6,349.87,349.87,1100.0,0.75,0.25,0.34987,0.5230769230769231,
29,62,6,0,0.55,2.0,0,True,0.48,69,5,445.46,445.46,1100.0,0.75,0.25,0.44545999999999997,0.5692307692307692,
30,69,5,0,0.6,2.0,0,True,0.6,81,10,562.52,562.52,1100.0,0.75,0.25,0.56252,0.7,
31,81,10,2,0.6,2.0,0,True,0.47,67,3,453.47,453.47,1100.0,0.75,0.25,0.45347000000000004,0.5384615384615384,
32,67,3,0,0.65,2.0,0,True,0.51,68,7,492.67,492.67,1100.0,0.75,0.25,0.49267,0.5769230769230769,
33,68,7,1,0.6,2.0,0,True,0.46,62,7,433.64,433.64,1100.0,0.75,0.25,0.43363999999999997,0.5307692307692308,
34,62,7,2,0.6,2.0,0,True,0.47,66,11,434.45,434.45,1100.0,0.75,0.25,0.43445,0.5923076923076923,
35,66,11,1,0.55,2.0,0,True,0.36,55,8,321.53,321.53,1100.0,0.75,0.25,0.32153,0.4846153846153846,
36,55,8,0,0.6,2.0,0,True,0.56,74,11,532.68,532.68,1100.0,0.75,0.25,0.5326799999999999,0.6538461538461539,
37,74,11,0,0.65,2.0,0,True,0.49,61,7,483.53,483.53,1100.0,0.75,0.25,0.48352999999999996,0.5230769230769231,
38,61,7,0,0.7,2.0,0,True,0.5,64,6,490.31,490.31,1100.0,0.75,0.25,0.49031,0.5384615384615384,
39,64,6,0,0.75,2.0,0,True,0.64,77,3,652.64,652.64,1100.0,0.75,0.25,0.65264,0.6153846153846154,
40,77,3,2,0.75,2.0,0,True,0.63,80,3,625.82,625.82,1100.0,0.75,0.25,0.62582,0.6384615384615384,
41,80,3,0,0.8,2.0,0,True,0.44,55,0,442.57,442.57,1100.0,0.75,0.25,0.44257,0.4230769230769231,
42,55,0,2,0.8,2.0,0,True,0.69,78,4,710.8,710.8,1100.0,0.75,0.25,0.7108,0.6307692307692307,
43,78,4,0,0.85,2.0,0,True,0.53,58,14,521.66,521.66,1100.0,0.75,0.25,0.52166,0.5538461538461539,
44,58,14,2,0.85,2.0,0,True,0.51,58,8,515.15,515.15,1100.0,0.75,0.25,0.51515,0.5076923076923077,
45,58,8,0,0.9,2.0,0,True,0.6,61,4,629.4,629.4,1100.0,0.75,0.25,0.6294,0.5,
46,61,4,1,0.85,2.0,0,True,0.58,61,7,597.93,597.93,1100.0,0.75,0.25,0.59793,0.5230769230769231,
47,61,7,2,0.85,2.0,0,True,0.68,69,7,706.25,706.25,1100.0,0.75,0.25,0.70625,0.5846153846153846,
48,69,7,0,0.9,2.0,0,True,0.63,63,7,657.65,657.65,1100.0,0.75,0.25,0.65765,0.5384615384615384,
49,63,7,0,0.95,2.0,0,True,0.67,66,7,707.59,707.59,1100.0,0.75,0.25,0.70759,0.5615384615384615,
50,66,7,0,1.0,2.0,0,True,0.8,74,3,872.67,872.67,1100.0,0.75,0.25,0.87267,0.5923076923076923,
51,74,3,1,0.95,2.0,0,True,0.56,56,7,590.17,590.17,1100.0,0.75,0.25,0.59017,0.4846153846153846,
52,56,7,1,0.9,2.0,0,True,0.56,56,7,578.51,578.51,1100.0,0.75,0.25,0.57851,0.4846153846153846,
53,56,7,1,0.85,2.0,0,True,0.42,48,6,421.92,421.92,1100.0,0.75,0.25,0.42192,0.4153846153846154,
54,48,6,1,0.8,2.0,0,True,0.48,54,6,488.39,488.39,1100.0,0.75,0.25,0.48839,0.46153846153846156,
55,54,6,2,0.8,2.0,0,True,0.63,67,9,641.34,641.34,1100.0,0.75,0.25,0.64134,0.5846153846153846,
56,67,9,1,0.75,2.0,0,True,0.63,70,9,637.36,637.36,1100.0,0.75,0.25,0.63736,0.6076923076923076,
57,70,9,1,0.7,2.0,0,True,0.54,67,8,530.1,530.1,1100.0,0.75,0.25,0.5301,0.5769230769230769,
58,67,8,2,0.7,2.0,0,True,0.55,65,7,545.99,545.99,1100.0,0.75,0.25,0.54599,0.5538461538461539,
59,65,7,2,0.7,2.0,0,True,0.46,57,6,457.73,457.73,1100.0,0.75,0.25,0.45773,0.4846153846153846,
60,57,6,0,0.75,2.0,0,True,0.55,61,13,544.47,544.47,1100.0,0.75,0.25,0.54447,0.5692307692307692,
61,61,13,1,0.7,2.0,0,True,0.45,58,5,439.09,439.09,1100.0,0.75,0.25,0.43909,0.4846153846153846,
62,58,5,2,0.7,2.0,0,True,0.48,60,4,474.3,474.3,1100.0,0.75,0.25,0.4743,0.49230769230769234,
63,60,4,1,0.65,2.0,0,True,0.47,62,2,457.33,457.33,1100.0,0.75,0.25,0.45732999999999996,0.49230769230769234,
64,62,2,1,0.6,2.0,0,True,0.29,42,3,274.74,274.74,1100.0,0.75,0.25,0.27474,0.34615384615384615,
65,42,3,0,0.65,2.0,0,True,0.52,65,6,514.64,514.64,1100.0,0.75,0.25,0.51464,0.5461538461538461,
66,65,6,1,0.6,2.0,0,True,0.47,62,9,448.46,448.46,1100.0,0.75,0.25,0.44845999999999997,0.5461538461538461,
67,62,9,1,0.55,2.0,0,True,0.42,65,6,383.3,383.3,1100.0,0.75,0.25,0.38330000000000003,0.5461538461538461,
68,65,6,1,0.5,2.0,0,True,0.39,58,6,355.17,355.17,1100.0,0.75,0.25,0.35517000000000004,0.49230769230769234,
69,58,6,0,0.55,2.0,0,True,0.34,50,4,313.94,313.94,1100.0,0.75,0.25,0.31394,0.4153846153846154,
70,50,4,2,0.55,2.0,0,True,0.41,59,4,385.31,385.31,1100.0,0.75,0.25,0.38531,0.4846153846153846,
71,59,4,2,0.55,2.0,0,True,0.45,64,5,425.38,425.38,1100.0,0.75,0.25,0.42538,0.5307692307692308,
72,64,5,1,0.5,2.0,0,True,0.33,48,10,287.57,287.57,1100.0,0.75,0.25,0.28757,0.4461538461538462,
73,48,10,2,0.5,2.0,0,True,0.35,56,8,307.79,307.79,1100.0,0.75,0.25,0.30779,0.49230769230769234,
74,56,8,2,0.5,2.0,0,True,0.44,73,5,384.58,384.58,1100.0,0.75,0.25,0.38458,0.6,
75,73,5,1,0.45,2.0,0,True,0.33,53,8,289.75,289.75,1100.0,0.75,0.25,0.28975,0.46923076923076923,
76,53,8,1,0.4,2.0,0,True,0.35,63,6,293.91,293.91,1100.0,0.75,0.25,0.29391,0.5307692307692308,
77,63,6,1,0.35,2.0,0,True,0.34,67,9,257.36,257.36,1100.0,0.75,0.25,0.25736000000000003,0.5846153846153846,
78,67,9,1,0.3,2.0,0,True,0.36,72,6,281.63,281.63,1100.0,0.75,0.25,0.28163,0.6,
79,72,6,0,0.35,2.0,0,True,0.36,73,7,272.83,272.83,1100.0,0.75,0.25,0.27282999999999996,0.6153846153846154,
80,73,7,1,0.3,2.0,0,True,0.28,58,8,202.83,202.83,1100.0,0.75,0.25,0.20283,0.5076923076923077,
81,58,8,1,0.25,2.0,0,True,0.23,54,9,142.69,142.69,1100.0,0.75,0.25,0.14269,0.4846153846153846,
82,54,9,1,0.2,2.0,0,True,0.22,57,10,121.37,121.37,1100.0,0.75,0.25,0.12137,0.5153846153846153,
83,57,10,0,0.25,2.0,0,True,0.26,60,4,183.86,183.86,1100.0,0.75,0.25,0.18386000000000002,0.49230769230769234,
84,60,4,1,0.2,2.0,0,True,0.21,56,7,122.57,122.57,1100.0,0.75,0.25,0.12257,0.4846153846153846,
85,56,7,1,0.15,2.0,0,True,0.21,60,6,106.43,106.43,1100.0,0.75,0.25,0.10643000000000001,0.5076923076923077,
86,60,6,0,0.2,2.0,0,True,0.22,60,5,129.94,129.94,1100.0,0.75,0.25,0.12994,0.5,
87,60,5,1,0.15,2.0,0,True,0.22,62,9,107.43,107.43,1100.0,0.75,0.25,0.10743000000000001,0.5461538461538461,
88,62,9,1,0.1,2.0,0,True,0.2,65,9,70.89,70.89,1100.0,0.75,0.25,0.07089,0.5692307692307692,
89,65,9,2,0.1,2.0,0,True,0.22,71,10,84.33,84.33,1100.0,0.75,0.25,0.08433,0.6230769230769231,
90,71,10,2,0.1,2.0,0,True,0.16,51,8,59.63,59.63,1100.0,0.75,0.25,0.05963,0.45384615384615384,
91,51,8,0,0.15,2.0,0,True,0.24,69,10,117.63,117.63,1100.0,0.75,0.25,0.11763,0.6076923076923076,
92,69,10,0,0.2,2.0,0,True,0.29,73,11,165.44,165.44,1100.0,0.75,0.25,0.16544,0.6461538461538462,
93,73,11,0,0.25,2.0,0,True,0.23,53,10,142.69,142.69,1100.0,0.75,0.25,0.14269,0.4846153846153846,
94,53,10,2,0.25,2.0,0,True,0.2,46,13,121.47,121.47,1100.0,0.75,0.25,0.12147,0.45384615384615384,
95,46,13,2,0.25,2.0,0,True,0.28,66,8,177.03,177.03,1100.0,0.75,0.25,0.17703,0.5692307692307692,
96,66,8,2,0.25,2.0,0,True,0.26,60,11,164.97,164.97,1100.0,0.75,0.25,0.16497,0.5461538461538461,
97,60,11,0,0.3,2.0,0,True,0.24,48,14,159.64,159.64,1100.0,0.75,0.25,0.15963999999999998,0.47692307692307695,
98,48,14,0,0.35,2.0,0,True,0.4,76,11,310.71,310.71,1100.0,0.75,0.25,0.31071,0.6692307692307692,
99,76,11,1,0.3,2.0,0,True,0.38,78,12,282.12,282.12,1100.0,0.75,0.25,0.28212,0.6923076923076923,
100,78,12,0,0.35,2.0,0.4,False,0.13,76,6,-39.72,294.8,0,0.75,0.25,-0.03972,0.6307692307692307,
101,76,6,1,0.3,2.0,0.4,False,0.07,46,8,-44.69,141.23,0,0.75,0.25,-0.04469,0.4153846153846154,
102,46,8,0,0.35,2.0,0.4,False,0.12,70,8,-36.16,269.81,0,0.75,0.25,-0.03616,0.6,
103,70,8,2,0.35,2.0,0.4,False,0.1,60,5,-31.5,237.23,0,0.75,0.25,-0.0315,0.5,
104,60,5,1,0.3,2.0,0.4,False,0.09,67,7,-71.74,222.38,0,0.75,0.25,-0.07174,0.5692307692307692,
105,67,7,0,0.35,2.0,0.4,False,0.11,69,4,-36.57,272.7,0,0.75,0.25,-0.03657,0.5615384615384615,
106,69,4,2,0.35,2.0,0.4,False,0.1,54,9,-27.55,192.86,0,0.75,0.25,-0.02755,0.4846153846153846,
107,54,9,1,0.3,2.0,0.4,False,0.11,90,7,-105.15,322.62,0,0.75,0.25,-0.10515000000000001,0.7461538461538462,
108,90,7,1,0.25,2.0,0.4,False,0.06,73,9,-125.23,212.69,0,0.75,0.25,-0.12523,0.6307692307692307,
109,73,9,2,0.25,2.0,0.4,False,0.07,64,10,-101.46,173.08,0,0.75,0.25,-0.10146,0.5692307692307692,
110,64,10,0,0.3,2.0,0.4,False,0.08,70,5,-79.02,244.23,0,0.75,0.25,-0.07901999999999999,0.5769230769230769,
111,70,5,0,0.35,2.0,0.4,False,0.11,60,10,-29.82,225.46,0,0.75,0.25,-0.02982,0.5384615384615384,
112,60,10,2,0.35,2.0,0.4,False,0.13,76,6,-36.3,285.99,0,0.75,0.25,-0.0363,0.6307692307692307,
113,76,6,1,0.3,2.0,0.4,False,0.1,67,12,-74.56,237.37,0,0.75,0.25,-0.07456,0.6076923076923076,
114,67,12,2,0.3,2.0,0.4,False,0.1,71,11,-77.54,246.3,0,0.75,0.25,-0.07754000000000001,0.6307692307692307,
115,71,11,2,0.3,2.0,0.4,False,0.08,58,7,-62.62,195.02,0,0.75,0.25,-0.06262,0.5,
116,58,7,2,0.3,2.0,0.4,False,0.08,63,7,-70.51,218.06,0,0.75,0.25,-0.07051,0.5384615384615384,
117,63,7,1,0.25,2.0,0.4,False,0.08,81,12,-126.7,215.15,0,0.75,0.25,-0.1267,0.7153846153846154,
118,81,12,0,0.3,2.0,0.4,False,0.11,81,7,-85.37,269.8,0,0.75,0.25,-0.08537,0.676923076923077,
119,81,7,2,0.3,2.0,0.4,False,0.08,56,6,-53.12,192.16,0,0.75,0.25,-0.05312,0.47692307692307695,
120,56,6,2,0.3,2.0,0.4,False,0.1,59,16,-59.12,199.04,0,0.75,0.25,-0.05912,0.5769230769230769,
121,59,16,1,0.25,2.0,0.4,False,0.08,70,9,-99.18,183.59,0,0.75,0.25,-0.09918,0.6076923076923076,
122,70,9,2,0.25,2.0,0.4,False,0.07,83,9,-142.93,258.25,0,0.75,0.25,-0.14293,0.7076923076923077,
123,83,9,1,0.2,2.0,0.4,False,0.05,66,10,-126.52,137.32,0,0.75,0.25,-0.12652,0.5846153846153846,
124,66,10,1,0.15,2.0,0.4,False,0.02,61,13,-164.95,106.94,0,0.75,0.25,-0.16494999999999999,0.5692307692307692,
125,61,13,0,0.2,2.0,0.4,False,0.05,60,13,-119.16,130.96,0,0.75,0.25,-0.11916,0.5615384615384615,
126,60,13,1,0.15,2.0,0.4,False,0.03,60,9,-135.97,93.08,0,0.75,0.25,-0.13597,0.5307692307692308,
127,60,9,1,0.1,2.0,0.4,False,-0.01,54,6,-171.63,62.01,0,0.75,0.25,-0.17163,0.46153846153846156,
128,54,6,2,0.1,2.0,0.4,False,0.01,59,9,-166.73,59.93,0,0.75,0.25,-0.16673,0.5230769230769231,
129,59,9,0,0.15,2.0,0.4,False,0.03,85,11,-207.92,132.42,0,0.75,0.25,-0.20792,0.7384615384615385,
130,85,11,1,0.1,2.0,0.4,False,0.02,64,10,-158.63,60.2,0,0.75,0.25,-0.15863,0.5692307692307692,
131,64,10,0,0.15,2.0,0.4,False,0.04,71,14,-161.64,110.68,0,0.75,0.25,-0.16163999999999998,0.6538461538461539,
132,71,14,2,0.15,2.0,0.4,False,0.04,71,7,-141.95,105.97,0,0.75,0.25,-0.14195,0.6,
133,71,7,0,0.2,2.0,0.4,False,0.07,65,11,-96.84,130.48,0,0.75,0.25,-0.09684000000000001,0.5846153846153846,
134,65,11,0,0.25,2.0,0.4,False,0.1,72,15,-95.47,198.11,0,0.75,0.25,-0.09547,0.6692307692307692,
135,72,15,0,0.3,2.0,0.4,False,0.13,91,4,-70.13,297.96,0,0.75,0.25,-0.07013,0.7307692307692307,
136,91,4,0,0.35,2.0,0.4,False,0.15,79,7,-14.98,303.84,0,0.75,0.25,-0.01498,0.6615384615384615,
137,79,7,1,0.3,2.0,0.4,False,0.14,76,9,-37.57,233.14,0,0.75,0.25,-0.03757,0.6538461538461539,
138,76,9,1,0.25,2.0,0.4,False,0.11,81,10,-88.01,190.52,0,0.75,0.25,-0.08801,0.7,
139,81,10,0,0.3,2.0,0.4,False,0.11,70,12,-57.09,239.05,0,0.75,0.25,-0.05709,0.6307692307692307,
140,70,12,2,0.3,2.0,0.4,False,0.15,86,9,-41.79,259.6,0,0.75,0.25,-0.04179,0.7307692307692307,
141,86,9,1,0.25,2.0,0.4,False,0.13,93,8,-89.66,227.13,0,0.75,0.25,-0.08965999999999999,0.7769230769230769,
142,93,8,2,0.25,2.0,0.4,False,0.13,81,17,-80.4,203.39,0,0.75,0.25,-0.0804,0.7538461538461538,
143,81,17,2,0.25,2.0,0.4,False,0.13,85,9,-63.11,209.73,0,0.75,0.25,-0.06311,0.7230769230769231,
144,85,9,2,0.25,2.0,0.4,False,0.14,84,11,-63.28,205.44,0,0.75,0.25,-0.06328,0.7307692307692307,
145,84,11,0,0.3,2.0,0.4,False,0.18,83,18,-23.34,264.01,0,0.75,0.25,-0.02334,0.7769230769230769,
146,83,18,0,0.35,2.0,0.4,False,0.2,84,6,33.79,305.35,0,0.75,0.25,0.03379,0.6923076923076923,
147,84,6,2,0.35,2.0,0.4,False,0.21,95,10,5.72,326.87,0,0.75,0.25,0.005719999999999999,0.8076923076923077,
148,95,10,0,0.4,2.0,0.4,False,0.25,90,13,63.16,394.87,0,0.75,0.25,0.06316,0.7923076923076923,
149,90,13,0,0.45,2.0,0.4,False,0.29,95,13,108.96,444.37,0,0.75,0.25,0.10895999999999999,0.8307692307692308,
150,95,13,0,0.5,2.0,0.4,False,0.33,99,11,160.3,483.47,0,0.75,0.25,0.1603,0.8461538461538461,
151,99,11,1,0.45,2.0,0.4,False,0.25,83,10,100.93,356.3,0,0.75,0.25,0.10093,0.7153846153846154,
152,83,10,2,0.45,2.0,0.4,False,0.3,97,10,126.11,423.74,0,0.75,0.25,0.12611,0.823076923076923,
153,97,10,0,0.5,2.0,0.4,False,0.3,87,12,150.44,430.09,0,0.75,0.25,0.15044,0.7615384615384615,
154,87,12,0,0.55,2.0,0.4,False,0.4,102,15,227.22,555.45,0,0.75,0.25,0.22722,0.9,
155,102,15,1,0.5,2.0,0.4,False,0.35,103,4,193.02,533.15,0,0.75,0.25,0.19302,0.823076923076923,
156,103,4,1,0.45,2.0,0.4,False,0.29,98,7,114.28,432.06,0,0.75,0.25,0.11428,0.8076923076923077,
157,98,7,0,0.5,2.0,0.4,False,0.32,97,10,150.39,520.81,0,0.75,0.25,0.15039,0.823076923076923,
158,97,10,1,0.45,2.0,0.4,False,0.29,102,6,114.45,449.64,0,0.75,0.25,0.11445,0.8307692307692308,
159,102,6,0,0.5,2.0,0.4,False,0.3,87,13,145.05,472.18,0,0.75,0.25,0.14505,0.7692307692307693,
160,87,13,1,0.45,2.0,0.4,False,0.28,95,12,98.6,443.46,0,0.75,0.25,0.0986,0.823076923076923,
161,95,12,1,0.4,2.0,0.4,False,0.24,89,10,71.63,351.13,0,0.75,0.25,0.07163,0.7615384615384615,
162,89,10,2,0.4,2.0,0.4,False,0.24,88,4,78.38,345.24,0,0.75,0.25,0.07837999999999999,0.7076923076923077,
163,88,4,1,0.35,2.0,0.4,False,0.23,108,8,10.76,396.63,0,0.75,0.25,0.01076,0.8923076923076924,
164,108,8,2,0.35,2.0,0.4,False,0.24,106,11,23.04,361.37,0,0.75,0.25,0.023039999999999998,0.9,
165,106,11,1,0.3,2.0,0.4,False,0.18,98,7,-26.76,282.62,0,0.75,0.25,-0.026760000000000003,0.8076923076923077,
166,98,7,0,0.35,2.0,0.4,False,0.23,103,7,23.09,358.08,0,0.75,0.25,0.02309,0.8461538461538461,
167,103,7,1,0.3,2.0,0.4,False,0.17,89,11,-32.1,287.96,0,0.75,0.25,-0.032100000000000004,0.7692307692307693,
168,89,11,1,0.25,2.0,0.4,False,0.14,80,8,-45.12,189.55,0,0.75,0.25,-0.04512,0.676923076923077,
169,80,8,2,0.25,2.0,0.4,False,0.16,113,6,-94.97,291.31,0,0.75,0.25,-0.09497,0.9153846153846154,
170,113,6,2,0.25,2.0,0.4,False,0.13,97,5,-85.95,240.94,0,0.75,0.25,-0.08595,0.7846153846153846,
171,97,5,1,0.2,2.0,0.4,False,0.1,106,16,-181.23,224.2,0,0.75,0.25,-0.18123,0.9384615384615385,
172,106,16,2,0.2,2.0,0.4,False,0.09,75,8,-98.78,139.76,0,0.75,0.25,-0.09878,0.6384615384615384,
173,75,8,2,0.2,2.0,0.4,False,0.12,105,10,-130.54,200.47,0,0.75,0.25,-0.13054,0.8846153846153846,
174,105,10,1,0.15,2.0,0.4,False,0.08,84,18,-149.34,124.18,0,0.75,0.25,-0.14934,0.7846153846153846,
175,84,18,1,0.1,2.0,0.4,False,0.07,110,19,-241.37,109.61,0,0.75,0.25,-0.24137,0.9923076923076923,
176,110,19,1,0.05,2.0,0.4,False,0.01,101,13,-275.86,53.2,0,0.75,0.25,-0.27586,0.8769230769230769,
177,101,13,1,0.0,2.0,0.4,False,0.04,77,13,-176.0,0.0,0,0.75,0.25,-0.176,0.6923076923076923,
178,77,13,2,0.0,2.0,0.4,False,-0.05,111,9,-371.57,0.0,0,0.75,0.25,-0.37157,0.9230769230769231,
179,111,9,2,0.0,2.0,0.4,False,-0.04,110,19,-384.75,0.0,0,0.75,0.25,-0.38475,0.9923076923076923,
180,110,19,0,0.05,2.0,0.4,False,0.03,106,16,-278.9,52.8,0,0.75,0.25,-0.2789,0.9384615384615385,
181,106,16,1,0.0,2.0,0.4,False,-0.01,107,17,-330.22,0.0,0,0.75,0.25,-0.33022,0.9538461538461539,
182,107,17,0,0.05,2.0,0.4,False,0.01,127,19,-362.24,69.08,0,0.75,0.25,-0.36224,1.123076923076923,
183,127,19,2,0.05,2.0,0.4,False,0.06,105,18,-235.7,50.54,0,0.75,0.25,-0.2357,0.9461538461538461,
184,105,18,0,0.1,2.0,0.4,False,0.11,126,16,-213.59,120.11,0,0.75,0.25,-0.21359,1.0923076923076922,
185,126,16,0,0.15,2.0,0.4,False,0.14,111,19,-152.21,165.08,0,0.75,0.25,-0.15221,1.0,
186,111,19,1,0.1,2.0,0.4,False,0.12,120,22,-207.21,119.2,0,0.75,0.25,-0.20721,1.0923076923076922,
187,120,22,0,0.15,2.0,0.4,False,0.17,128,20,-150.25,197.68,0,0.75,0.25,-0.15025,1.1384615384615384,
188,128,20,2,0.15,2.0,0.4,False,0.15,126,16,-167.37,188.86,0,0.75,0.25,-0.16737,1.0923076923076922,
189,126,16,0,0.2,2.0,0.4,False,0.22,138,17,-100.17,267.69,0,0.75,0.25,-0.10017,1.1923076923076923,
190,138,17,1,0.15,2.0,0.4,False,0.2,142,17,-139.93,209.97,0,0.75,0.25,-0.13993,1.2230769230769232,
191,142,17,0,0.2,2.0,0.4,False,0.28,148,22,-58.29,278.07,0,0.75,0.25,-0.05829,1.3076923076923077,
192,148,22,1,0.15,2.0,0.4,False,0.21,136,18,-117.71,203.39,0,0.75,0.25,-0.11771,1.1846153846153846,
193,136,18,2,0.15,2.0,0.4,False,0.2,157,26,-197.12,231.96,0,0.75,0.25,-0.19712000000000002,1.4076923076923078,
194,157,26,2,0.15,2.0,0.4,False,0.22,147,20,-129.61,221.55,0,0.75,0.25,-0.12961,1.2846153846153847,
195,147,20,2,0.15,2.0,0.4,False,0.25,168,21,-153.72,242.19,0,0.75,0.25,-0.15372,1.4538461538461538,
196,168,21,2,0.15,2.0,0.4,False,0.27,153,23,-84.71,217.44,0,0.75,0.25,-0.08471,1.353846153846154,
197,153,23,1,0.1,2.0,0.4,False,0.17,145,22,-202.34,136.34,0,0.75,0.25,-0.20234,1.2846153846153847,
198,145,22,2,0.1,2.0,0.4,False,0.21,164,23,-204.5,153.75,0,0.75,0.25,-0.2045,1.4384615384615385,
199,164,23,0,0.15,2.0,0.4,False,0.28,169,23,-124.09,247.39,0,0.75,0.25,-0.12409,1.476923076923077,
200,169,23,2,0.15,2.0,0,False,0.6,186,24,258.38,258.38,0,0.75,0.25,0.25838,1.6153846153846154,
201,186,24,0,0.2,2.0,0,False,0.63,172,28,330.74,330.74,0,0.75,0.25,0.33074000000000003,1.5384615384615385,
202,172,28,0,0.25,2.0,0,False,0.67,171,21,402.12,402.12,0,0.75,0.25,0.40212,1.476923076923077,
203,171,21,2,0.25,2.0,0,False,0.64,160,29,367.14,367.14,0,0.75,0.25,0.36713999999999997,1.4538461538461538,
204,160,29,1,0.2,2.0,0,False,0.62,173,21,330.38,330.38,0,0.75,0.25,0.33038,1.4923076923076923,
205,173,21,1,0.15,2.0,0,False,0.5,154,27,206.8,206.8,0,0.75,0.25,0.2068,1.3923076923076922,
206,154,27,2,0.15,2.0,0,False,0.5,156,18,225.69,225.69,0,0.75,0.25,0.22569,1.3384615384615384,
207,156,18,0,0.2,2.0,0,False,0.57,158,21,307.58,307.58,0,0.75,0.25,0.30757999999999996,1.376923076923077,
208,158,21,1,0.15,2.0,0,False,0.55,169,29,229.36,229.36,0,0.75,0.25,0.22936,1.523076923076923,
209,169,29,2,0.15,2.0,0,False,0.48,148,21,200.23,200.23,0,0.75,0.25,0.20023,1.3,
210,148,21,2,0.15,2.0,0,False,0.46,139,25,194.96,194.96,0,0.75,0.25,0.19496,1.2615384615384615,
211,139,25,2,0.15,2.0,0,False,0.51,161,19,222.11,222.11,0,0.75,0.25,0.22211,1.3846153846153846,
212,161,19,2,0.15,2.0,0,False,0.53,159,26,231.95,231.95,0,0.75,0.25,0.23195,1.4230769230769231,
