====================================================================
====================================================================
New simulation started at:    2023-03-01 11:55:34.348820
act_size:    3
====================================================================
====================================================================
day,nP,nV,Action,Commrate,fare,discount,daily_marketing,reward,new_nV,new_nP,plat_rev,plat_rev_wod,marketing_cost,w_rew,w_mark,rew_normal,mark_normal
66,60,14,0,0.05,2.0,0,True,0.09,54,18,33.3,33.3,1100.0,0.9,0.1,0.033299999999999996,0.5538461538461539,
67,54,18,0,0.1,2.0,0,True,0.13,68,13,71.83,71.83,1100.0,0.9,0.1,0.07183,0.6230769230769231,
68,68,13,1,0.05,2.0,0,True,0.08,54,15,32.45,32.45,1100.0,0.9,0.1,0.03245,0.5307692307692308,
69,54,15,0,0.1,2.0,0,True,0.13,62,15,73.09,73.09,1100.0,0.9,0.1,0.07309,0.5923076923076923,
70,62,15,2,0.1,2.0,0,True,0.1,49,15,55.07,55.07,1100.0,0.9,0.1,0.05507,0.49230769230769234,
71,49,15,1,0.05,2.0,0,True,0.08,56,13,30.48,30.48,1100.0,0.9,0.1,0.03048,0.5307692307692308,
72,56,13,1,0.0,2.0,0,True,0.05,61,4,0.0,0.0,1100.0,0.9,0.1,0.0,0.5,
73,61,4,2,0.0,2.0,0,True,0.06,64,13,0.0,0.0,1100.0,0.9,0.1,0.0,0.5923076923076923,
74,64,13,1,0.0,2.0,0,True,0.06,63,15,0.0,0.0,1100.0,0.9,0.1,0.0,0.6,
75,63,15,0,0.05,2.0,0,True,0.1,74,11,40.72,40.72,1100.0,0.9,0.1,0.04072,0.6538461538461539,
76,74,11,2,0.05,2.0,0,True,0.1,66,17,37.12,37.12,1100.0,0.9,0.1,0.03712,0.6384615384615384,
77,66,17,1,0.0,2.0,0,True,0.07,75,14,0.0,0.0,1100.0,0.9,0.1,0.0,0.6846153846153846,
78,75,14,0,0.05,2.0,0,True,0.08,59,11,31.97,31.97,1100.0,0.9,0.1,0.03197,0.5384615384615384,
79,59,11,2,0.05,2.0,0,True,0.1,73,12,43.19,43.19,1100.0,0.9,0.1,0.04319,0.6538461538461539,
80,73,12,0,0.1,2.0,0,True,0.11,56,16,65.34,65.34,1100.0,0.9,0.1,0.06534000000000001,0.5538461538461539,
81,56,16,2,0.1,2.0,0,True,0.11,57,14,61.08,61.08,1100.0,0.9,0.1,0.061079999999999995,0.5461538461538461,
82,57,14,2,0.1,2.0,0,True,0.1,53,10,56.86,56.86,1100.0,0.9,0.1,0.05686,0.4846153846153846,
83,53,10,2,0.1,2.0,0,True,0.14,73,11,78.6,78.6,1100.0,0.9,0.1,0.07859999999999999,0.6461538461538462,
84,73,11,1,0.05,2.0,0,True,0.09,65,13,34.43,34.43,1100.0,0.9,0.1,0.03443,0.6,
85,65,13,1,0.0,2.0,0,True,0.05,55,7,0.0,0.0,1100.0,0.9,0.1,0.0,0.47692307692307695,
86,55,7,1,0.0,2.0,0,True,0.05,53,15,0.0,0.0,1100.0,0.9,0.1,0.0,0.5230769230769231,
87,53,15,2,0.0,2.0,0,True,0.07,74,20,0.0,0.0,1100.0,0.9,0.1,0.0,0.7230769230769231,
88,74,20,0,0.05,2.0,0,True,0.08,58,8,31.5,31.5,1100.0,0.9,0.1,0.0315,0.5076923076923077,
89,58,8,1,0.0,2.0,0,True,0.06,62,11,0.0,0.0,1100.0,0.9,0.1,0.0,0.5615384615384615,
90,62,11,1,0.0,2.0,0,True,0.06,66,13,0.0,0.0,1100.0,0.9,0.1,0.0,0.6076923076923076,
91,66,13,0,0.05,2.0,0,True,0.1,70,18,38.28,38.28,1100.0,0.9,0.1,0.03828,0.676923076923077,
92,70,18,2,0.05,2.0,0,True,0.1,70,15,35.5,35.5,1100.0,0.9,0.1,0.0355,0.6538461538461539,
93,70,15,1,0.0,2.0,0,True,0.06,62,13,0.0,0.0,1100.0,0.9,0.1,0.0,0.5769230769230769,
94,62,13,0,0.05,2.0,0,True,0.1,71,12,39.36,39.36,1100.0,0.9,0.1,0.03936,0.6384615384615384,
95,71,12,2,0.05,2.0,0,True,0.08,56,10,29.72,29.72,1100.0,0.9,0.1,0.02972,0.5076923076923077,
96,56,10,1,0.0,2.0,0,True,0.07,77,18,0.0,0.0,1100.0,0.9,0.1,0.0,0.7307692307692307,
97,77,18,2,0.0,2.0,0,True,0.06,70,14,0.0,0.0,1100.0,0.9,0.1,0.0,0.6461538461538462,
98,70,14,0,0.05,2.0,0,True,0.09,61,11,36.11,36.11,1100.0,0.9,0.1,0.036109999999999996,0.5538461538461539,
99,61,11,1,0.0,2.0,0,True,0.06,66,15,0.0,0.0,1100.0,0.9,0.1,0.0,0.6230769230769231,
100,66,15,2,0.0,2.0,0.4,False,-0.14,57,18,-216.19,0.0,0,0.9,0.1,-0.21619,0.5769230769230769,
101,57,18,1,0.0,2.0,0.4,False,-0.21,69,14,-299.26,0.0,0,0.9,0.1,-0.29925999999999997,0.6384615384615384,
102,69,14,0,0.05,2.0,0.4,False,-0.14,67,16,-223.82,33.91,0,0.9,0.1,-0.22382,0.6384615384615384,
103,67,16,0,0.1,2.0,0.4,False,-0.14,66,16,-223.62,79.37,0,0.9,0.1,-0.22362,0.6307692307692307,
104,66,16,0,0.15,2.0,0.4,False,-0.09,72,14,-173.38,114.41,0,0.9,0.1,-0.17338,0.6615384615384615,
105,72,14,2,0.15,2.0,0.4,False,-0.1,83,17,-195.27,126.59,0,0.9,0.1,-0.19527,0.7692307692307693,
106,83,17,1,0.1,2.0,0.4,False,-0.11,67,15,-187.4,70.01,0,0.9,0.1,-0.1874,0.6307692307692307,
107,67,15,1,0.05,2.0,0.4,False,-0.16,72,13,-253.89,39.85,0,0.9,0.1,-0.25389,0.6538461538461539,
108,72,13,2,0.05,2.0,0.4,False,-0.15,70,11,-231.35,36.23,0,0.9,0.1,-0.23135,0.6230769230769231,
109,70,11,2,0.05,2.0,0.4,False,-0.17,76,18,-264.41,41.35,0,0.9,0.1,-0.26441000000000003,0.7230769230769231,
110,76,18,2,0.05,2.0,0.4,False,-0.15,72,13,-234.38,37.64,0,0.9,0.1,-0.23438,0.6538461538461539,
111,72,13,2,0.05,2.0,0.4,False,-0.12,60,17,-196.38,32.53,0,0.9,0.1,-0.19638,0.5923076923076923,
112,60,17,0,0.1,2.0,0.4,False,-0.15,86,17,-249.58,92.57,0,0.9,0.1,-0.24958000000000002,0.7923076923076923,
113,86,17,2,0.1,2.0,0.4,False,-0.13,78,11,-215.47,83.34,0,0.9,0.1,-0.21547,0.6846153846153846,
114,78,11,1,0.05,2.0,0.4,False,-0.16,74,17,-260.28,42.0,0,0.9,0.1,-0.26027999999999996,0.7,
115,74,17,2,0.05,2.0,0.4,False,-0.17,76,13,-261.84,40.94,0,0.9,0.1,-0.26183999999999996,0.6846153846153846,
116,76,13,2,0.05,2.0,0.4,False,-0.15,78,12,-248.33,39.55,0,0.9,0.1,-0.24833000000000002,0.6923076923076923,
117,78,12,0,0.1,2.0,0.4,False,-0.1,70,13,-177.22,73.04,0,0.9,0.1,-0.17722,0.6384615384615384,
118,70,13,2,0.1,2.0,0.4,False,-0.13,86,12,-228.77,88.5,0,0.9,0.1,-0.22877,0.7538461538461538,
119,86,12,1,0.05,2.0,0.4,False,-0.2,88,10,-303.77,47.76,0,0.9,0.1,-0.30377,0.7538461538461538,
120,88,10,2,0.05,2.0,0.4,False,-0.13,77,22,-233.76,38.87,0,0.9,0.1,-0.23376,0.7615384615384615,
121,77,22,1,0.0,2.0,0.4,False,-0.2,88,21,-318.42,0.0,0,0.9,0.1,-0.31842000000000004,0.8384615384615385,
122,88,21,1,0.0,2.0,0.4,False,-0.25,94,16,-369.05,0.0,0,0.9,0.1,-0.36905,0.8461538461538461,
123,94,16,2,0.0,2.0,0.4,False,-0.2,99,16,-326.02,0.0,0,0.9,0.1,-0.32602,0.8846153846153846,
124,99,16,1,0.0,2.0,0.4,False,-0.19,85,18,-294.22,0.0,0,0.9,0.1,-0.29422000000000004,0.7923076923076923,
125,85,18,1,0.0,2.0,0.4,False,-0.2,99,18,-319.88,0.0,0,0.9,0.1,-0.31988,0.9,
126,99,18,2,0.0,2.0,0.4,False,-0.25,111,16,-389.36,0.0,0,0.9,0.1,-0.38936000000000004,0.9769230769230769,
127,111,16,2,0.0,2.0,0.4,False,-0.13,85,22,-234.97,0.0,0,0.9,0.1,-0.23497,0.823076923076923,
128,85,22,1,0.0,2.0,0.4,False,-0.21,102,13,-328.38,0.0,0,0.9,0.1,-0.32838,0.8846153846153846,
129,102,13,1,0.0,2.0,0.4,False,-0.19,99,17,-313.63,0.0,0,0.9,0.1,-0.31363,0.8923076923076924,
130,99,17,1,0.0,2.0,0.4,False,-0.2,104,14,-320.1,0.0,0,0.9,0.1,-0.3201,0.9076923076923077,
131,104,14,0,0.05,2.0,0.4,False,-0.13,108,23,-258.19,51.15,0,0.9,0.1,-0.25819,1.0076923076923077,
132,108,23,2,0.05,2.0,0.4,False,-0.14,106,21,-261.65,51.36,0,0.9,0.1,-0.26165,0.9769230769230769,
133,106,21,1,0.0,2.0,0.4,False,-0.18,99,12,-290.5,0.0,0,0.9,0.1,-0.2905,0.8538461538461538,
134,99,12,0,0.05,2.0,0.4,False,-0.13,113,18,-251.49,53.59,0,0.9,0.1,-0.25149,1.0076923076923077,
135,113,18,2,0.05,2.0,0.4,False,-0.09,119,25,-224.57,53.45,0,0.9,0.1,-0.22457,1.1076923076923078,
136,119,25,1,0.0,2.0,0.4,False,-0.18,126,17,-320.63,0.0,0,0.9,0.1,-0.32062999999999997,1.1,
137,126,17,2,0.0,2.0,0.4,False,-0.16,117,16,-291.28,0.0,0,0.9,0.1,-0.29128,1.023076923076923,
138,117,16,0,0.05,2.0,0.4,False,-0.16,127,16,-297.92,60.88,0,0.9,0.1,-0.29792,1.1,
139,127,16,0,0.1,2.0,0.4,False,-0.09,131,22,-225.69,121.64,0,0.9,0.1,-0.22569,1.176923076923077,
140,131,22,1,0.05,2.0,0.4,False,-0.15,132,22,-299.27,63.52,0,0.9,0.1,-0.29927,1.1846153846153846,
141,132,22,2,0.05,2.0,0.4,False,-0.12,127,20,-258.94,58.93,0,0.9,0.1,-0.25894,1.1307692307692307,
142,127,20,2,0.05,2.0,0.4,False,-0.1,117,20,-225.73,54.41,0,0.9,0.1,-0.22573,1.0538461538461539,
143,117,20,2,0.05,2.0,0.4,False,-0.07,123,20,-197.67,55.18,0,0.9,0.1,-0.19766999999999998,1.1,
144,123,20,2,0.05,2.0,0.4,False,-0.1,140,22,-248.72,63.29,0,0.9,0.1,-0.24872,1.2461538461538462,
145,140,22,2,0.05,2.0,0.4,False,-0.08,139,24,-228.97,62.91,0,0.9,0.1,-0.22897,1.2538461538461538,
146,139,24,0,0.1,2.0,0.4,False,-0.04,139,20,-183.46,127.71,0,0.9,0.1,-0.18346,1.2230769230769232,
147,139,20,1,0.05,2.0,0.4,False,-0.12,157,29,-288.92,72.97,0,0.9,0.1,-0.28892,1.4307692307692308,
148,157,29,0,0.1,2.0,0.4,False,0.01,142,23,-131.41,120.72,0,0.9,0.1,-0.13141,1.2692307692307692,
149,142,23,1,0.05,2.0,0.4,False,-0.1,155,29,-272.96,73.41,0,0.9,0.1,-0.27296,1.4153846153846155,
150,155,29,0,0.1,2.0,0.4,False,-0.05,157,16,-204.07,147.61,0,0.9,0.1,-0.20407,1.3307692307692307,
151,157,16,1,0.05,2.0,0.4,False,-0.15,178,29,-346.84,84.65,0,0.9,0.1,-0.34684,1.5923076923076922,
152,178,29,0,0.1,2.0,0.4,False,-0.04,165,25,-207.86,152.85,0,0.9,0.1,-0.20786000000000002,1.4615384615384615,
153,165,25,2,0.1,2.0,0.4,False,-0.02,178,24,-192.78,159.2,0,0.9,0.1,-0.19278,1.5538461538461539,
154,178,24,0,0.15,2.0,0.4,False,0.06,164,26,-100.23,225.11,0,0.9,0.1,-0.10023,1.4615384615384615,
155,164,26,0,0.2,2.0,0.4,False,0.13,170,22,-18.93,310.63,0,0.9,0.1,-0.01893,1.476923076923077,
156,170,22,2,0.2,2.0,0.4,False,0.08,184,25,-86.66,351.34,0,0.9,0.1,-0.08666,1.6076923076923078,
157,184,25,1,0.15,2.0,0.4,False,0.02,201,18,-166.74,281.24,0,0.9,0.1,-0.16674,1.6846153846153846,
158,201,18,0,0.2,2.0,0.4,False,0.12,167,26,-35.49,301.06,0,0.9,0.1,-0.03549,1.4846153846153847,
159,167,26,0,0.25,2.0,0.4,False,0.2,197,23,30.36,440.26,0,0.9,0.1,0.030359999999999998,1.6923076923076923,
160,197,23,2,0.25,2.0,0.4,False,0.24,195,26,78.44,432.89,0,0.9,0.1,0.07844,1.7,
161,195,26,0,0.3,2.0,0.4,False,0.35,195,29,194.89,494.43,0,0.9,0.1,0.19488999999999998,1.7230769230769232,
162,195,29,0,0.35,2.0,0.4,False,0.39,192,25,242.31,601.32,0,0.9,0.1,0.24231,1.6692307692307693,
163,192,25,2,0.35,2.0,0.4,False,0.42,207,19,268.57,679.4,0,0.9,0.1,0.26857,1.7384615384615385,
164,207,19,1,0.3,2.0,0.4,False,0.29,189,13,149.39,512.38,0,0.9,0.1,0.14939,1.5538461538461539,
165,189,13,2,0.3,2.0,0.4,False,0.31,199,23,154.27,524.35,0,0.9,0.1,0.15427000000000002,1.7076923076923076,
166,199,23,0,0.35,2.0,0.4,False,0.4,204,23,254.28,646.76,0,0.9,0.1,0.25428,1.7461538461538462,
167,204,23,0,0.4,2.0,0.4,False,0.49,199,24,356.05,718.45,0,0.9,0.1,0.35605000000000003,1.7153846153846153,
168,199,24,2,0.4,2.0,0.4,False,0.55,229,21,400.74,845.16,0,0.9,0.1,0.40074,1.9230769230769231,
169,229,21,0,0.45,2.0,0.4,False,0.65,243,19,493.83,940.13,0,0.9,0.1,0.49383,2.0153846153846153,
170,243,19,2,0.45,2.0,0.4,False,0.61,215,17,474.26,838.82,0,0.9,0.1,0.47426,1.7846153846153847,
171,215,17,1,0.4,2.0,0.4,False,0.45,196,24,307.93,695.59,0,0.9,0.1,0.30793,1.6923076923076923,
172,196,24,2,0.4,2.0,0.4,False,0.53,209,21,388.72,723.12,0,0.9,0.1,0.38872,1.7692307692307692,
173,209,21,1,0.35,2.0,0.4,False,0.42,215,16,270.81,694.87,0,0.9,0.1,0.27081,1.7769230769230768,
174,215,16,1,0.3,2.0,0.4,False,0.38,217,19,216.5,566.55,0,0.9,0.1,0.2165,1.8153846153846154,
175,217,19,0,0.35,2.0,0.4,False,0.44,219,22,285.96,673.32,0,0.9,0.1,0.28596,1.853846153846154,
176,219,22,0,0.4,2.0,0.4,False,0.59,229,21,438.09,793.73,0,0.9,0.1,0.43809,1.9230769230769231,
177,229,21,2,0.4,2.0,0.4,False,0.54,234,22,383.73,894.11,0,0.9,0.1,0.38373,1.9692307692307693,
178,234,22,0,0.45,2.0,0.4,False,0.73,246,17,581.46,1014.56,0,0.9,0.1,0.5814600000000001,2.023076923076923,
179,246,17,0,0.5,2.0,0.4,False,0.65,210,16,526.36,974.52,0,0.9,0.1,0.52636,1.7384615384615385,
180,210,16,0,0.55,2.0,0.4,False,0.82,228,18,699.29,1090.02,0,0.9,0.1,0.69929,1.8923076923076922,
181,228,18,1,0.5,2.0,0.4,False,0.67,217,11,547.93,982.08,0,0.9,0.1,0.5479299999999999,1.7538461538461538,
182,217,11,1,0.45,2.0,0.4,False,0.51,201,19,378.06,847.24,0,0.9,0.1,0.37806,1.6923076923076923,
183,201,19,0,0.5,2.0,0.4,False,0.61,198,21,488.77,873.69,0,0.9,0.1,0.48877,1.6846153846153846,
184,198,21,0,0.55,2.0,0.4,False,0.78,216,13,669.85,1086.9,0,0.9,0.1,0.6698500000000001,1.7615384615384615,
185,216,13,2,0.55,2.0,0.4,False,0.75,220,11,638.81,1151.67,0,0.9,0.1,0.63881,1.7769230769230768,
186,220,11,1,0.5,2.0,0.4,False,0.62,204,17,495.59,949.1,0,0.9,0.1,0.49559,1.7,
187,204,17,0,0.55,2.0,0.4,False,0.71,206,15,594.58,1057.25,0,0.9,0.1,0.59458,1.7,
188,206,15,1,0.5,2.0,0.4,False,0.62,212,12,497.73,999.39,0,0.9,0.1,0.49773,1.7230769230769232,
189,212,12,2,0.5,2.0,0.4,False,0.57,210,10,442.33,1004.94,0,0.9,0.1,0.44233,1.6923076923076923,
190,210,10,2,0.5,2.0,0.4,False,0.5,184,12,391.94,908.11,0,0.9,0.1,0.39194,1.5076923076923077,
191,184,12,2,0.5,2.0,0.4,False,0.52,185,15,406.72,879.87,0,0.9,0.1,0.40672,1.5384615384615385,
192,185,15,0,0.55,2.0,0.4,False,0.62,187,13,515.79,972.37,0,0.9,0.1,0.51579,1.5384615384615385,
193,187,13,0,0.6,2.0,0.4,False,0.66,179,13,566.47,1044.25,0,0.9,0.1,0.56647,1.476923076923077,
194,179,13,1,0.55,2.0,0.4,False,0.55,179,13,451.56,930.52,0,0.9,0.1,0.45156,1.476923076923077,
195,179,13,1,0.5,2.0,0.4,False,0.49,171,8,396.57,758.94,0,0.9,0.1,0.39657,1.376923076923077,
196,171,8,1,0.45,2.0,0.4,False,0.4,175,8,283.0,727.48,0,0.9,0.1,0.283,1.4076923076923078,
197,175,8,0,0.5,2.0,0.4,False,0.4,157,9,297.47,733.66,0,0.9,0.1,0.29747,1.2769230769230768,
198,157,9,2,0.5,2.0,0.4,False,0.43,169,16,323.85,814.03,0,0.9,0.1,0.32385,1.4230769230769231,
199,169,16,1,0.45,2.0,0.4,False,0.37,175,6,252.4,752.67,0,0.9,0.1,0.2524,1.3923076923076922,
200,175,6,0,0.5,2.0,0,False,0.85,156,10,800.37,800.37,0,0.9,0.1,0.80037,1.2769230769230768,
201,156,10,0,0.55,2.0,0,False,0.75,139,10,701.01,701.01,0,0.9,0.1,0.70101,1.146153846153846,
202,139,10,2,0.55,2.0,0,False,0.71,124,5,680.86,680.86,0,0.9,0.1,0.68086,0.9923076923076923,
203,124,5,1,0.5,2.0,0,False,0.62,122,10,571.48,571.48,0,0.9,0.1,0.57148,1.0153846153846153,
204,122,10,2,0.5,2.0,0,False,0.69,132,9,647.8,647.8,0,0.9,0.1,0.6477999999999999,1.0846153846153845,
205,132,9,0,0.55,2.0,0,False,0.69,116,12,657.35,657.35,0,0.9,0.1,0.65735,0.9846153846153847,
206,116,12,1,0.5,2.0,0,False,0.52,105,7,485.98,485.98,0,0.9,0.1,0.48598,0.8615384615384616,
207,105,7,2,0.5,2.0,0,False,0.6,108,8,562.29,562.29,0,0.9,0.1,0.56229,0.8923076923076924,
208,108,8,1,0.45,2.0,0,False,0.56,107,11,523.34,523.34,0,0.9,0.1,0.52334,0.9076923076923077,
209,107,11,2,0.45,2.0,0,False,0.5,105,13,455.07,455.07,0,0.9,0.1,0.45507,0.9076923076923077,
210,105,13,0,0.5,2.0,0,False,0.61,114,10,571.74,571.74,0,0.9,0.1,0.57174,0.9538461538461539,
211,114,10,1,0.45,2.0,0,False,0.5,105,5,466.46,466.46,0,0.9,0.1,0.46646,0.8461538461538461,
212,105,5,1,0.4,2.0,0,False,0.43,97,17,381.04,381.04,0,0.9,0.1,0.38104000000000005,0.8769230769230769,
